ticker,VERO US Equity
2018-03-07,-3.7829
2018-03-08,-1.8803
2018-03-09,1.3937
2018-03-12,0.6873
2018-03-13,2.3891
2018-03-14,-1.5
2018-03-15,15.2284
2018-03-16,6.4611
2018-03-19,-2.7586
2018-03-20,4.6809
2018-03-21,3.1165
2018-03-22,-2.1025
2018-03-23,-0.9396
2018-03-26,-5.0136
2018-03-27,-15.5492
2018-03-28,-4.8986
2018-03-29,10.6572
2018-04-02,4.9759
2018-04-03,-4.1284
2018-04-04,0.1595
2018-04-05,-4.1401
2018-04-06,-4.3189
2018-04-09,-10.7639
2018-04-10,-6.6148
2018-04-11,4.375
2018-04-12,1.5968
2018-04-13,-3.9293
2018-04-16,3.8855
2018-04-17,-0.7874
2018-04-18,2.3810000000000002
2018-04-19,0.3876
2018-04-20,-1.9304999999999999
2018-04-23,-9.0551
2018-04-24,-0.4329
2018-04-25,-7.1739
2018-04-26,3.0445
2018-04-27,-3.4091
2018-04-30,0.4706
2018-05-01,0.2342
2018-05-02,-2.3364
2018-05-03,-4.3062000000000005
2018-05-04,3.0
2018-05-07,-2.6699
2018-05-08,-3.4913
2018-05-09,-4.1344
2018-05-10,-1.3477000000000001
2018-05-11,3.0055
2018-05-14,14.0584
2018-05-15,-14.4186
2018-05-16,1.9022000000000001
2018-05-17,-9.3333
2018-05-18,5.0
2018-05-21,6.4426
2018-05-22,-8.1579
2018-05-23,0.2865
2018-05-24,-6.5714
2018-05-25,-0.3058
2018-05-29,0.0
2018-05-30,-3.9877000000000002
2018-05-31,2.8754
2018-06-01,-4.3478
2018-06-04,-1.2987
2018-06-05,-7.2368
2018-06-06,7.4468
2018-06-07,0.6601
2018-06-08,-2.2951
2018-06-11,0.3356
2018-06-12,-2.6756
2018-06-13,-0.6873
2018-06-14,-1.3841
2018-06-15,5.2632
2018-06-18,-5.6667
2018-06-19,-6.3604
2018-06-20,7.5472
2018-06-21,-4.2105
2018-06-22,33.3333
2018-06-25,-10.4396
2018-06-26,7.0552
2018-06-27,-9.1691
2018-06-28,2.5237
2018-06-29,6.7692
2018-07-02,-2.5937
2018-07-03,5.9172
2018-07-05,2.5140000000000002
2018-07-06,-11.4441
2018-07-09,0.0
2018-07-10,-2.4615
2018-07-11,-5.3628
2018-07-12,9.3333
2018-07-13,-1.8293
2018-07-16,-6.2112
2018-07-17,0.3311
2018-07-18,0.6601
2018-07-19,1.3115
2018-07-20,-2.589
2018-07-23,-2.99
2018-07-24,-2.3973
2018-07-25,4.5614
2018-07-26,2.349
2018-07-27,-4.918
2018-07-30,-6.2069
2018-07-31,8.0882
2018-08-01,-1.7006999999999999
2018-08-02,3.4602
2018-08-03,-5.3512
2018-08-06,-28.6219
2018-08-07,6.9307
2018-08-08,-14.8148
2018-08-09,-6.5217
2018-08-10,-13.9535
2018-08-13,5.4054
2018-08-14,8.9744
2018-08-15,1.1764999999999999
2018-08-16,6.3953
2018-08-17,-1.0929
2018-08-20,-3.3149
2018-08-21,-5.1429
2018-08-22,4.8193
2018-08-23,-5.1724
2018-08-24,-3.6364
2018-08-27,2.5157
2018-08-28,6.135
2018-08-29,20.8092
2018-08-30,9.0909
2018-08-31,7.4561
2018-09-04,-2.0408
2018-09-05,-1.6667
2018-09-06,-8.4746
2018-09-07,3.2407
2018-09-10,7.6233
2018-09-11,17.5
2018-09-12,1.4184
2018-09-13,0.3497
2018-09-14,3.1359
2018-09-17,-3.7161999999999997
2018-09-18,-9.473700000000001
2018-09-19,0.7752
2018-09-20,5.3846
2018-09-21,-4.0146
2018-09-24,-3.4221
2018-09-25,-0.7874
2018-09-26,-3.9683
2018-09-27,13.6364
2018-09-28,5.4545
2018-10-01,-7.5862
2018-10-02,-8.209
2018-10-03,-3.6585
2018-10-04,-2.9536
2018-10-05,-3.9130000000000003
2018-10-08,-3.1673999999999998
2018-10-09,-3.7382999999999997
2018-10-10,-4.3689
2018-10-11,-10.6599
2018-10-12,12.5
2018-10-15,-7.0707
2018-10-16,-2.1739
2018-10-17,21.1111
2018-10-18,-4.5872
2018-10-19,-7.2115
2018-10-22,-3.6269
2018-10-23,-2.1505
2018-10-24,-10.989
2018-10-25,0.6173
2018-10-26,0.0
2018-10-29,-3.681
2018-10-30,5.0955
2018-10-31,14.5455
2018-11-01,3.1746
2018-11-02,0.5128
2018-11-05,16.8367
2018-11-06,-17.0306
2018-11-07,0.0
2018-11-08,10.526299999999999
2018-11-09,-7.1429
2018-11-12,-4.1026
2018-11-13,9.0909
2018-11-14,-6.8627
2018-11-15,-7.3684
2018-11-16,1.1364
2018-11-19,-3.3708
2018-11-20,-1.1628
2018-11-21,-1.1764999999999999
2018-11-23,4.1667
2018-11-26,-3.4286
2018-11-27,-6.5089
2018-11-28,-10.7595
2018-11-29,-19.8582
2018-11-30,2.6549
2018-12-03,7.7586
2018-12-04,-6.736
2018-12-06,-5.6442
2018-12-07,0.9091
2018-12-10,-5.4054
2018-12-11,-1.9048
2018-12-12,0.0
2018-12-13,-3.5534
2018-12-14,-6.362
2018-12-17,-6.1492
2018-12-18,-13.2646
2018-12-19,-19.4665
2018-12-20,-13.0863
2018-12-21,-11.3208
2018-12-24,-12.7447
2018-12-26,9.8513
2018-12-27,13.5849
2018-12-28,-4.2408
2018-12-31,-11.102
2019-01-02,53.8108
2019-01-03,-2.9851
2019-01-04,-3.0769
2019-01-07,38.0952
2019-01-08,4.2399000000000004
2019-01-09,-0.7594
2019-01-10,-11.1
2019-01-11,-2.5122
2019-01-14,2.5641
2019-01-15,-2.5
2019-01-16,14.1026
2019-01-17,-6.7303
2019-01-18,21.6721
2019-01-22,0.9901
2019-01-23,11.7647
2019-01-24,-0.8772
2019-01-25,-9.7345
2019-01-28,-3.9706
2019-01-29,-4.0123
2019-01-30,-5.3393
2019-01-31,3.4944
2019-02-01,-5.3306000000000004
2019-02-04,-0.2179
2019-02-05,-2.6549
2019-02-06,-9.0791
2019-02-07,-0.013
2019-02-08,-7.6623
2019-02-11,-3.9381
2019-02-12,-0.5271
2019-02-13,3.0321
2019-02-14,12.857099999999999
2019-02-15,-2.038
2019-02-19,0.7882
2019-02-20,6.4103
2019-02-21,4.8193
2019-02-22,-0.9195
2019-02-25,0.058
2019-02-26,1.113
2019-02-27,14.0924
2019-02-28,-9.5477
2019-03-01,2.2222
2019-03-04,3.2609
2019-03-05,-2.6316
2019-03-06,-9.1351
2019-03-07,3.5217
2019-03-08,-11.4814
2019-03-11,7.7512
2019-03-12,4.374
2019-03-13,-1.8702
2019-03-14,-1.8824
2019-03-15,7.9137
2019-03-18,-5.5556
2019-03-19,-6.5765
2019-03-20,-12.1143
2019-03-21,1.7338
2019-03-22,-6.7606
2019-03-25,1.2387
2019-03-26,-0.0298
2019-03-27,-7.4627
2019-03-28,-5.5
2019-03-29,0.6998
2019-04-01,9.522
2019-04-02,-1.0802
2019-04-03,-0.5163
2019-04-04,3.6798
2019-04-05,6.1732
2019-04-08,-4.0
2019-04-09,-1.7856999999999998
2019-04-10,-1.3182
2019-04-11,-3.5007
2019-04-12,3.0358
2019-04-15,-3.981
2019-04-16,2.8627000000000002
2019-04-17,0.0782
2019-04-18,0.5937
2019-04-22,-3.7118
2019-04-23,-1.5806
2019-04-24,-2.8024
2019-04-25,-4.6535
2019-04-26,0.7958
2019-04-29,-0.4386
2019-04-30,-1.3216
2019-05-01,5.6964
2019-05-02,-0.321
2019-05-03,-3.5593
2019-05-06,0.3866
2019-05-07,1.7157
2019-05-08,-3.5112
2019-05-09,1.6768
2019-05-10,-2.187
2019-05-13,-12.113
2019-05-14,8.1224
2019-05-15,-2.416
2019-05-16,4.4294
2019-05-17,2.2412
2019-05-20,1.4493
2019-05-21,1.2857
2019-05-22,5.0247
2019-05-23,-7.1177
2019-05-24,2.1688
2019-05-28,3.4849
2019-05-29,-12.8205
2019-05-30,-9.9804
2019-05-31,1.0455
2019-06-03,-0.4742
2019-06-04,3.1839
2019-06-05,3.2746
2019-06-06,-4.4715
2019-06-07,13.617
2019-06-10,-5.0936
2019-06-11,0.6314
2019-06-12,0.0
2019-06-13,-4.902
2019-06-14,2.0619
2019-06-17,-5.0505
2019-06-18,3.617
2019-06-19,-0.1848
2019-06-20,0.8023
2019-06-21,-1.0204
2019-06-24,0.8247
2019-06-25,20.6544
2019-06-26,-1.6949
2019-06-27,8.5862
2019-06-28,-3.1439
2019-07-01,0.8525
2019-07-02,-2.7637
2019-07-03,-3.8278
2019-07-05,0.817
2019-07-08,-2.7586
2019-07-09,-1.5957
2019-07-10,6.3063
2019-07-11,1.6949
2019-07-12,-1.6667
2019-07-15,5.3898
2019-07-16,16.6935
2019-07-17,5.9123
2019-07-18,-11.9193
2019-07-19,-6.19
2019-07-22,7.9917
2019-07-23,-1.8588
2019-07-24,-0.0446
2019-07-25,-5.1435
2019-07-26,10.0298
2019-07-29,-0.2991
2019-07-30,-4.1157
2019-07-31,0.0611
2019-08-01,2.7843999999999998
2019-08-02,4.6067
2019-08-05,-5.8302
2019-08-06,-2.5
2019-08-07,-1.3273
2019-08-08,3.9436999999999998
2019-08-09,6.3588000000000005
2019-08-12,-0.4895
2019-08-13,-1.3547
2019-08-14,-2.8101000000000003
2019-08-15,-6.0391
2019-08-16,5.3629999999999995
2019-08-19,-3.6598
2019-08-20,1.0561
2019-08-21,2.7742
2019-08-22,-1.3899
2019-08-23,-2.4085
2019-08-26,-0.4207
2019-08-27,0.7634
2019-08-28,-7.5758
2019-08-29,2.459
2019-08-30,-4.784
2019-09-03,-5.8982
2019-09-04,3.6786
2019-09-05,-0.0861
2019-09-06,-1.6549
2019-09-09,3.4356
2019-09-10,8.1173
2019-09-11,2.6959
2019-09-12,0.7326
2019-09-13,-2.7273
2019-09-16,3.5826000000000002
2019-09-17,-2.2556
2019-09-18,1.2308
2019-09-19,-2.4316
2019-09-20,-4.9844
2019-09-23,0.3852
2019-09-24,-0.8737
2019-09-25,-4.4481
2019-09-26,3.3103
2019-09-27,3.4546
2019-09-30,4.8395
2019-10-01,-9.1553
2019-10-02,-1.7614999999999998
2019-10-03,-1.1034
2019-10-04,-12.9881
2019-10-07,2.1839
2019-10-08,-6.6667
2019-10-09,-4.3908
2019-10-10,-7.405
2019-10-11,-0.8306
2019-10-14,-2.6561
2019-10-15,0.7866
2019-10-16,-0.6585
2019-10-17,2.5042999999999997
2019-10-18,-4.0479
2019-10-21,1.1233
2019-10-22,6.4429
2019-10-23,-1.9017
2019-10-24,2.3877
2019-10-25,-3.0016
2019-10-28,-7.165
2019-10-29,0.0
2019-10-30,-2.5641
2019-10-31,5.2632
2019-11-01,-0.3
2019-11-04,-0.7021
2019-11-05,-9.0909
2019-11-06,3.8056
2019-11-07,2.7561999999999998
2019-11-08,-9.7222
2019-11-11,21.1538
2019-11-12,-8.7302
2019-11-13,-17.7391
2019-11-14,-8.0338
2019-11-15,-8.046
2019-11-18,-16.25
2019-11-19,-2.6866
2019-11-20,-0.3067
2019-11-21,-1.5385
2019-11-22,-5.0
2019-11-25,1.4803
2019-11-26,3.8898
2019-11-27,2.0749
2019-11-29,-2.1855
2019-12-02,-0.3125
2019-12-03,0.9404
2019-12-04,-8.3851
2019-12-05,-4.0712
2019-12-06,-2.4701
2019-12-09,8.6957
2019-12-10,73.6667
2019-12-11,-14.0115
2019-12-12,9.375
2019-12-13,-8.1633
2019-12-16,4.4444
2019-12-17,26.383
2019-12-18,-3.1987
2019-12-19,-18.9565
2019-12-20,0.2146
2019-12-23,1.7130999999999998
2019-12-24,-1.6842000000000001
2019-12-26,-4.9251000000000005
2019-12-27,-1.1261
2019-12-30,2.5057
2019-12-31,4.4444
2020-01-02,-3.1915
2020-01-03,-1.5385
2020-01-06,2.6786
2020-01-07,17.1739
2020-01-08,-7.7922
2020-01-09,11.67
2020-01-10,20.0
2020-01-13,7.958
2020-01-14,-0.5563
2020-01-15,-14.5455
2020-01-16,-1.6367
2020-01-17,-3.9933
2020-01-21,-1.0399
2020-01-22,5.7793
2020-01-23,-6.7881
2020-01-24,0.3552
2020-01-27,3.3628
2020-01-28,9.589
2020-01-29,13.125
2020-01-30,0.9669
2020-01-31,-4.2408
2020-02-03,-4.1429
2020-02-04,0.149
2020-02-05,5.6548
2020-02-06,-0.8451
2020-02-07,1.2784
2020-02-10,7.9944
2020-02-11,-2.4026
2020-02-12,1.5303
2020-02-13,-0.3932
2020-02-14,0.0
2020-02-18,3.9474
2020-02-19,-0.1266
2020-02-20,3.4221
2020-02-21,0.2451
2020-02-24,-2.445
2020-02-25,0.3759
2020-02-26,2.372
2020-02-27,-17.0732
2020-02-28,-6.3235
2020-03-02,6.1224
2020-03-03,0.4438
2020-03-04,-4.4183
2020-03-05,-7.5501000000000005
2020-03-06,-2.5
2020-03-09,0.0
2020-03-10,5.2991
2020-03-11,-11.526
2020-03-12,-26.6055
2020-03-13,-2.5
2020-03-16,-17.6923
2020-03-17,-10.5919
2020-03-18,-18.1185
2020-03-19,5.1064
2020-03-20,1.2146
2020-03-23,0.8
2020-03-24,13.4921
2020-03-25,39.8601
2020-03-26,-2.5
2020-03-27,-7.1795
2020-03-30,0.5525
2020-03-31,-2.4725
2020-04-01,-3.9436999999999998
2020-04-02,11.437
2020-04-03,2.6316
2020-04-06,4.1026
2020-04-07,0.4926
2020-04-08,4.4118
2020-04-09,-5.8685
2020-04-13,7.7307
2020-04-14,3.7037
2020-04-15,0.2232
2020-04-16,-5.3452
2020-04-17,-3.5294
2020-04-20,2.439
2020-04-21,1.9048
2020-04-22,2.5701
2020-04-23,1.3667
2020-04-24,-4.2697
2020-04-27,5.3991
2020-04-28,0.0
2020-04-29,6.0178
2020-04-30,-2.9453
2020-05-01,-3.6797
2020-05-04,-3.3708
2020-05-05,2.5581
2020-05-06,-0.907
2020-05-07,4.0046
2020-05-08,-0.9901
2020-05-11,-4.6667
2020-05-12,-15.3846
2020-05-13,-3.5813
2020-05-14,-4.0
2020-05-15,-11.607099999999999
2020-05-18,-15.1515
2020-05-19,17.6587
2020-05-20,-0.1686
2020-05-21,-1.6892
2020-05-22,4.4674
2020-05-26,1.9737
2020-05-27,0.3226
2020-05-28,-1.9293
2020-05-29,-2.9508
2020-06-01,-1.0135
2020-06-02,0.0
2020-06-03,5.802
2020-06-04,9.354800000000001
2020-06-05,3.8348
2020-06-08,16.4773
2020-06-09,1.9512
2020-06-10,0.0
2020-06-11,-19.6172
2020-06-12,14.2857
2020-06-15,6.25
2020-06-16,-0.7353
2020-06-17,5.679
2020-06-18,-8.6449
2020-06-19,-4.8593
2020-06-22,6.4516
2020-06-23,6.3131
2020-06-24,-2.6128
2020-06-25,3.6585
2020-06-26,0.7059
2020-06-29,-13.3178
2020-06-30,-5.9299
2020-07-01,-8.596
2020-07-02,10.3448
2020-07-06,-3.125
2020-07-07,-7.9179
2020-07-08,-0.9554
2020-07-09,-5.1447
2020-07-10,4.0678
2020-07-13,-9.4463
2020-07-14,3.2374
2020-07-15,2.0906
2020-07-16,4.7782
2020-07-17,1.9544000000000001
2020-07-20,1.278
2020-07-21,-0.6309
2020-07-22,-1.5873
2020-07-23,-2.7419000000000002
2020-07-24,-5.141
2020-07-27,8.3916
2020-07-28,-5.1613
2020-07-29,2.0408
2020-07-30,-0.3333
2020-07-31,-4.3478
