ticker,BZUN US Equity
2015-10-07,10.0189
2015-10-08,-1.7182
2015-10-09,-4.021
2015-10-12,0.3643
2015-10-13,2.7223
2015-10-14,-4.2403
2015-10-15,7.0111
2015-10-16,2.4138
2015-10-19,-2.0202
2015-10-20,4.811
2015-10-21,-2.623
2015-10-22,3.1987
2015-10-23,6.5253
2015-10-26,15.4671
2015-10-27,-2.7851
2015-10-28,6.6849
2015-10-29,6.1381
2015-10-30,4.0964
2015-11-02,-3.3565
2015-11-03,-3.1138
2015-11-04,-2.9666
2015-11-05,-5.0955
2015-11-06,-2.0134
2015-11-09,0.137
2015-11-10,-5.1984
2015-11-11,-1.5873
2015-11-12,2.6393
2015-11-13,-12.4286
2015-11-16,3.5888999999999998
2015-11-17,5.3543
2015-11-18,1.3453
2015-11-19,1.3274
2015-11-20,10.6259
2015-11-23,4.8684
2015-11-24,11.4178
2015-11-25,6.982
2015-11-27,-7.4737
2015-11-30,-11.149
2015-12-01,4.8656
2015-12-02,-0.9768
2015-12-03,-4.0691
2015-12-04,1.671
2015-12-07,-3.1606
2015-12-08,5.8747
2015-12-09,-0.7398
2015-12-10,4.7205
2015-12-11,-4.5077
2015-12-14,0.0
2015-12-15,4.7205
2015-12-16,2.3725
2015-12-17,-0.6952
2015-12-18,3.3839
2015-12-21,-1.5800999999999998
2015-12-22,1.1468
2015-12-23,-4.6485
2015-12-24,1.7835999999999999
2015-12-28,-2.2196
2015-12-29,-2.509
2015-12-30,0.6127
2015-12-31,0.0
2016-01-04,-9.0134
2016-01-05,1.071
2016-01-06,-0.3974
2016-01-07,-9.9734
2016-01-08,-0.2954
2016-01-11,-3.5556
2016-01-12,3.2258
2016-01-13,-2.8274
2016-01-14,6.2787
2016-01-15,-5.9078
2016-01-19,-1.072
2016-01-20,-4.9536
2016-01-21,5.3746
2016-01-22,4.0185
2016-01-25,-0.4458
2016-01-26,-4.4776
2016-01-27,-2.3438
2016-01-28,3.84
2016-01-29,1.6949
2016-02-01,-1.8939
2016-02-02,-1.7761
2016-02-03,-2.044
2016-02-04,-3.2103
2016-02-05,-1.1609
2016-02-08,-10.2349
2016-02-09,0.1869
2016-02-10,1.1194
2016-02-11,-6.2731
2016-02-12,-3.3465
2016-02-16,5.2953
2016-02-17,4.4487
2016-02-18,5.0
2016-02-19,-0.1764
2016-02-22,6.1837
2016-02-23,0.1664
2016-02-24,-5.6478
2016-02-25,1.7606000000000002
2016-02-26,4.1522
2016-02-29,-1.9933999999999998
2016-03-01,0.0
2016-03-02,-3.8983
2016-03-03,-4.9383
2016-03-04,9.2764
2016-03-07,1.0187
2016-03-08,-2.521
2016-03-09,2.5862
2016-03-10,-3.8655
2016-03-11,2.7972
2016-03-14,0.0
2016-03-15,-3.2313
2016-03-16,1.0545
2016-03-17,0.5217
2016-03-18,1.2111
2016-03-21,3.7607
2016-03-22,-0.8237
2016-03-23,-2.99
2016-03-24,0.0
2016-03-28,-2.7397
2016-03-29,0.3521
2016-03-30,3.3333
2016-03-31,-0.8489
2016-04-01,-1.5411000000000001
2016-04-04,0.8696
2016-04-05,-2.931
2016-04-06,9.4139
2016-04-07,0.0
2016-04-08,1.9481000000000002
2016-04-11,-2.0701
2016-04-12,0.813
2016-04-13,3.0645
2016-04-14,-0.1565
2016-04-15,1.5674000000000001
2016-04-18,-1.0802
2016-04-19,-0.624
2016-04-20,-0.7849
2016-04-21,-0.4747
2016-04-22,-1.4308
2016-04-25,-5.9677
2016-04-26,4.2882
2016-04-27,-2.9605
2016-04-28,1.3559
2016-04-29,-3.3445
2016-05-02,-1.0381
2016-05-03,-0.5245
2016-05-04,1.2302
2016-05-05,-1.3889
2016-05-06,0.1761
2016-05-09,-4.3937
2016-05-10,6.25
2016-05-11,-3.2872
2016-05-12,-2.1467
2016-05-13,1.4625
2016-05-16,-1.0811
2016-05-17,-1.275
2016-05-18,4.428
2016-05-19,-1.5901
2016-05-20,2.8725
2016-05-23,2.7923
2016-05-24,0.3396
2016-05-25,-2.7073
2016-05-26,3.3043
2016-05-27,1.6835
2016-05-31,6.2914
2016-06-01,-4.2056000000000004
2016-06-02,2.439
2016-06-03,-2.2222
2016-06-06,8.4416
2016-06-07,2.5449
2016-06-08,4.3796
2016-06-09,-4.4755
2016-06-10,-3.5139
2016-06-13,8.8012
2016-06-14,-3.9052
2016-06-15,1.8868
2016-06-16,-0.9972
2016-06-17,-1.7266
2016-06-20,1.3176999999999999
2016-06-21,0.1445
2016-06-22,-0.5772
2016-06-23,1.3062
2016-06-24,-8.4527
2016-06-27,-3.5994
2016-06-28,2.7597
2016-06-29,1.2638
2016-06-30,1.248
2016-07-01,2.4653
2016-07-05,-4.9624
2016-07-06,1.2658
2016-07-07,5.4688
2016-07-08,0.2963
2016-07-11,3.3973
2016-07-12,-0.1429
2016-07-13,-1.2876
2016-07-14,1.4493
2016-07-15,-1.0
2016-07-18,4.7619
2016-07-19,3.168
2016-07-20,0.0
2016-07-21,-5.3405000000000005
2016-07-22,1.5514999999999999
2016-07-25,-0.8333
2016-07-26,1.9607999999999999
2016-07-27,0.8242
2016-07-28,-0.6812
2016-07-29,-3.0178
2016-08-01,4.9505
2016-08-02,15.7682
2016-08-03,-2.5611
2016-08-04,-5.8542
2016-08-05,4.1878
2016-08-08,-4.7503
2016-08-09,4.2199
2016-08-10,5.6442
2016-08-11,9.5238
2016-08-12,0.0
2016-08-15,4.9841
2016-08-16,-3.0303
2016-08-17,-0.3125
2016-08-18,-2.4032999999999998
2016-08-19,1.8201
2016-08-22,-0.1052
2016-08-23,10.3158
2016-08-24,-2.6718
2016-08-25,13.5294
2016-08-26,-3.1088
2016-08-29,12.7451
2016-08-30,6.166
2016-08-31,-1.787
2016-09-01,1.9712
2016-09-02,8.6245
2016-09-06,-3.0116
2016-09-07,-1.5526
2016-09-08,-0.9319
2016-09-09,-4.848
2016-09-12,3.9544
2016-09-13,-1.9020000000000001
2016-09-14,4.9963
2016-09-15,2.4858000000000002
2016-09-16,8.316
2016-09-19,-2.6871
2016-09-20,-1.5122
2016-09-21,2.8037
2016-09-22,0.5844
2016-09-23,-0.5165
2016-09-26,-2.7255000000000003
2016-09-27,1.6011
2016-09-28,0.8864
2016-09-29,-0.358
2016-09-30,-1.437
2016-10-03,7.0245
2016-10-04,1.6718
2016-10-05,4.6894
2016-10-06,0.0582
2016-10-07,-0.6977
2016-10-10,8.3138
2016-10-11,-7.4595
2016-10-12,-0.0584
2016-10-13,-9.7896
2016-10-14,-3.1098
2016-10-17,0.5684
2016-10-18,0.4654
2016-10-19,0.3309
2016-10-20,-1.5831
2016-10-21,1.5415999999999999
2016-10-24,-0.198
2016-10-25,-0.463
2016-10-26,-0.7973
2016-10-27,-3.0141
2016-10-28,-1.105
2016-10-31,-7.5419
2016-11-01,0.1511
2016-11-02,-2.5641
2016-11-03,0.6192
2016-11-04,3.7692
2016-11-07,6.9681
2016-11-08,3.6036
2016-11-09,-0.9365
2016-11-10,-2.8359
2016-11-11,5.1425
2016-11-14,4.957
2016-11-15,5.1008
2016-11-16,-3.8346
2016-11-17,-0.1869
2016-11-18,-2.5593
2016-11-21,2.3703
2016-11-22,0.0626
2016-11-23,1.3133
2016-11-25,-1.1728
2016-11-28,-4.6846
2016-11-29,0.5898
2016-11-30,-1.6938
2016-12-01,-6.395
2016-12-02,0.3894
2016-12-05,-4.2313
2016-12-06,-5.1546
2016-12-07,0.6988
2016-12-08,-3.4695
2016-12-09,-2.3163
2016-12-12,-3.2706
2016-12-13,1.6061
2016-12-14,1.9135
2016-12-15,0.898
2016-12-16,3.2362
2016-12-19,-2.8997
2016-12-20,-0.3228
2016-12-21,-0.8097
2016-12-22,-1.4694
2016-12-23,-1.1599
2016-12-27,-2.7661
2016-12-28,-1.5516999999999999
2016-12-29,-2.1891
2016-12-30,8.0573
2017-01-03,-5.551
2017-01-04,-0.8772
2017-01-05,2.6549
2017-01-06,0.6897
2017-01-09,0.0
2017-01-10,12.4144
2017-01-11,3.6558
2017-01-12,1.396
2017-01-13,1.0145
2017-01-17,-3.802
2017-01-18,-0.3729
2017-01-19,1.6467
2017-01-20,0.3682
2017-01-23,-0.5136
2017-01-24,2.5074
2017-01-25,0.1439
2017-01-26,-4.3103
2017-01-27,0.6006
2017-01-30,-1.7164000000000001
2017-01-31,-0.4556
2017-02-01,0.6865
2017-02-02,-0.4545
2017-02-03,3.2725
2017-02-06,5.0111
2017-02-07,0.9123
2017-02-08,0.4868
2017-02-09,3.3218
2017-02-10,0.5358
2017-02-13,1.2658
2017-02-14,1.1842
2017-02-15,-0.2601
2017-02-16,0.7171
2017-02-17,-3.2362
2017-02-21,6.2876
2017-02-22,-2.9577999999999998
2017-02-23,-8.0415
2017-02-24,2.1157
2017-02-27,-0.8978
2017-02-28,0.2091
2017-03-01,1.1127
2017-03-02,-1.1692
2017-03-03,-2.2965
2017-03-06,0.2849
2017-03-07,4.7585
2017-03-08,5.0169
2017-03-09,-0.1291
2017-03-10,-1.5514000000000001
2017-03-13,1.1819
2017-03-14,-1.0383
2017-03-15,2.3607
2017-03-16,-0.7047
2017-03-17,-2.0
2017-03-20,-0.395
2017-03-21,-6.8077
2017-03-22,1.6312
2017-03-23,3.4892
2017-03-24,0.944
2017-03-27,-0.2672
2017-03-28,0.4689
2017-03-29,-0.7333
2017-03-30,-1.4102999999999999
2017-03-31,1.7711000000000001
2017-04-03,3.012
2017-04-04,-3.1189
2017-04-05,1.9449999999999998
2017-04-06,-1.4474
2017-04-07,3.8718
2017-04-10,8.354800000000001
2017-04-11,-0.8897
2017-04-12,-5.386
2017-04-13,-5.2498
2017-04-17,-2.5366999999999997
2017-04-18,0.9589
2017-04-19,1.7639
2017-04-20,-0.9333
2017-04-21,0.6729
2017-04-24,-0.0668
2017-04-25,1.7391
2017-04-26,-1.4464000000000001
2017-04-27,0.3336
2017-04-28,1.5293
2017-05-01,7.0072
2017-05-02,-0.6732
2017-05-03,-2.7725999999999997
2017-05-04,-0.507
2017-05-05,12.4841
2017-05-08,-0.1133
2017-05-09,9.3537
2017-05-10,1.7626
2017-05-11,6.9791
2017-05-12,-4.8571
2017-05-15,-0.6006
2017-05-16,14.7029
2017-05-17,-12.1598
2017-05-18,9.3453
2017-05-19,-0.8684
2017-05-22,-2.2591
2017-05-23,-1.9811
2017-05-24,1.7324000000000002
2017-05-25,-0.8515
2017-05-26,0.7634
2017-05-30,-0.2841
2017-05-31,-2.4217
2017-06-01,0.3406
2017-06-02,1.3094000000000001
2017-06-05,-1.7233
2017-06-06,2.0945
2017-06-07,8.6832
2017-06-08,2.8534
2017-06-09,-8.408
2017-06-12,-2.6095
2017-06-13,-3.0622
2017-06-14,-0.1481
2017-06-15,-2.0267
2017-06-16,3.3804
2017-06-19,3.6603
2017-06-20,-2.4953
2017-06-21,4.1043
2017-06-22,1.7625
2017-06-23,5.0593
2017-06-26,-1.6486
2017-06-27,-2.1614
2017-06-28,0.9017
2017-06-29,-2.1448
2017-06-30,1.2328999999999999
2017-07-03,1.6238000000000001
2017-07-05,9.0102
2017-07-06,0.8958
2017-07-07,1.3721
2017-07-10,6.25
2017-07-11,1.9108
2017-07-12,2.6837999999999997
2017-07-13,3.9026
2017-07-14,1.654
2017-07-17,-1.0169
2017-07-18,0.2055
2017-07-19,0.8544
2017-07-20,1.2877
2017-07-21,8.3305
2017-07-24,5.559
2017-07-25,-5.7636
2017-07-26,1.987
2017-07-27,6.21
2017-07-28,-3.4394
2017-07-31,-3.6509
2017-08-01,0.0924
2017-08-02,-5.8172
2017-08-03,3.1699
2017-08-04,1.4254
2017-08-07,3.1543
2017-08-08,0.3028
2017-08-09,2.5355
2017-08-10,-4.3273
2017-08-11,0.7692
2017-08-14,-0.916
2017-08-15,-3.7596
2017-08-16,13.6087
2017-08-17,-5.5806000000000004
2017-08-18,1.4328
2017-08-21,1.8246
2017-08-22,-24.1908
2017-08-23,10.1792
2017-08-24,-0.3114
2017-08-25,-7.7404
2017-08-28,1.2792
2017-08-29,-1.3373
2017-08-30,0.9036
2017-08-31,1.4552
2017-09-01,6.1787
2017-09-05,2.2515
2017-09-06,-2.0325
2017-09-07,7.6072
2017-09-08,1.4139
2017-09-11,1.8695
2017-09-12,8.5537
2017-09-13,7.0201
2017-09-14,-2.3829000000000002
2017-09-15,3.401
2017-09-18,6.3395
2017-09-19,-4.8641
2017-09-20,0.3408
2017-09-21,-1.1759
2017-09-22,-0.238
2017-09-25,-4.4394
2017-09-26,-2.3436
2017-09-27,-0.994
2017-09-28,-4.1021
2017-09-29,-2.0042
2017-10-02,9.7985
2017-10-03,0.1946
2017-10-04,-5.3829
2017-10-05,0.7625
2017-10-06,-0.553
2017-10-09,-1.5803
2017-10-10,0.9813
2017-10-11,-0.1767
2017-10-12,0.9735
2017-10-13,5.726
2017-10-16,1.3816
2017-10-17,-4.0065
2017-10-18,-1.0221
2017-10-19,-3.3563
2017-10-20,0.5343
2017-10-23,-1.8305
2017-10-24,-4.5714
2017-10-25,-4.034
2017-10-26,-0.9524
2017-10-27,4.5093
2017-10-30,-0.8249
2017-10-31,0.4159
2017-11-01,0.5097
2017-11-02,1.3312
2017-11-03,-2.3459
2017-11-06,3.8117
2017-11-07,0.2623
2017-11-08,1.0925
2017-11-09,-1.583
2017-11-10,1.6393
2017-11-13,5.3865
2017-11-14,-0.693
2017-11-15,-0.756
2017-11-16,4.8931000000000004
2017-11-17,-0.838
2017-11-20,1.8592
2017-11-21,-1.7146
2017-11-22,-16.9668
2017-11-24,3.7953
2017-11-27,-3.6239
2017-11-28,-1.7614999999999998
2017-11-29,-3.4483
2017-11-30,1.25
2017-12-01,-3.2099
2017-12-04,0.5102
2017-12-05,2.5381
2017-12-06,-0.0354
2017-12-07,-0.1769
2017-12-08,5.4571
2017-12-11,7.6277
2017-12-12,-4.7768
2017-12-13,4.5245999999999995
2017-12-14,-0.6587
2017-12-15,1.5472000000000001
2017-12-18,0.3109
2017-12-19,0.8989
2017-12-20,-2.1813
2017-12-21,-0.5025
2017-12-22,-3.5354
2017-12-26,3.9267
2017-12-27,3.3689999999999998
2017-12-28,-1.6448
2017-12-29,-2.2608
2018-01-02,6.654
2018-01-03,2.1093
2018-01-04,2.153
2018-01-05,2.6203
2018-01-08,2.4979
2018-01-09,-5.6052
2018-01-10,1.2335
2018-01-11,1.4452
2018-01-12,2.9888
2018-01-16,-3.2547
2018-01-17,3.5324
2018-01-18,-0.4874
2018-01-19,-0.5442
2018-01-22,-0.9576
2018-01-23,1.6575
2018-01-24,0.3804
2018-01-25,3.7629
2018-01-26,3.4177
2018-01-29,-1.0594999999999999
2018-01-30,-2.6772
2018-01-31,2.0435
2018-02-01,-1.6431
2018-02-02,-7.9353
2018-02-05,-1.3609
2018-02-06,-0.9198
2018-02-07,-2.0598
2018-02-08,-3.9396
2018-02-09,5.3037
2018-02-12,1.2884
2018-02-13,-0.2891
2018-02-14,7.7994
2018-02-15,1.1565
2018-02-16,-5.7166
2018-02-20,1.3254000000000001
2018-02-21,1.8925999999999998
2018-02-22,-2.6222
2018-02-23,2.5244999999999997
2018-02-26,-0.4925
2018-02-27,-2.6395
2018-02-28,-0.706
2018-03-01,-4.0102
2018-03-02,5.7185
2018-03-05,3.0549
2018-03-06,31.1123
2018-03-07,-8.4422
2018-03-08,8.2465
2018-03-09,0.2093
2018-03-12,0.2089
2018-03-13,-3.168
2018-03-14,-0.6027
2018-03-15,4.1793
2018-03-16,0.9977
2018-03-19,-1.1731
2018-03-20,6.8305
2018-03-21,-1.5984
2018-03-22,-9.9643
2018-03-23,-1.4961
2018-03-26,7.3933
2018-03-27,-6.8428
2018-03-28,-2.3666
2018-03-29,4.9165
2018-04-02,-2.8989000000000003
2018-04-03,-0.9203
2018-04-04,1.246
2018-04-05,0.9846
2018-04-06,2.5482
2018-04-09,5.8124
2018-04-10,-1.6745
2018-04-11,-0.3115
2018-04-12,2.6875
2018-04-13,-6.5936
2018-04-16,0.0434
2018-04-17,5.9053
2018-04-18,-1.763
2018-04-19,-0.3548
2018-04-20,-1.6126
2018-04-23,-3.1077
2018-04-24,-1.4060000000000001
2018-04-25,-2.9857
2018-04-26,0.3445
2018-04-27,0.1602
2018-04-30,5.096
2018-05-01,1.6524999999999999
2018-05-02,-0.4706
2018-05-03,0.4513
2018-05-04,-1.0484
2018-05-07,5.0162
2018-05-08,1.9148
2018-05-09,-1.1313
2018-05-10,3.4328
2018-05-11,-1.6594
2018-05-14,-3.4954
2018-05-15,-5.9534
2018-05-16,-0.2656
2018-05-17,18.7528
2018-05-18,2.5042
2018-05-21,-3.8651
2018-05-22,0.7396
2018-05-23,6.683
2018-05-24,3.2292
2018-05-25,-0.7692
2018-05-29,-0.7407
2018-05-30,3.8875
2018-05-31,2.4223
2018-06-01,0.7503
2018-06-04,1.1656
2018-06-05,1.2162
2018-06-06,-0.6324
2018-06-07,-1.3683
2018-06-08,0.0807
2018-06-11,3.8040000000000003
2018-06-12,2.9969
2018-06-13,-2.367
2018-06-14,-0.5868
2018-06-15,-2.4076
2018-06-18,0.3661
2018-06-19,-3.3302
2018-06-20,5.3642
2018-06-21,-3.5497
2018-06-22,-1.8241
2018-06-25,-9.963799999999999
2018-06-26,2.9401
2018-06-27,-7.575
2018-06-28,4.7025
2018-06-29,0.275
2018-07-02,1.9196
2018-07-03,0.2152
2018-07-05,-1.3782
2018-07-06,0.6171
2018-07-09,4.2749
2018-07-10,0.1384
2018-07-11,-0.4837
2018-07-12,6.1621
2018-07-13,-0.7848
2018-07-16,2.3731
2018-07-17,-0.1449
2018-07-18,0.2418
2018-07-19,-0.6272
2018-07-20,0.2428
2018-07-23,2.6639
2018-07-24,-4.0572
2018-07-25,4.196
2018-07-26,1.0225
2018-07-27,-3.5347
2018-07-30,-6.8442
2018-07-31,0.2426
2018-08-01,-0.2074
2018-08-02,-1.1606
2018-08-03,-3.9432
2018-08-06,2.4448
2018-08-07,3.366
2018-08-08,-2.0159
2018-08-09,-0.5979
2018-08-10,-2.1581
2018-08-13,-4.6827
2018-08-14,-5.8422
2018-08-15,-2.9815
2018-08-16,3.1561
2018-08-17,2.0531
2018-08-20,1.9329
2018-08-21,5.8629999999999995
2018-08-22,1.2795
2018-08-23,-2.4725
2018-08-24,-0.7032
2018-08-27,6.038
2018-08-28,0.2285
2018-08-29,-0.1227
2018-08-30,-5.4424
2018-08-31,-0.8726
2018-09-04,-2.0229
2018-09-05,-3.8616
2018-09-06,-2.2669
2018-09-07,0.2442
2018-09-10,-5.9468
2018-09-11,-2.1795
2018-09-12,0.8383
2018-09-13,4.6817
2018-09-14,-3.9289
2018-09-17,-3.002
2018-09-18,-0.4037
2018-09-19,4.7061
2018-09-20,3.6989
2018-09-21,0.7673
2018-09-24,-3.8691
2018-09-25,1.3273
2018-09-26,1.3945
2018-09-27,-0.9377
2018-09-28,2.1875999999999998
2018-10-01,-3.2318
2018-10-02,-4.531
2018-10-03,-0.7799
2018-10-04,-4.9629
2018-10-05,-2.5284
2018-10-08,-4.1697
2018-10-09,-0.8348
2018-10-10,-7.3724
2018-10-11,1.5697999999999999
2018-10-12,8.9479
2018-10-15,-0.448
2018-10-16,3.6
2018-10-17,-1.3996
2018-10-18,-3.4019
2018-10-19,0.5067
2018-10-22,4.8903
2018-10-23,-0.8652
2018-10-24,-4.8242
2018-10-25,4.1263
2018-10-26,-2.6663
2018-10-29,-4.2473
2018-10-30,0.1312
2018-10-31,4.3512
2018-11-01,12.836
2018-11-02,0.8014
2018-11-05,-2.6502
2018-11-06,1.1343
2018-11-07,3.5442
2018-11-08,-6.6508
2018-11-09,-6.7301
2018-11-12,-20.6768
2018-11-13,4.9561
2018-11-14,-2.899
2018-11-15,0.6771
2018-11-16,0.1223
2018-11-19,-5.0992
2018-11-20,-3.0566
2018-11-21,7.6668
2018-11-23,0.4007
2018-11-26,2.9475
2018-11-27,1.4912
2018-11-28,0.5877
2018-11-29,-0.9056
2018-11-30,3.98
2018-12-03,3.3456
2018-12-04,-0.1372
2018-12-06,-3.2143
2018-12-07,-4.797
2018-12-10,1.1926
2018-12-11,2.8285
2018-12-12,4.7564
2018-12-13,0.8479
2018-12-14,-1.9527999999999999
2018-12-17,-8.4371
2018-12-18,-1.9033
2018-12-19,-6.8679
2018-12-20,-2.7447
2018-12-21,-4.0122
2018-12-24,3.5423
2018-12-26,2.7369
2018-12-27,0.999
2018-12-28,0.6594
2018-12-31,-4.3236
2019-01-02,1.9856
2019-01-03,-4.7667
2019-01-04,6.8735
2019-01-07,3.9908
2019-01-08,1.5857999999999999
2019-01-09,3.0284
2019-01-10,-3.6061
2019-01-11,-0.9117
2019-01-14,-5.7424
2019-01-15,1.9859
2019-01-16,1.7162
2019-01-17,1.6548
2019-01-18,6.256
2019-01-22,-2.6433999999999997
2019-01-23,0.0309
2019-01-24,1.4497
2019-01-25,4.7127
2019-01-28,-0.4065
2019-01-29,-1.6327
2019-01-30,1.9858
2019-01-31,4.0395
2019-02-01,-1.6760000000000002
2019-02-04,1.9886
2019-02-05,0.8357
2019-02-06,0.4696
2019-02-07,-6.2139
2019-02-08,-0.2052
2019-02-11,0.2644
2019-02-12,1.3185
2019-02-13,1.1278
2019-02-14,-0.3717
2019-02-15,-4.8794
2019-02-19,2.4744
2019-02-20,4.947
2019-02-21,-2.9741999999999997
2019-02-22,6.9404
2019-02-25,4.1374
2019-02-26,0.026
2019-02-27,-1.8951
2019-02-28,-0.8997
2019-03-01,-1.0414
2019-03-04,4.1554
2019-03-05,2.1762
2019-03-06,-1.3945
2019-03-07,-10.1569
2019-03-08,-1.5169000000000001
2019-03-11,1.8018
2019-03-12,0.5709
2019-03-13,1.9868999999999999
2019-03-14,0.0557
2019-03-15,3.6718
2019-03-18,2.7368
2019-03-19,1.802
2019-03-20,-5.567
2019-03-21,3.2057
2019-03-22,-3.5272
2019-03-25,0.7367
2019-03-26,2.4648
2019-03-27,-0.0264
2019-03-28,3.4638
2019-03-29,6.159
2019-04-01,1.1074
2019-04-02,0.0
2019-04-03,5.3571
2019-04-04,-7.2316
2019-04-05,4.3849
2019-04-08,-0.8635
2019-04-09,0.8945
2019-04-10,0.0233
2019-04-11,-2.356
2019-04-12,-0.2628
2019-04-15,-3.2335
2019-04-16,1.3860999999999999
2019-04-17,1.709
2019-04-18,0.264
2019-04-22,4.0938
2019-04-23,2.5989
2019-04-24,-0.2466
2019-04-25,0.2022
2019-04-26,1.5026000000000002
2019-04-29,5.0155
2019-04-30,2.0408
2019-05-01,-1.2165
2019-05-02,-0.5844
2019-05-03,2.7714
2019-05-06,-5.761
2019-05-07,-5.8097
2019-05-08,-0.6904
2019-05-09,-0.8343
2019-05-10,-1.0283
2019-05-13,-7.5089
2019-05-14,5.157
2019-05-15,1.2139
2019-05-16,-0.1439
2019-05-17,-4.7802
2019-05-20,-5.1715
2019-05-21,2.4209
2019-05-22,-0.5714
2019-05-23,-4.3626
2019-05-24,0.0546
2019-05-28,3.549
2019-05-29,2.3728
2019-05-30,1.6997
2019-05-31,-0.6584
2019-06-03,-3.8746
2019-06-04,7.3986
2019-06-05,-1.2346
2019-06-06,-0.05
2019-06-07,5.1526
2019-06-10,1.1179999999999999
2019-06-11,1.3644
2019-06-12,1.1604
2019-06-13,3.2576
2019-06-14,-0.9331
2019-06-17,0.157
2019-06-18,5.7322
2019-06-19,3.5789999999999997
2019-06-20,3.5167
2019-06-21,-2.4096
2019-06-24,-1.5584
2019-06-25,-3.5979
2019-06-26,2.7724
2019-06-27,2.8222
2019-06-28,0.6256
2019-07-01,7.501
2019-07-02,2.4627
2019-07-03,-0.4006
2019-07-05,-0.841
2019-07-08,-2.4705
2019-07-09,1.1153
2019-07-10,-0.8039
2019-07-11,-0.245
2019-07-12,0.17
2019-07-15,0.9808
2019-07-16,-0.6537
2019-07-17,-5.9974
2019-07-18,0.04
2019-07-19,2.479
2019-07-22,0.5657
2019-07-23,2.0175
2019-07-24,2.1677
2019-07-25,-7.668
2019-07-26,0.6047
2019-07-29,-2.4644
2019-07-30,1.2325
2019-07-31,0.6696
2019-08-01,-7.1558
2019-08-02,-1.5198
2019-08-05,-8.1349
2019-08-06,2.0638
2019-08-07,-1.4108
2019-08-08,3.8874
2019-08-09,0.8264
2019-08-12,0.2049
2019-08-13,6.8621
2019-08-14,-4.7842
2019-08-15,1.2282
2019-08-16,3.3091
2019-08-19,5.4879
2019-08-20,1.3765
2019-08-21,-12.5998
2019-08-22,-3.4499
2019-08-23,-4.4013
2019-08-26,1.4851
2019-08-27,2.8293
2019-08-28,1.4706000000000001
2019-08-29,5.2828
2019-08-30,1.5986
2019-09-03,-2.4476
2019-09-04,2.3970000000000002
2019-09-05,3.2378
2019-09-06,2.9243
2019-09-09,-0.9677
2019-09-10,-4.6154
2019-09-11,1.7873
2019-09-12,0.7066
2019-09-13,1.701
2019-09-16,1.2753999999999999
2019-09-17,-1.4243999999999999
2019-09-18,0.3979
2019-09-19,-0.146
2019-09-20,-2.1517
2019-09-23,-3.3945
2019-09-24,-7.0276
2019-09-25,3.9933
2019-09-26,0.1829
2019-09-27,-3.0801
2019-09-30,0.5179
2019-10-01,0.0937
2019-10-02,-1.6612
2019-10-03,4.2113
2019-10-04,0.3881
2019-10-07,-0.1365
