ticker,BKIT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-08-31,2.0
2015-09-03,2.9412000000000003
2015-09-10,138.0952
2015-09-14,-50.0
2015-09-15,300.0
2015-09-23,-40.0
2015-09-30,-33.3333
2015-10-02,-12.5
2015-11-30,-28.5714
2016-03-02,0.0
2016-03-03,2.4
2016-03-04,3.8281
2016-03-07,0.4515
2016-03-10,-2.6217
2016-03-11,7.6923
2016-03-14,-10.7143
2016-03-15,0.0
2016-03-16,-1.2
2016-03-17,4.4534
2016-03-22,12.4031
2016-03-23,6.8966
2016-03-24,-3.5605
2016-03-28,-12.3636
2016-03-29,3.0534
2016-03-30,5.9259
2016-03-31,-2.0979
2016-04-01,3.5714
2016-04-05,-6.8966
2016-04-06,3.7037
2016-04-11,7.1429
2016-04-18,5.3333
2016-04-19,10.7595
2016-04-21,-1.7143000000000002
2016-04-27,74.4186
2016-04-28,66.6667
2016-04-29,0.0
2016-05-11,-69.0
2016-05-18,6.4516
2016-05-19,-13.9394
2016-05-20,5.6338
2016-05-23,-33.3333
2016-05-24,47.0
2016-05-25,19.727899999999998
2016-06-01,-14.7727
2016-06-02,0.0
2016-06-09,33.3333
2016-06-22,-25.0
2016-06-29,0.0
2016-07-08,0.0
2016-07-11,0.0
2016-08-30,2.0
2016-08-31,1.3072
2016-09-01,-1.2903
2016-09-02,-3.268
2016-09-06,3.3784
2016-09-08,-31.3725
2016-09-12,14.2857
2016-09-13,6.6667
2016-09-14,-6.25
2016-09-15,16.6667
2016-09-16,0.0
2016-09-20,-2.1429
2016-09-26,-18.9781
2016-09-27,1.8018
2016-09-28,10.6195
2016-09-30,-14.4
2016-10-03,3.8668
2016-10-10,12.4733
2016-10-11,0.0
2016-10-13,0.0
2016-10-19,-12.0
2016-10-26,9.0909
2016-11-14,-12.5
2016-11-15,4.7619
2016-11-16,-1.8182
2016-11-17,0.9259
2016-11-18,0.0
2016-11-21,-7.3394
2016-11-22,2.9703
2016-11-23,3.8462
2016-11-25,0.0
2016-11-28,1.8519
2016-11-29,-0.9091
2016-11-30,5.5046
2016-12-01,-0.8696
2016-12-02,1.7544
2016-12-05,0.0
2016-12-07,-7.7586
2016-12-08,3.7382999999999997
2016-12-09,-8.1081
2016-12-12,12.7451
2016-12-13,-0.8696
2016-12-19,-4.386
2016-12-21,0.0
2016-12-27,-3.6696999999999997
2016-12-30,-21.9048
2017-01-03,-0.3049
2017-01-09,16.208
2017-01-10,4.7368
2017-01-11,7.5377
2017-01-12,10.0643
