ticker,ANAV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-05-01,0.0
2013-08-19,-50.0
2013-08-26,50.0
2013-09-09,33.3333
2013-09-30,0.0
2013-10-17,-50.0
2013-10-18,100.0
2013-10-30,50.0
2013-11-04,16.6667
2013-12-31,28.5714
2014-01-23,13.3333
2014-02-10,0.0
2014-02-24,17.647100000000002
2014-03-11,6.6667
2014-03-18,-60.9375
2014-03-21,80.0
2014-04-07,0.0
2014-04-08,0.0
2014-04-15,-46.6667
2014-04-24,-4.1667
2014-04-30,-43.4783
2014-05-01,30.7692
2014-06-12,-26.397100000000002
2014-06-13,-3.2967
2014-06-19,-33.8843
2014-06-20,25.0
2014-06-25,-50.0
2014-06-26,80.0
2014-06-30,-44.4444
2014-07-01,80.0
2014-08-19,-44.4444
2014-08-20,60.0
2014-08-22,21.0156
2014-09-10,0.0
2014-09-19,-26.6624
2014-09-22,40.8451
2014-09-24,50.0
2014-09-25,-46.6667
2014-09-26,0.0
2014-09-29,25.0
2014-10-07,-40.0
2014-10-08,16.6667
2014-10-17,-14.2857
2014-10-20,450.0
2014-10-21,-84.5455
2014-10-27,292.1569
2014-11-18,-60.0
2014-12-29,188.75
2015-01-05,-13.4199
2015-01-22,-25.0
2015-01-23,0.0
2015-01-28,33.3333
2015-02-10,-50.0
2015-02-11,100.0
2015-03-06,0.0
2015-04-27,-50.0
2015-04-28,50.0
2015-04-30,-33.3333
2015-05-01,50.0
2015-05-08,-33.3333
2015-05-11,50.0
2015-05-14,0.0
2015-05-18,33.3333
2015-06-03,-25.0
2015-06-23,0.0
2015-06-25,-20.0
2015-09-04,-33.3333
2015-09-14,-37.5
2015-09-15,36.0
2015-09-25,-26.4706
2015-09-28,36.0
2015-09-30,-23.5294
2015-10-01,34.6154
2015-10-05,-28.5714
2015-10-06,40.0
2015-11-30,-28.5714
2015-12-01,20.0
2015-12-07,-16.6667
2015-12-10,20.0
2015-12-17,216.6667
2015-12-28,-78.9474
2015-12-29,225.0
2016-01-14,-68.4615
2016-01-15,192.6829
2016-02-12,-21.6667
2016-02-16,6.383
2016-02-18,-52.3125
2016-03-16,-16.1206
2016-03-18,25.0
2016-03-24,-4.625
2016-04-04,97.1166
2016-04-05,-57.4468
2016-04-06,150.0
2016-04-11,-46.1875
2016-04-12,85.5981
2016-04-28,-59.9499
2016-05-02,19.2188
2016-05-03,46.789
2016-06-16,-35.7143
2016-06-17,44.4444
2016-06-21,-23.0769
2016-06-28,20.0
2016-06-29,0.0
