ticker,EXLA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-12-17,100.0
2012-12-18,-30.0
2012-12-19,0.0
2012-12-26,-57.1429
2012-12-27,-41.0417
2012-12-28,-25.4417
2012-12-31,-43.128
2013-01-02,-13.3333
2013-01-03,-7.6923
2013-01-04,0.0
2013-01-07,50.0
2013-01-08,-5.5556
2013-01-09,0.0
2013-01-10,38.9706
2013-01-11,-15.3439
2013-01-14,85.0
2013-01-15,24.3243
2013-01-16,4.3478
2013-01-17,-12.5
2013-01-18,-23.2143
2013-01-22,0.0
2013-01-23,-6.9767
2013-01-24,-12.5
2013-01-25,52.381
2013-01-28,225.0
2013-01-29,-15.3846
2013-01-30,-9.0909
2013-01-31,0.0
2013-02-01,-10.0
2013-02-04,-20.0
2013-02-05,-44.4444
2013-02-06,50.0
2013-02-11,33.3333
2013-02-13,0.0
2013-02-21,-25.0
2013-02-22,66.6667
2013-02-25,-16.0
2013-02-27,-28.5714
2013-02-28,0.0
2013-03-04,0.0
2013-03-05,0.0
2013-03-08,0.0
2013-03-14,16.6667
2013-03-19,-14.2857
2013-03-20,0.0
2013-03-21,33.3333
2013-03-25,-25.0
2013-03-28,0.0
2013-04-01,33.3333
2013-04-02,-25.0
2013-04-03,33.3333
2013-04-05,0.0
2013-04-11,12.5
2013-04-12,11.1111
2013-04-15,-20.0
2013-04-17,-72.5
2013-04-18,-9.0909
2013-04-19,10.0
2013-04-22,-25.5682
2013-04-23,9.9237
2013-04-24,-16.6667
2013-04-25,15.0
2013-04-26,11.5942
2013-04-29,-14.9351
2013-04-30,-14.5038
2013-05-01,0.0
2013-05-02,0.0
2013-05-03,-5.3571
2013-05-06,5.6604
2013-05-07,-4.4643
2013-05-08,12.1495
2013-05-09,0.0
2013-05-10,6.6667
2013-05-13,-31.25
2013-05-14,-3.4091
2013-05-15,0.0
2013-05-16,-52.9412
2013-05-17,-12.5
2013-05-20,-22.8571
2013-05-21,18.5185
2013-05-22,-15.625
2013-05-23,-3.7037
2013-05-24,11.538499999999999
2013-05-28,10.3448
2013-05-29,0.0
2013-05-30,6.25
2013-05-31,-14.7059
2013-06-03,27.5862
2013-06-04,-8.1081
2013-06-05,-14.7059
2013-06-06,-6.8966
2013-06-10,0.0
2013-06-11,25.9259
2013-06-12,79.4118
2013-06-13,-34.4262
2013-06-14,7.5
2013-06-17,53.4884
2013-06-18,-15.1515
2013-06-19,10.7143
2013-06-20,-9.6774
2013-06-21,0.0
2013-06-24,-14.2857
