ticker,AMSA US Equity
2009-09-03,20.0
2009-09-04,13.3333
2009-09-24,41.1765
2009-10-12,4.1667
2009-10-13,0.0
2009-10-28,28.0
2009-10-29,0.0
2009-11-13,25.0
2009-11-30,-35.0
2009-12-15,0.0
2009-12-23,303.8462
2009-12-31,-28.5714
2010-01-06,0.0
2010-01-07,-30.6667
2010-01-08,-5.7692
2010-01-14,-18.3673
2010-02-04,0.0
2010-02-09,0.0
2010-02-10,0.0
2010-02-11,0.0
2010-02-12,-2.5
2010-02-16,2.5641
2010-02-17,-2.5
2010-02-18,2.5641
2010-02-23,0.0
2010-03-01,0.0
2010-03-03,0.0
2010-03-04,15.0
2010-03-08,-2.1739
2010-03-09,-11.1111
2010-03-10,2.5
2010-03-11,-2.439
2010-03-12,0.0
2010-03-15,0.0
2010-03-16,0.0
2010-03-17,0.0
2010-03-19,0.0
2010-03-22,0.0
2010-03-23,-10.0
2010-03-25,0.0
2010-03-29,11.1111
2010-04-07,0.0
2010-04-08,-5.0
2010-04-09,-15.7895
2010-04-13,59.375
2010-04-15,-11.7647
2010-04-16,-11.1111
2010-04-21,-12.5
2010-05-13,14.2857
2010-05-20,-32.5
2010-06-02,-18.5185
2010-06-03,13.6364
2010-06-22,-4.0
2010-06-23,4.1667
2010-06-28,28.0
2010-07-12,-51.5039
2010-07-16,-3.3427
2010-08-09,0.0
2010-08-10,0.0
2010-08-11,0.0
2010-08-12,53.3333
2010-08-13,-8.6957
2010-08-16,0.0
2010-08-17,0.0
2010-08-23,4.7619
2010-08-27,0.0
2010-09-02,0.0
2010-09-10,-31.8182
2010-09-14,-12.6667
2010-09-17,14.5038
2010-09-20,0.0
2010-09-21,66.6667
2010-09-22,0.0
2010-09-23,0.0
2010-09-30,-32.0
2010-10-01,5.8824
2010-10-05,0.0
2010-10-08,-16.6667
2010-10-15,-26.6667
2010-10-20,81.8182
2010-10-21,-5.0
2010-10-25,21.0526
2010-10-26,-13.0435
2010-11-02,15.0
2010-11-04,-34.7826
2010-11-08,0.0
2010-11-10,-26.6667
2010-11-11,0.0
2010-11-15,0.0
2010-11-16,0.0
2010-11-17,-18.1818
2010-11-22,-22.2222
2010-11-24,0.0
2010-11-26,0.0
2010-12-03,2.8571
2010-12-06,0.0
2010-12-08,31.9444
2010-12-13,0.0
2010-12-14,-47.3684
2010-12-15,0.0
2010-12-17,-20.0
2010-12-28,50.0
2011-01-03,0.0
2011-01-10,-8.3333
2011-01-20,9.0909
2011-01-28,-8.3333
2011-02-08,0.0
2011-02-10,0.0
2011-02-11,0.0
2011-02-15,0.0
2011-02-17,0.0
2011-02-24,0.0
2011-03-30,9.0909
2011-03-31,-66.6667
2011-04-15,50.0
2011-04-29,66.6667
2011-05-02,20.0
2011-05-03,150.0
2011-05-04,-33.3333
2011-05-06,0.0
2011-05-10,-20.0
2011-05-13,-12.5
2011-05-17,-14.2857
2011-05-18,33.3333
2011-05-25,2.5
2011-05-27,-2.439
2011-06-08,-6.25
2011-06-14,0.0
2011-06-16,-46.6667
2011-06-17,12.5
2011-06-21,4.4444
2011-06-27,-10.6383
2011-06-28,-4.7619
2011-07-06,37.5
2011-07-07,-9.0909
2011-07-11,20.0
2011-07-15,-25.0
2011-07-18,-11.1111
2011-07-26,-25.0
2011-08-30,33.3333
2011-09-08,50.0
2011-09-14,50.0
2011-09-15,-33.3333
2011-09-27,0.0
2011-09-29,-31.6667
2011-10-13,70.7317
2011-11-29,-29.2857
2011-12-20,1.0101
2012-01-06,-20.0
2012-01-11,0.0
2012-01-17,50.0
2012-01-18,0.0
2012-01-19,33.3333
2012-01-23,25.0
2012-01-30,-50.0
2012-02-07,60.0
2012-02-10,0.0
2012-03-05,-37.5
2012-03-09,0.0
2012-03-23,-60.0
2012-04-04,150.0
2012-04-09,0.0
2012-04-27,-60.0
2012-06-04,150.0
2012-06-05,0.0
2012-06-07,10.0
2012-06-15,0.0
2012-06-18,9.0909
2012-06-22,-16.6667
2012-07-11,-55.0
2012-07-23,77.7778
2012-07-24,0.0
2012-07-30,25.0
2012-07-31,6.0
2012-08-01,0.0
2012-08-03,3.7736
2012-08-06,-10.9091
2012-08-07,-3.0612
2012-08-08,-36.8421
2012-08-20,50.0
2012-08-23,8.8889
2012-08-27,0.0
2012-08-29,0.0
2012-08-30,-8.1633
2012-09-07,3.75
2012-09-13,17.8046
2012-09-20,13.6364
2012-09-21,20.0
2012-09-24,4.5
2012-09-26,27.5917
2012-09-28,0.0
2012-10-04,0.0
2012-10-05,0.0
2012-10-09,10.0
2012-10-10,0.0
2012-10-15,0.0
2012-10-16,36.3636
2012-10-17,0.0
2012-10-18,13.3333
2012-10-22,11.7647
2012-10-23,5.2632
2012-10-24,-10.0
2012-10-26,-16.6667
2012-10-31,0.0
2012-11-06,-66.6667
2012-11-16,100.0
2012-12-14,-40.0
2012-12-20,0.0
2013-02-07,0.0
2013-02-12,0.0
2013-03-05,0.0
2013-03-06,0.0
2013-03-08,-33.3333
2013-03-14,75.0
2013-03-15,14.2857
2013-03-18,25.0
2013-03-21,50.0
2013-03-22,17.5833
2013-03-25,-43.3026
2013-03-26,0.0
2013-03-27,0.0
2013-03-28,0.0
2013-04-01,0.0
2013-04-15,0.0
2013-04-16,0.0
2013-04-23,-10.0
2013-05-06,-22.2222
2013-05-16,14.2857
2013-05-20,-12.5
2013-05-29,-42.8571
2013-05-30,0.0
2013-06-06,50.0
2013-06-07,58.3333
2013-06-11,110.5263
2013-06-13,-50.75
2013-06-14,6.599
2013-06-17,-4.7619
2013-06-27,-20.0
2013-07-08,100.0
2013-08-02,-50.0
2013-08-05,25.0
2013-08-12,-10.0
2013-08-19,-16.6667
2013-08-26,18.6667
2013-10-16,-21.3483
2013-10-18,-14.2857
2013-10-24,8.3333
2013-11-13,7.6923
2013-11-15,-21.4286
2013-12-02,-9.0909
2013-12-03,30.0
2014-02-25,-38.4615
2014-02-26,62.5
2014-02-28,0.0
2014-05-08,-44.6154
2014-05-13,-30.5556
2014-05-19,0.0
2014-05-20,-20.0
2014-06-03,0.0
2014-07-28,0.0
2014-08-18,25.0
2014-09-04,16.0
2014-09-05,-31.0345
2014-09-08,0.0
2014-09-09,-40.0
2014-09-11,-16.6667
2014-09-17,50.0
2014-09-19,0.0
2014-10-06,-13.3333
2014-11-21,0.0
2014-11-25,0.0
2014-12-18,15.3846
2014-12-26,-33.3333
2015-01-13,50.0
2015-01-20,-53.3333
2015-01-21,-14.2857
2015-01-27,16.6667
2015-03-09,71.4286
2015-03-16,108.3333
2015-03-27,-60.0
2015-04-20,0.0
2015-07-27,10.0
2015-09-11,27.2727
2015-09-30,-28.5714
2015-10-05,-50.0
2015-10-06,120.0
2015-10-12,-9.0909
2015-10-20,10.0
2015-11-23,-9.0909
2015-11-24,0.0
2015-12-01,75.0
2015-12-07,14.2857
2015-12-15,-37.5
2015-12-17,-44.0
2015-12-24,57.1429
2015-12-31,18.1818
2016-01-12,0.0
2016-02-09,-3.3654
2016-03-14,3.4826
2016-03-17,-15.3846
2016-03-30,35.2273
2016-06-16,7.563
2016-06-20,21.875
2016-06-23,0.0
2016-07-19,-43.5897
2016-08-30,-35.7955
2016-09-13,0.885
2016-10-31,25.4386
2016-11-16,47.5524
2016-11-29,13.7441
2016-12-16,-12.0833
2016-12-22,-46.9194
2017-01-06,114.2857
2017-01-18,-33.3333
2017-03-01,-88.0
2017-03-13,66.6667
2017-06-22,-40.0
2017-11-13,66.6667
2017-12-13,0.0
2017-12-14,2350.0
2017-12-15,14.2857
2018-01-05,-28.5714
2018-04-09,-75.0
2018-05-08,0.0
2018-05-16,0.0
2018-05-18,160.0
2018-05-21,7.6923
2018-05-23,0.0
2018-05-25,0.0
2018-05-29,-57.1429
2018-06-06,0.0
2018-06-12,66.6667
2018-09-10,-50.0
2018-09-12,60.0
2018-10-09,0.0
2018-11-20,-37.5
2018-11-21,12.0
2018-12-17,7.1429
2018-12-18,-33.3333
2019-01-23,0.0
2019-01-29,50.0
2019-02-25,-16.6667
2019-05-14,90.0
2019-05-17,-78.9474
2019-05-22,350.0
2019-05-23,5.5556
2019-07-16,-87.3684
2019-07-31,691.6667
2019-08-07,0.0
2019-09-17,-5.2632
2019-09-30,-72.2222
2019-11-22,-20.0
2019-11-26,0.0
2020-01-22,175.0
2020-01-23,-72.7273
2020-01-27,0.0
2020-02-26,133.3333
2020-05-08,-57.1429
2020-06-03,-50.0
2020-06-10,566.6667
2020-06-24,0.0
