ticker,AMSA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-01-29,-97.5
2001-01-30,92.0
2001-01-31,25.0
2001-02-23,45.8333
2001-04-09,-54.2857
2001-04-10,0.0
2001-04-11,0.0
2001-04-25,125.0
2001-05-23,-60.0
2001-08-29,0.0
2002-01-17,-66.6667
2002-05-14,-16.6667
2002-09-10,220.0
2002-10-15,40.625
2002-11-27,35.5556
2003-01-27,31.1475
2003-01-29,0.0
2003-05-15,-81.25
2004-01-27,900.0
2004-01-30,-68.0
2004-02-02,18.75
2004-02-09,0.0
2004-02-11,-15.7895
2004-03-09,18.75
2004-03-10,-3.5088
2004-06-09,5.4545
2004-06-15,-12.069
2004-07-26,0.0
2004-07-28,0.0
2004-07-29,0.0
2004-07-30,-29.4118
2004-08-03,0.0
2004-08-04,0.0
2004-08-05,0.0
2004-08-06,0.0
2004-08-09,0.0
2004-08-25,-2.7778
2004-08-26,0.0
2004-09-07,-20.0
2004-09-08,-10.7143
2004-09-15,-20.0
2004-11-17,-25.0
2004-12-10,-20.0
2004-12-13,41.6667
2005-09-12,-50.0
2005-10-07,111.7647
2005-11-08,183.3333
2005-11-15,0.0
2005-11-16,0.0
2005-11-17,11.7647
2005-12-01,-47.3684
2005-12-06,90.0
2005-12-15,31.5789
2005-12-19,-73.3333
2005-12-29,300.0
2006-01-17,-71.25
2006-01-18,0.0
2006-01-19,247.8261
2006-02-16,-75.0
2006-02-22,25.0
2006-03-14,120.0
2006-03-27,0.0
2006-03-28,-58.1818
2006-05-26,247.8261
2006-11-29,-60.0
2007-03-16,9.375
2007-05-11,-17.1429
2007-06-13,-31.0345
2007-09-26,25.0
2007-09-27,0.0
2007-10-23,-16.0
2007-11-08,-47.619
2007-12-03,0.0
2007-12-12,72.7273
2007-12-21,-31.5789
2008-01-08,-23.0769
2008-01-09,0.0
2008-01-11,-30.0
2008-01-22,-28.5714
2008-03-03,-20.0
2008-03-24,75.0
2008-03-25,114.2857
2008-03-26,20.0
2008-03-27,11.1111
2008-03-28,0.0
2008-04-11,55.0
2008-04-23,-41.9355
2008-04-24,72.2222
2008-04-25,0.0
2008-04-28,0.0
2008-04-29,61.2903
2008-04-30,20.0
2008-05-02,-35.0
2008-05-09,-48.7179
2008-05-20,100.0
2008-10-14,-90.0
2008-10-16,250.0
2008-10-17,-70.0
2008-11-05,0.0
2008-11-07,-52.381
2009-01-21,150.0
2009-01-22,16.0
2009-01-26,-17.2414
2009-07-13,-54.1667
2009-09-01,13.6364
