ticker,ACAN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-07-11,0.0
2014-07-14,0.0
2014-07-15,-6.3636
2014-07-16,1.9417
2014-07-17,-0.5714
2014-07-18,-5.1724
2014-07-21,-9.0909
2014-07-22,-15.3333
2014-07-23,-0.5249
2014-07-24,-11.3456
2014-07-25,16.0714
2014-07-28,-10.2564
2014-07-29,5.7143
2014-07-30,-5.4054
2014-08-01,-10.0
2014-08-04,11.1111
2014-08-05,-8.5714
2014-08-06,-3.75
2014-08-07,-4.2208
2014-08-08,-0.0042
2014-08-11,-5.0807
2014-08-12,-37.5
2014-08-13,14.2857
2014-08-14,48.5
2014-08-15,-56.229
2014-08-18,92.3077
2014-08-22,-16.0
2014-08-26,-4.7619
2014-08-27,-5.0
2014-08-28,0.0
2014-08-29,7.8947
2014-09-03,9.7561
2014-09-05,-11.1111
2014-09-09,-5.5
2014-09-10,-4.7619
2014-09-11,-2.2222
2014-09-12,-14.7727
2014-09-15,-2.6667
2014-09-17,-0.6849
2014-09-18,0.0
2014-09-19,20.6897
2014-09-26,-14.2857
2014-09-29,-10.0
2014-09-30,2.2222
2014-10-01,-10.1449
2014-10-07,4.8387
2014-10-08,3.8462
2014-10-10,3.7037
2014-10-13,3.5714
2014-10-14,0.0
2014-10-17,-3.4483
2014-10-24,0.0
2014-10-28,-21.4286
2014-10-29,0.0
2014-11-03,18.1818
2014-11-05,0.0
2014-11-06,-15.3846
2014-11-07,0.0
2014-11-11,-21.8182
2014-11-12,16.2791
2014-11-13,-1.0
2014-11-14,0.0
2014-11-17,0.0
2014-11-18,-13.1313
2014-11-19,0.0
2014-11-20,0.0
2014-11-26,16.2791
2014-12-02,0.0
2014-12-03,10.0
2014-12-08,-9.0909
2014-12-09,0.0
2014-12-12,-10.0
2014-12-15,0.0
2014-12-17,-38.8889
2014-12-18,45.4545
2014-12-19,18.75
2014-12-29,-5.2632
2014-12-30,2.2222
2014-12-31,0.0
2015-01-02,-2.1739
2015-01-06,-22.2222
2015-01-07,-21.4286
2015-01-08,0.0
2015-01-09,0.0
2015-01-12,0.0
2015-01-13,9.0909
2015-01-14,0.0
2015-01-15,50.0
2015-01-16,11.1111
2015-01-20,0.0
2015-01-21,0.0
2015-01-29,0.0
2015-02-03,-20.0
2015-02-04,6.25
2015-02-06,0.0
2015-02-09,16.4706
2015-02-10,-19.1919
2015-02-12,-12.5
2015-02-13,14.2857
2015-02-18,25.0
2015-02-19,-30.0
2015-02-25,16.7857
