ticker,VVI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.5695000000000001
2000-01-04,-2.9613
2000-01-05,-1.8779
2000-01-06,0.0
2000-01-07,-1.6745999999999999
2000-01-10,1.2165
2000-01-11,-0.9615
2000-01-12,0.9709
2000-01-13,0.7212
2000-01-14,1.432
2000-01-18,-1.1764999999999999
2000-01-19,0.7143
2000-01-20,1.182
2000-01-21,-0.2336
2000-01-24,-3.5129
2000-01-25,0.7282
2000-01-26,-1.6867
2000-01-27,4.6569
2000-01-28,-0.7026
2000-01-31,-0.7075
2000-02-01,-0.4751
2000-02-02,1.432
2000-02-03,3.0588
2000-02-04,-2.2831
2000-02-07,-2.8037
2000-02-08,-1.2019
2000-02-09,-0.9732
2000-02-10,-1.7199
2000-02-11,-1.25
2000-02-14,-1.7722
2000-02-15,0.7732
2000-02-16,1.023
2000-02-17,-0.7595
2000-02-18,0.0
2000-02-22,-0.7653
2000-02-23,0.5141
2000-02-24,-1.023
2000-02-25,1.292
2000-02-28,-3.0612
2000-02-29,-1.3158
2000-03-01,4.8
2000-03-02,-4.8346
2000-03-03,-3.7433
2000-03-06,-5.8333
2000-03-07,-2.9499
2000-03-08,0.4377
2000-03-09,3.6474
2000-03-10,0.5865
2000-03-13,0.2915
2000-03-14,-0.2907
2000-03-15,3.7901
2000-03-16,6.1798
2000-03-17,-4.2328
2000-03-20,-1.6575
2000-03-21,-0.2809
2000-03-22,0.2817
2000-03-23,2.5281000000000002
2000-03-24,-3.0137
2000-03-27,0.2825
2000-03-28,4.507
2000-03-29,1.3477000000000001
2000-03-30,0.0
2000-03-31,-2.6596
2000-04-03,3.2787
2000-04-04,2.1164
2000-04-05,1.5544
2000-04-06,-4.0816
2000-04-07,-1.8617
2000-04-10,4.607
2000-04-11,-1.0363
2000-04-12,1.0471
2000-04-13,0.7772
2000-04-14,-5.3985
2000-04-17,2.4457
2000-04-18,3.9788
2000-04-19,-0.5102
2000-04-20,-1.7949000000000002
2000-04-24,1.3054999999999999
2000-04-25,3.0928
2000-04-26,-1.0
2000-04-27,1.5152
2000-04-28,0.995
2000-05-01,2.9557
2000-05-02,-0.2392
2000-05-03,-1.9184999999999999
2000-05-04,3.1785
2000-05-05,2.3697
2000-05-08,1.3889
2000-05-09,2.2831
2000-05-10,-2.2321
2000-05-11,3.1963
2000-05-12,1.1062
2000-05-15,-2.6258
2000-05-16,0.2247
2000-05-17,0.0
2000-05-18,0.6726
2000-05-19,-4.4543
2000-05-22,-0.6993
