ticker,OHBK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-07-25,0.0
2003-07-29,-2.5641
2003-08-04,5.7895
2003-08-05,0.0
2003-08-06,0.0
2003-08-07,0.0
2003-08-08,0.0
2003-08-13,0.0
2003-09-19,-0.4975
2003-10-01,0.0
2003-10-03,2.5
2003-12-08,-1.1707
2004-02-03,-0.7897
2004-03-02,9.4527
2004-03-04,-6.8182
2004-03-08,2.9268
2004-03-11,-0.9479
2004-03-15,1.9139
2004-03-23,-3.7559
2004-03-26,0.0
2004-04-05,0.0
2004-04-21,7.3171
2004-04-26,-2.2727
2004-05-03,0.0
2004-05-12,-2.3256
2004-06-02,3.8095
2004-06-07,-1.3761
2004-06-18,6.9767
2004-07-14,4.3478
2004-07-30,0.0
2004-08-05,0.4167
2004-08-11,0.8299
2004-08-12,6.9959
2004-08-17,-5.7692
2004-08-18,8.1633
2004-08-19,-7.1698
2004-08-20,0.813
2004-08-23,2.8226
2004-08-24,1.8039
2004-08-27,-1.772
2004-08-30,-5.8824
2004-08-31,2.5
2004-09-08,0.0
2004-09-20,7.3171
2004-09-21,11.7424
2004-09-24,-11.8644
2004-09-29,6.9231
2004-10-06,0.7194
2004-10-08,-0.0714
2004-10-11,1.8585
2004-10-27,0.0
2004-11-03,-1.4035
2004-11-05,1.4235
2004-11-09,-1.0526
2004-11-12,0.0
2004-11-18,-0.3546
2004-11-29,6.4057
2004-11-30,-2.3411
2004-12-02,-2.3973
2004-12-07,3.5088
2004-12-09,0.0
2004-12-15,-1.3559
2004-12-16,1.3746
2004-12-20,-6.4407
2004-12-21,5.0725
2004-12-22,0.0
2004-12-23,0.0
2004-12-27,-1.3793
2004-12-28,1.3986
2004-12-30,10.3448
2004-12-31,-5.625
2005-01-03,6.9536
2005-01-04,1.548
2005-01-06,-6.4024
2005-01-07,4.1042
2005-01-10,0.0
2005-01-12,-0.1877
2005-01-13,-5.3292
2005-01-14,0.3311
2005-01-20,2.3102
2005-01-21,0.0
2005-01-24,0.0
2005-02-02,0.0
2005-02-15,1.6129
2005-02-16,-1.5873
2005-02-17,-1.2903
2005-02-18,0.6536
2005-02-22,-0.3247
2005-02-24,-1.6287
2005-02-25,0.0
2005-02-28,0.6623
2005-03-02,1.9737
2005-03-03,-2.5806
2005-03-04,0.3311
2005-03-15,0.0
2005-03-16,0.0
2005-03-17,0.0
2005-03-18,0.0
2005-03-21,0.33
2005-03-22,0.0
2005-03-23,-1.3158
2005-04-04,0.0
2005-04-05,1.0
