ticker,FCNE US Equity
2009-04-30,12.5
2009-05-04,27.7778
2009-05-05,0.0
2009-05-21,-60.8696
2009-05-26,0.0
2009-06-10,144.4444
2009-06-11,-63.6364
2009-06-12,12.5
2009-06-15,-11.1111
2009-06-29,12.5
2009-08-04,11.1111
2009-08-05,10.0
2009-08-07,118.1818
2009-08-18,-33.3333
2009-08-20,50.0
2009-08-21,41.6667
2009-08-27,2.9412000000000003
2009-09-09,-11.4286
2009-09-10,0.0
2009-09-14,12.9032
2009-09-15,22.8571
2009-10-14,2.3256
2009-10-15,6.8182
2009-11-03,4.2553
2009-11-12,63.2653
2009-11-24,-2.5
2009-12-07,8.9744
2009-12-10,18.8235
2009-12-14,0.0
2009-12-18,13.8614
2009-12-21,0.0
2009-12-23,-21.7391
2009-12-24,-11.1111
2009-12-28,12.5
2010-01-04,0.0
2010-01-12,2.2222
2010-01-26,-1.087
2010-03-15,-6.5934
2010-03-26,0.0
2010-04-05,0.0
2010-04-12,-41.1765
2010-05-05,0.0
2010-05-27,102.0
2010-06-03,-5.9406
2010-06-08,-10.526299999999999
2010-07-23,-11.7647
2010-07-26,34.6667
2010-07-27,8.9109
2010-08-18,-6.3636
2010-09-20,-51.4563
2010-09-23,-72.0
2011-12-13,42.8571
2011-12-16,0.0
2011-12-19,0.0
2011-12-23,0.0
2011-12-27,0.0
2012-01-11,0.0
2012-01-31,0.0
2012-03-12,30.0
2012-05-10,-23.0769
2012-07-18,0.0
2012-08-14,30.0
2012-08-24,-61.5385
2012-08-27,60.0
2012-11-29,56.25
2012-12-03,0.0
2012-12-18,0.0
2012-12-31,0.0
2013-01-03,160.0
2013-01-09,0.0
2013-01-28,-52.3077
2013-03-06,125.8065
2013-03-12,41.4286
2013-03-20,-39.3939
2013-04-01,33.3333
2013-04-03,0.0
2013-05-15,-43.75
2013-06-05,11.1111
2013-06-07,0.0
2013-06-12,-26.0
2013-06-24,2.7027
2013-07-19,0.0
2013-08-23,23.9145
2013-09-16,18.3966
2013-10-17,34.5291
2014-02-21,-46.6667
2014-03-04,3.6563
2014-04-02,10.4613
2014-04-09,20.0873
2014-04-10,3.6364
2014-04-21,-26.7544
2014-06-05,-4.1916
2014-09-02,0.0
2014-09-15,0.0
2014-09-30,0.0
2014-10-06,0.0
2014-10-13,0.0
2014-11-04,-25.0
2014-12-02,0.0
2014-12-15,0.0
2015-04-10,0.0
2015-12-21,0.1667
2016-06-07,-0.1664
2016-06-22,0.0
2016-06-29,0.0417
2016-08-25,-33.3611
2016-12-01,100.0
2017-04-06,-25.0
2017-09-13,60.04
2017-09-15,49.9625
2017-09-18,0.0
2017-09-21,-16.65
2017-10-02,-0.02
2017-10-03,0.0
2017-10-05,-20.0
2017-10-27,5.0
2017-11-09,19.0476
2017-11-10,10.0
2017-11-13,-9.0909
2017-11-17,24.4444
2017-11-20,-10.6964
2017-11-21,-0.02
2017-11-30,2.0
2017-12-06,-1.9607999999999999
2017-12-12,0.0
2017-12-14,0.0
2018-01-02,0.0
2018-01-09,0.0
2018-01-18,-16.0
2018-02-06,-4.7381
2018-02-23,24.9688
2018-03-06,-6.0
2018-03-12,6.383
2018-03-13,0.0
2018-03-22,10.0
2018-03-23,0.0
2018-03-26,0.0
2018-03-27,1.8182
2018-03-29,92.3077
2018-04-10,-10.0
2018-04-11,-16.6667
2018-04-16,-45.3333
2018-05-04,5.122
2018-05-07,9.0951
2018-05-23,59.5066
2018-06-18,0.0
2018-06-22,0.0133
2018-06-25,22.7836
2018-06-26,-13.1379
2018-06-28,6.6667
2018-07-02,-15.2813
2018-07-05,3.2829
2018-07-06,0.0
2018-07-17,-11.4286
2018-07-18,-3.2258
2018-07-23,0.8917
2018-08-17,15.6356
2018-08-20,12.857099999999999
2018-08-21,0.0
2018-08-22,-0.0032
2018-08-24,0.0032
2018-08-29,5.693
2018-09-04,0.6018
2018-09-05,1.1905000000000001
2018-09-06,0.0
2018-09-11,0.0
2018-09-14,0.0
2018-09-17,4.7059
2018-09-18,0.0
2018-09-19,-1.6854
2018-09-20,0.0
2018-09-21,1.7143000000000002
2018-09-24,3.3708
2018-09-25,0.0
2018-10-01,0.0
2018-10-02,0.0
2018-10-05,-9.3023
2018-10-26,-8.9744
2018-11-06,-1.4085
2018-11-09,14.2857
2018-11-13,-10.385
2018-11-23,11.5885
2018-11-26,7.5
2018-12-11,0.3488
2018-12-14,3.1286
2018-12-27,0.0
2019-01-03,7.1429
2019-01-07,-2.2222
2019-01-08,-4.4318
2019-01-09,4.6373
2019-01-11,-4.4318
2019-01-15,4.6373
2019-01-16,0.0
2019-01-28,-3.4091
2019-01-31,3.5294
2019-02-01,13.6364
2019-02-12,0.0
2019-02-13,-1.4
2019-02-19,15.6187
2019-02-22,0.0
2019-02-25,0.0
2019-02-26,-0.8772
2019-02-27,0.0
2019-02-28,-13.2743
2019-03-01,0.0
2019-03-04,-13.2653
2019-03-05,34.1176
2019-03-07,-0.8772
2019-03-08,4.3363
2019-03-11,42.0271
2019-03-12,-10.421
2019-03-13,-3.3333
2019-03-14,-10.3448
2019-03-15,0.0
2019-03-18,0.0
2019-03-19,20.0
2019-03-25,-18.6667
2019-03-27,-17.2131
2019-04-08,8.9109
2019-04-22,13.0455
2019-04-23,8.5645
2019-04-25,-10.0
2019-04-26,-1.2346
2019-05-03,12.5
2019-05-06,11.1111
2019-05-07,-10.0
2019-05-08,-1.4815
2019-05-09,1.5038
2019-05-14,2.963
2019-05-15,7.9137
2019-05-17,-10.0
2019-05-20,11.1111
2019-05-21,10.0
2019-05-23,-9.0909
2019-05-28,-10.0
2019-05-30,7.4074
2019-06-03,-12.1379
2019-06-05,5.9655000000000005
2019-06-11,0.0
2019-06-14,-3.7037
2019-06-17,3.8462
2019-06-19,-6.0465
2019-06-21,11.3861
2019-06-27,-0.7407
2019-06-28,-2.9851
2019-07-05,3.8462
2019-07-12,17.7778
2019-07-15,-16.9811
2019-07-19,24.2424
2019-07-24,-9.7561
2019-07-29,-5.4054
2019-08-01,5.7143
2019-08-08,4.7297
2019-08-09,-6.4516
2019-08-21,0.0
2019-08-26,-4.8276
2019-08-30,12.3188
2019-09-03,-0.6452
2019-09-06,-9.0909
2019-09-10,9.2857
2019-09-11,1.3072
2019-09-12,3.2258
2019-09-13,3.125
2019-09-18,0.0
2019-09-19,-6.25
2019-09-23,5.3333
2019-09-24,-2.5316
2019-09-26,1.2987
2019-09-27,-3.8462
2019-09-30,8.6667
2019-10-01,0.0
2019-10-03,-0.6135
2019-10-15,0.6173
2019-10-18,4.2945
2019-10-21,0.0
2019-10-31,1.7647
2019-11-04,5.7803
2019-11-05,10.929
2019-11-13,-9.3596
2019-11-18,-7.6087
2019-11-19,11.7647
2019-11-21,5.2632
2019-11-22,1.5
2019-12-04,21.1823
2019-12-06,0.0
2019-12-09,-6.5041
2019-12-10,-6.5217
2019-12-12,0.0
2019-12-13,0.0
2019-12-16,0.0
2019-12-17,2.3256
2019-12-18,-2.2727
2019-12-19,2.3256
2019-12-20,0.0
2019-12-23,-6.0465
2019-12-26,15.8416
2019-12-27,-9.4017
2019-12-30,3.7736
2020-01-02,4.5455
2020-01-03,-2.1739
2020-01-08,-2.2222
2020-01-09,4.5455
2020-01-10,-0.8696
2020-01-13,-3.5088
2020-01-14,0.0
2020-01-17,-2.5455
2020-01-21,0.9795
2020-01-24,13.164
2020-01-29,-10.2041
2020-01-30,-2.2727
2020-01-31,2.3256
2020-02-04,-2.2727
2020-02-05,4.186
2020-02-11,-10.7143
2020-02-13,-6.495
2020-02-20,0.5294
2020-02-24,-9.5745
2020-02-25,17.647100000000002
2020-02-26,0.0
2020-02-28,-5.0
2020-03-02,-16.8421
2020-03-12,1.2658
2020-03-16,0.0
2020-03-25,-18.75
2020-03-26,11.538499999999999
2020-04-01,0.0
2020-04-02,-14.2857
2020-04-09,-25.0
2020-04-14,-10.0
2020-04-21,23.4568
2020-04-28,-19.45
2020-05-01,1.2415
2020-05-04,22.011
2020-05-07,55.7789
2020-05-13,2.5806
2020-05-14,-36.478
2020-05-18,38.6139
2020-05-19,-36.4286
2020-05-27,1.9101
2020-06-04,56.5601
2020-06-05,-28.8732
2020-06-08,36.6337
2020-06-11,-13.0435
2020-06-18,-15.0
2020-06-22,0.9804
2020-06-26,-22.3204
2020-07-09,3.8058
2020-07-10,24.0142
2020-07-13,1.9417
2020-07-17,-1.9048
2020-07-20,7.767
2020-07-22,0.0
