ticker,ALTM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-05-16,0.0
2017-05-17,0.0
2017-05-23,0.0039
2017-05-24,0.4085
2017-05-25,0.0
2017-05-26,-0.3388
2017-05-31,0.1339
2017-06-01,0.2058
2017-06-02,0.1027
2017-06-05,-0.1026
2017-06-06,0.2053
2017-06-07,-0.2049
2017-06-08,0.1027
2017-06-09,0.0
2017-06-12,0.0
2017-06-13,0.1026
2017-06-14,-0.2049
2017-06-21,-0.1027
2017-06-22,-0.3083
2017-06-26,0.1031
2017-06-29,0.309
2017-07-05,-0.308
2017-07-06,0.001
2017-07-07,-0.001
2017-07-10,-0.103
2017-07-11,0.0
2017-07-12,0.0
2017-07-18,0.0
2017-07-19,0.3082
2017-07-20,0.001
2017-07-21,-0.1028
2017-07-26,-0.2058
2017-07-28,0.1031
2017-08-01,-0.103
2017-08-03,0.0
2017-08-07,0.0
2017-08-08,0.0
2017-08-09,0.1763
2017-08-14,-0.0731
2017-08-15,0.2194
2017-08-16,-0.3216
2017-08-21,0.5155
2017-08-22,0.0
2017-08-28,-0.5128
2017-08-30,0.1031
2017-09-01,-0.103
2017-09-05,0.5155
2017-09-06,0.0
2017-09-07,0.0
2017-09-08,-0.1026
2017-09-12,0.1027
2017-09-14,0.0
2017-09-18,-0.2349
2017-09-19,-0.1758
2017-09-22,0.0
2017-09-29,0.4119
2017-10-03,-0.3077
2017-10-04,0.3086
2017-10-05,-0.1026
2017-10-06,0.1027
2017-10-09,0.0
2017-10-10,-0.4
2017-10-12,0.2986
2017-10-13,0.1027
2017-10-17,0.0
2017-10-18,0.0
2017-10-19,0.3077
2017-10-20,0.0
2017-10-25,-0.4601
2017-10-26,0.0514
2017-10-27,-0.308
2017-10-30,-0.103
2017-10-31,0.0
2017-11-01,0.1031
2017-11-02,0.102
2017-11-03,0.001
2017-11-06,-0.1029
2017-11-07,-0.206
2017-11-08,0.1032
2017-11-09,0.0
2017-11-10,0.1031
2017-11-13,-0.103
2017-11-14,0.0
2017-11-15,0.0
2017-11-17,-0.2062
2017-11-20,0.0
2017-11-21,0.1033
2017-11-27,-0.2064
2017-11-28,0.1034
2017-11-29,-0.2066
2017-11-30,-0.1035
2017-12-01,0.1036
2017-12-05,0.3023
2017-12-06,-0.4046
2017-12-07,0.0
2017-12-08,0.3109
2017-12-11,0.2066
2017-12-12,0.2062
2017-12-15,-0.1029
2017-12-18,0.103
2017-12-19,-0.2058
2017-12-20,-0.1031
2017-12-21,0.3096
