ticker,PGCG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-02-10,100.0
2010-02-12,0.0
2010-02-17,13.3333
2010-02-18,0.0
2010-02-19,0.0
2010-02-22,2.9412000000000003
2010-02-23,0.0
2010-03-04,0.0
2010-03-05,2.8571
2010-03-10,0.0
2010-03-11,0.0
2010-03-12,0.0
2010-03-16,0.0
2010-03-17,-5.5556
2010-03-18,5.8824
2010-03-19,0.0
2010-03-22,-5.5556
2010-03-23,-2.9412000000000003
2010-03-24,9.0909
2010-03-26,2.7778
2010-03-30,-10.8108
2010-03-31,12.1212
2010-04-05,0.0
2010-04-06,0.0
2010-04-12,0.0
2010-04-14,-18.9189
2010-04-16,0.0
2010-04-19,23.3333
2010-04-20,-32.4324
2010-04-30,20.0
2010-06-04,-96.6667
2010-06-17,100.0
2010-06-18,0.0
2010-07-29,50.0
2010-07-30,0.0
2010-08-02,0.0
2010-08-03,0.0
2010-08-04,0.0
2010-08-06,0.0
2010-08-10,0.0
2010-08-11,0.0
2010-08-12,0.0
2010-08-13,0.0
2010-08-16,0.0
2010-08-17,0.0
2010-08-18,0.0
2010-08-19,0.0
2010-08-20,0.0
2010-08-24,0.0
2010-08-25,0.0
2010-08-26,-33.3333
2010-11-10,17.5
2010-11-11,6.383
2010-11-12,12.0
2010-11-15,-1.7856999999999998
2010-11-16,1.8182
2010-11-17,-1.7856999999999998
2010-11-18,0.0
2010-11-22,0.0
2010-12-27,-54.5455
2010-12-28,120.0
2010-12-29,0.0
2011-01-10,0.0
2011-01-13,-9.0909
2011-01-18,0.0
2011-02-03,-18.0
2011-02-17,34.1463
2011-02-18,0.0
2011-02-22,9.0909
2011-03-02,16.6667
2011-03-03,0.0
2011-03-07,14.2857
2011-03-09,12.5
2011-03-18,10.0
2011-03-23,-9.0909
2011-03-24,0.0
2011-03-29,0.0
2011-03-30,5.5556
2011-03-31,-42.1053
2011-04-01,72.7273
2011-04-04,-2.1053
2011-04-06,-56.9892
2011-04-13,-50.0
2011-04-14,0.0
2011-04-19,-25.0
2011-04-27,33.3333
2011-05-09,50.0
2011-05-10,0.0
2011-05-12,33.3333
2011-05-13,12.5
2011-05-16,0.0
2011-05-17,13.3333
2011-05-18,17.647100000000002
2011-05-19,16.6667
2011-05-20,7.1429
2011-05-23,13.3333
2011-05-24,17.647100000000002
2011-05-31,-7.0
2011-06-01,-64.5161
2011-06-02,172.7273
2011-06-03,4.4444
2011-06-20,-75.5319
2011-06-21,73.913
2011-06-22,132.5
