ticker,LONEQ US Equity
2016-11-21,0.9464
2016-11-22,-0.7292
2016-11-23,0.6296
2016-11-25,-6.048
2016-11-28,-10.7658
2016-11-29,3.1095
2016-11-30,8.2027
2016-12-01,4.2363
2016-12-02,-11.016
2016-12-05,-0.1202
2016-12-06,-3.4898
2016-12-07,-5.8603
2016-12-08,-3.3113
2016-12-09,-5.7534
2016-12-12,3.0523
2016-12-13,-5.2186
2016-12-14,-8.482099999999999
2016-12-15,-5.5285
2016-12-16,7.2289
2016-12-19,2.0867
2016-12-20,5.3459
2016-12-21,11.0448
2016-12-22,3.4946
2016-12-23,-1.039
2016-12-27,0.6562
2016-12-28,0.9126
2016-12-29,0.2584
2016-12-30,10.0515
2017-01-03,-4.6838
2017-01-04,-0.4914
2017-01-05,3.7037
2017-01-06,-0.9524
2017-01-09,-3.125
2017-01-10,-3.9702
2017-01-11,1.292
2017-01-12,-11.2245
2017-01-13,2.5862
2017-01-17,-0.9804
2017-01-18,0.0
2017-01-19,1.8388
2017-01-20,0.0
2017-01-23,-0.6944
2017-01-24,-1.3986
2017-01-25,-4.2553
2017-01-26,5.1852
2017-01-27,-1.4085
2017-01-30,-0.1429
2017-01-31,-0.1431
2017-02-01,-0.1433
2017-02-02,-4.0172
2017-02-03,3.438
2017-02-06,0.289
2017-02-07,0.7205
2017-02-08,-3.1474
2017-02-09,-0.1477
2017-02-10,0.7396
2017-02-13,-1.4684
2017-02-14,0.7452
2017-02-15,-0.8876
2017-02-16,-1.9403000000000001
2017-02-17,-1.3699
2017-02-21,-4.321
2017-02-22,-0.3226
2017-02-23,-2.9126
2017-02-24,-5.8333
2017-02-27,10.6195
2017-02-28,-8.8
2017-03-01,0.1754
2017-03-02,-1.2259
2017-03-03,1.2411
2017-03-06,-1.7513
2017-03-07,1.2478
2017-03-08,-11.9718
2017-03-09,-3.0
2017-03-10,3.299
2017-03-13,6.986
2017-03-14,-0.3731
2017-03-15,4.8689
2017-03-16,-0.8929
2017-03-17,6.1261
2017-03-20,-4.4143
2017-03-21,-5.8615
2017-03-22,-0.3774
2017-03-23,6.0606
2017-03-24,-7.8571
2017-03-27,-1.938
2017-03-28,-6.5217
2017-03-29,0.4228
2017-03-30,2.9474
2017-03-31,3.4765
2017-04-03,2.1739
2017-04-04,1.5474
2017-04-05,-0.9524
2017-04-06,1.5385
2017-04-07,0.947
2017-04-10,3.5647
2017-04-11,-5.2536
2017-04-12,-3.4417
2017-04-13,-1.1881
2017-04-17,-0.2029
2017-04-18,-1.0015
2017-04-19,-0.4057
2017-04-20,0.4073
2017-04-21,1.8256000000000001
2017-04-24,-2.988
2017-04-25,1.232
2017-04-26,0.4057
2017-04-27,-5.2525
2017-04-28,2.9851
2017-05-01,-3.5197000000000003
2017-05-02,1.2876
2017-05-03,-2.5423999999999998
2017-05-04,-11.7391
2017-05-05,-1.4778
2017-05-08,-5.75
2017-05-09,0.7958
2017-05-10,0.0
2017-05-11,0.0
2017-05-12,-4.4737
2017-05-15,5.5096
2017-05-16,1.5666
2017-05-17,-3.856
2017-05-18,1.3369
2017-05-19,12.6649
2017-05-22,-0.2342
2017-05-23,2.5822000000000003
2017-05-24,-1.1442
2017-05-25,1.8519
2017-05-26,0.6818
2017-05-30,-0.6772
2017-05-31,0.9091
2017-06-01,-1.3514
2017-06-02,-0.2283
2017-06-05,-0.4577
2017-06-06,2.2989
2017-06-07,-0.2247
2017-06-08,-0.9009
2017-06-09,1.1364
2017-06-12,2.6966
2017-06-13,0.4376
2017-06-14,-5.2288
2017-06-15,-8.2759
2017-06-16,0.2506
2017-06-19,-2.25
2017-06-20,1.023
2017-06-21,-7.5949
2017-06-22,-0.5479
2017-06-23,5.5096
2017-06-26,3.3943
2017-06-27,2.2727
2017-06-28,1.9752999999999998
2017-06-29,0.0
2017-06-30,4.1162
2017-07-03,6.2791
2017-07-05,-7.8774999999999995
2017-07-06,-0.7126
2017-07-07,-0.7177
2017-07-10,-3.6145
2017-07-11,-1.25
2017-07-12,-4.8101
2017-07-13,-2.9255
2017-07-14,-2.1918
2017-07-17,3.6414999999999997
2017-07-18,-1.6216
2017-07-19,1.6484
2017-07-20,0.2703
2017-07-21,-2.965
2017-07-24,-0.8333
2017-07-25,1.6806999999999999
2017-07-26,4.6832
2017-07-27,2.6316
2017-07-28,0.2564
2017-07-31,-0.0179
2017-08-01,1.0411
2017-08-02,-2.0253
2017-08-03,-0.2584
2017-08-04,0.2591
2017-08-07,-9.5607
2017-08-08,-0.8571
2017-08-09,-1.1527
2017-08-10,-4.6647
2017-08-11,0.9174
2017-08-14,-3.3333
2017-08-15,-9.0909
2017-08-16,1.7241
2017-08-17,3.0508
2017-08-18,-1.9737
2017-08-21,-2.6846
2017-08-22,0.6897
2017-08-23,2.0548
2017-08-24,-0.3356
2017-08-25,4.3771
2017-08-28,-7.0968
2017-08-29,6.9444
2017-08-30,3.8961
2017-08-31,1.875
2017-09-01,1.5337
2017-09-05,-3.9275
2017-09-06,0.0
2017-09-07,3.1447
2017-09-08,-6.7073
2017-09-11,-1.634
2017-09-12,-5.9801
2017-09-13,4.2403
2017-09-14,0.678
2017-09-15,-0.3367
2017-09-18,-2.3682
2017-09-19,0.3495
2017-09-20,1.0345
2017-09-21,1.3652
2017-09-22,2.3569
2017-09-25,7.8947
2017-09-26,-1.2195
2017-09-27,5.5556
2017-09-28,0.8772
2017-09-29,1.7391
2017-10-02,2.849
2017-10-03,3.8781
2017-10-04,2.6667
2017-10-05,2.0779
2017-10-06,1.2723
2017-10-09,-0.5025
2017-10-10,-2.0202
2017-10-11,-2.3196
2017-10-12,-1.847
2017-10-13,-4.5699
2017-10-16,-0.8451
2017-10-17,-0.2841
2017-10-18,-0.8547
2017-10-19,-1.7241
2017-10-20,0.8772
2017-10-23,-1.4493
2017-10-24,4.1176
2017-10-25,-0.565
2017-10-26,-3.4091
2017-10-27,4.1176
2017-10-30,-4.5198
2017-10-31,3.2544
2017-11-01,2.5788
2017-11-02,2.2346
2017-11-03,2.459
2017-11-06,0.0
2017-11-07,0.0
2017-11-08,-0.5333
2017-11-09,1.6086
2017-11-10,-1.3193
2017-11-13,-1.3369
2017-11-14,1.084
2017-11-15,-2.4129
2017-11-16,1.6484
2017-11-17,1.6216
2017-11-20,-1.8617
2017-11-21,0.813
2017-11-22,0.0
2017-11-24,-0.5376
2017-11-27,-2.7027
2017-11-28,0.0
2017-11-29,-0.8333
2017-11-30,0.0
2017-12-01,0.8403
2017-12-04,-2.2222
2017-12-05,-0.2841
2017-12-06,-3.4188
2017-12-07,1.7699
2017-12-08,-1.1594
2017-12-11,-1.173
2017-12-12,7.4184
2017-12-13,-5.5249
2017-12-14,-1.462
2017-12-15,-2.0772
2017-12-18,3.6364
2017-12-19,-1.1696
2017-12-20,0.5917
2017-12-21,0.0
2017-12-22,0.0
2017-12-26,0.0
2017-12-27,2.3529
2017-12-28,8.046
2017-12-29,5.5851
2018-01-02,15.6171
2018-01-03,-3.268
2018-01-04,1.0135
2018-01-05,0.1115
2018-01-08,13.5857
2018-01-09,1.9607999999999999
2018-01-10,-1.3462
2018-01-11,2.3392
2018-01-12,-5.3333
2018-01-16,-3.8228999999999997
2018-01-17,-1.4644
2018-01-18,3.6093
2018-01-19,1.2295
2018-01-22,-2.6316
2018-01-23,-1.2474
2018-01-24,-0.8421
2018-01-25,-1.0616
2018-01-26,1.7167
2018-01-29,-3.5865
2018-01-30,-5.4705
2018-01-31,-6.0185
2018-02-01,2.7094
2018-02-02,-5.7554
2018-02-05,-2.799
2018-02-06,1.3089
2018-02-07,1.5504
2018-02-08,-6.1068999999999996
2018-02-09,2.439
2018-02-12,0.2646
2018-02-13,-2.1108
2018-02-14,0.8086
2018-02-15,0.0
2018-02-16,3.7433
2018-02-20,-1.5464
2018-02-21,-3.1414
2018-02-22,5.6757
2018-02-23,2.3018
2018-02-26,3.75
2018-02-27,-0.241
2018-02-28,-3.1401
2018-03-01,-3.4913
2018-03-02,2.584
2018-03-05,3.2746
2018-03-06,-4.1463
2018-03-07,0.5089
2018-03-08,-1.0127
2018-03-09,-0.5115
2018-03-12,-0.2571
2018-03-13,-0.2577
2018-03-14,-0.2584
2018-03-15,-2.5907
2018-03-16,4.2553
2018-03-19,-3.3163
2018-03-20,-1.3193
2018-03-21,10.4278
2018-03-22,-1.6949
2018-03-23,-0.4926
2018-03-26,-1.2376
2018-03-27,0.0
2018-03-28,-0.2506
2018-03-29,9.0452
2018-04-02,2.5346
2018-04-03,1.1236
2018-04-04,-0.2222
2018-04-05,0.2227
2018-04-06,-0.8889
2018-04-09,-0.8969
2018-04-10,1.3575
2018-04-11,2.1652
2018-04-12,-0.5899
2018-04-13,1.0989
2018-04-16,3.2609
2018-04-17,-1.2631999999999999
2018-04-18,4.2644
2018-04-19,1.227
2018-04-20,-0.8081
2018-04-23,2.444
2018-04-24,-0.1988
2018-04-25,0.0
2018-04-26,0.7968
2018-04-27,0.7905
2018-04-30,-0.1961
2018-05-01,1.9646
2018-05-02,-0.7707
2018-05-03,-1.9417
2018-05-04,2.1782
2018-05-07,2.7132
2018-05-08,2.6414999999999997
2018-05-09,0.7353
2018-05-10,0.365
2018-05-11,0.1818
2018-05-14,4.3557
2018-05-15,4.6957
2018-05-16,11.1296
2018-05-17,5.2317
2018-05-18,1.9886
2018-05-21,-1.2535
2018-05-22,-0.2821
2018-05-23,-2.1216
2018-05-24,-1.0116
2018-05-25,-4.6715
2018-05-29,4.2879
2018-05-30,8.5169
2018-05-31,-4.7361
2018-06-01,0.4261
2018-06-04,-1.1315
2018-06-05,0.5722
2018-06-06,0.7112
2018-06-07,3.5311
2018-06-08,-1.2278
2018-06-11,6.6298
2018-06-12,5.6995000000000005
2018-06-13,2.2059
2018-06-14,0.1199
2018-06-15,-2.9939999999999998
2018-06-18,1.1111
2018-06-19,3.6630000000000003
2018-06-20,-1.0601
2018-06-21,-5.119
2018-06-22,7.2773
2018-06-25,-5.2632
2018-06-26,2.4691
2018-06-27,6.0241
2018-06-28,-3.1818
2018-06-29,-0.939
2018-07-02,-0.4739
2018-07-03,0.2381
2018-07-05,-2.1378
2018-07-06,0.0
2018-07-09,0.6068
2018-07-10,-0.7238
2018-07-11,2.1871
2018-07-12,0.2378
2018-07-13,6.7616
2018-07-16,0.2222
2018-07-17,10.4213
2018-07-18,4.1165
2018-07-19,5.3038
2018-07-20,-8.0586
2018-07-23,-0.8964
2018-07-24,-4.0201
2018-07-25,-1.1518
2018-07-26,1.3771
2018-07-27,-2.8213
2018-07-30,0.2151
2018-07-31,-1.2876
2018-08-01,-0.3261
2018-08-02,-0.4362
2018-08-03,-0.3286
2018-08-06,0.4396
2018-08-07,5.5799
2018-08-08,-9.2228
2018-08-09,-1.1416
2018-08-10,0.4619
2018-08-13,-3.4483
2018-08-14,-3.2143
2018-08-15,-3.198
2018-08-16,-0.1271
2018-08-17,1.6539000000000001
2018-08-20,7.5094
2018-08-21,3.0268
2018-08-22,4.9718
2018-08-23,1.1841
2018-08-24,-3.5106
2018-08-27,1.4333
2018-08-28,0.3261
2018-08-29,-1.5168
2018-08-30,-0.7701
2018-08-31,0.7761
2018-09-04,-1.3201
2018-09-05,-0.1115
2018-09-06,-5.2455
2018-09-07,-2.2379
2018-09-10,-0.8434
2018-09-11,5.4678
2018-09-12,-2.765
2018-09-13,-1.4218
2018-09-14,1.4423
2018-09-17,-4.0284
2018-09-18,-1.4815
2018-09-19,-0.7519
2018-09-20,-0.7576
2018-09-21,-0.2545
2018-09-24,8.801
2018-09-25,-2.2274
2018-09-26,-6.9544
2018-09-27,0.0
2018-09-28,0.3866
2018-10-01,8.344
2018-10-02,-2.4882
2018-10-03,7.4119
2018-10-04,-3.1673999999999998
2018-10-05,-2.9206
2018-10-08,1.6846999999999999
2018-10-09,0.4734
2018-10-10,-4.2403
2018-10-11,-1.722
2018-10-12,1.7522
2018-10-15,3.936
2018-10-16,8.284
2018-10-17,2.4044
2018-10-18,-6.6169
2018-10-19,1.6
2018-10-22,-1.6873
2018-10-23,-4.3478
2018-10-24,-4.1866
2018-10-25,-2.6217
2018-10-26,-3.8462
2018-10-29,-3.4667
2018-10-30,5.2486
2018-10-31,0.9186
2018-11-01,-0.7802
2018-11-02,-1.0485
2018-11-05,0.6623
2018-11-06,2.6316
2018-11-07,-3.2051
2018-11-08,-1.457
2018-11-09,-2.2849
2018-11-12,-2.2008
2018-11-13,-1.9691
2018-11-14,0.0
2018-11-15,5.165
2018-11-16,-3.9563
2018-11-19,-0.5682
2018-11-20,-2.2857
2018-11-21,1.9005999999999998
2018-11-23,-0.7174
2018-11-26,1.0116
2018-11-27,-1.1445
2018-11-28,-1.8813
2018-11-29,1.4748999999999999
2018-11-30,-1.3081
2018-12-03,-0.1473
2018-12-04,-3.5398
2018-12-06,-3.9755000000000003
2018-12-07,-2.3885
2018-12-10,-0.9788
2018-12-11,0.1647
2018-12-12,1.4803
2018-12-13,-3.8898
2018-12-14,-7.9258
2018-12-17,-5.3114
2018-12-18,-14.3133
2018-12-19,-6.772
2018-12-20,-7.9902999999999995
2018-12-21,0.5263
2018-12-24,-5.4974
2018-12-26,13.8504
2018-12-27,-9.4891
2018-12-28,-5.1075
2018-12-31,3.3994
2019-01-02,9.863
2019-01-03,-1.4963
2019-01-04,6.3291
2019-01-07,9.0476
2019-01-08,3.4934
2019-01-09,3.3755
2019-01-10,1.0204
2019-01-11,-7.8788
2019-01-14,-0.2193
2019-01-15,0.4396
2019-01-16,1.5316999999999998
2019-01-17,2.8017
2019-01-18,1.4675
2019-01-22,-1.6529
2019-01-23,-1.4706000000000001
2019-01-24,2.3454
2019-01-25,3.9583
2019-01-28,-2.6052
2019-01-29,-1.6461000000000001
2019-01-30,1.4644
2019-01-31,3.0928
2019-02-01,5.2
2019-02-04,2.2814
2019-02-05,-2.4164
2019-02-06,0.7619
2019-02-07,0.0
2019-02-08,-1.3233
2019-02-11,-1.5326
2019-02-12,1.1673
2019-02-13,-0.9615
2019-02-14,-0.3883
2019-02-15,2.1442
2019-02-19,-1.5267
2019-02-20,-0.1938
2019-02-21,-2.9126
2019-02-22,-1.8
2019-02-25,0.611
2019-02-26,-3.0364
2019-02-27,-2.9228
2019-02-28,-3.871
2019-03-01,5.8166
2019-03-04,1.4799
2019-03-05,-5.8333
2019-03-06,-7.9646
2019-03-07,3.3654
2019-03-08,3.0233
2019-03-11,-4.5147
2019-03-12,-3.7824999999999998
2019-03-13,6.1425
2019-03-14,3.2407
2019-03-15,-3.5874
2019-03-18,0.0
2019-03-19,-0.6977
2019-03-20,4.4496
2019-03-21,1.5695000000000001
2019-03-22,-7.064
2019-03-25,-2.1378
2019-03-26,1.6989999999999998
2019-03-27,-5.0119
2019-03-28,-0.5025
2019-03-29,1.2626
2019-04-01,6.7332
2019-04-02,3.0374
2019-04-03,-3.8548999999999998
2019-04-04,2.5943
2019-04-05,1.1494
2019-04-08,2.2727
2019-04-09,0.2222
2019-04-10,-5.0998
2019-04-11,-0.7009
2019-04-12,4.0
2019-04-15,-1.1312
2019-04-16,-1.8307
2019-04-17,-3.9627
2019-04-18,-0.4854
2019-04-22,6.8293
2019-04-23,-1.5981999999999998
2019-04-24,-3.4803
2019-04-25,-4.8077
2019-04-26,-1.0101
2019-04-29,-1.5306
2019-04-30,3.1088
2019-05-01,-7.7889
2019-05-02,-1.0899
2019-05-03,-2.7548
2019-05-06,2.8329
2019-05-07,0.551
2019-05-08,-1.9178
2019-05-09,-0.5587
2019-05-10,3.9326
2019-05-13,-6.4865
2019-05-14,0.0
2019-05-15,3.7572
2019-05-16,1.3928
2019-05-17,0.0
2019-05-20,-1.9231
2019-05-21,2.521
2019-05-22,-8.1967
2019-05-23,-3.2738
2019-05-24,-3.2308
2019-05-28,-2.3847
2019-05-29,0.6515
2019-05-30,-7.1197
2019-05-31,-4.1812
2019-06-03,-4.7273
2019-06-04,1.5267
2019-06-05,-9.0226
2019-06-06,-4.5455
2019-06-07,0.0
2019-06-10,-0.8658
2019-06-11,-6.1135
2019-06-12,-9.7674
2019-06-13,9.2784
2019-06-14,-0.9434
2019-06-17,18.5714
2019-06-18,18.8755
2019-06-19,-8.4459
2019-06-20,5.9041
2019-06-21,-4.1812
2019-06-24,-4.7273
2019-06-25,-6.8702
2019-06-26,2.8689
2019-06-27,-5.9761
2019-06-28,-2.9661
2019-07-01,4.3668
2019-07-02,-7.9498
2019-07-03,4.0909
2019-07-05,-1.31
2019-07-08,3.0973
2019-07-09,0.4292
2019-07-10,5.1282
2019-07-11,-1.626
2019-07-12,-0.8264
2019-07-15,-3.3333
2019-07-16,14.6552
2019-07-17,-4.8872
2019-07-18,-2.7668
2019-07-19,1.626
2019-07-22,0.8
2019-07-23,-3.5714
2019-07-24,1.2346
2019-07-25,-2.8455
2019-07-26,0.4184
2019-07-29,-2.0833
2019-07-30,5.9574
2019-07-31,-0.4016
2019-08-01,-12.5
2019-08-02,8.7558
2019-08-05,-1.6949
2019-08-06,28.0172
2019-08-07,-5.7239
2019-08-08,3.9286
2019-08-09,-4.811
2019-08-12,-6.4982
2019-08-13,-1.5444
2019-08-14,-2.3529
2019-08-15,-1.2048
2019-08-16,4.878
2019-08-19,2.3256
2019-08-20,-2.6515
2019-08-21,2.3346
2019-08-22,-2.6616
2019-08-23,-0.3906
2019-08-26,-2.7451
2019-08-27,-1.6129
2019-08-28,3.6885
2019-08-29,5.5336
2019-08-30,-2.9962999999999997
2019-09-03,-1.5444
2019-09-04,3.5294
2019-09-05,0.7576
2019-09-06,-0.7519
2019-09-09,4.5455
2019-09-10,3.6231999999999998
2019-09-11,4.5455
2019-09-12,-1.6722000000000001
2019-09-13,2.0408
2019-09-16,10.0
2019-09-17,-5.6061
2019-09-18,-3.6917999999999997
2019-09-19,0.0
2019-09-20,-1.3333
2019-09-23,4.7297
2019-09-24,-4.1935
2019-09-25,0.3367
2019-09-26,-4.698
2019-09-27,-0.3521
2019-09-30,-3.8869
2019-10-01,1.1029
2019-10-02,-1.4545
2019-10-03,1.476
2019-10-04,-2.1818
2019-10-07,-1.487
2019-10-08,-2.6414999999999997
2019-10-09,-2.3256
2019-10-10,-3.9683
2019-10-11,0.4132
2019-10-14,-1.6461000000000001
2019-10-15,-0.8368
2019-10-16,-0.8439
2019-10-17,-0.8511
2019-10-18,-0.8584
2019-10-21,0.0
2019-10-22,3.0303
2019-10-23,-0.4202
2019-10-24,-0.8439
2019-10-25,2.1277
2019-10-28,-0.8333
2019-10-29,0.4202
2019-10-30,0.4184
2019-10-31,0.0
2019-11-01,1.25
2019-11-04,10.2881
2019-11-05,3.7313
2019-11-06,-3.2374
2019-11-07,1.487
2019-11-08,2.3810000000000002
2019-11-11,2.6834
2019-11-12,-6.2718
2019-11-13,-8.1784
2019-11-14,-3.2389
2019-11-15,0.0
2019-11-18,-5.4393
2019-11-19,-9.292
2019-11-20,-2.9268
2019-11-21,0.0
2019-11-22,0.0
2019-11-25,0.5025
2019-11-26,-2.0
2019-11-27,2.0408
2019-11-29,-1.0
2019-12-02,0.5051
2019-12-03,0.5025
2019-12-04,-1.5
2019-12-05,1.0152
2019-12-06,-0.5025
2019-12-09,-2.5253
2019-12-10,-1.0363
2019-12-11,1.5707
2019-12-12,5.6701
2019-12-13,14.6341
2019-12-16,0.8511
2019-12-17,-7.173
2019-12-18,5.4545
2019-12-19,-2.5862
2019-12-20,2.6549
2019-12-23,2.1552
2019-12-24,-2.5316
2019-12-26,6.0606
2019-12-27,0.0
2019-12-30,1.6327
2019-12-31,4.8193
2020-01-02,-1.1494
2020-01-03,3.1008
2020-01-06,3.0075
2020-01-07,-2.1898
2020-01-08,-8.9552
2020-01-09,-4.5082
2020-01-10,-3.8627000000000002
2020-01-13,-4.9107
2020-01-14,2.3474
2020-01-15,-1.3761
2020-01-16,4.6512
2020-01-17,-2.2222
2020-01-21,-4.0909
2020-01-22,-2.8436
2020-01-23,-2.439
2020-01-24,0.5
2020-01-27,-0.4975
2020-01-28,-1.0
2020-01-29,-4.0404
2020-01-30,1.0526
2020-01-31,-5.2083
2020-02-03,-10.989
2020-02-04,-3.0864
2020-02-05,9.5541
2020-02-06,-1.1628
2020-02-07,-5.2941
2020-02-10,-4.3478
2020-02-11,-0.6494
2020-02-12,-2.6144
2020-02-13,-2.6846
2020-02-14,-0.6897
2020-02-18,-5.5556
2020-02-19,-0.7353
2020-02-20,-6.6667
2020-02-21,2.3810000000000002
2020-02-24,-3.1008
2020-02-25,0.8
2020-02-26,-10.3175
2020-02-27,11.5044
2020-02-28,9.5238
2020-03-02,0.0
2020-03-03,0.0
2020-03-04,-8.6957
2020-03-05,-9.5238
2020-03-06,-14.9123
2020-03-09,-38.1443
2020-03-10,46.6667
2020-03-11,-19.2955
2020-03-12,7.0121
2020-03-13,13.1579
2020-03-16,-30.2326
2020-03-17,7.1
2020-03-18,2.7077
2020-03-19,1.5303
2020-03-20,-25.3097
2020-03-23,-6.973
2020-03-24,-1.6322999999999999
2020-03-25,11.3537
2020-03-26,-0.0196
2020-03-27,-11.767
2020-03-30,-11.0914
2020-03-31,3.5
2020-04-01,2.9227
2020-04-02,4.459
2020-04-03,12.3343
2020-04-06,-5.0
2020-04-07,-1.0526
2020-04-08,-0.0426
2020-04-09,14.963799999999999
2020-04-13,18.8669
2020-04-14,-15.1402
2020-04-15,-0.8811
2020-04-16,-8.2056
2020-04-17,-8.6728
2020-04-20,-5.7654
2020-04-21,3.2818
2020-04-22,3.3590999999999998
2020-04-23,45.762
2020-04-24,2.4405
2020-04-27,-10.2794
2020-04-28,0.8195
2020-04-29,10.7462
2020-04-30,11.054
2020-05-01,-6.1335
2020-05-04,-8.6044
2020-05-05,3.2357
2020-05-06,-4.7761
2020-05-07,4.232
2020-05-08,1.0376
2020-05-11,-3.8547000000000002
2020-05-12,-7.2446
2020-05-13,0.3672
2020-05-14,-2.278
2020-05-15,-1.3102
2020-05-18,5.7759
2020-05-19,-2.9992
2020-05-20,4.1842
2020-05-21,-4.8387
2020-05-22,-0.0678
2020-05-26,3.6635
2020-05-27,1.767
2020-05-28,-6.7524
2020-05-29,0.6034
2020-06-01,-1.3025
2020-06-02,-2.2573
2020-06-03,-1.3679000000000001
2020-06-04,3.5483000000000002
2020-06-05,25.2392
2020-06-08,69.4444
2020-06-09,-12.2951
2020-06-10,-14.0467
2020-06-11,-20.2022
2020-06-12,11.7318
2020-06-15,7.4878
2020-06-16,-7.1931
2020-06-17,-8.313
2020-06-18,-11.84
2020-06-19,-6.9873
2020-06-22,3.122
2020-06-23,5.5344999999999995
2020-06-24,-10.6529
2020-06-25,0.3344
2020-06-26,-8.7167
2020-06-29,0.7121
2020-06-30,-14.7027
2020-07-01,-0.085
2020-07-02,-1.0849
2020-07-06,-5.1398
2020-07-07,-8.1841
2020-07-08,-7.4074
2020-07-09,2.56
2020-07-10,3.9782
2020-07-13,-1.7254
2020-07-14,-3.4351
2020-07-15,-1.7128
2020-07-16,-0.134
2020-07-17,0.0
2020-07-20,1.8792
2020-07-21,34.3874
2020-07-22,16.2745
2020-07-23,-17.403
2020-07-24,-8.1666
2020-07-27,-0.9115
2020-07-28,-10.5676
2020-07-29,5.1179
2020-07-30,-7.9236
2020-07-31,-1.5293
