ticker,OFS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-11-08,-4.3333
2012-11-09,-4.6690000000000005
2012-11-12,-0.9503
2012-11-13,-1.845
2012-11-14,-1.1203
2012-11-15,-2.0607
2012-11-16,5.9783
2012-11-19,-0.7326
2012-11-20,0.7371
2012-11-21,-1.0101
2012-11-23,2.5755
2012-11-26,-0.7937
2012-11-27,1.7455
2012-11-28,-0.2502
2012-11-29,2.9737999999999998
2012-11-30,-1.8093
2012-12-03,-1.4883
2012-12-04,1.7986
2012-12-05,-1.0601
2012-12-06,-0.7143
2012-12-07,-1.9424000000000001
2012-12-10,0.2201
2012-12-11,-0.5857
2012-12-12,2.1355
2012-12-13,-3.3165
2012-12-14,1.5659999999999998
2012-12-17,-0.1468
2012-12-18,0.2206
2012-12-19,-0.2201
2012-12-20,1.8382
2012-12-21,-1.2995999999999999
2012-12-24,0.6584
2012-12-26,-1.5262
2012-12-27,-3.0258
2012-12-28,2.207
2012-12-31,1.936
2013-01-02,2.4836
2013-01-03,2.3521
2013-01-04,-0.2786
2013-01-07,-1.9553
2013-01-08,0.9972
2013-01-09,-0.2116
2013-01-10,0.9187
2013-01-11,-0.4902
2013-01-14,0.8445
2013-01-15,0.5583
2013-01-16,-2.5983
2013-01-17,1.5141
2013-01-18,-1.2784
2013-01-22,1.9424000000000001
2013-01-23,0.2117
2013-01-24,0.0
2013-01-25,-0.0704
2013-01-28,0.1409
2013-01-29,1.0556
2013-01-30,-0.0696
2013-01-31,0.1394
2013-02-01,0.9047
2013-02-04,-2.4138
2013-02-05,2.3322
2013-02-06,-0.1381
2013-02-07,-0.7607
2013-02-08,-0.4181
2013-02-11,-0.2099
2013-02-12,0.9818
2013-02-13,-0.9028
2013-02-14,0.4905
2013-02-15,0.0
2013-02-19,0.3487
2013-02-20,-0.8339
2013-02-21,-0.4905
2013-02-22,-0.3521
2013-02-25,0.0
2013-02-26,0.212
2013-02-27,0.6347
2013-02-28,1.3315000000000001
2013-03-01,0.5533
2013-03-04,-0.7565
2013-03-05,0.5544
2013-03-06,-2.6878
2013-03-07,2.1246
2013-03-08,-0.4161
2013-03-11,0.9749
2013-03-12,0.2069
2013-03-13,-0.8947
2013-03-14,0.625
2013-03-15,-0.4141
2013-03-18,0.1386
2013-03-19,-0.8304
2013-03-20,1.1165
2013-03-21,-0.5521
2013-03-22,-1.3185
2013-03-25,0.8439
2013-03-26,0.4881
2013-03-27,-1.4573
2013-03-28,-1.4085
2013-04-01,-0.8571
