ticker,MTMW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-08-01,0.0
2011-08-03,0.0
2011-08-04,3.3333
2011-08-19,0.0
2011-08-29,0.0
2012-01-10,-0.6452
2012-01-25,0.0
2012-01-26,0.0
2012-02-01,0.0
2012-04-27,3.8961
2012-08-02,0.0
2012-09-04,0.0
2012-09-05,-36.875
2012-09-12,58.4158
2013-01-10,-36.875
2013-02-05,-29.703
2013-05-30,-42.2535
2013-06-11,0.0
2013-06-21,-75.6098
2014-03-11,100.0
2014-03-24,0.0
2014-06-13,-93.25
2014-06-16,1381.4815
2014-11-06,0.0
2014-11-07,25.0
2015-03-03,40.0
2015-07-06,-91.4286
2015-07-07,0.0
2015-07-20,0.0
2015-08-19,-33.3333
2015-09-25,850.0
2015-10-23,-47.3684
2015-11-12,-80.0
2015-11-20,0.0
2015-11-24,0.0
2015-11-25,0.0
2015-11-30,-25.0
2015-12-01,0.0
2015-12-02,0.0
2015-12-03,0.0
2015-12-04,0.0
2015-12-08,0.0
2015-12-09,-33.3333
2015-12-10,0.0
2015-12-11,-30.0
2015-12-15,328.5714
2015-12-22,-83.3333
2016-01-22,500.0
2016-04-15,0.0
2016-05-02,51.25
2016-05-03,54.27
2016-05-13,37.1429
2016-05-16,-47.9167
2016-05-18,-20.0
2016-05-24,0.0
2016-06-02,0.0
2016-06-03,-5.7813
2016-06-20,8.126
2016-08-10,-14.1104
2016-08-11,0.0
2016-09-26,0.0
2016-09-27,-42.8571
2016-09-28,25.0
2016-09-30,0.0
2016-10-03,20.0
2016-10-04,0.0
2016-10-05,0.0
2016-10-06,0.0
2016-10-07,-33.3333
2016-10-10,0.0
2016-10-11,-50.0
2016-10-12,76.875
2016-10-17,6.7138
2016-10-26,32.4503
2016-10-27,40.0
2016-11-04,-14.2857
2016-11-07,0.0
2016-11-08,0.0
2016-11-09,-16.6667
2016-11-10,0.0
2016-11-11,0.0
2016-11-14,0.0
2016-11-15,0.0
2016-11-16,0.0
2016-11-17,-20.0
2016-11-18,-6.5625
2016-11-21,0.0
2016-11-22,7.0234
2016-11-23,-25.0
2016-11-25,0.0
2016-11-28,0.0
2016-11-29,0.0
2016-11-30,0.0
2016-12-01,0.0
2016-12-02,0.0
2016-12-05,-33.3333
2016-12-06,0.0
2016-12-07,0.0
2016-12-08,-20.0
2016-12-12,87.5
2017-01-13,133.3333
2017-02-06,0.0
2017-03-27,-57.1429
2017-03-29,0.0
2017-04-18,-20.0
2017-04-19,8.3333
2017-04-20,36.0577
2017-04-25,-43.4629
2017-05-16,0.0
2017-05-22,50.0
2017-05-23,-50.0
2017-06-13,136.0
2017-07-17,12.9944
2017-08-18,-50.0
2017-09-08,69.3
2017-09-11,18.1335
2017-09-14,-25.0
2017-10-03,0.0
2017-10-05,30.2667
2017-11-15,-0.2047
2017-12-12,-38.4615
2018-01-17,-16.6667
2018-01-24,0.0
2018-01-25,0.0
2018-01-29,0.0
2018-02-20,-50.0
2018-03-12,0.0
2018-07-25,200.0
2018-08-02,-32.6667
2018-08-20,-40.5941
2018-09-07,400.0
2018-09-10,66.6667
2018-10-01,-70.0
2018-10-19,-33.3333
2019-01-31,55.0
2019-02-01,0.0
2019-02-04,-16.129
2019-02-25,30.7692
2019-02-26,48.8235
2019-02-28,-16.996
2019-03-07,-4.7619
2019-03-13,-50.0
2019-03-14,50.0
2019-03-15,-23.6667
2019-05-28,-3.9301
2019-07-09,-31.8182
2019-07-10,20.0
2019-07-11,-16.6667
2019-07-12,-28.0
2019-08-05,0.0
2019-08-07,-44.4444
2019-08-16,130.0
2019-08-22,44.9275
2019-08-28,-27.5
2019-09-06,37.931
2019-09-09,-1.0
2019-09-13,21.2121
2019-09-26,-25.0
2019-09-27,5.5556
2019-09-30,-52.6316
2019-10-01,44.4444
2019-10-21,-23.0769
2019-11-22,0.0
2019-12-09,-10.0
2019-12-27,25.3333
2020-01-10,128.7234
2020-01-13,70.5426
2020-01-14,-40.4545
2020-01-15,77.0992
2020-01-16,-21.9828
2020-01-21,12.2928
2020-01-22,-13.8991
2020-01-23,19.4286
2020-01-29,-28.7081
2020-01-30,-33.557
2020-02-04,31.3131
2020-02-10,0.0
2020-02-11,38.4615
2020-02-18,-33.3333
2020-02-19,58.3333
2020-02-25,0.0
2020-02-27,-40.0
2020-02-28,49.1228
2020-03-18,-15.7353
2020-03-19,7.1763
2020-03-20,-21.8394
2020-03-23,146.6667
2020-03-24,62.1622
2020-03-30,-56.25
2020-04-09,-4.7619
2020-04-22,44.5
2020-04-28,-30.7958
2020-04-29,25.0
2020-05-12,-28.0
2020-05-14,12.1389
2020-05-19,-18.0084
2020-05-20,20.8459
2020-05-21,-33.5
2020-05-22,0.0
2020-06-01,31.7669
2020-06-02,-6.1341
2020-06-05,20.3647
2020-06-11,0.0
2020-06-29,-33.8384
2020-07-02,12.2137
