ticker,CBAF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-02-19,18.6186
2003-07-31,9.1327
2003-11-19,3.4946
2004-01-07,6.4935
2004-02-27,4.5817
2004-03-19,-4.2857
2005-01-18,154.7771
2006-09-08,11.21
2006-12-28,0.8878
2006-12-29,0.0
2007-04-04,0.9082
2007-04-30,4.9
2007-12-14,-0.1957
2007-12-18,0.0
2007-12-27,-1.9607999999999999
2008-01-10,0.0
2008-09-15,2.7749
2008-10-08,0.0
2009-05-13,-17.7801
2009-12-11,22.7621
2009-12-18,-36.4583
2009-12-23,3.2787
2009-12-31,0.0
2010-01-05,3.9683
2010-01-13,43.5115
2011-05-17,-30.2528
2011-10-07,-6.25
2012-12-14,-5.4735
2013-01-25,-2.9558
2013-02-01,-2.3853
2013-02-05,0.0
2013-03-12,-1.8797000000000001
2013-03-18,1.5326
2013-04-26,0.2649
2013-05-09,86.7925
2013-05-13,3.0303
2013-05-31,-1.9607999999999999
2013-06-06,-12.0
2013-07-05,2.2727
2013-07-10,-5.3874
2013-07-12,-5.1765
2013-07-18,-10.0496
2013-07-19,10.3448
2013-07-23,0.0
2013-08-02,-2.5
2013-08-07,0.0
2013-08-12,-3.8462
2013-08-21,-5.3333
2013-08-27,-3.5211
2013-08-30,0.0
2013-09-05,-0.438
2013-09-10,2.6393
2013-10-03,-4.2857
2013-12-23,0.2394
2013-12-24,1.4925
2014-01-06,2.9412000000000003
2014-01-21,-3.0216
2014-02-14,2.3739
2014-02-24,4.3478
2014-02-25,0.0
2014-03-11,0.8333
2014-03-19,0.2755
2014-03-24,0.1374
2014-03-25,4.2524
2014-03-27,-4.0789
2014-03-31,9.7119
2014-04-22,-9.9273
2014-04-29,-0.835
2014-04-30,-1.5436
2014-05-02,-0.2281
2014-05-09,-1.5429
2014-05-14,-0.1451
2014-05-20,0.0
2014-05-29,-1.1915
2014-05-30,0.0
2014-06-19,-0.7059
2014-07-03,-0.7701
2014-07-08,-4.8657
2014-07-09,-2.3622
2014-07-10,0.0
2014-07-11,-1.6129
2014-07-14,-0.4918
2014-07-15,-3.6244
2014-07-17,1.1282
2014-07-21,-0.9128
2014-07-22,-0.0341
2014-08-13,0.0341
2014-08-15,0.0
2014-09-15,0.0
2014-09-16,0.9894
2014-09-17,0.2027
2014-09-24,7.8894
2014-09-30,-7.8125
2014-10-08,0.4068
2014-10-22,0.0
2014-10-28,1.0169
2014-11-04,0.6711
2014-11-05,-0.5
2014-11-11,1.005
2014-11-12,1.1609
