ticker,CMLS US Equity
2018-12-26,-1.9819
2018-12-27,0.2677
2018-12-28,0.3683
2018-12-31,-0.9174
2019-01-02,3.2407
2019-01-03,-1.3453
2019-01-04,8.1818
2019-01-07,1.1764999999999999
2019-01-08,5.0664
2019-01-09,-1.581
2019-01-10,-1.5261
2019-01-11,-2.1207
2019-01-14,-2.0833
2019-01-15,2.1277
2019-01-16,-0.25
2019-01-17,-1.0025
2019-01-18,2.0253
2019-01-22,-0.7444
2019-01-23,-1.4167
2019-01-24,0.1691
2019-01-25,1.1814
2019-01-28,0.1668
2019-01-29,0.3331
2019-01-30,0.0
2019-01-31,0.0
2019-02-01,9.8755
2019-02-04,3.4743
2019-02-05,7.2993
2019-02-06,-1.9048
2019-02-07,-0.8322
2019-02-08,0.3497
2019-02-11,2.5784000000000002
2019-02-12,-0.8152
2019-02-13,1.0274
2019-02-14,5.7627
2019-02-15,2.5641
2019-02-19,2.1875
2019-02-20,0.3058
2019-02-21,1.2195
2019-02-22,0.6627
2019-02-25,-0.4189
2019-02-26,5.1683
2019-02-27,0.0571
2019-02-28,1.7133
2019-03-01,2.1898
2019-03-04,0.1099
2019-03-05,-0.7684
2019-03-06,-0.6637
2019-03-07,1.3085
2019-03-08,2.1709
2019-03-11,1.1834
2019-03-12,0.5316
2019-03-13,0.2644
2019-03-14,0.6857
2019-03-15,-0.2619
2019-03-18,1.1029
2019-03-19,1.2987
2019-03-20,1.1282
2019-03-21,-1.572
2019-03-22,-1.5971
2019-03-25,-2.0942
2019-03-26,-4.492
2019-03-27,-0.6159
2019-03-28,0.3944
2019-03-29,1.0662
2019-04-01,0.3331
2019-04-02,1.7709000000000001
2019-04-03,-1.5769
2019-04-04,-1.2155
2019-04-05,1.7338
2019-04-08,1.2095
2019-04-09,1.5752000000000002
2019-04-10,-1.1764999999999999
2019-04-11,-0.2706
2019-04-12,1.1394
2019-04-15,-0.3755
2019-04-16,-0.5385
2019-04-17,-3.8982
2019-04-18,2.8169
2019-04-22,-1.4247
2019-04-23,-5.6142
2019-04-24,3.1802
2019-04-25,0.6849
2019-04-26,2.0408
2019-04-29,1.6667
2019-04-30,-0.9836
2019-05-01,-2.1523
2019-05-02,-1.6356000000000002
2019-05-03,1.0321
2019-05-06,1.5891
2019-05-07,-2.5140000000000002
2019-05-08,-1.6046
2019-05-09,-0.9901
2019-05-10,0.0
2019-05-13,-0.2941
2019-05-14,3.0678
2019-05-15,1.8317
2019-05-16,3.3727
2019-05-17,-0.0544
2019-05-20,0.5985
2019-05-21,0.5949
2019-05-22,-4.7849
2019-05-23,-2.6539
2019-05-24,0.058
2019-05-28,-2.8986
2019-05-29,-3.5224
2019-05-30,1.8564
2019-05-31,-2.7946999999999997
2019-06-03,-1.25
2019-06-04,0.0
2019-06-05,-2.2152
2019-06-06,5.9547
2019-06-07,-0.3665
2019-06-10,0.6744
2019-06-11,1.7052
2019-06-12,4.7904
2019-06-13,-2.2286
2019-06-14,1.5779999999999998
2019-06-17,-0.5754
2019-06-18,-1.0995
2019-06-19,3.1597
2019-06-20,-1.021
2019-06-21,-1.3754
2019-06-24,-1.0459
2019-06-25,-0.6459
2019-06-26,1.4775
2019-06-27,2.5044
2019-06-28,5.3977
2019-07-01,0.1078
2019-07-02,-0.4847
2019-07-03,-0.5411
2019-07-05,-2.5571
2019-07-08,0.4467
2019-07-09,-2.279
2019-07-10,-0.3982
2019-07-11,1.7704
2019-07-12,0.5612
2019-07-15,-0.7254
2019-07-16,-1.2929
2019-07-17,-0.6264
2019-07-18,-2.1777
2019-07-19,0.5272
2019-07-22,-4.3124
2019-07-23,-3.2278000000000002
2019-07-24,1.825
2019-07-25,-5.377
2019-07-26,1.3717
2019-07-29,-3.866
2019-07-30,2.3458
2019-07-31,-1.0478
2019-08-01,-6.2872
2019-08-02,-0.7062
2019-08-05,-3.9829
2019-08-06,1.7037
2019-08-07,-8.2302
2019-08-08,16.0317
2019-08-09,-0.7524
2019-08-12,-1.1716
2019-08-13,3.2775
2019-08-14,-4.1864
2019-08-15,6.4834
2019-08-16,0.6618
2019-08-19,3.2216
2019-08-20,-1.9108
2019-08-21,-2.5324999999999998
2019-08-22,-2.3984
2019-08-23,-5.8703
2019-08-26,0.6526
2019-08-27,-2.3775
2019-08-28,-0.0738
2019-08-29,0.0739
2019-08-30,0.369
2019-09-03,-3.3824
2019-09-04,0.6088
2019-09-05,-1.1346
2019-09-06,0.0765
2019-09-09,4.5872
2019-09-10,4.8977
2019-09-11,2.8571
2019-09-12,-1.1518
2019-09-13,-1.4393
2019-09-16,-5.3547
2019-09-17,5.7311
2019-09-18,-1.7372999999999998
2019-09-19,-3.9604
2019-09-20,-2.7246
2019-09-23,2.0439
2019-09-24,-2.3739
2019-09-25,1.9757
2019-09-26,0.0
2019-09-27,-0.6706
2019-09-30,9.0773
2019-10-01,2.751
2019-10-02,2.7443
2019-10-03,-3.6482
2019-10-04,-1.7579
2019-10-07,-2.8906
2019-10-08,-5.7406
2019-10-09,1.1278
2019-10-10,0.6691
2019-10-11,1.4032
2019-10-14,-4.7341999999999995
2019-10-15,-0.0765
2019-10-16,0.6886
2019-10-17,0.6079
2019-10-18,-1.284
2019-10-21,1.5302
2019-10-22,2.4115
2019-10-23,0.1472
2019-10-24,0.2204
2019-10-25,0.5132
2019-10-28,1.0212
2019-10-29,0.7942
2019-10-30,-2.149
2019-10-31,0.2196
2019-11-01,1.4609
2019-11-04,-0.8639
2019-11-05,0.581
2019-11-06,-1.2274
2019-11-07,-0.5117
2019-11-08,-0.9552
2019-11-11,0.8902
2019-11-12,6.6912
2019-11-13,1.7229
2019-11-14,-1.626
2019-11-15,0.1377
2019-11-18,2.4759
2019-11-19,0.3356
2019-11-20,1.6054
2019-11-21,4.6741
2019-11-22,1.8553
2019-11-25,2.1303
2019-11-26,0.9069
2019-11-27,0.9587
2019-11-29,2.908
2019-12-02,1.3264
2019-12-03,-1.309
2019-12-04,-0.8074
2019-12-05,-1.1047
2019-12-06,4.468
2019-12-09,-2.9826
2019-12-10,-0.464
2019-12-11,0.0583
2019-12-12,1.0483
2019-12-13,0.1153
2019-12-16,0.7484
2019-12-17,-1.8286
2019-12-18,-0.5821
2019-12-19,-0.5855
2019-12-20,0.0883
2019-12-23,5.4428
2019-12-24,0.1116
2019-12-26,-0.223
2019-12-27,-1.6760000000000002
2019-12-30,-0.8523
2019-12-31,0.6877
2020-01-02,-3.5286999999999997
2020-01-03,-2.8319
2020-01-06,-0.0607
2020-01-07,-0.9721
2020-01-08,0.9816
2020-01-09,-0.243
2020-01-10,-3.5323
2020-01-13,2.1465
2020-01-14,-1.7305000000000001
2020-01-15,-0.566
2020-01-16,0.1898
2020-01-17,-2.7146
2020-01-21,0.0
2020-01-22,-1.7521
2020-01-23,-0.7266
2020-01-24,-4.0585
2020-01-27,-1.8723999999999998
2020-01-28,2.3322
2020-01-29,-2.0028
2020-01-30,-2.0437
2020-01-31,0.7194
2020-02-03,1.0714
2020-02-04,0.5654
2020-02-05,1.6162999999999998
2020-02-06,-0.3458
2020-02-07,-2.9146
2020-02-10,0.7863
2020-02-11,1.9858
2020-02-12,1.669
2020-02-13,0.1368
2020-02-14,-0.7514
2020-02-18,-0.6882
2020-02-19,-1.4553
2020-02-20,-0.4923
2020-02-21,0.636
2020-02-24,-1.6152
2020-02-25,-4.9251000000000005
2020-02-26,-1.8769
2020-02-27,-7.4981
2020-02-28,-0.3309
2020-03-02,-0.5809
2020-03-03,-4.7162
2020-03-04,0.3942
2020-03-05,-7.5044
2020-03-06,-7.9245
2020-03-09,-16.4959
2020-03-10,-1.7178
2020-03-11,-14.4819
2020-03-12,-27.5912
2020-03-13,28.8306
2020-03-16,-6.8858
2020-03-17,10.7563
2020-03-18,-29.4385
2020-03-19,12.2581
2020-03-20,0.9579
2020-03-23,-14.611
2020-03-24,5.1111
2020-03-25,26.4271
2020-03-26,-8.5284
2020-03-27,-15.5393
2020-03-30,11.039
2020-03-31,5.6530000000000005
2020-04-01,-12.3616
2020-04-02,-6.5263
2020-04-03,-24.5495
2020-04-06,17.3134
2020-04-07,5.8524
2020-04-08,-5.0481
2020-04-09,-2.5316
2020-04-13,-0.5195
2020-04-14,2.3499
2020-04-15,-8.4184
2020-04-16,2.7855
2020-04-17,0.0
2020-04-20,-0.271
2020-04-21,-3.8043
2020-04-22,-1.1299
2020-04-23,0.8571
2020-04-24,11.0482
2020-04-27,15.051
2020-04-28,-1.9956
2020-04-29,-0.905
2020-04-30,1.1416
2020-05-01,-7.4492
2020-05-04,-3.4146
2020-05-05,0.7576
2020-05-06,-6.015
2020-05-07,0.0
2020-05-08,8.0
2020-05-11,-2.963
2020-05-12,-20.1018
2020-05-13,7.3248
2020-05-14,0.0
2020-05-15,-1.1869
2020-05-18,3.003
2020-05-19,-5.8309
2020-05-20,21.3622
2020-05-21,-0.2551
2020-05-22,8.4399
2020-05-26,25.2358
2020-05-27,13.1827
2020-05-28,-1.6639
2020-05-29,-12.5212
2020-06-01,0.0967
2020-06-02,1.0628
2020-06-03,7.8394
2020-06-04,1.9504000000000001
2020-06-05,29.2174
2020-06-08,14.9394
2020-06-09,-12.0609
2020-06-10,-11.984
2020-06-11,-18.9107
2020-06-12,7.4627
2020-06-15,3.9931
2020-06-16,-3.005
2020-06-17,-3.4423
2020-06-18,1.2478
2020-06-19,-5.9859
2020-06-22,-8.8015
2020-06-23,-2.4641
2020-06-24,-9.6842
2020-06-25,7.9254
2020-06-26,-7.3434
2020-06-29,-0.6993
2020-06-30,-7.277
2020-07-01,12.6582
2020-07-02,-8.3146
2020-07-06,-2.6961
2020-07-07,-5.0378
2020-07-08,1.061
2020-07-09,-3.9370000000000003
2020-07-10,9.2896
2020-07-13,-2.5
2020-07-14,5.641
2020-07-15,0.2427
2020-07-16,-0.7264
2020-07-17,-2.439
2020-07-20,-3.5
2020-07-21,5.1813
2020-07-22,-1.7241
2020-07-23,-1.2530999999999999
2020-07-24,1.0152
2020-07-27,-2.2613
2020-07-28,1.7995
2020-07-29,0.7576
2020-07-30,-1.5038
2020-07-31,0.0
