ticker,CMLS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-06-18,3.4483
2018-06-25,0.0
2018-07-27,0.0
2018-08-01,20.6667
2018-08-02,-0.5525
2018-08-03,8.9167
2018-08-06,0.0255
2018-08-07,-6.4253
2018-08-08,3.4332
2018-08-09,-8.3246
2018-08-13,1.7241
2018-08-14,0.0
2018-08-15,-0.0565
2018-08-16,0.0565
2018-08-17,2.3729
2018-08-20,0.4415
2018-08-21,4.2857
2018-08-22,0.3688
2018-08-23,0.0
2018-08-24,4.4094
2018-08-27,-3.7205
2018-08-28,1.3054999999999999
2018-08-29,0.1546
2018-08-30,-2.2131
2018-08-31,10.0
2018-09-04,-6.9856
2018-09-05,-0.5144
2018-09-06,-0.6722
2018-09-07,2.759
2018-09-10,-5.5724
2018-09-11,3.7016999999999998
2018-09-12,-6.8805
2018-09-13,-0.8333
2018-09-14,0.0
2018-09-17,-4.0336
2018-09-18,-6.0128
2018-09-19,3.1677
2018-09-20,0.5418
2018-09-21,-0.5389
2018-09-24,6.8633
2018-09-25,-4.7887
2018-09-26,-0.8876
2018-09-27,-1.194
2018-09-28,2.8399
2018-10-01,-0.0588
2018-10-02,-0.6467
2018-10-03,0.2959
2018-10-04,2.5959
2018-10-05,-3.3928
2018-10-08,1.1905000000000001
2018-10-09,0.0
2018-10-10,-1.1764999999999999
2018-10-11,-1.7262
2018-10-12,-0.6663
2018-10-15,0.6098
2018-10-16,-1.2121
2018-10-17,-0.6135
2018-10-18,0.5556
2018-10-19,-3.3149
2018-10-22,3.1746
2018-10-23,-0.0006
2018-10-24,-1.5994000000000002
2018-10-25,3.1895
2018-10-26,-1.5152
2018-10-29,-1.6
2018-10-30,-3.0644
2018-10-31,-4.4516
2018-11-02,1.2154
2018-11-05,-1.6011
2018-11-06,0.2034
2018-11-07,-1.2179
2018-11-09,-0.6849
2018-11-12,-3.4483
2018-11-14,0.0
2018-11-15,5.0
2018-11-16,-12.1088
2018-11-19,-2.4768
2018-11-20,1.3492
2018-11-21,0.8614
2018-11-26,2.1739
2018-11-27,-0.1596
2018-11-28,-3.3412
2018-11-29,-3.9370000000000003
2018-11-30,-7.377
2018-12-03,3.9823
2018-12-04,0.0
2018-12-07,-8.5106
2018-12-10,-4.6512
2018-12-11,-1.2683
2018-12-12,2.2727
2018-12-13,4.6377
2018-12-14,-0.7387
2018-12-17,-2.7907
2018-12-18,2.488
2018-12-19,0.6536
2018-12-20,-3.525
2018-12-21,-2.7885
2018-12-24,9.2977
