ticker,SVSN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-10-21,0.0
2008-10-23,5.2632
2008-10-27,0.0
2008-10-29,-25.0
2008-10-31,-20.0
2008-11-03,33.3333
2008-11-05,-12.5
2008-11-06,-35.7143
2008-11-07,66.6667
2008-11-10,0.0
2008-11-14,20.0
2008-11-17,0.0
2008-11-21,0.0
2008-11-24,0.0
2008-11-26,-55.5556
2008-11-28,87.5
2008-12-01,-26.6667
2008-12-02,0.0
2008-12-03,-9.0909
2008-12-05,0.0
2008-12-10,-30.0
2008-12-12,42.8571
2008-12-17,0.0
2008-12-18,-30.0
2008-12-19,42.8571
2008-12-26,-30.0
2008-12-29,42.8571
2008-12-30,-30.0
2008-12-31,-28.5714
2009-01-02,80.0
2009-01-05,33.3333
2009-01-09,25.0
2009-01-13,0.0
2009-01-15,-46.6667
2009-01-16,25.0
2009-01-21,0.0
2009-01-22,10.0
2009-02-02,-9.0909
2009-02-06,-30.0
2009-02-09,14.2857
2009-02-10,0.0
2009-02-17,0.0
2009-02-23,0.0
2009-02-26,0.0
2009-03-02,12.5
2009-03-03,-22.2222
2009-03-04,-28.5714
2009-03-05,0.0
2009-03-06,60.0
2009-03-09,0.0
2009-03-12,148.5938
2009-03-13,-29.604
2009-03-16,0.0
2009-03-17,-35.7143
2009-03-18,88.8889
2009-03-30,-47.0588
2009-03-31,55.5556
2009-04-02,7.1429
2009-04-03,0.0
2009-04-09,0.0
2009-04-13,0.0
2009-04-20,6.6667
2009-04-21,-1.25
2009-04-22,1.2658
2009-04-23,0.0
2009-04-24,12.5
2009-04-27,-11.1111
2009-04-28,18.75
2009-04-29,0.0
2009-04-30,0.0
2009-05-01,0.0
2009-05-04,0.0
2009-05-07,0.0
2009-05-08,-2.6316
2009-05-18,-8.1081
2009-05-19,0.0
2009-05-21,-11.7647
2009-05-22,0.0
2009-05-26,0.0
2009-05-28,0.0
2009-05-29,0.0
2009-06-01,0.0
2009-06-02,13.3333
2009-06-03,-11.7647
2009-06-04,-20.0
2009-06-08,0.0
2009-06-09,-8.3333
2009-06-11,9.0909
2009-06-15,25.0
2009-06-16,0.0
2009-06-18,-26.6667
2009-06-19,36.3636
2009-06-22,-40.0
2009-06-23,66.6667
2009-06-25,-33.3333
2009-06-26,60.0
2009-07-02,-43.75
2009-07-06,66.6667
2009-07-07,0.0
2009-07-08,-40.0
2009-07-09,55.5556
2009-07-10,7.1429
2009-07-14,-40.0
2009-07-15,66.6667
2009-07-16,0.0
