ticker,IXEH US Equity
2009-07-17,-15.493
2009-07-20,0.0
2009-07-21,-13.3333
2009-07-22,-19.2308
2009-07-23,-2.8571
2009-07-24,2.9412000000000003
2009-07-27,9.5238
2009-07-28,0.0
2009-07-29,26.087
2009-07-30,10.3448
2009-07-31,0.0
2009-08-03,12.5
2009-08-04,-5.5556
2009-08-06,-17.647100000000002
2009-08-07,2.8571
2009-08-10,-7.6389
2009-08-11,-6.015
2009-08-12,-20.0
2009-08-13,30.0
2009-08-14,-0.7692
2009-08-17,16.2791
2009-08-18,-13.3333
2009-08-19,0.0
2009-08-20,3.8462
2009-08-21,-3.7037
2009-08-24,0.0
2009-08-25,-26.9231
2009-08-26,-2.1053
2009-08-27,29.0323
2009-08-28,-8.3333
2009-08-31,-2.2727
2009-09-01,-6.9767
2009-09-02,9.0
2009-09-03,0.9174
2009-09-04,-9.0909
2009-09-08,0.0
2009-09-09,20.0
2009-09-10,-16.6667
2009-09-11,0.0
2009-09-14,7.0
2009-09-15,-6.5421
2009-09-16,0.0
2009-09-17,-10.0
2009-09-18,11.1111
2009-09-21,-10.0
2009-09-22,-11.1111
2009-09-23,12.5
2009-09-24,0.0
2009-09-25,0.0
2009-09-28,11.1111
2009-09-29,0.0
2009-09-30,0.0
2009-10-01,-10.0
2009-10-02,0.0
2009-10-05,0.0
2009-10-06,5.5556
2009-10-07,-5.2632
2009-10-08,0.0
2009-10-09,5.5556
2009-10-13,5.2632
2009-10-14,-10.0
2009-10-15,0.0
2009-10-16,-11.1111
2009-10-19,0.0
2009-10-20,0.0
2009-10-21,0.0
2009-10-23,-12.5
2009-10-26,-7.1429
2009-10-27,11.538499999999999
2009-10-28,-10.3448
2009-10-29,7.6923
2009-10-30,-14.2857
2009-11-02,50.0
2009-11-03,-44.4444
2009-11-05,100.0
2009-11-09,-37.6875
2009-11-10,-3.7111
2009-11-12,1.6667
2009-11-13,0.0
2009-11-16,0.0
2009-11-17,-1.6393
2009-11-18,0.0
2009-11-19,16.6667
2009-11-20,14.2857
2009-11-23,-37.5
2009-11-24,20.0
2009-12-01,-15.0
2009-12-02,-1.9607999999999999
2009-12-03,0.0
2009-12-04,0.0
2009-12-07,-20.0
2009-12-08,-25.0
2009-12-09,66.6667
2009-12-10,20.0
2009-12-11,-15.8333
2009-12-14,-28.7129
2009-12-15,11.1111
2009-12-16,0.0
2009-12-17,0.0
2009-12-18,20.0
2009-12-21,0.0
2009-12-22,-27.0833
2009-12-23,0.0
2009-12-24,0.0
2009-12-28,0.0
2009-12-29,0.0
2009-12-30,0.0
2009-12-31,5.7143
2010-01-04,2.7027
2010-01-05,26.3158
2010-01-06,0.0
2010-01-07,-6.25
2010-01-08,-11.1111
2010-01-11,0.0
2010-01-13,12.5
2010-01-14,-11.1111
2010-01-15,-57.5
2010-01-19,-11.7647
2010-01-20,-23.3333
2010-01-21,27.7174
2010-01-22,-18.2979
2010-01-25,-1.0417
2010-01-26,-5.7895
2010-01-27,-1.6760000000000002
2010-01-28,-13.6364
2010-01-29,36.8421
2010-02-01,69.2308
2010-02-02,-40.9091
2010-02-03,-15.3846
2010-02-04,0.0
2010-02-05,16.4773
2010-02-08,-14.1463
2010-02-09,9.0909
2010-02-10,25.0
2010-02-11,0.0
2010-02-12,-26.6667
2010-02-16,-13.6364
2010-02-17,-5.2632
2010-02-18,55.5556
2010-02-19,-28.5714
2010-02-22,70.0
2010-02-23,-23.5294
2010-02-24,0.0
2010-02-25,-7.6923
2010-02-26,8.3333
2010-03-01,0.0
2010-03-02,-7.6923
2010-03-03,6.7708
2010-03-04,17.0732
2010-03-05,-13.3333
2010-03-08,0.0
2010-03-09,11.538499999999999
2010-03-10,3.4483
2010-03-15,-33.3333
2010-03-16,10.0
2010-03-17,-18.1818
2010-03-19,54.1667
2010-03-22,0.0
2010-03-23,-9.9099
2010-03-24,0.0
2010-03-25,0.0
2010-03-26,12.0
2010-03-29,-13.392900000000001
2010-03-30,15.4639
2010-03-31,-13.392900000000001
2010-04-01,0.0
2010-04-05,15.4639
2010-04-07,-3.5714
2010-04-08,-10.1852
2010-04-09,15.4639
2010-04-13,7.1429
2010-04-14,-6.6667
2010-04-15,0.0
2010-04-16,0.0
2010-04-19,0.0
2010-04-22,13.392900000000001
2010-04-23,-18.1102
2010-04-28,22.1154
2010-04-29,-5.5118
2010-05-04,-19.1667
2010-05-05,7.2165
2010-05-06,-22.1154
2010-05-07,-1.2346
2010-05-10,8.75
2010-05-11,-8.046
2010-05-12,0.0
2010-05-17,-10.0
2010-05-18,-11.1111
2010-05-19,0.0
2010-05-21,0.0
2010-05-24,12.5
2010-05-26,-11.1111
2010-05-28,12.5
2010-06-02,-11.1111
2010-06-03,12.5
2010-06-04,-22.2222
2010-06-09,0.0
2010-06-10,0.0
2010-06-14,0.0
2010-06-15,-7.1429
2010-06-16,-7.6923
2010-06-17,-16.6667
2010-06-18,80.0
2010-06-21,-22.2222
2010-06-24,0.0
2010-06-25,-28.5714
2010-07-07,0.0
2010-07-08,-40.0
2010-07-09,33.3333
2010-07-12,0.0
2010-07-13,12.5
2010-07-15,11.1111
2010-07-16,0.0
2010-07-19,30.0
2010-07-20,-7.6923
2010-07-21,-14.5833
2010-07-22,26.8293
2010-07-28,23.0769
2010-08-05,-12.5
2010-08-06,0.0
2010-08-09,0.0
2010-08-11,0.0
2010-08-13,12.5
2010-08-18,-25.3968
2010-08-19,25.5319
2010-09-13,-20.339
2010-09-20,0.0
2010-09-22,-31.9149
2010-09-27,62.5
2010-09-28,0.0
2010-09-29,13.461500000000001
2010-09-30,-59.322
2010-10-01,50.0
2010-10-06,-11.1111
2010-10-08,0.0
2010-10-11,0.0
2010-10-12,25.0
2010-10-14,-20.0
2010-10-15,50.0
2010-10-20,-16.6667
2010-10-21,0.0
2010-10-22,20.0
2010-10-25,0.0
2010-10-26,0.0
2010-10-27,16.6667
2010-10-28,-42.8571
2010-10-29,75.0
2010-11-01,-42.8571
2010-11-02,0.0
2010-11-05,75.0
2010-11-08,0.0
2010-11-11,-21.4286
2010-11-15,-20.4545
2010-11-16,0.0
2010-11-17,-20.0
2010-11-29,85.7143
2010-11-30,-38.4615
2010-12-01,0.0
2010-12-03,0.0
2010-12-07,0.0
2010-12-08,62.5
2010-12-09,-23.0769
2010-12-10,0.0
2010-12-14,0.0
2010-12-16,32.5
2010-12-17,7.5472
2010-12-20,0.0
2010-12-21,12.2807
2010-12-22,0.0
2010-12-23,-37.5
2010-12-27,-20.0
2010-12-28,75.0
2010-12-29,-42.8571
2010-12-30,0.0
2010-12-31,25.0
2011-01-03,40.0
2011-01-04,0.0
2011-01-06,0.0
2011-01-11,28.5714
2011-01-12,-55.5556
2011-01-14,196.875
2011-01-20,-24.2105
2011-01-24,0.0
2011-01-25,22.2222
2011-01-26,-18.1818
2011-01-27,0.0
2011-01-28,0.0
2011-02-03,0.0
2011-02-04,-20.1389
2011-02-07,-30.4348
2011-02-08,100.0
2011-02-10,0.0
2011-02-11,0.0
2011-02-15,0.0
2011-02-18,0.0
2011-02-23,-43.125
2011-02-24,75.8242
2011-03-04,-40.0
2011-03-08,66.6667
2011-03-09,0.0
2011-03-15,-46.875
2011-03-16,144.7059
2011-03-18,0.0
2011-03-22,7.6923
2011-03-23,-28.5714
2011-03-24,20.0
2011-03-25,0.0
2011-03-29,16.6667
2011-03-31,7.1429
2011-04-04,0.0
2011-04-05,0.0
2011-04-06,0.0
2011-04-07,0.0
2011-04-08,-20.0
2011-04-11,-16.6667
2011-04-12,-10.0
2011-04-13,0.0
2011-04-14,-11.1111
2011-04-15,0.0
2011-04-20,12.5
2011-04-21,1.3889
2011-04-25,20.5479
2011-04-28,-18.1818
2011-05-03,-16.6667
2011-05-04,-6.6667
2011-05-05,-21.4286
2011-05-09,36.3636
2011-05-11,60.0
2011-05-16,-33.3333
2011-05-17,0.0
2011-05-20,25.0
2011-05-23,-10.0
2011-05-24,0.0
2011-05-25,-5.5556
2011-05-26,0.0
2011-05-27,11.7647
2011-05-31,0.0
2011-06-01,-10.526299999999999
2011-06-06,1.4706000000000001
2011-06-08,0.7246
2011-06-09,15.1079
2011-06-10,0.0
2011-06-13,0.0
2011-06-16,0.0
2011-06-17,-25.0
2011-06-21,13.3333
2011-06-22,5.8824
2011-06-23,33.3333
2011-06-28,-53.125
2011-06-30,-17.7778
2011-07-12,-97.2973
2011-07-13,3200.0
2011-07-20,-27.2727
2011-07-27,0.0
2011-07-28,66.6667
2011-07-29,-40.0
2011-08-08,0.0
2011-08-23,33.3333
2011-08-24,-25.0
2011-08-26,0.0
2011-09-02,-50.0
2011-09-09,0.0
2011-09-13,0.0
2011-09-14,0.0
2011-09-15,0.0
2011-09-22,-8.3333
2011-09-27,-4.5455
2011-10-07,0.0
2011-10-14,0.0
2011-10-20,0.0
2011-10-24,-14.2857
2011-10-31,333.3333
2011-11-01,-42.3077
2011-11-02,24.4444
2011-11-03,-19.6429
2011-11-07,0.0
2011-11-10,-11.1111
2011-11-14,-12.5
2011-12-06,-17.1429
2011-12-07,-27.5862
2011-12-09,0.0
2011-12-13,0.0
2011-12-20,0.0
2011-12-21,0.0
2011-12-22,-33.3333
2011-12-23,14.2857
2011-12-28,0.0
2011-12-29,0.0
2011-12-30,0.0
2012-01-13,0.0
2012-01-20,0.0
2012-02-10,0.0
2012-02-21,0.0
2012-02-23,0.0
2012-02-29,0.0
2012-03-07,0.0
2012-04-27,0.0
2012-05-04,0.0
2012-05-09,150.0
2012-05-18,-52.5
2012-05-22,0.0
2012-05-24,-15.7895
2012-05-29,-18.75
2012-06-05,0.0
2012-06-11,0.0
2012-06-20,-23.0769
2012-06-21,0.0
2012-07-17,0.0
2012-08-14,-20.0
2012-08-17,0.0
2012-08-31,162.5
2012-09-17,-33.3333
2012-09-18,0.0
2012-09-19,0.0
2012-09-24,-28.5714
2012-09-27,0.0
2012-11-09,0.0
2012-11-13,0.0
2012-11-20,-20.0
2012-12-11,0.0
2012-12-17,0.0
2012-12-18,0.0
2012-12-19,137.5
2012-12-20,0.0
2012-12-26,-15.7895
2012-12-28,0.0
2012-12-31,-50.0
2013-01-03,0.0
2013-01-07,0.0
2013-01-11,0.0
2013-01-17,200.0
2013-01-18,0.0
2013-01-22,0.0
2013-01-23,-33.3333
2013-01-28,0.0
2013-01-30,118.75
2013-02-01,77.1429
2013-02-04,0.0
2013-02-05,-22.5806
2013-02-06,-33.3333
2013-02-08,0.0
2013-02-14,0.0
2013-02-20,-50.0
2013-02-21,100.0
2013-02-27,0.0
2013-03-11,-75.0
2013-03-12,137.5
2013-03-13,52.6316
2013-03-22,-34.4828
2013-03-25,26.3158
2013-04-25,33.3333
2013-04-26,50.0
2013-04-29,-45.8333
2013-05-06,3.8462
2013-05-13,-3.7037
2013-05-24,0.0
2013-05-31,0.0
2013-06-26,-61.5385
2013-06-28,140.0
2013-07-09,0.0
2013-07-17,-12.5
2013-08-12,0.0
2013-08-13,0.0
2013-08-15,0.0
2013-09-06,0.0
2013-09-19,-23.8095
2013-09-20,100.0
2013-09-25,-50.0
2013-09-26,0.0
2013-10-16,0.0
2013-10-17,0.0
2013-10-18,0.0
2013-10-23,100.0
2013-10-25,50.0
2013-10-28,-39.5833
2013-10-29,0.0
2013-11-04,0.0
2013-11-13,0.0
2013-12-05,0.0
2013-12-06,-34.4828
2013-12-10,0.0
2013-12-12,0.0
2013-12-16,0.0
2013-12-18,0.0
2013-12-31,0.0
2014-01-02,0.0
2014-01-22,-15.7895
2014-01-28,0.0
2014-07-03,-87.5
2016-02-01,0.0
2016-12-21,700.0
2017-06-06,-99.0
2017-11-30,-90.0
2017-12-11,99900.0
2018-02-08,-99.0
2018-03-13,-90.0
2018-03-23,9900.0
2018-04-04,-90.0
2018-12-06,0.0
2018-12-12,0.0
2019-01-14,0.0
2019-01-31,900.0
2019-03-14,-99.0
2019-03-19,9900.0
2019-03-20,0.0
2019-05-06,0.0
2019-05-14,-99.0
2019-05-15,900.0
2019-05-16,0.0
2019-07-26,900.0
2019-08-23,0.0
2019-09-11,-90.0
2019-10-23,900.0
2019-11-01,-99.0
2019-12-27,0.0
2020-02-20,0.0
2020-02-25,9900.0
2020-03-11,-99.0
2020-04-16,0.0
2020-05-05,9900.0
2020-05-06,0.0
2020-05-11,0.0
2020-05-13,0.0
2020-05-14,0.0
2020-05-15,100.0
2020-05-19,150.0
2020-05-21,20.0
2020-05-22,566.6667
2020-05-26,-25.0
2020-05-28,33.3333
2020-06-15,-87.5
2020-07-30,20.0
