ticker,CSPI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,4.918
2000-01-04,-0.7813
2000-01-05,7.0866
2000-01-06,-8.8235
2000-01-07,7.2581
2000-01-10,-6.7669
2000-01-11,5.2419
2000-01-12,-6.5134
2000-01-13,2.459
2000-01-14,0.8
2000-01-18,0.7937
2000-01-19,0.7874
2000-01-20,0.0
2000-01-21,-1.5625
2000-01-24,1.5873
2000-01-25,7.8125
2000-01-26,15.942
2000-01-27,-3.75
2000-01-28,-9.0909
2000-01-31,-2.8571
2000-02-01,1.4706000000000001
2000-02-02,2.8986
2000-02-03,-7.0423
2000-02-04,4.5455
2000-02-07,0.0
2000-02-08,-1.4493
2000-02-09,0.0
2000-02-10,2.2059
2000-02-11,-0.7194
2000-02-14,44.2029
2000-02-15,-6.0302
2000-02-16,4.2781
2000-02-17,0.5128
2000-02-18,-2.0408
2000-02-22,-9.375
2000-02-23,5.1724
2000-02-24,4.918
2000-02-25,-7.2917
2000-02-28,22.4719
2000-02-29,4.5872
2000-03-01,5.2632
2000-03-02,6.6667
2000-03-03,-0.7813
2000-03-06,-4.7244
2000-03-07,-7.438
2000-03-08,5.3571
2000-03-09,-5.0847
2000-03-10,-5.3571
2000-03-13,6.6038
2000-03-14,-5.3097
2000-03-15,-10.7477
2000-03-16,0.5236
2000-03-17,2.0833
2000-03-20,-7.6531
2000-03-21,-2.7624
2000-03-22,1.7045
2000-03-23,-0.5587
2000-03-24,5.618
2000-03-27,7.4468
2000-03-28,-1.9802
2000-03-29,3.0303
2000-03-30,-9.8039
2000-03-31,-0.5435
2000-04-03,-8.1967
2000-04-04,-3.5714
2000-04-05,-2.4691
2000-04-06,15.1899
2000-04-07,-0.5495
2000-04-10,-7.1823
2000-04-11,-10.7143
2000-04-12,0.6667
2000-04-13,-14.5695
2000-04-14,-15.5039
2000-04-17,0.9174
2000-04-18,5.4545
2000-04-19,2.5862
2000-04-20,-0.8403
2000-04-24,-5.0847
2000-04-25,1.7856999999999998
2000-04-26,1.7544
2000-04-27,0.0
2000-04-28,4.3103
2000-05-01,0.8264
2000-05-02,-1.6393
2000-05-03,-3.3333
2000-05-04,-1.7241
2000-05-05,0.0
2000-05-08,21.0526
2000-05-09,-10.8696
2000-05-10,-5.6911000000000005
2000-05-11,0.8621
2000-05-12,0.8547
2000-05-15,3.3898
2000-05-16,-4.918
2000-05-17,-0.8621
2000-05-18,-1.7391
2000-05-19,-1.7699
2000-05-22,-6.3063
2000-05-23,-1.9231
