ticker,ERINQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-11,100.0
2000-01-12,0.0
2000-01-18,-90.0
2000-01-20,0.0
2000-01-27,0.0
2000-02-03,0.0
2000-02-08,200.0
2000-02-09,0.0
2000-02-11,0.0
2000-02-29,-33.3333
2000-03-01,0.0
2000-04-13,50.0
2000-04-27,-33.3333
2000-04-28,0.0
2000-05-05,56.25
2000-05-08,-36.0
2000-05-11,0.0
2000-05-22,0.0
2000-06-06,0.0
2000-06-15,0.0
2000-06-28,0.0
2000-07-19,300.0
2000-07-20,-75.0
2000-07-21,300.0
2000-08-03,0.0
2000-08-10,-75.0
2000-08-23,0.0
2000-08-30,0.0
2000-09-12,0.0
2000-09-15,0.0
2000-09-25,0.0
2000-09-26,0.0
2000-10-04,0.0
2000-10-05,0.0
2000-10-06,-50.0
2000-10-09,0.0
2000-10-10,0.0
2000-10-24,0.0
2000-10-25,0.0
2000-11-16,0.0
2000-11-22,0.0
2000-11-27,0.0
2000-11-28,0.0
2000-11-29,0.0
2000-12-01,0.0
2000-12-05,0.0
2000-12-07,0.0
2000-12-08,0.0
2000-12-11,-50.0
2000-12-12,0.0
2000-12-15,0.0
2000-12-18,0.0
2000-12-19,0.0
2000-12-21,0.0
2000-12-22,0.0
2000-12-26,0.0
2000-12-27,0.0
2000-12-28,0.0
2000-12-29,0.0
2001-01-25,0.0
2001-02-02,0.0
2001-02-26,0.0
2001-04-04,0.0
2001-04-17,0.0
2001-04-18,0.0
2001-04-19,0.0
2001-04-24,0.0
2001-06-04,0.0
2001-06-11,0.0
2001-06-26,400.0
2001-07-02,0.0
2001-07-03,0.0
2001-07-17,-80.0
2001-07-19,0.0
2001-08-21,0.0
2001-09-26,400.0
2001-10-23,-80.0
2001-10-25,0.0
2001-11-13,0.0
2001-11-15,0.0
2001-11-27,0.0
2001-11-29,-40.0
2001-12-07,0.0
2001-12-11,0.0
2001-12-18,-66.6667
2001-12-19,0.0
2001-12-20,0.0
2001-12-26,0.0
2001-12-27,0.0
2001-12-31,0.0
2002-01-11,0.0
2002-01-15,0.0
2002-01-18,0.0
2002-03-01,0.0
2002-03-12,0.0
2002-04-25,0.0
2002-05-06,-50.0
2002-05-22,-75.0
2002-06-10,0.0
2002-06-12,0.0
2002-06-13,0.0
2002-07-12,0.0
2002-07-19,0.0
2002-07-22,0.0
2002-08-16,0.0
2002-08-20,0.0
2002-09-20,0.0
2002-10-10,0.0
2002-10-11,0.0
2002-10-22,0.0
2002-10-23,0.0
