ticker,HSTH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-10-12,979.0
2005-10-13,0.0
2005-10-14,0.0
2005-10-17,0.0
2005-10-18,0.0
2005-10-19,0.0
2005-10-20,1.2048
2005-10-21,-1.1905000000000001
2005-10-24,0.6024
2005-10-25,0.0
2005-10-26,-0.5988
2005-10-27,0.6024
2005-10-28,-0.5988
2005-10-31,0.0
2005-11-01,0.0
2005-11-02,0.0
2005-11-03,0.0
2005-11-04,0.0
2005-11-07,2.4096
2005-11-08,1.1764999999999999
2005-11-09,1.1628
2005-11-10,-2.2989
2005-11-11,0.0
2005-11-14,2.3088
2005-11-15,0.0431
2005-11-16,1.1494
2005-11-17,-2.2727
2005-11-18,1.1628
2005-11-21,0.0
2005-11-22,-1.1494
2005-11-23,3.4884
2005-11-25,1.1236
2005-11-28,8.8889
2005-11-29,9.1837
2005-11-30,-5.6075
2005-12-01,-8.9109
2005-12-02,-6.5217
2005-12-05,2.3256
2005-12-06,-1.7045
2005-12-07,-20.4624
2005-12-08,-24.4186
2005-12-09,19.2308
2005-12-12,6.4516
2005-12-13,4.5455
2005-12-14,7.2464
2005-12-15,-5.5405
2005-12-16,3.0043
2005-12-19,-5.5556
2005-12-20,-6.6176
2005-12-21,-5.5118
2005-12-22,6.6667
2005-12-23,-1.5625
2005-12-27,1.5873
2005-12-28,-3.125
2005-12-29,-3.2258
2005-12-30,0.0
2006-01-03,0.0
2006-01-04,-1.6667
2006-01-05,3.3898
2006-01-06,4.918
2006-01-09,-3.125
2006-01-10,-3.2258
2006-01-11,-2.6667
2006-01-12,0.6849
2006-01-13,2.8912
2006-01-17,-40.4959
2006-01-18,62.5
2006-01-19,-4.2735
2006-01-20,-8.9286
2006-01-23,-1.9607999999999999
2006-01-24,-0.2
2006-01-25,-2.8056
2006-01-26,-1.0309
2006-01-27,0.0
2006-01-30,-7.2917
2006-01-31,-1.1236
2006-02-01,11.3636
2006-02-02,-6.1224
2006-02-03,1.087
2006-02-06,1.0753
2006-02-07,-4.2553
2006-02-08,0.0
2006-02-09,0.0
2006-02-10,2.2222
2006-02-13,-2.1739
2006-02-14,-10.0
2006-02-15,-8.642
2006-02-16,-10.8108
2006-02-17,-4.5455
2006-02-21,-8.254
2006-02-22,-10.0346
2006-02-23,7.6923
2006-02-24,7.1429
2006-02-27,-3.3333
2006-02-28,-3.4483
2006-03-01,1.7856999999999998
2006-03-02,1.7544
2006-03-03,0.0
2006-03-06,3.4483
2006-03-07,0.0
