ticker,OPRX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-05-04,-99.7647
2000-05-15,4900.0
2000-10-25,-92.0
2001-05-17,0.0
2005-05-18,-50.0
2005-08-08,-49.0
2005-08-09,19.6078
2005-08-10,14.7541
2005-08-12,0.0
2005-08-16,0.0
2005-08-17,-28.5714
2005-08-18,60.0
2005-08-19,0.0
2005-08-22,0.0
2005-08-23,0.0
2005-08-24,0.0
2005-08-25,0.0
2005-08-26,0.0
2005-08-31,0.0
2005-09-01,12.5
2005-09-02,5.5556
2005-09-06,0.0
2005-09-07,0.0
2005-09-08,0.0
2005-09-09,0.0
2005-09-12,0.0
2005-09-13,0.0
2005-09-14,0.0
2005-09-15,0.0
2005-09-16,0.0
2005-09-21,0.0
2005-09-23,-1.0526
2005-09-26,1.0638
2005-09-27,0.0
2005-09-29,-14.7368
2005-10-05,0.0
2005-10-12,0.0
2005-10-17,17.284
2005-10-18,0.0
2005-10-21,4.2105
2005-10-25,0.0
2005-10-26,0.0
2005-10-27,13.1313
2005-10-28,33.9286
2005-10-31,6.0
2005-11-01,3.7736
2005-11-02,21.2121
2005-11-03,17.5
2005-11-04,38.2979
2005-11-07,24.6154
2005-11-08,-32.0988
2005-11-09,0.0
2005-11-10,-30.9091
2005-11-11,0.0
2005-11-14,5.2632
2005-11-15,25.0
2005-11-16,0.0
2005-11-17,-18.0
2005-11-18,-12.1951
2005-11-21,16.6667
2005-11-22,-2.3810000000000002
2005-11-23,-2.439
2005-11-25,3.0
2005-11-28,1.9417
2005-11-29,-9.5238
2005-11-30,-7.8947
2005-12-01,-2.8571
2005-12-02,-4.1176
2005-12-05,9.816
2005-12-06,11.7318
2005-12-07,-10.0
2005-12-08,-5.5556
2005-12-09,0.0
2005-12-12,-5.8824
2005-12-13,0.0
2005-12-14,6.25
2005-12-15,-5.8824
2005-12-19,-3.125
2005-12-20,0.0
2005-12-21,-0.6452
2005-12-22,-6.4935
2005-12-23,0.0
2005-12-27,4.1667
2005-12-28,-4.6667
2005-12-29,0.0
2005-12-30,-2.0979
2006-01-03,6.4286
2006-01-04,0.6711
2006-01-05,-10.0
2006-01-06,0.0
2006-01-09,3.7037
2006-01-10,-3.5714
2006-01-11,7.4074
2006-01-12,-10.3448
2006-01-13,0.0
2006-01-17,4.6154
2006-01-18,-7.3529
2006-01-19,-4.7619
2006-01-20,-8.3333
2006-01-23,-13.6364
2006-01-24,-47.3684
2006-01-25,60.0
2006-01-26,11.25
2006-01-27,-4.4944
