ticker,AVNS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-10-22,-3.0488
2014-10-23,-0.7547
2014-10-24,-1.7997
2014-10-27,-0.8776
2014-10-28,-0.8333
2014-10-29,0.4464
2014-10-30,-1.3072
2014-10-31,0.5828
2014-11-03,1.2642
2014-11-04,-3.8491999999999997
2014-11-05,3.1377
2014-11-06,2.1505
2014-11-07,-5.1091
2014-11-10,-3.0844
2014-11-11,1.8984
2014-11-12,4.3836
2014-11-13,-1.5486
2014-11-14,-0.2933
2014-11-17,0.9626
2014-11-18,4.1578
2014-11-19,-0.8136
2014-11-20,1.7944
2014-11-21,-1.0577
2014-11-24,-1.0944
2014-11-25,-0.1029
2014-11-26,0.7213
2014-11-28,0.2813
2014-12-01,-1.0712
2014-12-02,-3.2483
2014-12-03,-0.0533
2014-12-04,4.3187999999999995
2014-12-05,-1.3033000000000001
2014-12-08,1.2429000000000001
2014-12-09,0.7673
2014-12-10,-1.6244
2014-12-11,1.3932
2014-12-12,-1.6031
2014-12-15,-0.4138
2014-12-16,0.0519
2014-12-17,0.4153
2014-12-18,1.0339
2014-12-19,2.6861
2014-12-22,7.1251
2014-12-23,-0.3256
2014-12-24,-0.56
2014-12-26,-2.1351
2014-12-29,2.7092
2014-12-30,4.155
2014-12-31,1.905
2015-01-02,1.7154
2015-01-05,-3.2
2015-01-06,1.9656
2015-01-07,2.322
2015-01-08,3.2755
2015-01-09,-0.8499
2015-01-12,0.9826
2015-01-13,-3.7267
2015-01-14,0.6022
2015-01-15,-3.8906
2015-01-16,1.29
2015-01-20,-0.1537
2015-01-21,1.0336
2015-01-22,1.0448
2015-01-23,-0.6894
2015-01-26,0.4555
2015-01-27,-0.6694
2015-01-28,-0.3696
2015-01-29,-0.24
2015-01-30,-2.5153
2015-02-02,-0.0449
2015-02-03,0.4265
2015-02-04,-1.4975
2015-02-05,-0.295
2015-02-06,-0.091
2015-02-09,-0.41
2015-02-10,-1.4867
2015-02-11,1.3931
2015-02-12,0.7099
2015-02-13,1.1824
2015-02-17,1.1685
2015-02-18,1.355
2015-02-19,0.7013
2015-02-20,0.3917
2015-02-23,-0.5419
2015-02-24,3.5526999999999997
2015-02-25,-1.5997
2015-02-26,0.1283
2015-02-27,-1.6449
2015-03-02,1.5421
2015-03-03,-0.9198
2015-03-04,-1.9646
2015-03-05,0.1321
2015-03-06,1.7374
2015-03-09,1.7294
2015-03-10,-1.02
2015-03-11,2.2757
2015-03-12,-1.5533000000000001
2015-03-13,-0.6183
