ticker,CYBF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-07-25,1500.0
2013-07-31,-40.0
2013-08-05,8.3333
2013-08-19,15.3846
2013-08-22,0.0
2013-08-28,0.0
2013-08-30,-10.6667
2013-09-05,0.0
2013-09-13,-10.4478
2014-02-13,0.0
2014-04-04,16.6667
2014-04-07,12.857099999999999
2014-04-08,6.3291
2014-04-09,-21.4286
2014-04-10,10.6061
2014-04-11,-17.8082
2014-04-14,16.6667
2014-04-15,0.0
2014-04-16,0.0
2014-04-17,-14.2857
2014-04-21,0.0
2014-04-22,15.0
2014-04-23,-13.0435
2014-04-24,0.0
2014-04-25,0.0
2014-04-28,0.0
2014-04-30,14.8333
2014-05-01,0.0
2014-05-06,0.1451
2014-05-07,0.0
2014-05-08,2.8986
2014-05-12,5.6338
2014-05-13,5.3333
2014-05-14,10.1266
2014-05-15,-12.6437
2014-05-16,-7.8947
2014-05-19,0.0
2014-05-20,-14.2857
2014-05-21,-31.6667
2014-05-22,4.878
2014-05-23,27.8779
2014-05-27,-18.1632
2014-05-28,11.1111
2014-05-29,-22.275
2014-05-30,-8.6523
2014-06-02,37.7465
2014-06-04,-1.8405
2014-06-05,-22.9167
2014-06-06,0.0
2014-06-09,0.0
2014-06-10,29.7297
2014-06-12,-20.8333
2014-06-13,-7.8947
2014-06-16,-28.5714
2014-06-20,-39.8
2014-06-23,32.8904
2014-06-26,100.0
2014-06-30,-50.0
2014-07-01,10.0
2014-07-02,0.0
2014-07-03,0.0
2014-07-07,-4.5455
2014-07-08,0.0
2014-07-09,66.6071
2014-07-10,68.6317
2014-07-11,-45.7627
2014-07-22,-6.25
2014-07-29,0.0
2014-08-04,0.0
2014-08-05,0.0
2014-08-06,0.0
2014-08-07,0.0
2014-08-11,0.0
2014-08-12,16.6667
2014-08-13,0.0
2014-08-15,-5.7143
2014-09-11,-24.2424
2014-09-12,0.0
2014-09-16,-40.0
2014-09-17,6.6667
2014-10-01,56.25
2014-10-02,-20.0
2014-10-03,-15.0
2014-10-09,0.0
2014-10-13,-11.7647
2014-10-24,-20.0
2014-10-27,0.0
2014-10-31,0.0
2014-11-04,0.0
2014-11-06,191.6667
2014-11-11,0.0
2014-11-13,-42.8571
2014-11-14,0.0
2014-12-31,5.0
2015-01-12,0.0
2015-01-29,-71.4286
2015-02-02,16.6667
2015-02-12,32.8571
2015-02-24,244.086
2015-03-02,-81.25
2015-03-03,483.3333
2015-03-04,0.0
2015-03-05,28.5714
2015-04-10,0.0
