ticker,TROG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-14,0.0
2001-01-05,-33.3333
2001-06-15,-83.3333
2001-09-07,700.0
2001-09-10,0.0
2001-12-19,-97.5
2002-07-01,3900.0
2002-08-26,-87.5
2002-11-15,100.0
2002-12-26,0.0
2003-02-04,550.0
2003-07-07,-81.5385
2003-08-07,0.0
2003-08-19,0.0
2003-09-29,150.0
2004-01-28,-33.3333
2004-02-17,15.0
2004-05-25,0.0
2004-05-27,117.3913
2004-06-07,0.0
2004-06-09,-36.0
2005-03-14,71.875
2005-05-31,0.0
2005-08-18,118.1818
2005-09-02,-54.1667
2005-09-13,0.0
2005-12-21,0.0
2005-12-22,0.0
2006-01-18,0.0
2006-01-24,0.0
2006-01-30,0.0
2006-04-20,0.0
2006-05-18,0.0
2006-06-28,0.0
2006-09-28,0.0
2006-10-13,0.0
2006-10-19,-5.4545
2007-01-10,53.8462
2007-01-12,0.0
2007-01-26,0.0
2007-02-26,0.0
2007-04-02,-31.25
2007-07-16,-9.0909
2007-08-07,-40.0
2007-08-27,0.0
2007-11-19,-16.6667
2008-02-27,300.0
2008-03-10,50.0
2008-03-11,0.0
2008-06-13,-60.0
2008-07-09,0.0
2008-07-24,0.0
2008-11-18,-16.6667
2008-12-15,0.0
2009-02-10,-60.0
2009-03-24,0.0
2009-04-07,-35.0
2009-09-08,0.0
2009-09-29,0.0
2009-12-08,192.3077
2009-12-14,-21.0526
2009-12-28,0.0
2010-04-30,-33.3333
2010-06-07,0.0
2010-06-11,0.0
2010-07-29,0.0
2010-10-15,-40.0
2010-12-08,0.0
2011-01-03,108.3333
2011-02-15,-75.25
2011-03-22,-51.5152
2011-09-07,566.6667
2011-09-20,-76.875
2011-12-01,0.0
2012-03-16,0.0
2012-11-06,8.1081
2012-11-20,0.0
2012-12-13,0.0
2013-01-10,0.0
2013-07-17,-80.0
2013-12-16,18.75
2013-12-18,2426.3158
2013-12-23,0.0
2013-12-26,15.0
2013-12-27,-56.5217
2013-12-30,46.6667
2014-01-14,-77.2727
2014-02-27,0.0
2014-05-13,0.0
2014-06-03,0.0
2015-01-20,-67.5
2015-02-17,23.0769
2015-12-03,50.0
2015-12-18,220.8333
2015-12-22,55.8442
2015-12-28,-33.3333
2016-01-12,0.0
2016-01-20,0.0
2016-01-28,0.0
2016-04-13,100.0
2016-04-14,130.3125
2017-01-25,-56.5807
2017-03-30,-25.0
2017-06-09,0.0
2018-01-10,0.6667
2018-05-09,-60.2649
2019-10-30,66.6667
2019-10-31,400.0
2019-11-01,-40.0
2019-11-05,-33.3333
2019-11-26,25.0
2019-11-27,40.0
2019-11-29,-11.4286
2019-12-02,-3.5484
2019-12-09,-33.1104
2019-12-10,75.0
2019-12-11,14.2857
2019-12-12,12.5
2019-12-13,77.7778
2019-12-16,37.5
2019-12-17,-22.7273
2019-12-20,76.4706
2019-12-23,58.0
2019-12-24,0.4219
2019-12-26,-41.1765
2019-12-27,42.8571
2020-01-02,-1.0
2020-01-06,-43.0303
2020-01-08,-11.3475
2020-01-10,40.0
2020-01-13,-31.1179
2020-01-14,-6.5692
2020-01-15,-0.111
2020-01-21,-44.4444
2020-01-23,0.0
2020-01-24,-17.8
2020-01-27,8.4623
2020-01-30,-10.2696
2020-01-31,-12.5
2020-02-13,71.4286
2020-02-26,-16.6667
2020-03-10,-39.8
2020-03-11,-50.1661
2020-03-19,366.6667
2020-04-07,-14.2857
2020-04-08,16.5
2020-04-13,0.0
2020-04-27,-14.1631
2020-04-28,-78.3333
2020-05-11,0.7692
2020-05-29,346.5649
2020-06-02,0.1709
2020-06-05,-17.0648
2020-06-11,0.0
2020-06-15,105.7613
2020-06-18,-20.7
2020-06-24,26.1034
2020-06-26,0.0
2020-06-29,-20.0
2020-07-06,0.0
2020-07-10,25.0
2020-07-13,0.0
2020-07-24,-30.0
2020-07-29,-85.7143
