ticker,STWC US Equity
2017-12-28,-35.882
2018-01-04,-16.82
2018-01-05,87.5
2018-01-11,0.0
2018-01-18,-3.3333
2018-01-24,0.0
2018-01-29,0.0
2018-01-30,-44.8276
2018-02-23,0.0
2018-03-14,50.0
2018-03-15,0.0
2018-03-26,-33.3333
2018-03-27,0.0
2018-05-15,0.0
2018-06-11,50.0
2018-06-12,-16.6667
2018-06-14,50.0
2018-06-15,0.0
2018-06-19,126.6667
2018-06-20,0.0
2018-06-21,0.0
2018-06-22,0.0
2018-06-25,38.2353
2018-06-26,-14.8936
2018-06-27,27.5
2018-06-28,0.0
2018-06-29,-10.7843
2018-07-05,-5.4945
2018-07-10,-17.6721
2018-07-11,-23.731
2018-07-20,0.0
2018-08-27,37.037
2018-08-29,0.0
2018-09-04,0.0
2018-09-05,0.0
2018-09-06,0.0
2018-09-10,0.0
2018-09-11,0.0
2018-09-12,21.6216
2018-09-13,0.0
2018-09-17,33.3333
2018-09-18,3.3333
2018-09-19,0.0
2018-09-20,0.0
2018-09-21,29.0323
2018-09-24,12.5
2018-09-25,0.0
2018-09-26,0.0
2018-09-27,0.0
2018-09-28,11.1111
2018-10-01,-5.0
2018-10-02,-5.2632
2018-10-03,65.5556
2018-10-04,-2.6846
2018-10-05,6.8966
2018-10-08,29.0323
2018-10-09,-5.0
2018-10-10,15.7895
2018-10-11,16.3636
2018-10-12,8.5937
2018-10-15,2.518
2018-10-16,0.0
2018-10-17,-29.8246
2018-10-18,-10.0
2018-10-19,0.5556
2018-10-22,-0.5525
2018-10-23,-15.8333
2018-10-24,17.4917
2018-10-25,-12.9213
2018-10-26,0.0
2018-10-29,6.4516
2018-10-30,-3.0303
2018-10-31,0.0
2018-11-01,0.0
2018-11-02,3.125
2018-11-06,0.0
2018-11-07,3.0303
2018-11-09,-5.7353
2018-11-12,-0.156
2018-11-14,3.125
2018-11-15,0.0
2018-11-19,11.3636
2018-11-21,3.2653
2018-11-23,0.1318
2018-11-27,0.0
2018-11-28,-7.8947
2018-11-29,-13.7143
2018-11-30,19.2053
2018-12-03,-2.7778
2018-12-04,-8.5714
2018-12-06,6.25
2018-12-07,0.0
2018-12-12,0.0
2018-12-13,0.0
2018-12-14,-5.7353
2018-12-17,2.9641
2018-12-19,6.0606
2018-12-20,-2.8571
2018-12-24,0.0
2018-12-26,8.2353
2018-12-27,8.6957
2018-12-28,-2.5
2018-12-31,1.5385
2019-01-02,-1.5152
2019-01-03,-12.8205
2019-01-07,0.0
2019-01-16,0.0
2019-01-25,-5.8824
2019-01-28,-15.625
2019-01-29,0.0
2019-01-30,11.1111
2019-01-31,0.0
2019-02-01,-0.4
2019-02-04,-2.9451
2019-02-05,0.0
2019-02-08,3.4483
2019-02-11,6.6667
2019-02-12,-14.8438
2019-02-14,17.4312
2019-02-20,-0.7813
2019-02-21,-14.9606
2019-02-22,0.7407
2019-02-25,-3.6765
2019-02-26,4.5038
2019-02-27,-8.6925
2019-02-28,-16.0
2019-03-01,19.0476
2019-03-04,-12.8
2019-03-06,-8.0734
2019-03-07,3.7923999999999998
2019-03-08,-0.9615
2019-03-11,-12.6214
2019-03-13,0.0
2019-03-14,-5.5556
2019-03-15,29.4118
2019-03-18,13.6364
2019-03-19,-9.6
2019-03-20,-2.6549
2019-03-21,-4.5455
2019-03-25,0.0
2019-03-26,18.0952
2019-03-28,-1.6129
2019-04-05,-17.0492
2019-04-09,-1.1858
2019-04-10,0.0
2019-04-11,-7.0
2019-04-15,1.0753
2019-04-16,1.0638
2019-04-22,-11.0526
2019-04-25,18.3432
2019-04-26,8.0
2019-05-02,11.1111
2019-05-03,-16.6667
2019-05-09,0.0
2019-06-04,-13.0
2019-06-07,-2.069
2019-06-13,-19.0141
2019-06-14,44.9275
2019-06-17,0.0
2019-06-19,0.0
2019-06-20,0.0
2019-06-21,0.0
2019-06-25,0.0
2019-06-27,-1.0
2019-07-03,-1.0101
2019-07-09,0.0
2019-07-10,0.0
2019-07-12,0.0
2019-07-15,0.0
2019-07-29,0.0
2019-08-02,-28.5612
2019-08-05,-0.0143
2019-08-09,0.0
2019-08-15,-27.8571
2019-08-16,-4.9505
2019-08-21,18.75
2019-08-27,-29.8246
2019-09-11,-35.0
2019-10-03,-38.4615
2019-10-04,-31.25
2019-10-10,9.0909
2019-10-14,-16.6667
2019-10-16,0.0
2019-10-21,25.0
2019-10-25,20.0
2019-10-29,0.0
2019-11-14,-33.3333
2019-11-19,-49.7
2019-12-02,0.5964
2019-12-06,-1.1858
2019-12-09,-50.0
2019-12-10,0.0
2019-12-12,100.0
2019-12-13,-30.0
2019-12-16,42.8571
2019-12-17,0.0
2019-12-18,0.0
2019-12-19,-60.0
2019-12-23,150.0
2019-12-24,-4.0
2019-12-26,-2.2
2019-12-27,6.5099
2020-01-02,-50.0
2020-01-03,-16.4
2020-01-06,-11.4833
2020-01-07,-35.1351
2020-01-08,0.0
2020-01-09,-16.6667
2020-01-13,-10.0
2020-01-14,46.6667
2020-01-15,2.2727
2020-01-16,-26.8519
2020-01-21,-18.9873
2020-01-22,6.25
2020-01-24,-21.1765
2020-01-27,-4.4776
2020-01-28,-6.5625
2020-01-29,-38.1271
2020-01-30,10.8108
2020-01-31,-36.5854
2020-02-03,38.4615
2020-02-04,11.1111
2020-02-05,-20.0
2020-02-06,-6.25
2020-02-07,-20.0
2020-02-10,4.1667
2020-02-11,76.0
2020-02-12,-29.5455
2020-02-13,-19.3548
2020-02-14,-20.0
2020-02-18,-20.0
2020-02-19,-31.25
2020-02-20,-18.1818
2020-02-21,0.0
2020-02-24,0.0
2020-02-25,-22.2222
2020-02-26,-14.2857
2020-02-27,-3.3333
2020-02-28,-13.7931
2020-03-02,40.0
2020-03-03,-14.2857
2020-03-04,-33.3333
2020-03-05,25.0
2020-03-06,-20.0
2020-03-09,125.0
2020-03-10,-11.1111
2020-03-11,-37.5
2020-03-12,-20.0
2020-03-13,0.0
2020-03-16,0.0
2020-03-17,0.0
2020-03-18,-25.0
2020-03-19,-33.3333
2020-03-20,0.0
2020-03-23,0.0
2020-03-24,50.0
2020-03-25,0.0
2020-03-26,133.3333
2020-03-27,-57.1429
2020-03-30,0.0
2020-03-31,66.6667
2020-04-01,0.0
2020-04-02,-40.0
2020-04-03,0.0
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,-33.3333
2020-04-09,50.0
2020-04-13,0.0
2020-04-14,-33.3333
2020-04-15,50.0
2020-04-16,0.0
2020-04-17,-33.3333
2020-04-20,0.0
2020-04-21,0.0
2020-04-22,0.0
2020-04-23,0.0
2020-04-24,-10.0
2020-04-27,11.1111
2020-04-28,0.0
2020-04-29,0.0
2020-04-30,0.0
2020-05-01,0.0
2020-05-04,50.0
2020-05-05,-33.3333
2020-05-06,150.0
2020-05-07,-60.0
2020-05-08,50.0
2020-05-11,-33.3333
2020-05-12,50.0
2020-05-13,-33.3333
2020-05-14,0.0
2020-05-15,0.0
2020-05-18,0.0
2020-05-19,0.0
2020-05-20,0.0
2020-05-21,0.0
2020-05-22,0.0
2020-05-26,0.0
2020-05-27,50.0
2020-05-28,400.0
2020-05-29,-26.6667
2020-06-01,-27.2727
2020-06-02,-12.5
2020-06-03,0.0
2020-06-04,14.2857
2020-06-05,-12.5
2020-06-08,0.0
2020-06-09,-14.2857
2020-06-10,0.0
2020-06-11,16.6667
2020-06-12,-14.2857
2020-06-15,0.0
2020-06-16,-16.6667
2020-06-17,0.0
2020-06-18,0.0
2020-06-19,0.0
2020-06-22,-20.0
2020-06-23,25.0
2020-06-24,0.0
2020-06-25,-20.0
2020-06-26,50.0
2020-06-29,33.3333
2020-06-30,-12.5
2020-07-01,14.2857
2020-07-02,-6.25
2020-07-06,-6.6667
2020-07-07,-14.2857
2020-07-08,50.0
2020-07-09,-11.1111
2020-07-10,37.5
2020-07-13,54.5455
2020-07-14,-17.647100000000002
2020-07-15,-14.2857
2020-07-16,-8.3333
2020-07-17,-9.0909
2020-07-20,10.0
2020-07-21,45.4545
2020-07-22,-18.75
2020-07-23,14.6154
2020-07-24,20.8054
2020-07-27,33.3333
2020-07-28,-25.0
2020-07-29,0.0
2020-07-30,16.6667
2020-07-31,-9.5238
