ticker,STWC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-02-25,405.0
2011-03-28,-25.7426
2011-10-03,34.6667
2011-10-04,3.9604
2011-11-07,0.0
2012-08-21,19.0476
2014-08-20,300.0
2014-08-22,0.0
2014-08-26,10.0
2014-08-27,0.0
2014-08-28,-9.0909
2014-08-29,-20.0
2014-09-09,-37.5
2014-09-11,-20.0
2014-09-16,-20.0
2014-09-23,25.0
2014-09-24,-7.5
2014-09-29,0.0
2014-09-30,0.0
2014-10-01,-5.4054
2014-10-02,0.0
2014-10-03,0.0
2014-10-07,0.0
2014-10-10,0.0
2014-10-15,-8.5714
2014-10-17,6.25
2014-10-21,-5.8824
2014-10-22,0.0
2014-10-23,3.125
2014-10-28,6.0606
2014-10-29,-3.4286
2014-10-30,-8.284
2014-11-05,9.0323
2014-11-10,0.0
2014-11-12,0.0
2014-11-18,-11.2426
2014-12-10,6.6667
2014-12-11,0.0
2014-12-12,9.375
2014-12-23,-8.5714
2015-01-15,0.0
2015-01-22,0.0
2015-01-23,-6.25
2015-02-13,0.0
2015-03-20,0.0
2015-03-31,0.0
2015-04-06,-10.0
2015-04-07,-0.7407
2015-04-09,0.7463
2015-04-13,-7.4074
2015-04-15,-19.2
2015-04-16,0.0
2015-04-23,8.9109
2015-04-24,-9.0909
2015-04-27,-9.0
2015-05-11,9.8901
2015-05-26,-19.0
2015-06-09,0.0
2015-06-12,11.1111
2015-06-16,-10.0
2015-06-19,0.0
2015-06-22,-7.4074
2015-07-01,-5.2667
2015-07-07,-0.0704
2015-08-10,-7.0423
2015-09-25,-37.8788
2015-11-16,4.878
2015-11-24,27.907
2016-01-22,-21.8182
2016-01-27,0.0
2016-02-05,9.3023
2016-02-29,-0.1064
2016-06-23,-21.1661
2016-07-11,-0.0338
2016-09-06,1.3514
2016-10-27,-1.3333
2016-11-09,0.0
2016-11-23,0.0
2016-12-01,14.5608
2017-01-06,3.8042
2017-01-18,0.0
2017-02-15,-9.0909
2017-02-27,10.0
2017-03-03,0.0
2017-04-24,-20.4545
2017-05-15,-24.2857
2017-05-18,0.0
2017-05-19,0.0
2017-05-22,-16.7217
2017-05-26,13.282399999999999
2017-06-01,-28.0
2017-06-23,0.0
2017-07-26,-3.8889
2017-08-11,15.6069
2017-08-21,25.0
2017-10-09,0.0
2017-10-10,0.0
2017-11-06,-40.0
2017-11-07,-46.6667
2017-11-16,87.5
2017-12-06,0.0
2017-12-07,-10.7333
2017-12-11,12.0239
2017-12-22,0.0
