ticker,OPST US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-13,-2.9412000000000003
2000-02-10,0.0
2000-03-27,3.0303
2000-04-04,0.0
2000-04-19,0.0
2000-05-09,0.0
2000-05-24,0.0
2000-09-11,8.8235
2000-09-29,0.0
2000-10-31,0.0
2000-11-03,0.0
2000-11-17,2.7027
2000-11-20,0.0
2000-11-28,-13.1579
2000-11-30,0.0
2000-12-29,0.0
2001-02-07,21.2121
2001-03-12,5.0
2001-04-03,-19.0476
2001-04-24,-29.4118
2001-05-25,31.6667
2001-06-14,0.0
2001-08-14,77.2152
2001-08-15,0.0
2001-08-28,-38.5714
2001-10-15,4.6512
2001-11-21,18.8889
2001-12-26,0.9346
2002-01-07,1.8519
2002-01-16,1.8182
2002-04-01,7.1429
2002-04-08,0.0
2002-04-24,66.6667
2002-04-25,-39.0
2002-04-30,80.3279
2002-08-06,-20.9091
2002-08-27,1.1494
2002-08-28,0.0
2002-09-03,0.0
2002-09-04,-1.1364
2002-09-18,-16.6667
2002-09-25,24.1379
2002-11-18,-19.4444
2002-11-20,5.1724
2002-12-30,-4.918
2003-01-15,0.0
2003-01-16,3.4483
2003-01-21,-3.3333
2003-01-22,24.1379
2003-03-20,-19.4444
2003-04-09,-16.5517
2003-06-23,0.1653
2003-07-25,3.1353
2003-08-06,0.0
2003-09-09,12.8
2003-11-07,-4.2553
2003-11-11,0.0
2003-11-26,1.4815
2004-01-28,-4.3796
2004-02-02,0.1527
2004-03-12,37.1951
2004-03-15,-20.5556
2004-04-30,4.8951
2004-05-03,0.0
2004-05-26,0.0
2004-06-09,6.6667
2004-07-20,0.0
2004-07-28,0.0
2004-07-30,1.875
2004-09-14,-14.1104
2004-10-20,0.0
2004-10-22,-1.7143000000000002
2004-10-29,-5.5233
2004-11-03,4.6154
2004-11-12,-8.8235
2004-11-17,-3.2258
2004-11-18,0.0
2004-12-14,-6.6667
2005-01-18,0.0
2005-01-24,18.75
2005-01-25,-13.5338
2005-02-02,14.7826
2005-03-04,6.0606
2005-03-21,-14.2857
2005-04-06,2.5
2005-04-12,-7.3171
2005-04-28,5.2632
2005-05-26,0.0
2005-06-10,0.0
2005-06-23,0.0
2005-07-08,-5.0
2005-07-15,0.0
2005-07-19,0.0
2005-07-20,0.0
2005-07-22,5.2632
2005-08-16,-1.6667
2005-09-20,10.1695
2005-10-11,-9.2308
2005-10-12,5.9322
2005-11-03,4.0
2005-11-17,0.0
2005-11-18,0.0
2005-12-14,0.0
