ticker,BRQS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-11-06,-0.1008
2015-11-13,-0.4036
2015-11-16,-0.1013
2015-11-17,-0.1014
2015-11-18,-0.5076
2015-11-24,0.8163
2015-12-01,-0.1012
2015-12-09,0.304
2015-12-11,0.0
2015-12-14,-1.0101
2015-12-15,0.4082
2015-12-18,0.6098
2015-12-22,-0.5051
2015-12-31,0.0
2016-01-04,0.5076
2016-01-29,0.0
2016-02-03,0.0
2016-02-08,0.303
2016-02-10,-0.6999
2016-02-16,0.2992
2016-02-17,0.1011
2016-02-18,0.8081
2016-02-23,-1.002
2016-02-25,0.4049
2016-02-29,0.6048
2016-03-08,0.0
2016-03-09,-0.3006
2016-03-10,0.201
2016-03-11,-0.1003
2016-03-14,0.4016
2016-03-21,0.0
2016-03-28,0.0
2016-04-04,0.4
2016-04-06,0.3984
2016-04-11,0.496
2016-04-12,-0.5923
2016-04-13,-0.1986
2016-04-22,0.0995
2016-04-26,-0.0994
2016-04-27,0.597
2016-04-28,-0.3956
2016-04-29,-0.1986
2016-05-02,0.0
2016-05-03,0.199
2016-05-09,-0.1986
2016-05-10,0.4963
2016-05-11,0.2933
2016-05-12,-0.1913
2016-05-13,0.0977
2016-05-16,-0.1976
2016-05-17,0.099
2016-05-18,-0.5935
2016-05-19,0.0995
2016-05-20,0.0994
2016-05-23,-0.0993
2016-05-24,0.5952
2016-05-25,0.2001
2016-05-26,-0.4943
2016-05-27,0.0991
2016-05-31,0.0
2016-06-01,0.2983
2016-06-02,-0.6922
2016-06-03,0.5964
2016-06-06,-0.4941
2016-06-07,0.0
2016-06-08,0.0
2016-06-09,0.0
2016-06-10,0.0
2016-06-13,0.0
2016-06-14,0.0
2016-06-15,0.0
2016-06-17,0.0993
2016-06-20,-0.0992
2016-06-21,0.0
2016-06-22,0.0
2016-06-23,0.0
2016-06-24,3.575
2016-06-27,-3.5475
2016-06-29,0.0994
2016-06-30,1.4883
2016-07-05,-1.5644
2016-07-08,0.3976
2016-07-12,0.099
2016-07-13,-0.0989
2016-07-18,0.495
2016-07-20,0.008
2016-07-25,-0.3035
2016-07-26,0.2964
2016-07-28,0.8787
2016-07-29,-0.871
2016-08-01,0.0
2016-08-02,0.0
2016-08-04,0.9852
2016-08-08,-0.7805
2016-08-10,0.0
2016-08-15,0.7866
2016-08-16,0.0
2016-08-17,-0.0976
2016-08-18,0.1941
2016-08-19,-0.9735
2016-08-22,0.0
2016-08-24,1.7717
2016-08-26,-1.354
