ticker,CIA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.9009
2000-01-04,0.0
2000-01-05,1.8182
2000-01-06,0.0
2000-01-07,1.7856999999999998
2000-01-10,-0.8772
2000-01-11,1.7699
2000-01-12,-9.5652
2000-01-13,3.8462
2000-01-14,0.0
2000-01-18,1.8519
2000-01-19,-1.8182
2000-01-20,1.8519
2000-01-21,-0.9091
2000-01-24,-0.9174
2000-01-25,0.0
2000-01-26,0.0
2000-01-27,-1.8519
2000-01-28,-1.8868
2000-01-31,0.9615
2000-02-01,4.7619
2000-02-02,0.0
2000-02-03,0.0
2000-02-04,-0.9091
2000-02-07,1.8349
2000-02-08,0.9009
2000-02-09,0.8929
2000-02-10,-1.7699
2000-02-11,0.0
2000-02-14,0.9009
2000-02-15,0.0
2000-02-16,0.8929
2000-02-17,-0.885
2000-02-18,-3.5714
2000-02-22,3.7037
2000-02-23,-5.3571
2000-02-24,2.8302
2000-02-25,2.7523
2000-02-28,0.0
2000-02-29,-1.7856999999999998
2000-03-01,1.8182
2000-03-02,-3.5714
2000-03-03,3.7037
2000-03-06,-3.5714
2000-03-07,0.0
2000-03-08,1.8519
2000-03-09,0.9091
2000-03-10,-1.8018
2000-03-13,0.9174
2000-03-14,-1.8182
2000-03-15,-1.8519
2000-03-16,1.8868
2000-03-17,-1.8519
2000-03-20,0.9434
2000-03-21,-0.9346
2000-03-22,0.0
2000-03-23,0.0
2000-03-24,-0.9434
2000-03-27,1.9048
2000-03-28,0.9346
2000-03-29,-1.8519
2000-03-30,0.0
2000-03-31,-0.9434
2000-04-03,-0.9524
2000-04-04,0.0
2000-04-05,-1.9231
2000-04-06,0.0
2000-04-07,-1.9607999999999999
2000-04-10,5.0
2000-04-11,-1.9048
2000-04-12,-2.9126
2000-04-13,5.0
2000-04-14,-5.7143
2000-04-17,1.0101
2000-04-18,0.0
2000-04-19,-3.0
2000-04-20,2.0619
2000-04-24,-1.0101
2000-04-25,4.0816
2000-04-26,4.902
2000-04-27,-0.9346
2000-04-28,-4.717
2000-05-01,5.9406
2000-05-02,0.0
2000-05-03,-0.9346
2000-05-04,0.0
2000-05-05,0.0
2000-05-08,-1.8868
2000-05-09,-1.9231
2000-05-10,3.9215999999999998
2000-05-11,-3.7736
2000-05-12,1.9607999999999999
2000-05-15,-3.8462
2000-05-16,-4.0
2000-05-17,6.25
2000-05-18,1.9607999999999999
2000-05-19,0.0
2000-05-22,0.0
2000-05-23,-9.6154
2000-05-24,-2.1277
