ticker,ROSGQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-02-27,4.5714
2007-02-28,3.1421
2007-03-01,16.5563
2007-03-02,11.818200000000001
2007-03-05,-15.6504
2007-03-06,-0.3614
2007-03-07,0.9674
2007-03-08,-4.1916
2007-03-09,-4.0
2007-03-12,4.4271
2007-03-13,-1.4963
2007-03-14,0.6329
2007-03-15,-4.4025
2007-03-16,0.0
2007-03-19,-3.9474
2007-03-20,-0.6849
2007-03-21,-1.6552
2007-03-22,1.8233000000000001
2007-03-23,-0.9642
2007-03-26,-1.2517
2007-03-27,-9.0141
2007-03-28,-0.1548
2007-03-29,6.9767
2007-03-30,-1.5941999999999998
2007-04-02,-1.7654999999999998
2007-04-03,5.0955
2007-04-04,-2.0203
2007-04-05,1.4796
2007-04-09,0.1435
2007-04-10,-2.8653
2007-04-11,2.3599
2007-04-12,-2.4496
2007-04-13,-3.2496
2007-04-16,6.7176
2007-04-17,-0.1431
2007-04-18,-4.7278
2007-04-19,-1.3534
2007-04-20,-0.7622
2007-04-23,1.3825
2007-04-24,1.6667
2007-04-25,-3.1297
2007-04-26,6.3077
2007-04-27,7.8148
2007-04-30,-3.3557
2007-05-01,7.5
2007-05-02,1.4212
2007-05-03,4.4586
2007-05-04,6.2195
2007-05-07,0.4592
2007-05-08,-2.8571
2007-05-09,-6.4706
2007-05-10,-3.6478
2007-05-11,0.7833
2007-05-14,1.6839
2007-05-15,-1.7833999999999999
2007-05-16,-0.1297
2007-05-17,-0.2597
2007-05-18,3.3854
2007-05-21,-3.0227
2007-05-22,1.9481000000000002
2007-05-23,-0.6369
2007-05-24,-0.5128
2007-05-25,0.9021
2007-05-29,1.6602999999999999
2007-05-30,-3.5176
2007-05-31,2.6042
2007-06-01,-1.5228000000000002
2007-06-04,-0.1289
2007-06-05,-1.9355
2007-06-06,-0.3947
2007-06-07,-1.0568
2007-06-08,3.4713
2007-06-11,2.1935000000000002
2007-06-12,-2.399
2007-06-13,0.1294
2007-06-14,-1.1644
2007-06-15,-6.5344
2007-06-18,2.2378
2007-06-19,-1.6416
2007-06-20,-0.4172
2007-06-21,-0.6983
2007-06-22,-2.9536
2007-06-25,-2.029
2007-06-26,0.5917
2007-06-27,-2.0588
2007-06-28,-3.003
2007-06-29,-0.9288
2007-07-02,1.4043
2007-07-03,0.156
2007-07-05,1.5385
2007-07-06,-1.8182
2007-07-09,-0.7716
2007-07-10,4.1991
2007-07-11,8.9552
2007-07-12,0.137
2007-07-13,0.2736
