ticker,SMAR US Equity
2018-09-17,-2.7778
2018-09-18,9.2943
2018-09-19,0.315
2018-09-20,0.0628
2018-09-21,-0.7217
2018-09-24,-3.4134
2018-09-25,-2.2251
2018-09-26,0.8701
2018-09-27,1.8912
2018-09-28,1.7909000000000002
2018-10-01,-3.007
2018-10-02,-10.1913
2018-10-03,3.7826
2018-10-04,-5.3432
2018-10-05,-3.8505000000000003
2018-10-08,-0.4666
2018-10-09,-2.8125
2018-10-10,-4.5016
2018-10-11,-2.3569
2018-10-12,14.3966
2018-10-15,-4.7476
2018-10-16,7.9509
2018-10-17,-3.7743
2018-10-18,-2.2848
2018-10-19,-4.8713999999999995
2018-10-22,-0.7374
2018-10-23,-0.6191
2018-10-24,-1.495
2018-10-25,1.054
2018-10-26,-2.1694
2018-10-29,-3.6673999999999998
2018-10-30,4.0283
2018-10-31,0.6809
2018-11-01,4.9028
2018-11-02,-2.1354
2018-11-05,-0.1235
2018-11-06,-1.6076000000000001
2018-11-07,3.9379999999999997
2018-11-08,3.7082
2018-11-09,-0.6218
2018-11-12,-2.2292
2018-11-13,1.8
2018-11-14,2.947
2018-11-15,2.9771
2018-11-16,-0.8525
2018-11-19,-15.8505
2018-11-20,-3.9981999999999998
2018-11-21,5.8769
2018-11-23,0.743
2018-11-26,6.2473
2018-11-27,-0.0817
2018-11-28,6.2117
2018-11-29,0.6926
2018-11-30,2.7895
2018-12-03,0.5948
2018-12-04,-2.6608
2018-12-06,-1.139
2018-12-07,-6.6436
2018-12-10,1.9334
2018-12-11,-3.1477
2018-12-12,2.0833
2018-12-13,-2.0408
2018-12-14,3.2083
2018-12-17,-7.3072
2018-12-18,-0.2178
2018-12-19,1.8769
2018-12-20,0.4713
2018-12-21,-3.4115
2018-12-24,3.6203
2018-12-26,6.0929
2018-12-27,-0.0402
2018-12-28,-0.4018
2018-12-31,0.2824
2019-01-02,-2.6146000000000003
2019-01-03,-6.7741
2019-01-04,4.6522
2019-01-07,4.8264
2019-01-08,2.6252
2019-01-09,3.6993
2019-01-10,-2.1252
2019-01-11,-1.0469
2019-01-14,-1.0972
2019-01-15,5.1506
2019-01-16,0.8666
2019-01-17,2.9137
2019-01-18,3.775
2019-01-22,-3.008
2019-01-23,0.2524
2019-01-24,-0.036
2019-01-25,1.3674
2019-01-28,3.8693999999999997
2019-01-29,1.162
2019-01-30,1.3176
2019-01-31,4.6349
2019-02-01,-1.3066
2019-02-04,2.0342
2019-02-05,4.6519
2019-02-06,4.3242
2019-02-07,-1.2464
2019-02-08,4.2266
2019-02-11,-1.2953999999999999
2019-02-12,1.7974
2019-02-13,0.8408
2019-02-14,1.7788
2019-02-15,1.2288000000000001
2019-02-19,-0.2158
2019-02-20,0.757
2019-02-21,-0.8586
2019-02-22,0.1353
2019-02-25,1.1622
2019-02-26,3.2861000000000002
2019-02-27,0.4397
2019-02-28,-1.5194
2019-03-01,-0.4446
2019-03-04,-2.2327
2019-03-05,-0.2687
2019-03-06,0.9968
2019-03-07,-0.8269
2019-03-08,2.0172
2019-03-11,5.6947
2019-03-12,1.6463
2019-03-13,3.5337
2019-03-14,7.5847
2019-03-15,-0.9694
2019-03-18,-2.9143
2019-03-19,-0.4583
2019-03-20,5.1796
2019-03-21,-0.0657
2019-03-22,-8.848
2019-03-25,-0.9611
2019-03-26,0.9947
2019-03-27,-1.7295
2019-03-28,-2.4933
2019-03-29,2.2561999999999998
2019-04-01,-2.7213000000000003
2019-04-02,2.1673
2019-04-03,-0.814
2019-04-04,-4.0537
2019-04-05,-1.4256
2019-04-08,0.2104
2019-04-09,0.2886
2019-04-10,-0.4186
2019-04-11,1.5239
2019-04-12,4.5031
2019-04-15,0.421
2019-04-16,-0.5919
2019-04-17,-1.5381
2019-04-18,1.159
2019-04-22,2.1918
2019-04-23,0.6337
2019-04-24,-0.6297
2019-04-25,1.3405
2019-04-26,0.5291
2019-04-29,0.1675
2019-04-30,1.0986
2019-05-01,-4.8429
2019-05-02,3.6991
2019-05-03,0.5267
2019-05-06,-0.2143
2019-05-07,-0.5967
2019-05-08,-0.024
2019-05-09,0.8405
2019-05-10,-1.4527
2019-05-13,-5.3891
2019-05-14,2.6054
2019-05-15,3.3358
2019-05-16,2.0236
2019-05-17,-2.5974
2019-05-20,-1.6484999999999999
2019-05-21,3.5987
2019-05-22,1.4989
2019-05-23,-2.3676
2019-05-24,4.0336
2019-05-28,1.1078000000000001
2019-05-29,-1.7348
2019-05-30,0.9988
2019-05-31,-1.15
2019-06-03,-9.8883
2019-06-04,0.2324
2019-06-05,4.9974
2019-06-06,10.2306
2019-06-07,1.2686
2019-06-10,-2.6154
2019-06-11,-1.6475
2019-06-12,4.6352
2019-06-13,0.0877
2019-06-14,0.5478
2019-06-17,5.3824
2019-06-18,1.0546
2019-06-19,-0.5525
2019-06-20,0.2675
2019-06-21,-2.3805
2019-06-24,1.1141
2019-06-25,-3.7214
2019-06-26,2.6776
2019-06-27,0.3155
2019-06-28,1.4675
2019-07-01,2.314
2019-07-02,4.3013
2019-07-03,1.7231
2019-07-05,-1.9794
2019-07-08,1.3204
2019-07-09,1.5715
2019-07-10,-0.3019
2019-07-11,0.2839
2019-07-12,2.1136
2019-07-15,0.462
2019-07-16,-1.4349
2019-07-17,0.5039
2019-07-18,0.1114
2019-07-19,-1.2428
2019-07-22,0.2066
2019-07-23,-2.0619
2019-07-24,1.6268
2019-07-25,1.5443
2019-07-26,1.8917000000000002
2019-07-29,-6.2614
2019-07-30,-0.5437
2019-07-31,-2.5576
2019-08-01,0.1603
2019-08-02,0.6801
2019-08-05,-6.2984
2019-08-06,-0.1272
2019-08-07,0.6369
2019-08-08,3.3755
2019-08-09,-1.3061
2019-08-12,-4.694
2019-08-13,3.2111
2019-08-14,-4.5617
2019-08-15,2.0485
2019-08-16,6.4969
2019-08-19,1.135
2019-08-20,2.4649
2019-08-21,2.034
2019-08-22,-0.7859
2019-08-23,-2.7821
2019-08-26,0.0795
2019-08-27,-1.0127
2019-08-28,-0.6018
2019-08-29,1.4531
2019-08-30,-3.3221
2019-09-03,-3.1893
2019-09-04,1.8277999999999999
2019-09-05,-8.8708
2019-09-06,-7.6729
2019-09-09,-2.3567
2019-09-10,-2.9726
2019-09-11,4.1372
2019-09-12,4.0986
2019-09-13,-3.0676
2019-09-16,3.2395
2019-09-17,1.3517000000000001
2019-09-18,-1.0717
2019-09-19,-1.3721999999999999
2019-09-20,-2.4408
2019-09-23,1.2509000000000001
2019-09-24,-6.1033
2019-09-25,0.4474
2019-09-26,0.8384
2019-09-27,-5.9756
2019-09-30,-0.4421
2019-10-01,0.6384
2019-10-02,-1.4892
2019-10-03,9.4345
2019-10-04,-1.4838
2019-10-07,4.0249
2019-10-08,-1.7224
2019-10-09,2.4384
2019-10-10,0.9918
2019-10-11,0.712
2019-10-14,0.2194
2019-10-15,-0.8757
2019-10-16,-4.4172
2019-10-17,-1.104
2019-10-18,-4.2316
2019-10-21,2.2228
2019-10-22,-3.633
2019-10-23,-4.2378
2019-10-24,10.8046
2019-10-25,5.083
2019-10-28,-1.3820000000000001
2019-10-29,-3.1281
2019-10-30,5.0116
2019-10-31,-3.075
2019-11-01,1.1929
2019-11-04,-1.8811
2019-11-05,-1.5849
2019-11-06,-1.8700999999999999
2019-11-07,0.0529
2019-11-08,5.1587
2019-11-11,-3.4969
2019-11-12,1.7727
2019-11-13,-0.1537
2019-11-14,0.5644
2019-11-15,5.2296
2019-11-18,3.3212
2019-11-19,4.4815
2019-11-20,0.8309
2019-11-21,-1.8263
2019-11-22,1.52
2019-11-25,3.7095000000000002
2019-11-26,1.1851
2019-11-27,0.362
2019-11-29,0.6365
2019-12-02,-6.6203
2019-12-03,1.1063
2019-12-04,-2.2778
2019-12-05,-0.2742
2019-12-06,2.3373
2019-12-09,-3.2244
2019-12-10,1.4808
2019-12-11,-2.2116
2019-12-12,-3.0776
2019-12-13,1.0585
2019-12-16,1.7614999999999998
2019-12-17,0.5146
2019-12-18,-0.0931
2019-12-19,-0.2562
2019-12-20,2.9192
2019-12-23,-1.7245
2019-12-24,0.5311
2019-12-26,0.8957
2019-12-27,0.8422
2019-12-30,-1.2867
2019-12-31,2.7212
2020-01-02,2.0481
2020-01-03,-0.0654
2020-01-06,0.0
2020-01-07,-1.4626000000000001
2020-01-08,0.0443
2020-01-09,0.5093
2020-01-10,-0.5067
2020-01-13,0.1771
2020-01-14,-1.7683
2020-01-15,-1.0576
2020-01-16,4.8215
2020-01-17,-1.8008
2020-01-21,2.3641
2020-01-22,2.0937
2020-01-23,-1.0994
2020-01-24,-0.4917
2020-01-27,-2.7927
2020-01-28,3.0276
2020-01-29,1.7804
2020-01-30,3.4352
2020-01-31,-1.2225
2020-02-03,4.1873
2020-02-04,2.4946
2020-02-05,-5.6596
2020-02-06,-0.5938
2020-02-07,-0.6385
2020-02-10,2.9022
2020-02-11,-0.6849
2020-02-12,-0.3245
2020-02-13,1.0175
2020-02-14,0.8058
2020-02-18,1.5987
2020-02-19,-1.0818
2020-02-20,-1.3719999999999999
2020-02-21,-1.7137
2020-02-24,-4.2256
2020-02-25,-1.5207000000000002
2020-02-26,5.8939
2020-02-27,-6.449
2020-02-28,1.6465
2020-03-02,1.9005999999999998
2020-03-03,-3.5183999999999997
2020-03-04,4.1301
2020-03-05,-1.8776000000000002
2020-03-06,-7.0952
2020-03-09,-9.0257
2020-03-10,7.1737
2020-03-11,-8.8535
2020-03-12,-4.1406
2020-03-13,4.075
2020-03-16,-16.3404
2020-03-17,14.1966
2020-03-18,2.8962
2020-03-19,7.196
2020-03-20,4.2854
2020-03-23,1.3777
2020-03-24,1.9681
2020-03-25,-0.4136
2020-03-26,6.8989
2020-03-27,-6.1084
2020-03-30,1.0805
2020-03-31,-5.5947
2020-04-01,-2.3609
2020-04-02,-2.9361
2020-04-03,0.1525
2020-04-06,12.9949
2020-04-07,-2.3585
2020-04-08,3.1976
2020-04-09,-0.5127
2020-04-13,-2.2855
2020-04-14,7.0626
2020-04-15,2.8272
2020-04-16,4.0617
2020-04-17,1.201
2020-04-20,6.1709
2020-04-21,-3.9307
2020-04-22,1.8422
2020-04-23,-6.626
2020-04-24,3.9763
2020-04-27,4.4519
2020-04-28,-2.5911
2020-04-29,2.3516
2020-04-30,-0.7156
2020-05-01,-0.8536
2020-05-04,2.4106
2020-05-05,1.9428
2020-05-06,0.0916
2020-05-07,2.3618
2020-05-08,0.9122
2020-05-11,0.9571
2020-05-12,-7.4614
2020-05-13,-1.2142
2020-05-14,0.0576
2020-05-15,1.4779
2020-05-18,1.7401
2020-05-19,3.4207
2020-05-20,0.5573
2020-05-21,0.0536
2020-05-22,1.0541
2020-05-26,-0.1061
2020-05-27,-4.708
2020-05-28,1.003
2020-05-29,6.0316
2020-06-01,2.8789
2020-06-02,-1.6689
2020-06-03,1.2858
2020-06-04,-22.9858
2020-06-05,-2.1099
2020-06-08,2.335
2020-06-09,0.2194
2020-06-10,-0.9413
2020-06-11,-0.5525
2020-06-12,3.0444
2020-06-15,1.5743
2020-06-16,4.6921
2020-06-17,1.2979
2020-06-18,1.8819
2020-06-19,-1.9454
2020-06-22,5.9519
2020-06-23,0.6809
2020-06-24,-0.8078
2020-06-25,2.2159
2020-06-26,-1.8344
2020-06-29,-6.0211
2020-06-30,2.2695
2020-07-01,5.7738
2020-07-02,-2.1537
2020-07-06,-3.2638
2020-07-07,-0.8042
2020-07-08,4.5283999999999995
2020-07-09,0.0378
2020-07-10,-2.761
2020-07-13,-7.6818
2020-07-14,-1.2008
2020-07-15,-1.8124
2020-07-16,-0.9121
2020-07-17,-0.2411
2020-07-20,5.3163
2020-07-21,1.043
2020-07-22,-0.4748
2020-07-23,-3.0492
2020-07-24,0.2353
2020-07-27,1.6649
2020-07-28,-1.7006000000000001
2020-07-29,2.5202999999999998
2020-07-30,-0.1667
2020-07-31,-0.3756
