ticker,AVMR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-10-19,63.3333
2018-10-22,0.0
2018-10-24,-8.1633
2018-10-31,0.0
2018-11-07,-22.2222
2018-11-21,57.1429
2018-12-24,8.7273
2019-01-08,3.6789
2019-01-09,0.0
2019-01-23,4.8387
2019-01-30,-7.6923
2019-02-01,-1.0667
2019-02-27,-0.9434
2019-04-01,-18.0272
2019-04-03,21.9917
2019-04-24,0.0
2019-05-02,0.0
2019-05-07,-9.5238
2019-05-09,11.2782
2019-05-15,-2.3649
2019-05-16,-15.2249
2019-05-23,0.0
2019-05-24,2.0408
2019-06-07,-26.0
2019-06-13,37.8378
2019-06-20,0.0
2019-06-26,0.0
2019-07-08,5.8824
2019-07-16,-29.6296
2019-07-19,46.8421
2019-07-25,0.0
2019-07-26,0.0
2019-07-29,0.0
2019-07-30,0.0
2019-08-06,-28.3154
2019-08-07,22.5
2019-08-09,0.0
2019-08-12,0.0
2019-08-14,0.0
2019-08-15,-14.2857
2019-08-20,0.0
2019-08-22,0.0
2019-08-27,-4.7619
2019-08-29,0.0
2019-09-09,-2.5
2019-09-10,2.5641
2019-09-13,-2.5
2019-09-16,0.0
2019-09-19,0.0
2019-09-20,0.0
2019-09-26,0.0
2019-10-01,-12.8205
2019-10-03,-2.9412000000000003
2019-10-04,14.5455
2019-10-10,0.0
2019-10-15,1.5873
2019-10-16,0.0
2019-11-04,3.125
2019-11-05,1.0101
2019-11-06,1.5
2019-11-07,-16.2562
2019-11-08,5.8824
2019-11-14,0.0
2019-11-15,11.1111
2019-11-18,0.0
2019-11-20,0.0
2019-11-29,0.0
2019-12-04,0.0
2019-12-05,-5.0
2019-12-06,0.0
2019-12-12,-42.1053
2019-12-13,13.6364
2019-12-16,0.0
2019-12-17,-12.0
2019-12-18,0.0
2019-12-19,0.0
2019-12-20,9.0909
2019-12-23,-8.3333
2019-12-24,-9.0909
2019-12-26,20.0
2019-12-27,-16.675
2019-12-30,0.01
2020-01-03,-1.0
2020-01-06,1.0101
2020-01-07,0.0
2020-01-08,-1.0
2020-01-09,-16.1616
2020-01-10,19.2771
2020-01-13,1.0
2020-01-14,-0.9901
2020-01-15,25.2525
2020-01-16,-14.5161
2020-01-17,3.7641999999999998
2020-01-21,-9.0917
2020-01-22,8.0108
2020-01-23,-7.4074
2020-01-24,-18.0
2020-01-27,-2.439
2020-01-28,-1.4034
2020-01-29,-34.7087
2020-01-31,-8.8107
2020-02-03,8.5973
2020-02-04,-1.9607999999999999
2020-02-05,0.0
2020-02-10,0.0
2020-02-12,-15.0
2020-02-13,17.647100000000002
2020-02-14,0.0
2020-02-18,-0.02
2020-02-19,-9.982
2020-02-20,11.1111
2020-02-24,0.0
2020-02-28,-10.0
2020-03-02,0.0
2020-03-03,0.0
2020-03-04,-11.1111
2020-03-05,12.5
2020-03-09,-13.3333
2020-03-10,-8.9744
2020-03-12,4.2254
2020-03-13,-45.9459
2020-03-16,0.0
2020-03-17,50.0
2020-03-18,-1.6667
2020-03-19,1.6949
2020-03-20,-6.3333
2020-03-23,3.2028
2020-03-24,3.4483
2020-03-25,-3.75
2020-03-26,0.4329
2020-03-27,3.4483
2020-03-30,-20.0
2020-03-31,25.0
2020-04-01,13.3333
2020-04-02,-5.9118
2020-04-03,6.2832
2020-04-07,-17.4265
2020-04-08,10.4185
2020-04-09,-3.2580999999999998
2020-04-13,-3.3011
2020-04-14,0.0
2020-04-15,0.0
2020-04-16,0.0
2020-04-17,0.0
2020-04-21,-13.7931
2020-04-22,0.0
2020-04-23,0.0
2020-04-24,0.0
2020-04-27,0.0
2020-04-28,0.0
2020-04-29,-0.04
2020-04-30,-1.9607999999999999
2020-05-01,0.0
2020-05-04,0.0
2020-05-05,0.0
2020-05-06,0.0
2020-05-07,-0.0408
2020-05-08,0.0
2020-05-11,0.0408
2020-05-12,0.0
2020-05-13,0.0
2020-05-14,0.0
2020-05-15,0.0
2020-05-18,0.0
2020-05-19,0.0
2020-05-20,0.0
2020-05-21,0.0
2020-05-22,-6.1224
2020-05-26,0.0
2020-05-27,6.5217
2020-05-28,0.0
2020-05-29,0.0
2020-06-01,14.2857
2020-06-02,0.0
2020-06-03,0.0
2020-06-04,0.0
2020-06-05,0.0
2020-06-08,0.0
2020-06-09,0.0
2020-06-10,16.0714
2020-06-15,-7.6923
2020-06-16,-26.6667
2020-06-17,36.3636
2020-06-18,0.0
2020-06-22,0.0
2020-06-23,0.0
2020-06-24,0.0
2020-06-25,10.0
2020-06-26,-9.0909
2020-06-29,0.0
2020-06-30,10.0
2020-07-01,-9.0909
2020-07-02,-3.3667
2020-07-06,-3.484
2020-07-07,0.0
2020-07-08,-28.5204
2020-07-09,39.95
2020-07-10,0.0
2020-07-13,-44.6231
2020-07-14,29.0323
2020-07-15,-0.025
2020-07-16,-9.9775
2020-07-17,11.1111
2020-07-20,15.0
2020-07-21,8.6957
2020-07-22,-6.0
2020-07-23,0.0
2020-07-24,0.0
2020-07-27,0.0
2020-07-28,6.383
2020-07-29,0.0
2020-07-31,0.0
