ticker,LRSV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-01-13,598.8125
2010-03-30,0.1699
2010-04-07,7.1429
2010-04-13,33.3333
2010-04-21,0.0
2010-04-23,10.0
2010-05-19,13.6364
2010-06-02,0.0
2010-06-03,12.0
2010-06-04,49.889
2010-06-07,0.0
2010-06-10,33.3333
2010-06-11,-25.0
2010-06-16,0.0
2010-07-06,6.6667
2010-07-08,0.0
2010-07-09,0.0
2010-07-12,2.5
2010-07-13,0.0
2010-07-14,0.0
2010-07-15,0.0
2010-07-20,-8.5213
2010-07-22,9.3151
2010-07-29,0.0
2010-07-30,0.0
2010-08-02,0.0
2010-08-05,9.7561
2010-08-06,-5.5556
2010-08-09,-5.8824
2010-08-17,2.5
2010-08-18,3.6585
2010-08-19,0.0
2010-08-26,-11.7647
2010-09-02,16.0
2010-09-03,1.1494
2010-09-07,-3.4091
2010-09-08,3.5294
2010-09-09,-1.1364
2010-09-10,-2.2989
2010-09-13,3.5294
2010-09-14,0.0
2010-09-15,0.0
2010-09-16,0.0
2010-09-17,0.0
2010-09-21,0.0
2010-09-22,0.0
2010-09-23,0.0
2010-09-24,-3.4091
2010-09-27,3.5294
2010-09-28,0.0
2010-09-29,0.0
2010-09-30,0.0
2010-10-01,0.0
2010-10-04,0.0
2010-10-05,0.0
2010-10-06,-3.4091
2010-10-07,3.5294
2010-10-11,0.0
2010-10-12,0.0
2010-10-13,0.0
2010-10-14,0.0
2010-10-20,-3.4091
2010-10-22,1.1764999999999999
2010-10-26,-1.1628
2010-10-29,0.0
2010-11-04,0.0
2010-11-05,3.5294
2010-11-08,0.0
2010-11-11,-3.4091
2010-11-12,3.5294
2010-11-15,0.0
2010-11-16,0.0
2010-11-17,0.0
2010-11-19,-3.4091
2010-11-22,5.8824
2010-11-24,0.0
2010-11-29,0.0
2010-12-03,-5.5556
2010-12-09,5.8824
2010-12-10,0.0
2010-12-13,36.1111
2010-12-14,-2.0408
2010-12-16,-16.6667
2010-12-20,-10.0
2010-12-23,-16.6667
2010-12-27,3.3333
2010-12-29,16.129
2010-12-30,-16.6667
2011-01-10,0.0
2011-01-13,0.0
2011-01-14,0.0
2011-01-18,0.0
2011-01-19,0.0
2011-01-20,0.0
2011-01-24,0.0
2011-01-26,0.0
2011-01-27,0.0
2011-02-01,6.6667
2011-02-07,6.25
2011-02-08,5.8824
2011-02-09,-16.6667
2011-02-11,0.0
2011-02-14,0.0
2011-02-17,0.0
2011-02-22,33.3333
2011-02-23,0.0
