ticker,PHAS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-10-18,0.0
2018-10-19,0.0
2018-10-22,0.0
2018-10-23,0.0
2018-10-24,0.8
2018-10-25,-0.7937
2018-10-26,0.0
2018-10-29,0.4
2018-10-30,6.7729
2018-10-31,-4.8507
2018-11-01,1.1764999999999999
2018-11-02,-1.938
2018-11-05,0.5929
2018-11-06,-1.7682
2018-11-07,2.2
2018-11-08,-1.9569
2018-11-09,0.0
2018-11-12,-5.3892
2018-11-13,-13.7131
2018-11-14,-9.291
2018-11-15,-12.6685
2018-11-16,-2.7778
2018-11-19,-7.9365
2018-11-20,-11.7241
2018-11-21,7.0313
2018-11-23,12.0438
2018-11-26,0.0
2018-11-27,-2.2801
2018-11-28,-2.6667
2018-11-29,-1.0274
2018-11-30,-1.3841
2018-12-03,7.3684
2018-12-04,7.1895
2018-12-06,18.2927
2018-12-07,5.4124
2018-12-10,-10.2689
2018-12-11,5.1771
2018-12-12,2.0725
2018-12-13,-7.3604
2018-12-14,12.8767
2018-12-17,-8.9806
2018-12-18,9.6
2018-12-19,-15.8151
2018-12-20,0.578
2018-12-21,-13.505700000000001
2018-12-24,6.3123000000000005
2018-12-26,6.25
2018-12-27,-8.8235
2018-12-28,-1.6129
2018-12-31,1.3115
2019-01-02,1.4563
2019-01-03,-0.4785
2019-01-04,3.5256
2019-01-07,8.6687
2019-01-08,2.5641
2019-01-09,3.6111
2019-01-10,-2.9491
2019-01-11,3.5911999999999997
2019-01-14,-6.9333
2019-01-15,5.1576
2019-01-16,2.1798
2019-01-17,4.0
2019-01-18,-3.0769
2019-01-22,-3.4392
2019-01-23,-6.7205
2019-01-24,2.2116
2019-01-25,9.1954
2019-01-28,0.0
2019-01-29,-2.6316
2019-01-30,-4.0541
2019-01-31,-7.0423
2019-02-01,-3.0303
2019-02-04,0.0
2019-02-05,-0.3125
2019-02-06,-5.0157
2019-02-07,3.066
2019-02-08,1.5082
2019-02-11,-3.7855
2019-02-12,-1.6393
2019-02-13,-0.3333
2019-02-14,0.3344
2019-02-15,0.0
2019-02-19,5.0
2019-02-20,-5.3968
2019-02-21,0.604
2019-02-22,2.4016
2019-02-25,0.9772
2019-02-26,-1.6129
2019-02-27,3.2787
2019-02-28,0.2825
2019-03-01,-3.4474
2019-03-04,1.9672
2019-03-05,-3.2154
2019-03-06,0.3322
2019-03-07,-0.6623
2019-03-08,-6.6667
2019-03-11,3.5714
2019-03-12,-6.8966
2019-03-13,12.963
2019-03-14,8.1967
