ticker,PHAS US Equity
2019-03-15,12.7273
2019-03-18,67.4731
2019-03-19,-0.4815
2019-03-20,0.4839
2019-03-21,0.1605
2019-03-22,8.1731
2019-03-25,1.4815
2019-03-26,32.8467
2019-03-27,-7.4725
2019-03-28,2.8504
2019-03-29,9.8152
2019-04-01,30.1788
2019-04-02,-3.0695
2019-04-03,-13.6667
2019-04-04,0.0965
2019-04-05,3.4716
2019-04-08,17.1482
2019-04-09,16.2291
2019-04-10,-11.8412
2019-04-11,4.8913
2019-04-12,8.5122
2019-04-15,-9.5498
2019-04-16,9.3514
2019-04-17,-2.7586
2019-04-18,-9.078
2019-04-22,8.2683
2019-04-23,-7.9251000000000005
2019-04-24,0.0
2019-04-25,7.1205
2019-04-26,0.2922
2019-04-29,0.1457
2019-04-30,-4.7273
2019-05-01,0.9924
2019-05-02,1.1338
2019-05-03,-0.9716
2019-05-06,0.6792
2019-05-07,-3.5232
2019-05-08,3.2634
2019-05-09,-0.4515
2019-05-10,1.1338
2019-05-13,2.5411
2019-05-14,-4.3003
2019-05-15,-11.1196
2019-05-16,-7.0266
2019-05-17,-0.9217
2019-05-20,-1.2093
2019-05-21,0.1883
2019-05-22,-0.5639
2019-05-23,-6.7108
2019-05-24,6.5856
2019-05-28,9.8859
2019-05-29,-0.173
2019-05-30,-3.0329
2019-05-31,-4.5576
2019-06-03,1.4045
2019-06-04,3.1394
2019-06-05,1.1638
2019-06-06,-6.3717
2019-06-07,1.6068
2019-06-10,2.4186
2019-06-11,-2.9064
2019-06-12,4.7708
2019-06-13,6.9643
2019-06-14,-3.005
2019-06-17,5.5938
2019-06-18,8.475999999999999
2019-06-19,-8.3396
2019-06-20,-2.1311
2019-06-21,5.0251
2019-06-24,-6.9378
2019-06-25,6.4267
2019-06-26,3.6231999999999998
2019-06-27,-0.777
2019-06-28,2.7408
2019-07-01,5.7927
2019-07-02,-0.9366
2019-07-03,-0.7273
2019-07-05,-5.348
2019-07-08,-6.1146
2019-07-09,-1.6488
2019-07-10,-2.2632
2019-07-11,-2.5728999999999997
2019-07-12,-1.2324
2019-07-15,-4.1889
2019-07-16,-0.2791
2019-07-17,-5.1306
2019-07-18,1.9666000000000001
2019-07-19,-3.2787
2019-07-22,-2.2931
2019-07-23,-3.4694
2019-07-24,-0.8457
2019-07-25,-4.7974
2019-07-26,-3.9194
2019-07-29,-9.7902
2019-07-30,6.9767
2019-07-31,-5.6763
2019-08-01,0.5122
2019-08-02,-2.1656
2019-08-05,-4.1667
2019-08-06,-1.2227999999999999
2019-08-07,-0.4127
2019-08-08,12.2928
2019-08-09,-2.337
2019-08-12,-8.0605
2019-08-13,6.3014
2019-08-14,-4.3814
2019-08-15,-4.1779
2019-08-16,3.9381
2019-08-19,1.2179
2019-08-20,12.0321
2019-08-21,2.5060000000000002
2019-08-22,-7.5669
2019-08-23,-4.9118
2019-08-26,5.8278
2019-08-27,1.0013
2019-08-28,16.9765
2019-08-29,-5.7203
2019-08-30,-2.9213
2019-09-03,-14.5833
2019-09-04,-8.5366
2019-09-05,-7.1111
2019-09-06,-19.4577
2019-09-09,-0.198
2019-09-10,3.1746
2019-09-11,7.8846
2019-09-12,-8.5561
2019-09-13,4.6784
2019-09-16,-6.7039
2019-09-17,-5.1896
2019-09-18,4.0
2019-09-19,-1.8218999999999999
2019-09-20,-2.0619
2019-09-23,-9.8947
2019-09-24,-8.6449
2019-09-25,23.7852
2019-09-26,-5.9917
2019-09-27,-0.5495
2019-09-30,-7.8453
2019-10-01,-6.9544
2019-10-02,3.866
2019-10-03,4.2184
2019-10-04,1.4285999999999999
2019-10-07,-2.1127
2019-10-08,-3.5971
2019-10-09,-2.9851
2019-10-10,4.6154
2019-10-11,1.9607999999999999
2019-10-14,-5.0481
2019-10-15,8.6076
2019-10-16,-7.6923
2019-10-17,2.0202
2019-10-18,-0.9901
2019-10-21,3.0
2019-10-22,0.9709
2019-10-23,-0.7212
2019-10-24,-5.8111
2019-10-25,9.7686
2019-10-28,-4.2155
2019-10-29,2.6895
2019-10-30,-3.0952
2019-10-31,0.9828
2019-11-01,4.3796
2019-11-04,-4.8951
2019-11-05,0.4902
2019-11-06,1.7073
2019-11-07,-2.1583
2019-11-08,-2.9412000000000003
2019-11-11,-2.2727
2019-11-12,-5.6848
2019-11-13,7.1233
2019-11-14,-14.0665
2019-11-15,5.3571
2019-11-18,-8.1921
2019-11-19,3.0769
2019-11-20,7.1642
2019-11-21,-5.571
2019-11-22,2.3599
2019-11-25,-0.5764
2019-11-26,-6.087
2019-11-27,-1.5432000000000001
2019-11-29,2.1944
2019-12-02,-0.3067
2019-12-03,6.4615
2019-12-04,-5.4913
2019-12-05,-1.2232
2019-12-06,3.4056
2019-12-09,-3.8922
2019-12-10,3.4268
2019-12-11,-1.506
2019-12-12,18.0428
2019-12-13,-12.6943
2019-12-16,12.7596
2019-12-17,-2.6316
2019-12-18,27.5676
2019-12-19,30.0847
2019-12-20,1.1401
2019-12-23,5.3945
2019-12-24,12.2995
2019-12-26,-13.4014
2019-12-27,-2.7494
2019-12-30,-7.2698
2019-12-31,6.446
2020-01-02,-6.5466
2020-01-03,-7.1804
2020-01-06,-1.5093999999999999
2020-01-07,6.705
2020-01-08,-1.2567
2020-01-09,2.7273
2020-01-10,20.177
2020-01-13,-11.4138
2020-01-14,-7.3982
2020-01-15,-5.2065
2020-01-16,13.6364
2020-01-17,-2.5
2020-01-21,-3.7607
2020-01-22,-3.0195
2020-01-23,5.6777
2020-01-24,-8.3189
2020-01-27,-1.3233
2020-01-28,0.7663
2020-01-29,-3.6122
2020-01-30,-4.142
2020-01-31,2.4691
2020-02-03,10.4418
2020-02-04,0.0
2020-02-05,2.0
2020-02-06,-3.3868
2020-02-07,1.845
2020-02-10,-0.1812
2020-02-11,-7.078
2020-02-12,1.3672
2020-02-13,-2.1195
2020-02-14,-6.2992
2020-02-18,1.0504
2020-02-19,3.1185
2020-02-20,-2.8226
2020-02-21,1.4523
2020-02-24,-3.681
2020-02-25,-8.0679
2020-02-26,0.6928
2020-02-27,0.2294
2020-02-28,-3.6612999999999998
2020-03-02,-0.9501
2020-03-03,-4.0767
2020-03-04,12.5
2020-03-05,-5.3333
2020-03-06,-6.338
2020-03-09,-13.2832
2020-03-10,-1.7341
2020-03-11,-7.9412
2020-03-12,-14.0575
2020-03-13,14.8699
2020-03-16,-13.2686
2020-03-17,13.4328
2020-03-18,-4.9342
2020-03-19,0.346
2020-03-20,-1.3793
2020-03-23,-0.5245
2020-03-24,6.5026
2020-03-25,-4.9505
2020-03-26,11.4583
2020-03-27,4.3614
2020-03-30,1.4925
2020-03-31,-2.6471
2020-04-01,-10.8761
2020-04-02,3.0508
2020-04-03,-6.25
2020-04-06,4.9123
2020-04-07,2.3411
2020-04-08,7.1895
2020-04-09,5.1829
2020-04-13,7.5362
2020-04-14,26.4151
2020-04-15,-14.4989
2020-04-16,-7.2318999999999996
2020-04-17,8.3333
2020-04-20,-0.2481
2020-04-21,-4.2289
2020-04-22,2.0779
2020-04-23,-4.8346
2020-04-24,1.8717000000000001
2020-04-27,1.0499
2020-04-28,-2.8571
2020-04-29,11.7647
2020-04-30,-7.6555
2020-05-01,-0.2591
2020-05-04,3.8961
2020-05-05,16.25
2020-05-06,3.0108
2020-05-07,5.8455
2020-05-08,-5.1282
2020-05-11,2.2869
2020-05-12,-5.0813
2020-05-13,-8.5653
2020-05-14,-5.6206
2020-05-15,5.4591
2020-05-18,4.7059
2020-05-19,-0.6742
2020-05-20,3.6199
2020-05-21,-6.5502
2020-05-22,3.7382999999999997
2020-05-26,1.1261
2020-05-27,-1.5590000000000002
2020-05-28,36.1991
2020-05-29,-0.1661
2020-06-01,-1.4975
2020-06-02,-10.473
2020-06-03,-8.3019
2020-06-04,3.7037
2020-06-05,0.5952
2020-06-08,-1.3807
2020-06-09,2.6
2020-06-10,3.3138
2020-06-11,-10.1887
2020-06-12,1.4706000000000001
2020-06-15,5.176
2020-06-16,0.5906
2020-06-17,-3.9139
2020-06-18,1.4257
2020-06-19,2.2088
2020-06-22,-1.9646
2020-06-23,-0.8016
2020-06-24,-2.8283
2020-06-25,-0.2079
2020-06-26,-1.875
2020-06-29,-2.3355
2020-06-30,0.0
2020-07-01,-1.087
2020-07-02,-3.5164999999999997
2020-07-06,3.6446
2020-07-07,3.956
2020-07-08,-1.6913
2020-07-09,-1.7204000000000002
2020-07-10,3.5011
2020-07-13,-8.2452
2020-07-14,8.9862
2020-07-15,2.9598
2020-07-16,-3.4908
2020-07-17,16.8085
2020-07-20,-8.0146
2020-07-21,3.3663
2020-07-22,-2.682
2020-07-23,-0.3937
2020-07-24,-7.5099
2020-07-27,-2.1368
2020-07-28,-4.3668
2020-07-29,-7.7626
2020-07-30,2.4752
2020-07-31,-3.3816
