ticker,SOPV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-09-17,146.3415
2010-09-20,-54.4554
2010-09-21,17.3913
2010-09-22,7.4074
2010-09-23,6.8966
2010-09-24,-3.2258
2010-09-27,11.6667
2010-09-28,4.4776
2010-09-29,-7.1429
2010-09-30,-7.6923
2010-10-01,-1.6667
2010-10-04,-5.9322
2010-10-05,-0.9009
2010-10-06,0.0
2010-10-07,-10.9091
2010-10-08,16.3265
2010-10-11,-12.2807
2010-10-12,6.0
2010-10-13,-9.434
2010-10-14,-14.5833
2010-10-15,7.3171
2010-10-18,-9.0909
2010-10-19,-2.5
2010-10-20,-5.1282
2010-10-21,13.5135
2010-10-22,0.0
2010-10-25,-16.6667
2010-10-26,14.2857
2010-10-27,-2.5
2010-10-28,12.8205
2010-10-29,-4.5455
2010-11-01,0.0
2010-11-02,-2.3810000000000002
2010-11-03,2.439
2010-11-04,-10.7143
2010-11-05,-4.0
2010-11-08,0.0
2010-11-09,0.0
2010-11-10,5.5556
2010-11-11,-5.2632
2010-11-12,-8.3333
2010-11-15,-3.0303
2010-11-16,0.0
2010-11-17,0.0
2010-11-18,9.375
2010-11-19,-8.5714
2010-11-22,0.0
2010-11-23,9.375
2010-11-24,2.8571
2010-11-26,0.0
2010-11-29,11.1111
2010-11-30,2.5
2010-12-01,-12.1951
2010-12-02,30.5556
2010-12-03,-14.8936
2010-12-06,0.0
2010-12-07,-7.5
2010-12-08,1.3514
2010-12-09,-5.3333
2010-12-10,-12.6761
2010-12-13,-3.2258
2010-12-14,3.3333
2010-12-15,-3.2258
2010-12-16,-11.6667
2010-12-17,-9.434
2010-12-20,4.1667
2010-12-21,-12.0
2010-12-22,2.2727
2010-12-23,-6.6667
2010-12-27,-14.2857
2010-12-28,0.0
2010-12-29,-11.1111
2010-12-30,7.8125
2010-12-31,-1.4493
2011-01-03,17.647100000000002
2011-01-04,-10.0
2011-01-05,-5.5556
2011-01-06,5.8824
2011-01-07,0.0
2011-01-10,-5.5556
2011-01-11,11.7647
2011-01-12,-9.473700000000001
2011-01-13,-1.1628
2011-01-14,11.7647
2011-01-18,2.6316
2011-01-19,7.6923
2011-01-20,-19.0476
2011-01-21,-5.8824
2011-01-24,9.375
2011-01-25,-2.8571
2011-01-26,-8.8235
2011-01-27,1.9355
2011-01-28,-24.0506
2011-01-31,-20.8333
2011-02-01,4.2105
2011-02-02,-14.1414
2011-02-03,-2.3529
2011-02-04,-2.4096
2011-02-07,18.5185
2011-02-08,5.2083
