ticker,RTON US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-02-19,34.675
2014-02-21,3.9539999999999997
2014-02-24,-28.5714
2014-02-27,40.0
2014-02-28,-28.5714
2014-03-03,40.0
2014-03-07,0.0
2014-03-10,0.0
2014-03-13,0.0
2014-03-17,0.0
2014-03-19,0.0
2014-03-25,0.0
2014-04-01,0.0
2014-04-02,0.0
2014-04-03,-14.2857
2014-04-04,50.0
2014-04-14,0.0
2014-04-22,0.0
2014-04-25,0.0
2014-05-05,77.7778
2014-05-06,0.0
2014-05-07,6.25
2014-05-08,5.8824
2014-05-09,-3.3333
2014-05-12,9.1954
2014-05-14,0.0
2014-05-20,-5.2632
2014-05-21,0.0
2014-06-02,0.0
2014-06-19,-3.3333
2014-06-25,0.0
2014-07-03,-41.3793
2014-07-07,56.8627
2014-07-14,-2.5
2014-07-25,0.0
2014-07-30,0.0
2014-08-01,0.0
2014-08-04,0.0
2014-08-12,-60.2564
2014-08-13,45.1613
2014-08-15,0.0
2014-08-18,0.0
2014-08-27,71.1111
2014-09-16,-41.5584
2014-09-17,0.0
2014-09-18,0.0
2014-09-23,0.0
2014-09-24,0.0
2014-10-07,0.0
2014-11-24,0.0
2014-12-04,71.1111
2014-12-18,-48.0519
2014-12-29,27.5
2015-01-14,-31.3725
2015-01-15,-14.2857
2015-01-22,33.3333
2015-01-23,0.0
2015-01-26,-55.0313
2015-01-27,-33.3565
2015-01-28,0.0
2015-01-29,15.8498
2015-02-03,-27.9928
2015-02-05,50.0
2015-03-09,-46.6667
2015-03-11,0.0
2015-03-17,0.0
2015-03-18,0.0
2015-03-26,6.25
2015-03-30,-17.4265
2015-04-02,-0.2671
2015-04-22,14.2857
2015-05-08,-27.5
2015-05-11,37.931
2015-07-08,0.0
2015-07-14,-27.5
2015-07-15,37.7155
2015-07-16,0.0
2015-07-27,0.0
2015-09-14,-12.3631
2015-09-15,21.4286
2015-09-25,64.7059
2015-09-29,28.4821
2015-10-07,-66.574
2015-10-09,33.0561
2015-10-15,-2.5
2015-11-16,-23.0769
2015-11-17,14.1667
2015-11-18,-27.0073
2015-11-19,40.0
2015-11-20,-2.1429
2016-01-06,-5.1095
2016-01-25,15.3846
2016-02-01,-45.8333
2016-02-16,-8.461500000000001
2016-03-01,18.3193
2016-03-15,0.0
2016-03-16,23.2955
2016-03-17,8.7558
2016-03-18,171.1864
2016-03-21,12.5
2016-03-22,0.0
2016-03-24,5.5556
2016-03-29,-21.0526
2016-04-04,-46.6667
