ticker,PURA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-02-08,9.5238
2005-04-19,-12.1739
2005-04-21,23.7624
2005-04-22,0.0
2005-04-27,-4.0
2005-05-31,0.0
2006-05-22,337.5
2006-05-24,-2.8571
2006-05-25,0.0
2006-05-26,-0.9804
2006-05-31,3.9604
2006-06-01,42.8571
2006-06-02,-13.3333
2006-06-05,-23.0769
2006-06-06,-2.0
2006-06-07,2.0408
2006-06-08,0.0
2006-06-09,0.0
2006-06-12,-10.0
2006-06-14,0.0
2006-06-19,-0.2222
2006-06-20,-5.3452
2006-06-21,5.6471
2006-06-22,-10.9131
2006-06-23,12.5
2006-06-27,-8.8889
2006-06-29,9.7561
2006-07-03,-8.8889
2006-07-05,-29.2683
2006-07-06,12.069
2006-07-07,-0.6154
2006-07-11,-7.1207
2006-07-12,-16.6667
2006-07-14,0.0
2006-07-17,30.0
2006-07-18,7.6923
2006-07-19,-14.2857
2006-07-20,0.0
2006-07-21,8.3333
2006-07-24,0.0
2006-07-25,-7.6923
2006-07-26,0.0
2006-07-27,5.0
2006-07-28,0.0
2006-07-31,-15.873
2006-08-01,12.8302
2006-08-02,0.3344
2006-08-03,-15.0
2006-08-07,1.9607999999999999
2006-08-08,5.7692
2006-08-09,9.0909
2006-08-10,0.0
2006-08-15,-16.6667
2006-08-16,15.6
2006-08-17,-6.5744
2006-08-21,10.7407
2006-08-23,-13.0435
2006-08-24,7.6923
2006-08-28,-25.0
2006-08-29,26.1905
2006-08-31,-26.4151
2006-09-05,-10.2564
2006-09-06,5.7143
2006-09-08,-8.1081
2006-09-11,-5.8824
2006-09-12,37.5
2006-09-13,-4.5455
2006-09-14,-7.1429
2006-09-15,2.5641
2006-09-18,-30.0
2006-09-19,14.2857
2006-09-20,0.0
2006-09-21,9.375
2006-09-22,-19.4286
2006-09-25,-0.7092
2006-09-26,-3.5714
2006-09-27,3.7037
2006-09-28,21.4286
2006-09-29,20.5882
2006-10-02,-6.5854
2006-10-03,-11.2272
2006-10-04,-0.5882
2006-10-05,3.5503
2006-10-06,-2.8571
2006-10-09,-22.9412
2006-10-10,-16.0305
2006-10-11,22.7273
2006-10-12,3.7037
2006-10-13,7.1429
2006-10-16,10.0
2006-10-17,8.4848
2006-10-18,-2.2346
2006-10-20,0.0
2006-10-23,-12.0
2006-10-24,36.3636
2006-10-31,-6.6667
2006-11-01,-21.4286
2006-11-02,-9.0909
2006-11-03,20.0
2006-11-06,4.1667
2006-11-08,0.0
2006-11-09,8.0
