ticker,LKST US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-03-15,716.6667
2016-03-16,-20.4082
2016-03-17,-69.6474
2016-03-18,195.6705
2016-03-21,-68.375
2016-03-22,1.9198
2016-03-23,0.4432
2016-03-24,67.6779
2016-03-28,5.2632
2016-03-31,-37.4375
2016-04-01,2.3976
2016-04-04,17.0732
2016-04-05,33.25
2016-04-06,-24.9531
2016-04-08,33.3333
2016-04-11,-24.9375
2016-04-12,26.5612
2016-04-13,0.0
2016-04-14,-20.8882
2016-04-19,0.4574
2016-04-20,0.0828
2016-04-21,58.8089
2016-04-25,-37.0313
2016-04-26,5.9967
2016-04-29,0.0
2016-05-02,6.1256
2016-05-04,0.0735
2016-05-05,0.0
2016-05-06,14.6216
2016-05-09,23.0769
2016-05-10,-4.1667
2016-05-12,-13.0435
2016-05-13,0.0
2016-05-17,-24.9375
2016-05-18,13.3222
2016-05-19,0.0
2016-05-24,10.2131
2016-05-27,-9.2333
2016-05-31,0.0
2016-06-01,10.1726
2016-06-03,-9.2333
2016-06-09,0.0
2016-06-10,-0.0367
2016-06-13,-23.5856
2016-06-16,0.1442
2016-06-17,0.6241
2016-06-20,14.2653
2016-06-21,-13.0271
2016-06-23,3.6966
2016-06-29,0.1389
2016-06-30,0.0
2016-07-01,0.0
2016-07-05,1.5718999999999999
2016-07-06,-1.5476
2016-07-07,0.1387
2016-07-11,0.0
2016-07-13,-0.277
2016-07-14,-4.4444
2016-07-15,-20.9302
2016-07-18,-1.9607999999999999
2016-07-20,25.0
2016-07-21,0.0
2016-07-22,0.0
2016-07-26,-16.0
2016-07-27,0.0
2016-07-29,0.0
2016-08-01,7.4405
2016-08-02,6.3712
2016-08-03,0.1042
2016-08-05,-0.1041
2016-08-08,0.0
2016-08-09,12.5
2016-08-10,0.0
2016-08-11,4.4444
2016-08-12,-4.2553
2016-08-15,-11.1111
2016-08-19,0.0
2016-08-23,8.3333
2016-08-24,-6.7788
2016-08-25,20.0103
2016-08-26,-3.7387
2016-08-31,-1.7856999999999998
2016-09-01,-9.0909
2016-09-02,0.0
2016-09-06,0.8
2016-09-07,11.1111
2016-09-12,39.2857
2016-09-19,-34.8718
2016-09-21,2.3622
2016-09-22,1.0096
2016-09-26,0.0
2016-09-27,-4.0457
2016-09-28,0.0
2016-10-04,0.0
2016-10-05,4.3651
2016-10-20,13.308
2016-10-24,-9.396
2016-10-25,11.1111
2016-10-26,0.0
2016-10-27,0.0
2016-11-01,-15.3333
2016-11-02,0.7874
2016-11-03,-1.5625
2016-11-04,19.0476
2016-11-10,-14.6667
2016-11-11,1.6602000000000001
2016-11-14,7.5889
2016-11-16,-7.8571
2016-11-17,0.0
2016-11-18,0.0
2016-11-21,0.0
2016-11-22,0.7752
2016-11-23,-0.7692
2016-11-25,8.5271
2016-11-30,7.1429
2016-12-01,20.0
2016-12-08,-5.5556
2016-12-12,14.7059
2016-12-13,-1.2821
2016-12-14,0.5195
2016-12-16,-22.0607
2016-12-19,0.0
2016-12-20,0.0
2016-12-27,6.092
2016-12-28,-5.7422
2016-12-30,6.092
2017-01-04,-6.25
2017-01-05,1.3333
2017-01-06,-1.3158
2017-01-09,0.0
2017-01-10,30.0
2017-01-13,-5.1282
2017-01-17,-18.4797
2017-01-18,6.6308
2017-01-23,21.2592
2017-01-25,-10.2564
2017-01-26,11.4286
2017-01-27,-10.2564
2017-02-01,0.0
2017-02-02,0.0
2017-02-07,0.0
2017-02-15,0.0
2017-02-16,-14.2857
2017-02-17,-26.6667
2017-02-21,0.0
2017-02-22,-8.6364
2017-02-23,29.3532
2017-02-24,-19.2308
2017-02-27,2.3810000000000002
2017-03-02,-2.3256
2017-03-03,0.0
2017-03-08,-4.7619
2017-03-09,5.0
2017-03-14,0.0
2017-03-15,0.0
2017-03-16,21.9048
2017-03-17,-21.875
2017-03-20,-20.125
2017-03-22,8.7637
2017-03-23,-42.3309
2017-03-24,99.6008
2017-03-27,1.0
2017-03-30,26.5347
2017-04-04,140.6103
2017-04-05,-34.9593
2017-04-06,50.0
2017-04-17,-42.4333
2017-06-23,-65.1998
2017-08-07,33.1115
2017-08-30,12.25
2017-09-07,-22.049
2017-09-19,28.5714
2017-09-20,177.7778
2017-09-29,0.0
2017-10-02,-8.0
2018-04-04,-12.0
2018-06-08,-55.0395
2018-06-18,113.5165
2018-08-03,28.667
2018-08-17,-52.0
2018-08-30,-24.1667
2018-09-10,0.0
2018-10-09,0.0
2018-10-24,173.0769
2019-05-29,-39.6378
2019-12-23,-46.0
2019-12-27,0.0
2020-01-24,0.4938
2020-05-04,-1.9656
2020-05-13,-2.2556
2020-06-03,-3.8462
2020-06-09,-1.4667
2020-06-10,-25.5751
2020-07-02,-9.0909
2020-07-06,-11.0
2020-07-14,-7.8652
