ticker,PREA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-12-01,8900.0
2004-12-02,94.4444
2004-12-03,14.2857
2004-12-06,-15.0
2004-12-08,-20.5882
2004-12-17,0.0
2005-02-23,-14.8148
2005-03-09,-12.1739
2005-03-15,-5.9406
2005-03-24,0.0
2005-03-29,-15.7895
2005-08-15,-6.25
2005-11-07,20.0
2005-11-10,100.0
2005-11-11,22.2222
2005-11-16,-15.9091
2005-11-22,-2.7027
2005-11-25,-27.7778
2005-11-28,0.0
2005-11-29,0.0
2005-11-30,38.4615
2005-12-01,-5.5556
2005-12-02,-8.8235
2005-12-06,9.6774
2005-12-08,8.8235
2005-12-09,8.1081
2005-12-12,0.0
2005-12-13,7.5
2005-12-14,0.0
2005-12-19,-2.3256
2005-12-20,-0.4762
2005-12-21,0.0
2005-12-23,-9.0909
2005-12-27,2.6316
2005-12-28,15.3846
2005-12-29,-2.2222
2005-12-30,2.2727
2006-01-04,-11.1111
2006-01-06,12.5
2006-01-09,6.6667
2006-01-12,4.1667
2006-01-13,0.0
2006-01-18,0.0
2006-01-19,0.0
2006-01-20,4.0
2006-01-23,0.0
2006-01-24,-1.9231
2006-01-25,7.8431
2006-01-27,0.0
2006-01-31,7.2727
2006-02-01,10.1695
2006-02-02,0.0
2006-02-03,4.6154
2006-02-06,23.5294
2006-02-07,4.7619
2006-02-08,-2.2727
2006-02-10,0.0
2006-02-13,1.1628
2006-02-14,3.4483
2006-02-15,-5.5556
2006-02-21,11.7647
2006-02-22,-5.2632
2006-02-23,-4.4444
2006-02-24,-1.1628
2006-02-27,3.5294
2006-03-01,3.8636
2006-03-02,6.1269
2006-03-03,3.0928
2006-03-06,1.0
2006-03-07,-3.9604
2006-03-08,1.0309
2006-03-09,0.0
2006-03-10,2.0408
2006-03-13,2.0
2006-03-14,-3.9215999999999998
2006-03-15,7.1429
2006-03-16,4.7619
2006-03-17,12.7273
2006-03-20,-3.2258
2006-03-21,6.6667
2006-03-22,-7.8125
2006-03-23,2.5423999999999998
2006-03-24,-1.9835
2006-03-27,1.1804000000000001
2006-03-28,-3.0
2006-03-29,7.3883
2006-03-30,4.0
2006-03-31,-9.2308
2006-04-03,-1.6949
2006-04-04,-4.3103
2006-04-05,-5.4054
2006-04-06,3.4286
2006-04-07,3.1308
2006-04-10,5.3571
2006-04-17,-2.5423999999999998
2006-04-18,2.6087
2006-04-19,8.4746
2006-04-20,0.0
2006-04-25,-12.5
2006-04-26,13.392900000000001
2006-04-28,0.0
