ticker,MMTRS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-05,0.0
2000-02-08,0.0
2000-02-11,0.0
2000-03-10,11.1721
2000-05-16,-21.4844
2000-06-29,14.3184
2000-07-20,-14.2857
2000-07-27,0.0
2000-08-01,-4.1667
2000-08-03,0.0
2000-08-04,4.3478
2000-08-21,-12.5
2000-09-13,5.8847000000000005
2000-10-03,16.6667
2000-10-17,0.0
2000-10-25,0.0
2000-11-13,-2.0408
2000-11-16,-4.1667
2001-01-02,7.9705
2001-01-09,-7.2917
2001-01-16,5.618
2001-01-18,3.1915
2001-02-12,-4.1237
2001-02-26,0.5376
2001-03-22,6.1456
2001-04-17,27.6596
2001-04-23,0.0
2001-04-24,0.0
2001-04-25,-3.3333
2001-05-03,-10.3448
2001-05-04,5.7692
2001-05-07,4.5455
2001-05-08,-2.6087
2001-05-24,-1.7856999999999998
2001-05-29,1.8182
2001-05-30,0.0
2001-06-07,2.4696
2001-06-12,2.1429
2001-06-18,-10.8392
2001-07-09,7.8431
2001-07-30,-1.8182
2001-08-03,-5.5556
2001-08-10,5.8824
2001-08-23,-7.4074
2001-08-27,4.0
2001-08-31,3.8462
2001-09-10,11.1111
2001-10-10,-15.8333
2001-10-15,0.0
2001-10-18,14.8515
2001-11-08,0.0
2001-11-27,-12.069
2001-11-28,0.0
2001-12-06,-4.902
2001-12-10,3.0928
2001-12-12,-2.0
2001-12-14,18.3673
2002-01-07,7.1585
2002-02-07,-20.0
2002-04-22,2.179
2002-05-10,0.4167
2002-05-22,0.0
2002-06-07,2.6971
2002-06-12,5.0505
2002-06-24,1.9524
2002-06-25,9.2308
2002-06-26,0.3521
2002-07-02,-7.0175
2002-07-03,5.6604
2002-07-10,-7.1429
2002-07-17,0.0
2002-07-23,0.9615
2002-08-01,-4.7619
2002-08-05,20.0
2002-08-09,-15.0
2002-08-14,-1.9607999999999999
2002-08-30,0.0
2002-09-09,10.4
2002-09-18,-7.6087
2002-09-20,9.8039
2002-10-11,-7.4485
2002-10-14,8.9109
2002-10-23,-9.0909
2002-11-12,0.2
2002-11-18,0.0
2002-11-26,0.0
2002-12-03,2.7944
2002-12-13,0.6822
2002-12-18,-0.0399
2003-01-13,9.7804
2003-01-14,-5.4545
2003-01-16,0.0
2003-01-21,5.7692
2003-01-31,-2.7273
2003-02-03,0.0
2003-02-13,0.0
2003-02-18,2.8037
2003-02-21,-2.7273
2003-02-24,-0.9346
2003-02-28,5.6604
2003-03-03,7.1429
2003-03-06,0.0
