ticker,CESF US Equity
2001-08-02,27.7778
2001-08-03,-21.7391
2001-08-07,0.0
2001-08-08,0.0
2001-08-09,0.0
2001-08-10,0.0
2001-08-13,0.0
2001-08-14,-11.1111
2001-08-15,25.0
2001-08-16,-30.0
2001-08-17,21.4286
2001-08-20,-23.5294
2001-08-21,0.0
2001-08-27,15.3846
2001-08-28,-10.0
2001-08-30,0.0
2001-09-04,3.7037
2001-09-05,25.0
2001-09-07,2.8571
2001-09-21,-27.7778
2001-09-24,0.0
2001-10-02,0.0
2001-10-03,0.0
2001-10-09,-3.8462
2001-10-11,0.0
2001-10-23,0.0
2001-10-25,0.0
2001-10-26,0.0
2001-10-29,0.0
2001-11-07,0.0
2001-11-12,0.0
2001-11-13,20.0
2001-11-14,-13.3333
2001-11-23,0.0
2001-12-05,0.0
2001-12-12,30.7692
2001-12-14,-23.5294
2001-12-17,0.0
2001-12-18,0.0
2001-12-21,7.6923
2001-12-24,0.0
2001-12-26,0.0
2001-12-27,0.0
2001-12-31,0.0
2002-01-10,7.1429
2002-01-28,-6.6667
2002-02-12,0.0
2002-02-19,14.2857
2002-02-21,-12.5
2002-02-26,-14.2857
2002-03-13,8.3333
2002-03-14,-15.3846
2002-03-18,-9.0909
2002-03-19,30.0
2002-03-22,-15.3846
2002-04-10,-9.0909
2002-04-16,0.0
2002-04-24,70.0
2002-04-25,52.9412
2002-04-26,23.0769
2002-04-29,25.0
2002-04-30,-12.5
2002-05-02,8.5714
2002-05-06,10.526299999999999
2002-05-09,7.1429
2002-05-13,-24.4444
2002-05-14,0.0
2002-05-15,-2.9412000000000003
2002-05-17,15.1515
2002-05-20,-5.2632
2002-05-21,11.1111
2002-05-30,-12.5
2002-06-04,0.0
2002-06-07,20.0
2002-06-11,-15.4762
2002-06-12,-4.2254
2002-06-17,0.0
2002-06-19,38.2353
2002-06-21,-14.8936
2002-06-24,0.0
2002-06-25,0.0
2002-06-27,0.0
2002-07-08,0.0
2002-07-09,17.5
2002-07-10,-14.8936
2002-07-11,0.0
2002-07-19,5.0
2002-07-23,-28.5714
2002-08-19,70.0
2002-08-29,0.0
2002-09-04,-49.0196
2002-09-25,30.7692
2002-10-11,-17.647100000000002
2002-10-14,82.1429
2002-10-22,-33.3333
2002-10-23,52.9412
2002-11-05,-28.8462
2002-11-06,35.1351
2002-11-08,0.0
2002-11-12,-36.0
2002-11-15,-3.125
2002-11-18,64.5161
2002-12-13,-33.3333
2002-12-16,-11.7647
2002-12-19,0.0
2002-12-20,13.3333
2002-12-23,-11.7647
2002-12-26,-16.6667
2002-12-27,0.0
2002-12-30,0.0
2003-01-03,0.0
2003-01-07,0.0
2003-01-13,-16.0
2003-01-22,0.0
2003-01-30,0.0
2003-01-31,66.6667
2003-02-03,-20.0
2003-02-05,0.0
2003-02-06,10.7143
2003-02-07,0.0
2003-02-12,9.6774
2003-02-19,-2.9412000000000003
2003-02-20,-30.303
2003-03-05,-13.0435
2004-01-05,-50.0
2004-01-08,75.0
2004-01-28,48.5714
2004-02-09,15.3846
2004-02-10,0.0
2004-02-27,-10.0
2004-03-19,3.7037
2004-04-15,7.1429
2004-05-07,16.6667
2004-05-19,-2.8571
2004-06-24,5.8824
2004-08-25,-22.2222
2004-12-17,1.7856999999999998
2004-12-21,0.0
2006-01-04,-29.8246
2006-01-17,5.0
2006-02-03,66.6667
2006-05-19,-50.0
2006-07-24,-11.4286
2006-08-24,-35.1613
2006-09-06,-40.2985
2007-09-20,-32.5
2008-01-16,0.0
2009-06-11,-38.0247
2010-03-12,11.5538
2012-02-09,0.0
2012-08-17,-63.9286
2013-02-22,0.0
2013-12-04,0.0
2013-12-12,0.0
2015-05-12,0.0
2015-06-08,0.0
2016-01-28,0.9901
2016-12-21,-6.8627
2019-02-06,10.526299999999999
2019-05-07,-4.7619
2019-10-21,0.0
2019-11-25,-20.0
2020-04-02,0.0
2020-05-28,26.25
2020-06-03,-43.5644
2020-06-16,77.193
2020-07-29,395.0495
2020-07-30,-80.0
