ticker,CESF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-08-11,12.0
2000-08-14,257.1429
2000-08-18,0.0
2000-08-21,0.0
2000-08-22,-33.3333
2000-08-25,50.0
2000-08-28,0.0
2000-08-29,-26.6667
2000-09-01,0.0
2000-09-05,0.0
2000-09-06,-54.5455
2000-09-08,25.0
2000-09-12,60.0
2000-09-14,87.5
2000-09-15,-46.6667
2000-09-18,0.0
2000-09-20,87.5
2000-09-22,-40.0
2000-09-28,0.0
2000-09-29,0.0
2000-10-03,0.0
2000-10-04,0.0
2000-10-05,3.1111
2000-10-06,7.7586
2000-10-11,-20.0
2000-10-12,0.0
2000-10-16,0.0
2000-10-17,-25.0
2000-10-18,4.0
2000-10-19,20.5128
2000-10-24,6.383
2000-11-08,-12.5
2000-11-14,0.0
2000-11-20,7.4286
2000-11-29,-6.9149
2000-11-30,57.1429
2000-12-01,-45.4545
2000-12-06,-16.6667
2000-12-07,60.0
2000-12-08,-31.25
2000-12-12,45.4545
2000-12-13,-31.25
2000-12-14,9.0909
2000-12-15,-8.3333
2000-12-18,45.4545
2000-12-19,0.0
2000-12-20,-30.0
2000-12-21,0.0
2000-12-22,0.0
2000-12-26,0.0
2000-12-28,-1.7856999999999998
2000-12-29,0.0
2001-01-08,28.0
2001-01-09,-21.875
2001-01-22,-18.1818
2001-01-23,0.0
2001-01-24,0.0
2001-01-26,15.5556
2001-01-30,-13.461500000000001
2001-01-31,0.0
2001-02-01,0.0
2001-02-05,0.0
2001-02-07,-28.8889
2001-02-08,5.0
2001-02-13,4.7619
2001-02-14,-9.0909
2001-02-15,40.0
2001-02-20,-10.7143
2001-02-21,11.2
2001-02-23,-10.0719
2001-02-28,-12.0
2001-03-06,-9.0909
2001-03-07,0.0
2001-03-09,0.0
2001-03-22,30.0
2001-04-06,-27.8846
2001-04-10,6.6667
2001-04-16,-10.0
2001-04-17,0.0
2001-04-19,-11.1111
2001-04-20,0.0
2001-04-25,0.0
2001-04-27,50.0
2001-04-30,-33.3333
2001-05-08,37.5
2001-05-11,-27.2727
2001-05-14,0.0
2001-05-17,37.5
2001-05-24,0.0
2001-05-30,-27.2727
2001-06-04,0.0
2001-06-07,0.0
2001-06-12,18.75
2001-06-13,-10.526299999999999
2001-06-14,29.4118
2001-06-26,-18.1818
2001-06-28,0.0
2001-07-02,0.0
2001-07-11,22.2222
2001-07-13,0.0
2001-07-19,-18.1818
2001-07-20,0.0
2001-07-23,0.0
2001-07-24,22.2222
2001-07-26,-18.1818
