ticker,GLOB US Equity
2014-12-04,0.3774
2014-12-05,-0.3759
2014-12-08,-0.7547
2014-12-09,5.019
2014-12-10,-2.5343999999999998
2014-12-11,0.0743
2014-12-12,-1.0393
2014-12-15,0.075
2014-12-16,0.7496
2014-12-17,3.1994
2014-12-18,-1.2978
2014-12-19,9.7151
2014-12-22,-3.1292
2014-12-23,0.4811
2014-12-24,0.2052
2014-12-26,1.3652
2014-12-29,2.7609
2014-12-30,-1.7038
2014-12-31,4.1333
2015-01-02,-0.7682
2015-01-05,-3.6129
2015-01-06,-3.4137
2015-01-07,-3.0492
2015-01-08,-0.2859
2015-01-09,0.5018
2015-01-12,-2.6391
2015-01-13,1.9048
2015-01-14,2.0129
2015-01-15,-3.1712
2015-01-16,4.8035
2015-01-20,-2.0139
2015-01-21,-3.4018
2015-01-22,1.2472
2015-01-23,1.0145
2015-01-26,3.6585
2015-01-27,-0.7612
2015-01-28,-2.0921
2015-01-29,0.7123
2015-01-30,-1.8388
2015-02-02,-4.1787
2015-02-03,5.2632
2015-02-04,0.7857
2015-02-05,2.6223
2015-02-06,-1.2431
2015-02-09,-1.049
2015-02-10,-1.3428
2015-02-11,2.149
2015-02-12,0.9818
2015-02-13,-0.2083
2015-02-17,-1.1134
2015-02-18,0.0
2015-02-19,-0.2815
2015-02-20,0.5646
2015-02-23,0.3509
2015-02-24,2.5874
2015-02-25,1.7042000000000002
2015-02-26,5.429
2015-02-27,6.103
2015-03-02,4.973
2015-03-03,1.6553
2015-03-04,-0.9545
2015-03-05,4.6485
2015-03-06,-0.8126
2015-03-09,-2.8946
2015-03-10,0.0
2015-03-11,1.3498
2015-03-12,-0.9434
2015-03-13,-2.577
2015-03-16,2.8752
2015-03-17,2.2918
2015-03-18,-1.9125999999999999
2015-03-19,-0.8357
2015-03-20,0.0562
2015-03-23,0.1684
2015-03-24,1.009
2015-03-25,-2.6637
2015-03-26,5.4732
2015-03-27,13.8919
2015-03-30,-0.0475
2015-03-31,0.0
2015-04-01,0.5223
2015-04-02,-1.0392
2015-04-06,-0.0477
2015-04-07,7.9752
2015-04-08,7.6073
2015-04-09,2.2195
2015-04-10,-2.1713
2015-04-13,-0.4932
2015-04-14,-1.4457
2015-04-15,-2.85
2015-04-16,2.5884
2015-04-17,-2.9436999999999998
2015-04-20,-0.2166
2015-04-21,-1.129
2015-04-22,-1.9324
2015-04-23,2.2839
2015-04-24,-2.8459
2015-04-27,-2.6589
2015-04-28,3.1481
2015-04-29,-3.1418
2015-04-30,-2.6413
2015-05-01,0.8091
2015-05-04,0.1416
2015-05-05,-0.33
2015-05-06,-2.1287
2015-05-07,3.1899
2015-05-08,-0.5152
2015-05-11,2.8719
2015-05-12,-0.778
2015-05-13,6.0886
2015-05-14,-0.1739
2015-05-15,6.1847
2015-05-18,-1.6407
2015-05-19,-1.7098
2015-05-20,10.3521
2015-05-21,-0.9227
2015-05-22,-3.4148
2015-05-26,0.5223
2015-05-27,2.6379
2015-05-28,0.1558
2015-05-29,1.2442
2015-06-01,0.768
2015-06-02,0.0381
2015-06-03,5.981
2015-06-04,-0.0359
2015-06-05,1.7979
2015-06-08,0.7418
2015-06-09,-4.8036
2015-06-10,7.8453
2015-06-11,-0.9221
2015-06-12,2.999
2015-06-15,5.9237
2015-06-16,-1.2953999999999999
2015-06-17,-0.3841
2015-06-18,1.6388
2015-06-19,-1.3279
2015-06-22,-0.1282
2015-06-23,-1.187
2015-06-24,-0.974
2015-06-25,1.6393
2015-06-26,-0.8065
2015-06-29,-3.0894
2015-06-30,2.1141
2015-07-01,0.5915
2015-07-02,-0.7841
2015-07-06,-0.3622
2015-07-07,-4.23
2015-07-08,-2.3119
2015-07-09,2.8259
2015-07-10,7.5232
2015-07-13,4.8562
2015-07-14,1.7671999999999999
2015-07-15,-4.1617
2015-07-16,6.1231
2015-07-17,0.4416
2015-07-20,-2.3154
2015-07-21,-0.8401
2015-07-22,0.4539
2015-07-23,3.012
2015-07-24,-3.7427
2015-07-27,-6.4094999999999995
2015-07-28,5.2905
2015-07-29,0.0617
2015-07-30,-0.7702
2015-07-31,-1.2729
2015-08-03,-0.9434
2015-08-04,-0.254
2015-08-05,0.9548
2015-08-06,0.1261
2015-08-07,-2.0466
2015-08-10,3.6323
2015-08-11,-4.5596
2015-08-12,-4.6474
2015-08-13,2.2154
2015-08-14,4.2347
2015-08-17,1.7913999999999999
2015-08-18,-2.1999
2015-08-19,-0.2249
2015-08-20,0.5475
2015-08-21,4.6124
2015-08-24,-9.9816
2015-08-25,-5.8163
2015-08-26,-4.6948
2015-08-27,2.3115
2015-08-28,2.0741
2015-08-31,-1.3062
2015-09-01,-3.6765
2015-09-02,3.2061
2015-09-03,2.3299
2015-09-04,-0.8312
2015-09-08,4.6647
2015-09-09,-0.2437
2015-09-10,2.2339
2015-09-11,1.0584
2015-09-14,0.9459
2015-09-15,4.5181000000000004
2015-09-16,2.0493
2015-09-17,3.4829
2015-09-18,-0.8187
2015-09-21,-1.2534
2015-09-22,-1.0526
2015-09-23,4.7872
2015-09-24,-2.6874000000000002
2015-09-25,-2.4547
2015-09-28,-4.1208
2015-09-29,-0.164
2015-09-30,0.5258
2015-10-01,-2.0268
2015-10-02,3.1365
2015-10-05,2.394
2015-10-06,0.5371
2015-10-07,-2.2313
2015-10-08,0.1286
2015-10-09,2.4718999999999998
2015-10-12,0.4386
2015-10-13,-1.1229
2015-10-14,-0.694
2015-10-15,7.0203
2015-10-16,3.2354
2015-10-19,0.6038
2015-10-20,-4.0583
2015-10-21,-1.7277
2015-10-22,1.1216
2015-10-23,2.0983
2015-10-26,-0.9689
2015-10-27,-0.3854
2015-10-28,2.7381
2015-10-29,-1.0718
2015-10-30,1.2299
2015-11-02,-1.3306
2015-11-03,-0.2345
2015-11-04,3.8495
2015-11-05,-3.1126
2015-11-06,2.4533
2015-11-09,-2.5086
2015-11-10,-0.0585
2015-11-11,0.0878
2015-11-12,0.0
2015-11-13,-0.4677
2015-11-16,2.3495
2015-11-17,8.8666
2015-11-18,-4.4808
2015-11-19,-0.4139
2015-11-20,2.3829000000000002
2015-11-23,1.3532
2015-11-24,-2.8037
2015-11-25,-1.9505
2015-11-27,1.4849999999999999
2015-11-30,-2.9266
2015-12-01,-0.4266
2015-12-02,-0.0286
2015-12-03,0.1429
2015-12-04,2.4822
2015-12-07,0.7517
2015-12-08,2.2106
2015-12-09,-0.784
2015-12-10,0.7084
2015-12-11,-4.7619
2015-12-14,-0.0852
2015-12-15,0.5118
2015-12-16,1.8953
2015-12-17,4.9417
2015-12-18,-5.6614
2015-12-21,-1.3740999999999999
2015-12-22,-2.7865
2015-12-23,-1.7257
2015-12-24,3.3036
2015-12-28,4.6384
2015-12-29,3.4967
2015-12-30,-0.1064
2015-12-31,-0.1065
2016-01-04,-1.9461
2016-01-05,2.0663
2016-01-06,0.3996
2016-01-07,-3.6879999999999997
2016-01-08,-2.1763
2016-01-11,-6.0828
2016-01-12,0.7496
2016-01-13,-3.8689999999999998
2016-01-14,0.3406
2016-01-15,-1.2959
2016-01-19,-1.5005
2016-01-20,-1.5232999999999999
2016-01-21,0.9346
2016-01-22,1.0536
2016-01-25,-3.2543
2016-01-26,-3.2332
2016-01-27,-1.35
2016-01-28,0.8553
2016-01-29,3.1886
2016-02-01,2.0053
2016-02-02,-3.1582
2016-02-03,-4.6922
2016-02-04,1.8855
2016-02-05,-10.0754
2016-02-08,-10.4421
2016-02-09,-0.766
2016-02-10,2.4443
2016-02-11,-1.5488
2016-02-12,-1.6582
2016-02-16,8.2144
2016-02-17,2.517
2016-02-18,2.2214
2016-02-19,7.1674
2016-02-22,4.0199
2016-02-23,-0.7866
2016-02-24,2.344
2016-02-25,3.907
2016-02-26,1.718
2016-02-29,-1.689
2016-03-01,3.4036
2016-03-02,-5.3292
2016-03-03,-0.8609
2016-03-04,1.8704
2016-03-07,-0.459
2016-03-08,-3.3266999999999998
2016-03-09,-0.5792
2016-03-10,-1.5764
2016-03-11,0.9053
2016-03-14,3.4852
2016-03-15,3.8346
2016-03-16,-1.2203
2016-03-17,1.9181
2016-03-18,1.6587
2016-03-21,-2.7612
2016-03-22,-1.0326
2016-03-23,-2.4454000000000002
2016-03-24,-2.7741
2016-03-28,1.9938
2016-03-29,5.9319
2016-03-30,-1.4318
2016-03-31,-0.3873
2016-04-01,3.1108
2016-04-04,1.6028
2016-04-05,0.3093
2016-04-06,-0.4934
2016-04-07,-3.4087
2016-04-08,0.1283
2016-04-11,0.6088
2016-04-12,-1.7516
2016-04-13,6.872
2016-04-14,1.6682000000000001
2016-04-15,1.3425
2016-04-18,0.1178
2016-04-19,-2.0582
2016-04-20,1.9814
2016-04-21,1.5602
2016-04-22,3.5942
2016-04-25,-2.4902
2016-04-26,2.4677
2016-04-27,-1.2882
2016-04-28,-1.6738
2016-04-29,2.3947
2016-05-02,-0.9862
2016-05-03,-2.362
2016-05-04,0.2623
2016-05-05,1.1628
2016-05-06,1.4943
2016-05-09,2.0951
2016-05-10,5.9346
2016-05-11,0.3927
2016-05-12,3.2073
2016-05-13,-3.7898
2016-05-16,-0.3414
2016-05-17,-2.5823
2016-05-18,0.7303
2016-05-19,0.1343
2016-05-20,0.8581
2016-05-23,2.1803
2016-05-24,-0.2082
2016-05-25,-1.2516
2016-05-26,0.6337
2016-05-27,1.6531
2016-05-31,3.6138
2016-06-01,-2.8151
2016-06-02,-0.6409
2016-06-03,-1.0836
2016-06-06,1.278
2016-06-07,3.9918
2016-06-08,-0.7677
2016-06-09,-1.6471
2016-06-10,-1.9031
2016-06-13,0.4915
2016-06-14,2.0335
2016-06-15,-0.1009
2016-06-16,0.1768
2016-06-17,-1.5377
2016-06-20,2.3041
2016-06-21,-0.3253
2016-06-22,-0.3264
2016-06-23,1.1083
2016-06-24,-5.3313
2016-06-27,-2.5789
2016-06-28,1.2966
2016-06-29,4.6933
2016-06-30,0.2292
2016-07-01,0.1271
2016-07-05,0.3553
2016-07-06,0.0253
2016-07-07,-0.6827
2016-07-08,1.9094
2016-07-11,0.2248
2016-07-12,3.0409
2016-07-13,2.8544
2016-07-14,-1.1759
2016-07-15,-2.0942
2016-07-18,-1.1667
2016-07-19,-1.5493999999999999
2016-07-20,1.7237
2016-07-21,-3.1434
2016-07-22,1.927
2016-07-25,0.9701
2016-07-26,0.8623
2016-07-27,1.0503
2016-07-28,1.7646
2016-07-29,0.2138
2016-08-01,2.1569
2016-08-02,0.3944
2016-08-03,0.2542
2016-08-04,-1.7981
2016-08-05,1.1033
2016-08-08,1.7414
2016-08-09,-1.8256999999999999
2016-08-10,-1.6038999999999999
2016-08-11,3.7326
2016-08-12,-3.6666
2016-08-15,-2.766
2016-08-16,-2.1639
2016-08-17,2.4105
2016-08-18,-0.5096
2016-08-19,-0.878
2016-08-22,-1.1811
2016-08-23,0.5478
2016-08-24,-0.2972
2016-08-25,-2.4342
2016-08-26,0.2291
2016-08-29,-2.413
2016-08-30,1.4836
2016-08-31,0.1539
2016-09-01,0.8451
2016-09-02,2.0569
2016-09-06,-0.5972
2016-09-07,0.1502
2016-09-08,-1.4996
2016-09-09,-1.0657
2016-09-12,1.5131999999999999
2016-09-13,-0.6064
2016-09-14,3.3045
2016-09-15,2.9528
2016-09-16,-4.3977
2016-09-19,0.175
2016-09-20,0.1248
2016-09-21,2.4925
2016-09-22,0.6809
2016-09-23,1.1594
2016-09-26,-3.5339
2016-09-27,0.5446
2016-09-28,2.7573
2016-09-29,-1.4614
2016-09-30,2.407
2016-10-03,0.5223
2016-10-04,1.8895
2016-10-05,2.5962
2016-10-06,-0.6326
2016-10-07,0.0227
2016-10-10,2.0005
2016-10-11,-2.1172
2016-10-12,0.1366
2016-10-13,-1.0914
2016-10-14,0.4368
2016-10-17,-0.0687
2016-10-18,1.5575
2016-10-19,0.9472
2016-10-20,-1.0947
2016-10-21,-0.0452
2016-10-24,6.5085
2016-10-25,-1.5701
2016-10-26,-1.9832
2016-10-27,-3.1669
2016-10-28,-0.7495
2016-10-31,-0.4577
2016-11-01,-1.6782
2016-11-02,-3.2967
2016-11-03,1.3056
2016-11-04,-0.2625
2016-11-07,3.3022
2016-11-08,-0.3706
2016-11-09,2.4878
2016-11-10,-1.6107
2016-11-11,2.6285
2016-11-14,2.2018
2016-11-15,-10.9255
2016-11-16,-4.2448
2016-11-17,0.4124
2016-11-18,-1.3604
2016-11-21,-1.7955
2016-11-22,-0.424
2016-11-23,-3.14
2016-11-25,-0.2198
2016-11-28,0.0826
2016-11-29,-2.641
2016-11-30,-3.193
2016-12-01,-3.094
2016-12-02,-0.6024
2016-12-05,-0.3333
2016-12-06,-1.3378
2016-12-07,0.1233
2016-12-08,2.7085
2016-12-09,-0.1199
2016-12-12,-1.5002
2016-12-13,2.0408
2016-12-14,0.1791
2016-12-15,0.5364
2016-12-16,-0.3557
2016-12-19,0.0595
2016-12-20,0.4459
2016-12-21,-1.0062
2016-12-22,-2.5112
2016-12-23,-0.092
2016-12-27,1.0129
2016-12-28,-1.6712
2016-12-29,1.0816
2016-12-30,1.9566
2017-01-03,-1.0795
2017-01-04,-0.2122
2017-01-05,-1.4581
2017-01-06,-0.894
2017-01-09,-1.4619
2017-01-10,-0.8523
2017-01-11,-1.4327
2017-01-12,6.3307
2017-01-13,4.8299
2017-01-17,-0.058
2017-01-18,1.1888
2017-01-19,-0.1146
2017-01-20,-0.4877
2017-01-23,-1.8161
2017-01-24,0.7927
2017-01-25,2.8255
2017-01-26,-0.6232
2017-01-27,-3.0217
2017-01-30,-0.4703
2017-01-31,-2.0969
2017-02-01,-1.1463
2017-02-02,-1.4342
2017-02-03,3.4985
2017-02-06,-0.6581
2017-02-07,0.3011
2017-02-08,0.0
2017-02-09,1.0507
2017-02-10,2.9709
2017-02-13,-0.2597
2017-02-14,0.6075
2017-02-15,2.0989
2017-02-16,1.2671999999999999
2017-02-17,-4.0044
2017-02-21,3.2155
2017-02-22,2.4137
2017-02-23,1.5072999999999999
2017-02-24,0.297
2017-02-27,-0.5114
2017-02-28,-1.7856999999999998
2017-03-01,2.7824
2017-03-02,-1.5276999999999998
2017-03-03,-0.9254
2017-03-06,-0.6868
2017-03-07,-1.6874
2017-03-08,2.1384
2017-03-09,0.8815
2017-03-10,0.3823
2017-03-13,-0.4625
2017-03-14,-1.0932
2017-03-15,-0.3316
2017-03-16,-0.499
2017-03-17,-0.3065
2017-03-20,-0.0279
2017-03-21,-3.1032
2017-03-22,0.7213
2017-03-23,1.1458
2017-03-24,2.2656
2017-03-27,0.2769
2017-03-28,1.6294
2017-03-29,-1.087
2017-03-30,0.0
2017-03-31,0.0
2017-04-03,-0.8516
2017-04-04,-1.2192
2017-04-05,-2.8891999999999998
2017-04-06,-1.5887
2017-04-07,-0.2348
2017-04-10,-0.4707
2017-04-11,0.4434
2017-04-12,-0.0883
2017-04-13,-0.3535
2017-04-17,0.7685
2017-04-18,0.2347
2017-04-19,2.6924
2017-04-20,-0.0285
2017-04-21,-0.3421
2017-04-24,1.373
2017-04-25,0.3104
2017-04-26,2.7567
2017-04-27,1.3961000000000001
2017-04-28,2.2948
2017-05-01,-0.9501
2017-05-02,-0.6395
2017-05-03,-0.4023
2017-05-04,0.0
2017-05-05,0.727
2017-05-08,-0.989
2017-05-09,0.8369
2017-05-10,0.241
2017-05-11,-1.0951
2017-05-12,-0.108
2017-05-15,1.3517000000000001
2017-05-16,2.1872
2017-05-17,-1.4618
2017-05-18,-1.2715
2017-05-19,4.3735
2017-05-22,-4.1131
2017-05-23,-0.8043
2017-05-24,3.2702999999999998
2017-05-25,3.6378
2017-05-26,0.6566
2017-05-30,-2.9353
2017-05-31,1.2147999999999999
2017-06-01,4.6476
2017-06-02,0.9761
2017-06-05,-0.3625
2017-06-06,3.8322000000000003
2017-06-07,-0.1168
2017-06-08,2.7596
2017-06-09,-1.3883
2017-06-12,-2.3309
2017-06-13,-0.0473
2017-06-14,-0.331
2017-06-15,-0.3083
2017-06-16,-0.9517
2017-06-19,2.1859
2017-06-20,1.0578
2017-06-21,0.6978
2017-06-22,-0.0924
2017-06-23,-0.0925
2017-06-26,1.1571
2017-06-27,-3.0199
2017-06-28,1.7929
2017-06-29,-0.4867
2017-06-30,1.1644
2017-07-03,-2.1409
2017-07-05,1.6937
2017-07-06,-0.9715
2017-07-07,-4.5784
2017-07-10,-1.3464
2017-07-11,1.861
2017-07-12,1.3155000000000001
2017-07-13,-0.3366
2017-07-14,4.1737
2017-07-17,-0.9032
2017-07-18,0.6777
2017-07-19,2.8087
2017-07-20,0.4967
2017-07-21,1.8872
2017-07-24,0.7497
2017-07-25,2.0136
2017-07-26,1.5662
2017-07-27,-4.4149
2017-07-28,1.0608
2017-07-31,0.5248
2017-08-01,0.5873
2017-08-02,-6.0554
2017-08-03,0.0691
2017-08-04,0.5981
2017-08-07,-0.7089
2017-08-08,-0.4606
2017-08-09,0.3471
2017-08-10,-1.0376
2017-08-11,0.0932
2017-08-14,1.6760000000000002
2017-08-15,-2.8159
2017-08-16,1.0601
2017-08-17,-1.4918
2017-08-18,-6.389
2017-08-21,-1.6431
2017-08-22,0.8224
2017-08-23,-0.0255
2017-08-24,0.6629
2017-08-25,0.0
2017-08-28,-1.6971
2017-08-29,-0.8245
2017-08-30,0.0
2017-08-31,1.0392
2017-09-01,-0.5143
2017-09-05,-2.4295999999999998
2017-09-06,-0.3974
2017-09-07,-1.4096
2017-09-08,2.0772
2017-09-11,2.5899
2017-09-12,-0.1803
2017-09-13,0.6452
2017-09-14,-0.3846
2017-09-15,0.0
2017-09-18,0.3861
2017-09-19,-2.7436
2017-09-20,-0.3691
2017-09-21,1.7465000000000002
2017-09-22,-0.2861
2017-09-25,0.4956
2017-09-26,-0.9603
2017-09-27,2.1751
2017-09-28,1.821
2017-09-29,0.932
2017-10-02,3.0696
2017-10-03,-0.799
2017-10-04,0.5614
2017-10-05,-0.3641
2017-10-06,0.1218
2017-10-09,1.0219
2017-10-10,-0.0963
2017-10-11,1.0125
2017-10-12,1.3126
2017-10-13,-1.0601
2017-10-16,-1.9048
2017-10-17,1.9903
2017-10-18,-0.3808
2017-10-19,-3.01
2017-10-20,0.2709
2017-10-23,-0.786
2017-10-24,-1.1637
2017-10-25,-3.9329
2017-10-26,-0.5737
2017-10-27,-0.8655
2017-10-30,-0.873
2017-10-31,0.6672
2017-11-01,-2.1474
2017-11-02,-1.7881
2017-11-03,0.9655
2017-11-06,1.694
2017-11-07,-3.6002
2017-11-08,0.5017
2017-11-09,0.6656
2017-11-10,-0.9917
2017-11-13,-0.6956
2017-11-14,-1.1208
2017-11-15,-0.3967
2017-11-16,1.8777
2017-11-17,13.3203
2017-11-20,0.3943
2017-11-21,0.0245
2017-11-22,-1.227
2017-11-24,2.9565
2017-11-27,-4.1506
2017-11-28,0.9315
2017-11-29,-0.424
2017-11-30,0.2004
2017-12-01,-1.725
2017-12-04,-3.0527
2017-12-05,1.4694
2017-12-06,1.0344
2017-12-07,0.256
2017-12-08,-0.1532
2017-12-11,4.1933
2017-12-12,0.0736
2017-12-13,2.771
2017-12-14,-0.692
2017-12-15,1.802
2017-12-18,1.8881000000000001
2017-12-19,2.7565
2017-12-20,0.9919
2017-12-21,-0.6696
2017-12-22,1.1011
2017-12-26,-0.4223
2017-12-27,1.0714
2017-12-28,0.9055
2017-12-29,1.6853
2018-01-02,-2.8842
2018-01-03,-0.3324
2018-01-04,0.8672
2018-01-05,0.1323
2018-01-08,2.1797
2018-01-09,0.8403
2018-01-10,-0.1496
2018-01-11,1.2198
2018-01-12,-0.0423
2018-01-16,1.819
2018-01-17,-2.8459
2018-01-18,0.3849
2018-01-19,2.8115
2018-01-22,-1.3466
2018-01-23,0.987
2018-01-24,-0.4159
2018-01-25,-4.1971
2018-01-26,1.8963
2018-01-29,-1.2406
2018-01-30,-1.7111
2018-01-31,0.1322
2018-02-01,-0.4621
2018-02-02,-0.7738
2018-02-05,-2.3173
2018-02-06,1.6423
2018-02-07,-0.8079
2018-02-08,-2.2851
2018-02-09,-1.1577
2018-02-12,3.5606
2018-02-13,2.9179
2018-02-14,1.9341
2018-02-15,1.6385999999999998
2018-02-16,9.0157
2018-02-20,2.0627
2018-02-21,-1.5634000000000001
2018-02-22,-0.2518
2018-02-23,1.3981
2018-02-26,-0.9766
2018-02-27,-0.2127
2018-02-28,0.9302
2018-03-01,0.2112
2018-03-02,-0.115
2018-03-05,0.3453
2018-03-06,-0.5162
2018-03-07,1.8063
2018-03-08,0.7361
2018-03-09,1.2554
2018-03-12,0.7402
2018-03-13,-1.7267000000000001
2018-03-14,-0.8411
2018-03-15,0.1508
2018-03-16,0.3011
2018-03-19,-2.3832
2018-03-20,3.095
2018-03-21,-0.2051
2018-03-22,-3.2324
2018-03-23,-2.124
2018-03-26,3.1762
2018-03-27,-1.2811
2018-03-28,-1.7044000000000001
2018-03-29,1.5567
2018-04-02,-3.1044
2018-04-03,-2.2227
2018-04-04,-1.3311
2018-04-05,0.3528
2018-04-06,-1.2203
2018-04-09,-3.8526
2018-04-10,-0.3702
2018-04-11,-2.0984
2018-04-12,0.8707
2018-04-13,-0.9075
2018-04-16,-0.268
2018-04-17,1.5901
2018-04-18,-1.2787
2018-04-19,0.2233
2018-04-20,-1.738
2018-04-23,0.6122
2018-04-24,-0.9691
2018-04-25,0.5234
2018-04-26,2.3772
2018-04-27,-1.9018000000000002
2018-04-30,1.4653
2018-05-01,-0.4666
2018-05-02,0.4911
2018-05-03,2.1102
2018-05-04,0.0653
2018-05-07,2.6739
2018-05-08,0.974
2018-05-09,-0.692
2018-05-10,0.2956
2018-05-11,9.1158
2018-05-14,-2.2767
2018-05-15,-0.3751
2018-05-16,0.872
2018-05-17,-0.1768
2018-05-18,0.9053
2018-05-21,-1.5604
2018-05-22,-0.9312
2018-05-23,0.66
2018-05-24,0.755
2018-05-25,0.8677
2018-05-29,-0.0782
2018-05-30,1.8392
2018-05-31,-1.0567
2018-06-01,1.5728
2018-06-04,1.7396
2018-06-05,0.9395
2018-06-06,0.1303
2018-06-07,-0.2789
2018-06-08,1.1745
2018-06-11,-0.9029
2018-06-12,2.473
2018-06-13,-0.7984
2018-06-14,1.0243
2018-06-15,1.195
2018-06-18,1.986
2018-06-19,0.0
2018-06-20,-7.3333
2018-06-21,6.0962
2018-06-22,0.8208
2018-06-25,-1.4867
2018-06-26,-0.3054
2018-06-27,-1.2974999999999999
2018-06-28,0.4382
2018-06-29,3.2358000000000002
2018-07-02,0.0352
2018-07-03,-0.8273
2018-07-05,-0.852
2018-07-06,0.0537
2018-07-09,1.5566
2018-07-10,0.3524
2018-07-11,0.158
2018-07-12,3.1025
2018-07-13,0.221
2018-07-16,-2.1544
2018-07-17,0.3121
2018-07-18,1.3654
2018-07-19,1.3639999999999999
2018-07-20,-1.1102
2018-07-23,-0.5273
2018-07-24,-3.0609
2018-07-25,1.0937000000000001
2018-07-26,0.5235
2018-07-27,-2.4475
2018-07-30,-2.0107
2018-07-31,0.6719
2018-08-01,0.8478
2018-08-02,1.6276000000000002
2018-08-03,-0.2288
2018-08-06,1.0055
2018-08-07,0.2096
2018-08-08,3.3810000000000002
2018-08-09,-1.9218
2018-08-10,0.0516
2018-08-13,-0.5841
2018-08-14,2.6266
2018-08-15,-3.0982
2018-08-16,0.3823
2018-08-17,1.004
2018-08-20,-0.7027
2018-08-21,-1.8639999999999999
2018-08-22,0.2286
2018-08-23,3.5971
2018-08-24,4.7595
2018-08-27,0.4527
2018-08-28,3.6214
2018-08-29,0.2019
2018-08-30,1.2711000000000001
2018-08-31,-0.6888
2018-09-04,-0.1387
2018-09-05,-4.7693
2018-09-06,-4.4084
2018-09-07,0.7969
2018-09-10,0.0841
2018-09-11,-0.437
2018-09-12,-0.9284
2018-09-13,1.6187
2018-09-14,-0.7881
2018-09-17,-1.014
2018-09-18,1.8098
2018-09-19,0.0335
2018-09-20,-1.6932
2018-09-21,-3.7005
2018-09-24,1.6292
2018-09-25,1.725
2018-09-26,0.3255
2018-09-27,0.9903
2018-09-28,-0.2705
2018-10-01,0.1865
2018-10-02,-3.7733
2018-10-03,1.7231999999999998
2018-10-04,-3.0251
2018-10-05,-0.5169
2018-10-08,-1.9172
2018-10-09,-1.3518
2018-10-10,-5.7036999999999995
2018-10-11,-3.2993
2018-10-12,3.9196
2018-10-15,-1.7588
2018-10-16,2.7651
2018-10-17,-0.1355
2018-10-18,-1.3956
2018-10-19,-0.3538
2018-10-22,-1.1837
2018-10-23,-0.8185
2018-10-24,-4.9718
2018-10-25,4.0458
2018-10-26,-1.8526
2018-10-29,-2.3854
2018-10-30,3.1024
2018-10-31,6.1006
2018-11-01,3.5936
2018-11-02,0.1688
2018-11-05,-1.2729
2018-11-06,1.0997
2018-11-07,3.7321999999999997
2018-11-08,-2.1877
2018-11-09,-0.7579
2018-11-12,-2.0115
2018-11-13,-1.0454
2018-11-14,-2.4395
2018-11-15,4.1347
2018-11-16,0.7563
2018-11-19,-3.6029
2018-11-20,-1.7909000000000002
2018-11-21,4.3806
2018-11-23,-0.3038
2018-11-26,3.5048
2018-11-27,0.3497
2018-11-28,3.6127000000000002
2018-11-29,1.4159
2018-11-30,2.356
2018-12-03,1.7391
2018-12-04,-2.9496
