ticker,GSBC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.5682
2000-01-04,-0.565
2000-01-05,-1.7045
2000-01-06,0.0
2000-01-07,2.8902
2000-01-11,-1.1299
2000-01-13,0.0
2000-01-14,-0.2857
2000-01-18,-0.5731
2000-01-19,-0.2882
2000-01-20,0.578
2000-01-21,0.2874
2000-01-24,0.0
2000-01-25,-0.8596
2000-01-26,0.8671
2000-01-27,-0.8596
2000-01-28,-0.578
2000-01-31,0.0
2000-02-01,0.0
2000-02-02,0.5814
2000-02-03,1.7341
2000-02-04,0.0
2000-02-07,0.0
2000-02-08,-0.5682
2000-02-09,0.0
2000-02-10,-1.7143000000000002
2000-02-11,1.1628
2000-02-14,-0.8621
2000-02-15,0.2899
2000-02-16,-0.289
2000-02-17,-0.8696
2000-02-18,-4.6784
2000-02-22,7.362
2000-02-23,-1.1429
2000-02-24,-2.8902
2000-02-25,0.0
2000-02-28,0.2976
2000-02-29,0.8902
2000-03-01,2.3529
2000-03-02,0.0
2000-03-03,-3.1609
2000-03-06,-2.6706
2000-03-07,-6.7073
2000-03-08,0.6536
2000-03-09,1.1364
2000-03-10,0.4815
2000-03-13,-0.3195
2000-03-14,-0.9615
2000-03-15,-5.8252
2000-03-16,0.6873
2000-03-17,2.3891
2000-03-20,-2.6667
2000-03-21,4.1096
2000-03-22,0.6579
2000-03-23,0.6536
2000-03-24,-1.2987
2000-03-27,-0.2467
2000-03-28,-4.0396
2000-03-29,-1.0309
2000-03-30,1.0417
2000-03-31,1.5464
2000-04-03,-2.5381
2000-04-04,1.3889
2000-04-05,4.7945
2000-04-06,-1.4706000000000001
2000-04-07,0.8292
2000-04-10,-3.9474
2000-04-11,0.0
2000-04-12,-2.7586
2000-04-13,5.6738
2000-04-14,-8.7248
2000-04-17,0.0
2000-04-18,5.8824
2000-04-19,0.0
2000-04-20,-1.7361
2000-04-24,1.0601
2000-04-25,1.049
2000-04-26,-0.692
2000-04-27,0.3484
2000-04-28,-0.6944
2000-05-01,9.0909
2000-05-02,-8.9744
2000-05-03,-2.4648
2000-05-04,0.0
2000-05-05,0.0
2000-05-08,1.444
2000-05-09,-1.0676
2000-05-10,-0.3597
2000-05-11,0.0
2000-05-12,0.0
2000-05-15,-1.444
2000-05-16,-1.8315000000000001
2000-05-17,0.7463
2000-05-19,-0.7407
2000-05-22,0.0
2000-05-23,3.3582
2000-05-24,-3.9711
2000-05-25,0.7519
2000-05-26,1.1194
2000-05-30,0.369
