ticker,CLNC US Equity
2018-06-26,0.2928
2018-06-27,-0.438
2018-06-28,-0.5132
2018-06-29,2.573
2018-07-02,0.9165
2018-07-03,-0.0956
2018-07-05,1.4833
2018-07-06,1.1315
2018-07-09,-0.373
2018-07-10,-1.0295
2018-07-11,-0.4255
2018-07-12,1.7569
2018-07-13,0.3266
2018-07-16,-1.0233
2018-07-17,-0.188
2018-07-18,-0.6591
2018-07-19,-0.9479
2018-07-20,-0.7656
2018-07-23,-0.7232
2018-07-24,0.2428
2018-07-25,2.0833
2018-07-26,0.3322
2018-07-27,-0.8988
2018-07-30,0.6444
2018-07-31,1.5282
2018-08-01,-0.3763
2018-08-02,-0.3305
2018-08-03,-0.5211
2018-08-06,0.381
2018-08-07,-3.5103999999999997
2018-08-08,-0.2458
2018-08-09,0.4436
2018-08-10,-1.6192
2018-08-13,-0.2993
2018-08-14,-0.2001
2018-08-15,-0.6516
2018-08-16,0.3027
2018-08-17,1.0563
2018-08-20,-0.1493
2018-08-21,0.1496
2018-08-22,-0.0996
2018-08-23,0.0498
2018-08-24,0.7968
2018-08-27,-0.7905
2018-08-28,-0.1992
2018-08-29,0.6986
2018-08-30,0.223
2018-08-31,0.0
2018-09-04,-0.249
2018-09-05,1.9969999999999999
2018-09-06,0.7832
2018-09-07,-1.2627
2018-09-10,3.2956
2018-09-11,1.0952
2018-09-12,0.0471
2018-09-13,1.1299
2018-09-14,0.8845
2018-09-17,2.9995000000000003
2018-09-18,0.8513
2018-09-19,1.1106
2018-09-20,0.5272
2018-09-21,0.5245
2018-09-24,-0.7826
2018-09-25,-1.6652
2018-09-26,-2.2727
2018-09-27,0.114
2018-09-28,0.8253
2018-10-01,-1.2278
2018-10-02,-1.8877000000000002
2018-10-03,0.61
2018-10-04,-2.0522
2018-10-05,-0.7619
2018-10-08,1.2476
2018-10-09,0.237
2018-10-10,-1.6548
2018-10-11,-1.25
2018-10-12,-0.1947
2018-10-15,0.5854
2018-10-16,2.0369
2018-10-17,-0.5228
2018-10-18,-0.7645
2018-10-19,0.7703
2018-10-22,-0.0478
2018-10-23,0.9082
2018-10-24,-0.0947
2018-10-25,2.0863
2018-10-26,-1.5327
2018-10-29,0.4717
2018-10-30,2.4648
2018-10-31,-1.5683
2018-11-01,-0.5155
2018-11-02,-0.2355
2018-11-05,-0.0472
2018-11-06,-5.6684
2018-11-07,-0.2504
2018-11-08,-1.0542
2018-11-09,0.4059
2018-11-12,-1.1117
2018-11-13,-0.2555
2018-11-14,-3.3299
2018-11-15,-1.0599
2018-11-16,-1.339
2018-11-19,-1.5201
2018-11-20,-0.4961
2018-11-21,-1.2742
2018-11-23,-0.3928
2018-11-26,-2.8169
2018-11-27,-0.6377
2018-11-28,0.9335
2018-11-29,0.0289
2018-11-30,-1.1072
2018-12-03,1.1196
2018-12-04,-1.2238
2018-12-06,1.4748999999999999
2018-12-07,-0.6977
2018-12-10,0.9953
2018-12-11,-0.9275
2018-12-12,0.7607
2018-12-13,-0.9292
2018-12-14,-0.3517
2018-12-17,-0.4706
2018-12-18,1.0047
2018-12-19,-0.9947
2018-12-20,-3.2506
2018-12-21,-2.0159
2018-12-24,-2.7431
2018-12-26,4.2949
2018-12-27,0.9834
2018-12-28,-0.0304
2018-12-31,-3.0098
2019-01-02,0.0633
2019-01-03,-0.5063
2019-01-04,3.117
2019-01-07,0.9254
2019-01-08,2.9951
2019-01-09,0.0593
2019-01-10,0.7117
2019-01-11,0.0589
2019-01-14,-2.472
2019-01-15,0.1811
2019-01-16,-0.4819
2019-01-17,0.3632
2019-01-18,-1.0253
2019-01-22,-3.2297
2019-01-23,-1.3224
2019-01-24,-0.3191
2019-01-25,0.8963
2019-01-28,1.967
2019-01-29,1.9912999999999998
2019-01-30,1.3728
2019-01-31,1.4572
2019-02-01,1.3166
2019-02-04,0.5316
2019-02-05,1.6451
2019-02-06,-0.6358
2019-02-07,-1.687
2019-02-08,-2.7811
2019-02-11,2.1911
2019-02-12,0.2382
2019-02-13,2.9115
2019-02-14,-1.5589
2019-02-15,2.4047
2019-02-19,-0.9164
2019-02-20,1.1561
2019-02-21,0.7429
2019-02-22,1.2479
2019-02-25,-0.7843
2019-02-26,-0.0565
2019-02-27,0.4237
2019-02-28,-1.1344
2019-03-01,-5.393
2019-03-04,-2.0619
2019-03-05,0.3715
2019-03-06,-3.2696
2019-03-07,-0.2551
2019-03-08,0.0639
2019-03-11,2.3642
2019-03-12,0.2497
2019-03-13,-2.2416
2019-03-14,-1.2102
2019-03-15,0.0
2019-03-18,1.354
2019-03-19,0.827
2019-03-20,-0.3155
2019-03-21,0.1266
2019-03-22,-1.5171000000000001
2019-03-25,0.4493
2019-03-26,0.8946
2019-03-27,-0.0633
2019-03-28,1.7427000000000001
2019-03-29,-1.5713
2019-04-01,1.8519
2019-04-02,-0.5016
2019-04-03,-0.5041
2019-04-04,0.8233
2019-04-05,1.1935
2019-04-08,-0.1241
2019-04-09,-1.9266999999999999
2019-04-10,0.3169
2019-04-11,-0.8212
2019-04-12,0.4459
2019-04-15,-1.3316
2019-04-16,-0.6427
2019-04-17,-1.4877
2019-04-18,0.5909
2019-04-22,0.2611
2019-04-23,0.7813
2019-04-24,0.323
2019-04-25,0.0
2019-04-26,0.7727
2019-04-29,0.8626
2019-04-30,-0.6394
2019-05-01,0.0644
2019-05-02,0.7717
2019-05-03,1.5954000000000002
2019-05-06,-0.4397
2019-05-07,-1.0726
2019-05-08,0.0
2019-05-09,-1.6582
2019-05-10,3.7613
2019-05-13,-1.875
2019-05-14,1.6561
2019-05-15,-0.1253
2019-05-16,0.1882
2019-05-17,-0.8766
2019-05-20,-0.2527
2019-05-21,0.6966
2019-05-22,-1.0063
2019-05-23,-0.5718
2019-05-24,1.3418999999999999
2019-05-28,-1.4502
2019-05-29,-0.3199
2019-05-30,-0.4172
2019-05-31,-1.041
2019-06-03,1.1834
2019-06-04,1.4295
2019-06-05,-0.2562
2019-06-06,1.4772
2019-06-07,-0.8228
2019-06-10,0.4467
2019-06-11,-1.1436
2019-06-12,-0.964
2019-06-13,0.6489
2019-06-14,-1.1605
2019-06-17,0.1957
2019-06-18,0.651
2019-06-19,-0.3234
2019-06-20,0.4543
2019-06-21,-0.1292
2019-06-24,0.3234
2019-06-25,0.0645
2019-06-26,-1.6108
2019-06-27,1.2115
2019-06-28,1.241
2019-07-01,0.2581
2019-07-02,0.1287
2019-07-03,0.5784
2019-07-05,-0.4473
2019-07-08,0.5777
2019-07-09,-0.3191
2019-07-10,0.1921
2019-07-11,-0.2556
2019-07-12,1.025
2019-07-15,0.7609
2019-07-16,0.3776
2019-07-17,-0.5016
2019-07-18,-0.3781
2019-07-19,-0.4428
2019-07-22,0.3177
2019-07-23,1.1400000000000001
2019-07-24,-0.1252
2019-07-25,-0.3135
2019-07-26,1.0063
2019-07-29,1.1208
2019-07-30,0.8313
2019-07-31,-0.1848
2019-08-01,-1.1728
2019-08-02,0.1874
2019-08-05,-2.6808
2019-08-06,0.2562
2019-08-07,1.5974
2019-08-08,0.9434
2019-08-09,-5.7321
2019-08-12,-7.1381
2019-08-13,-0.2847
2019-08-14,-3.9971
2019-08-15,-4.2379
2019-08-16,1.3199
2019-08-19,-0.3831
2019-08-20,0.6923
2019-08-21,-2.0626
2019-08-22,0.702
2019-08-23,-2.7111
2019-08-26,2.0701
2019-08-27,-2.0281
2019-08-28,0.7166
2019-08-29,0.4348
2019-08-30,-0.2389
2019-09-03,1.5164
2019-09-04,0.6289
2019-09-05,1.4062999999999999
2019-09-06,2.0801
2019-09-09,1.5093999999999999
2019-09-10,0.5948
2019-09-11,1.1826
2019-09-12,0.8035
2019-09-13,1.8841
2019-09-16,1.8492
2019-09-17,0.6285
2019-09-18,0.0
2019-09-19,0.2082
2019-09-20,-0.831
2019-09-23,-0.0698
2019-09-24,-0.1398
2019-09-25,1.4696
2019-09-26,0.6897
2019-09-27,0.0342
2019-09-30,0.0
2019-10-01,-1.7981
2019-10-02,-2.1831
2019-10-03,0.0
2019-10-04,0.9359
2019-10-07,-1.1412
2019-10-08,-0.8658
2019-10-09,0.5822
2019-10-10,0.5065
2019-10-11,0.9359
2019-10-14,-2.7817
2019-10-15,2.4211
2019-10-16,-0.4298
2019-10-17,1.5108000000000001
2019-10-18,0.0
2019-10-21,1.2757
2019-10-22,0.6998
2019-10-23,1.1118999999999999
2019-10-24,-0.3436
2019-10-25,-0.4138
2019-10-28,1.2465
2019-10-29,0.2736
2019-10-30,-0.7844
2019-10-31,-0.4861
2019-11-01,0.9072
2019-11-04,-0.6916
2019-11-05,-1.1142
2019-11-06,0.4225
2019-11-07,-0.0701
2019-11-08,-17.5439
2019-11-11,-3.9149000000000003
2019-11-12,6.2888
2019-11-13,-1.9167
2019-11-14,4.5879
2019-11-15,3.0057
2019-11-18,2.5237
2019-11-19,1.3846
2019-11-20,-0.9863
2019-11-21,-0.8429
2019-11-22,-1.0046
2019-11-25,3.9813
2019-11-26,-1.2012
2019-11-27,0.4559
2019-11-29,0.9909
2019-12-02,-0.8302
2019-12-03,-0.2283
2019-12-04,3.1274
2019-12-05,-0.4438
2019-12-06,2.6003
2019-12-09,0.0
2019-12-10,-0.1448
2019-12-11,-1.6679
2019-12-12,-0.3687
2019-12-13,0.2961
2019-12-16,0.1476
2019-12-17,2.1371
2019-12-18,-1.2987
2019-12-19,1.6082
2019-12-20,-2.2302
2019-12-23,-1.1773
2019-12-24,-0.5212
2019-12-26,-0.8982
2019-12-27,-0.0755
2019-12-30,-1.1338
2019-12-31,1.3867
2020-01-02,-1.1398
2020-01-03,1.6909999999999998
2020-01-06,1.5117
2020-01-07,0.6701
2020-01-08,0.2959
2020-01-09,-0.3687
2020-01-10,0.5181
2020-01-13,0.5155
2020-01-14,0.5861
2020-01-15,1.0197
2020-01-16,-0.721
2020-01-17,-2.6870000000000003
2020-01-21,-1.0448
2020-01-22,-1.2821
2020-01-23,0.4584
2020-01-24,-2.2053
2020-01-27,-1.7885
2020-01-28,-0.7918
2020-01-29,-0.0798
2020-01-30,-0.1597
2020-01-31,0.4032
2020-02-03,0.4016
2020-02-04,2.16
2020-02-05,0.2349
2020-02-06,0.5469
2020-02-07,1.0101
2020-02-10,0.7692
2020-02-11,0.7634
2020-02-12,1.2121
2020-02-13,-0.6737
2020-02-14,-0.3768
2020-02-18,1.059
2020-02-19,-0.1497
2020-02-20,1.7991000000000001
2020-02-21,2.5037000000000003
2020-02-24,-0.9339
2020-02-25,-5.3662
2020-02-26,-2.1456
2020-02-27,-4.307
2020-02-28,5.033
2020-03-02,2.9065
2020-03-03,-2.9771
2020-03-04,1.2589000000000001
2020-03-05,-4.5066
2020-03-06,-2.6851000000000003
2020-03-09,-15.3846
2020-03-10,0.1976
2020-03-11,-9.8619
2020-03-12,-19.9125
2020-03-13,-3.2787
2020-03-16,-26.8362
2020-03-17,-15.0579
2020-03-18,-26.5909
2020-03-19,-9.5975
2020-03-20,-3.7671
2020-03-23,11.032
2020-03-24,-0.3205
2020-03-25,12.5402
2020-03-26,56.2857
2020-03-27,-4.0219
2020-03-30,-16.7619
2020-03-31,-7.7283
2020-04-01,-17.2589
2020-04-02,9.816
2020-04-03,-16.4804
2020-04-06,15.0502
2020-04-07,-7.8488
2020-04-08,22.082
2020-04-09,30.7494
2020-04-13,-10.0791
2020-04-14,-3.5164999999999997
2020-04-15,-12.3007
2020-04-16,-9.8701
2020-04-17,17.5793
2020-04-20,-6.3725
2020-04-21,-3.4031000000000002
2020-04-22,5.9620999999999995
2020-04-23,3.8363
2020-04-24,1.4778
2020-04-27,10.4369
2020-04-28,11.2088
2020-04-29,9.0909
2020-04-30,-12.8623
2020-05-01,-0.8316
2020-05-04,-11.74
2020-05-05,5.7007
2020-05-06,-3.5955
2020-05-07,4.4289
2020-05-08,16.7411
2020-05-11,-10.5163
2020-05-12,-9.4017
2020-05-13,-8.7264
2020-05-14,1.5504
2020-05-15,-3.0534
2020-05-18,10.7612
2020-05-19,6.872
2020-05-20,5.3215
2020-05-21,-4.8421
2020-05-22,1.7699
2020-05-26,8.913
2020-05-27,5.9879999999999995
2020-05-28,-3.0132
2020-05-29,-3.8834999999999997
2020-06-01,4.4444
2020-06-02,6.1896
2020-06-03,12.7505
2020-06-04,5.6543
2020-06-05,5.8104
2020-06-08,15.3179
2020-06-09,-5.1378
2020-06-10,-9.6433
2020-06-11,-12.4269
2020-06-12,14.0234
2020-06-15,-3.0747
2020-06-16,0.1511
2020-06-17,-3.1673999999999998
2020-06-18,-1.8692
2020-06-19,10.9524
2020-06-22,-4.8641
2020-06-23,6.9173
2020-06-24,-7.7356
2020-06-25,5.1829
2020-06-26,-3.7681
2020-06-29,3.7651
2020-06-30,1.8868
2020-07-01,-4.1311
2020-07-02,-3.1204
2020-07-06,1.6871
2020-07-07,-6.3347999999999995
2020-07-08,3.2206
2020-07-09,-5.3042
2020-07-10,1.8122
2020-07-13,-0.4854
2020-07-14,6.0163
2020-07-15,5.5215
2020-07-16,-4.0698
2020-07-17,-0.303
2020-07-20,-1.0638
2020-07-21,1.8433000000000002
2020-07-22,1.6591
2020-07-23,-1.3353
2020-07-24,-2.2556
2020-07-27,-1.3846
2020-07-28,4.2122
2020-07-29,0.5988
2020-07-30,-1.7856999999999998
2020-07-31,-4.5455
