ticker,AVAV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-01-23,40.7647
2007-01-24,-0.1254
2007-01-25,-1.2516
2007-01-26,-1.8679999999999999
2007-01-29,-1.209
2007-01-30,0.3059
2007-01-31,-0.3486
2007-02-01,-3.192
2007-02-02,-0.3162
2007-02-05,-1.4499
2007-02-06,0.9195
2007-02-07,0.4556
2007-02-08,-0.0907
2007-02-09,-0.9532
2007-02-12,-2.6123
2007-02-13,-0.0941
2007-02-14,-0.8855
2007-02-15,-1.055
2007-02-16,1.2008
2007-02-20,3.085
2007-02-21,1.8881999999999999
2007-02-22,2.892
2007-02-23,1.4487
2007-02-26,-1.5152
2007-02-27,-3.3846
2007-02-28,-3.2302
2007-03-01,2.2567
2007-03-02,1.1494
2007-03-05,-4.5455
2007-03-06,0.0476
2007-03-07,-1.1899
2007-03-08,3.2274
2007-03-09,9.6594
2007-03-12,-0.0426
2007-03-13,-0.8514
2007-03-14,0.7729
2007-03-15,0.1278
2007-03-16,-1.6596
2007-03-19,3.7645999999999997
2007-03-20,-0.8757
2007-03-21,-0.7993
2007-03-22,0.1272
2007-03-23,0.8895
2007-03-26,-1.6793
2007-03-27,-0.0854
2007-03-28,-0.812
2007-03-29,1.8096
2007-03-30,-3.2586
2007-04-02,-2.0122
2007-04-03,2.1875
2007-04-04,0.2184
2007-04-05,0.2616
2007-04-09,-0.7391
2007-04-10,0.0
2007-04-11,-2.2339
2007-04-12,0.8065
2007-04-13,0.0
2007-04-16,1.2
2007-04-17,3.7769
2007-04-18,-0.7194
2007-04-19,-0.3836
2007-04-20,-0.7274
2007-04-23,-1.25
2007-04-24,-0.1309
2007-04-25,0.218
2007-04-26,-1.0897000000000001
2007-04-27,-2.0282
2007-04-30,-3.6904
2007-05-01,0.5607
2007-05-02,-0.697
2007-05-03,1.4506000000000001
2007-05-04,1.6604999999999999
2007-05-07,1.225
2007-05-08,1.2999
2007-05-09,-1.5044
2007-05-10,-4.5822
2007-05-11,1.7891
2007-05-14,-3.3765
2007-05-15,-2.1541
2007-05-16,2.6419
2007-05-17,-0.572
2007-05-18,0.1438
2007-05-21,0.5266
2007-05-22,1.619
2007-05-23,-1.8744
2007-05-24,-2.34
2007-05-25,0.5379
2007-05-29,2.7237
2007-05-30,0.4261
2007-05-31,-2.1216
2007-06-01,-1.3487
2007-06-04,4.1016
2007-06-05,1.0319
2007-06-06,-0.8357
2007-06-07,-2.5281000000000002
2007-06-08,-1.9693
2007-06-11,0.343
2007-06-12,1.3184
