ticker,XELB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-03-23,4900.0
2001-03-27,75.0
2001-04-11,-71.4286
2001-04-27,200.0
2001-05-09,0.0
2001-05-11,9.3333
2001-05-14,36.5854
2001-05-16,-1.7856999999999998
2001-05-22,-4.5455
2001-05-24,4.7619
2001-05-25,-4.5455
2001-05-29,4.7619
2001-05-30,-8.1818
2001-06-01,0.0
2001-06-08,0.0
2001-07-10,-20.7921
2001-07-11,-12.5
2001-07-24,28.5714
2001-08-08,16.6667
2001-08-09,0.0
2001-08-10,4.7619
2001-08-13,0.0
2001-08-14,13.6364
2001-08-15,0.0
2001-08-16,0.0
2001-08-17,0.0
2001-08-20,-4.0
2001-08-21,4.1667
2001-08-22,0.0
2001-08-24,0.0
2001-08-27,0.0
2001-09-21,-19.2
2002-01-28,-49.505
2002-07-01,-31.3725
2002-07-26,0.0
2002-10-14,0.0
2004-06-03,-42.8571
2004-11-12,25.0
2004-11-19,104.0
2004-12-14,27.451
2004-12-15,146.1538
2004-12-16,86.875
2004-12-17,3.6789
2004-12-20,3.2258
2004-12-21,0.0
2004-12-22,-6.25
2004-12-28,-3.3333
2004-12-29,0.0
2004-12-30,-3.4483
2004-12-31,1.7856999999999998
2005-01-03,-1.7544
2005-01-05,-5.3571
2005-01-10,-9.434
2005-01-11,1.25
2005-01-12,-1.2346
2005-01-13,25.0
2005-01-14,-16.6667
2005-01-18,0.0
2005-01-19,-4.0
2005-01-28,-2.0833
2005-01-31,14.8936
2005-02-01,-7.4074
2005-02-03,-20.0
2005-02-04,0.0
2005-02-08,5.0
2005-02-09,4.7619
2005-02-11,-4.5455
2005-02-14,2.3810000000000002
2005-02-15,2.3256
2005-02-17,-13.6364
2005-02-18,5.2632
2005-02-24,10.0
2005-02-25,4.5455
2005-03-04,-21.7391
2005-03-09,0.0
2005-03-10,-8.3333
2005-03-11,6.0606
2005-03-15,2.8571
2005-03-16,7.2222
2005-03-22,-19.6891
2005-03-24,0.0
2005-03-28,-3.2258
2005-03-29,6.6667
2005-03-31,0.0
2005-04-01,-6.25
2005-04-07,13.3333
2005-04-08,-5.8824
2005-04-13,-12.5
2005-04-14,-21.4286
2005-04-15,0.9091
2005-04-20,22.5225
2005-04-22,-11.7647
2005-04-26,0.0
2005-05-10,16.6667
2005-05-17,-14.2857
2005-05-18,-4.1667
2005-05-19,20.8696
2005-05-20,-20.8633
2005-05-23,18.1818
2005-05-24,15.3846
2005-05-25,0.0
2005-06-01,0.0
