ticker,DBX US Equity
2018-08-13,-6.087
2018-08-14,-0.6516
2018-08-15,0.0
2018-08-16,-2.5544000000000002
2018-08-17,-2.5505
2018-08-20,0.3999
2018-08-21,2.3534
2018-08-22,-0.6721
2018-08-23,0.9259
2018-08-24,-4.6224
2018-08-27,1.2949
2018-08-28,-0.8035
2018-08-29,-0.5523
2018-08-30,-1.1477
2018-08-31,0.5618
2018-09-04,0.4097
2018-09-05,-1.3353
2018-09-06,-3.2331
2018-09-07,3.9627
2018-09-10,0.4484
2018-09-11,0.3348
2018-09-12,-3.0775
2018-09-13,-1.5685
2018-09-14,1.3603
2018-09-17,0.4601
2018-09-18,0.6107
2018-09-19,-2.6555
2018-09-20,3.2736
2018-09-21,-0.5283
2018-09-24,-0.1138
2018-09-25,3.0763
2018-09-26,-0.1105
2018-09-27,-0.2213
2018-09-28,-0.8133
2018-10-01,-2.2736
2018-10-02,0.3814
2018-10-03,-0.266
2018-10-04,-6.5143
2018-10-05,-1.9152
2018-10-08,-5.0686
2018-10-09,-0.4376
2018-10-10,0.1319
2018-10-11,0.3951
2018-10-12,4.5912
2018-10-15,0.209
2018-10-16,3.8798
2018-10-17,-0.1606
2018-10-18,-2.6951
2018-10-19,-3.3485
2018-10-22,0.1711
2018-10-23,-0.2562
2018-10-24,-5.8647
2018-10-25,1.6371
2018-10-26,-2.8635
2018-10-29,1.3819
2018-10-30,3.5893
2018-10-31,2.9386
2018-11-01,1.0652
2018-11-02,1.3069
2018-11-05,0.1248
2018-11-06,-0.0416
2018-11-07,3.9917
2018-11-08,-1.0796000000000001
2018-11-09,3.2741
2018-11-12,-4.7358
2018-11-13,-2.7527
2018-11-14,-0.4647
2018-11-15,4.4143
2018-11-16,-5.4065
2018-11-19,-7.3915
2018-11-20,-0.464
2018-11-21,1.3986
2018-11-23,2.7586
2018-11-26,5.8613
2018-11-27,-2.6205
2018-11-28,4.9913
2018-11-29,1.1162
2018-11-30,-4.3745
2018-12-03,1.6246
2018-12-04,-5.6794
2018-12-06,0.0
2018-12-07,-4.0589
2018-12-10,2.3245
2018-12-11,2.5443
2018-12-12,1.0634
2018-12-13,1.6659000000000002
2018-12-14,-2.5442
2018-12-17,-3.7168
2018-12-18,-1.3787
2018-12-19,0.466
2018-12-20,-5.5195
2018-12-21,-4.8601
2018-12-24,1.9092
2018-12-26,5.1139
2018-12-27,0.5299
2018-12-28,-0.3833
2018-12-31,-1.7316
2019-01-02,1.1747
2019-01-03,-2.806
2019-01-04,5.9233
2019-01-07,2.2556
2019-01-08,1.4245999999999999
2019-01-09,1.0421
2019-01-10,0.852
2019-01-11,-0.4446
2019-01-14,-1.6972
2019-01-15,2.5897
2019-01-16,-0.4429
2019-01-17,0.5338
2019-01-18,4.3805
2019-01-22,-2.925
2019-01-23,1.7904
2019-01-24,0.3432
2019-01-25,2.1804
2019-01-28,1.0042
2019-01-29,-3.7283
2019-01-30,2.969
2019-01-31,3.2595
2019-02-01,-1.9021
2019-02-04,1.3614
2019-02-05,2.5641
2019-02-06,0.1587
2019-02-07,-1.7829000000000002
2019-02-08,2.5413
2019-02-11,-1.0622
2019-02-12,1.1133
2019-02-13,0.0786
2019-02-14,1.2967
2019-02-15,-0.931
2019-02-19,1.7619
2019-02-20,-1.9238
2019-02-21,0.3923
2019-02-22,-8.3626
2019-02-25,0.597
2019-02-26,3.1793
2019-02-27,-0.4108
2019-02-28,-1.5676999999999999
2019-03-01,0.1257
2019-03-04,-0.1256
2019-03-05,-1.3412
2019-03-06,-3.8658
2019-03-07,-0.5303
2019-03-08,-1.2439
2019-03-11,1.8444
2019-03-12,2.076
2019-03-13,-2.2500999999999998
2019-03-14,-2.0362999999999998
2019-03-15,0.8134
2019-03-18,-0.6723
2019-03-19,0.722
2019-03-20,-0.9857
2019-03-21,2.5339
2019-03-22,-4.1483
2019-03-25,0.5064
2019-03-26,0.5955
2019-03-27,-2.459
2019-03-28,0.3735
2019-03-29,1.3953
2019-04-01,-1.055
2019-04-02,2.5962
2019-04-03,0.6778
2019-04-04,-1.7056
2019-04-05,0.2283
2019-04-08,0.8656
2019-04-09,-0.9033
2019-04-10,1.5497
2019-04-11,-0.8977
2019-04-12,1.1775
2019-04-15,-0.8505
2019-04-16,-1.5800999999999998
2019-04-17,-2.9817
2019-04-18,0.4728
2019-04-22,8.988199999999999
2019-04-23,0.734
2019-04-24,0.3
2019-04-25,1.0684
2019-04-26,2.9598
2019-04-29,0.2464
2019-04-30,-0.1229
2019-05-01,-1.9687999999999999
2019-05-02,0.2929
2019-05-03,1.8773
2019-05-06,-1.0647
2019-05-07,-2.3593
2019-05-08,0.3391
2019-05-09,-1.8589
2019-05-10,1.1623
2019-05-13,-7.7447
2019-05-14,2.3524
2019-05-15,2.7941000000000003
2019-05-16,3.1127
2019-05-17,-2.2109
2019-05-20,0.6087
2019-05-21,0.2593
2019-05-22,0.0431
2019-05-23,-2.8005
2019-05-24,0.133
2019-05-28,0.2656
2019-05-29,-0.1325
2019-05-30,-1.061
2019-05-31,0.8043
2019-06-03,-1.0195
2019-06-04,-2.06
2019-06-05,4.6182
2019-06-06,-0.1748
2019-06-07,0.8319
2019-06-10,-1.2591999999999999
2019-06-11,-0.2639
2019-06-12,1.5432000000000001
2019-06-13,4.429
2019-06-14,-2.4532
2019-06-17,0.341
2019-06-18,1.2744
2019-06-19,1.5101
2019-06-20,1.3223
2019-06-21,1.9984
2019-06-24,-0.8397
2019-06-25,-3.3468
2019-06-26,2.7117
2019-06-27,1.3404
2019-06-28,0.4008
2019-07-01,-0.1597
2019-07-02,-0.04
2019-07-03,0.32
2019-07-05,0.319
2019-07-08,-0.8347
2019-07-09,1.0421
2019-07-10,1.19
2019-07-11,1.764
2019-07-12,-0.3467
2019-07-15,1.005
2019-07-16,-2.6024000000000003
2019-07-17,-1.5716999999999999
2019-07-18,-0.2794
2019-07-19,-2.2018
2019-07-22,-0.1228
2019-07-23,-0.6967
2019-07-24,1.8572
2019-07-25,-0.5267
2019-07-26,0.3259
2019-07-29,-2.8015
2019-07-30,-0.5848
2019-07-31,-1.0084
2019-08-01,-0.2547
2019-08-02,-2.0426
2019-08-05,-5.2562999999999995
2019-08-06,-0.5044
2019-08-07,-4.3318
2019-08-08,3.3719
2019-08-09,-12.8145
2019-08-12,-2.6189
2019-08-13,0.8233
2019-08-14,-4.3549
2019-08-15,-1.7644
2019-08-16,1.2746
2019-08-19,1.7734999999999999
2019-08-20,0.0562
2019-08-21,0.6742
2019-08-22,0.4464
2019-08-23,-1.3333
2019-08-26,-0.3378
2019-08-27,-0.9605
2019-08-28,0.6845
2019-08-29,1.4163999999999999
2019-08-30,0.0
2019-09-03,0.2793
2019-09-04,2.3955
2019-09-05,2.6115
2019-09-06,0.5832
2019-09-09,2.6885
2019-09-10,3.0287
2019-09-11,1.2456
2019-09-12,-1.4764
2019-09-13,0.1998
2019-09-16,1.6949
2019-09-17,2.3529
2019-09-18,0.3831
2019-09-19,0.334
2019-09-20,0.0
2019-09-23,-3.5901
2019-09-24,-2.3921
2019-09-25,-0.2021
2019-09-26,1.6202999999999999
2019-09-27,-1.4948000000000001
2019-09-30,2.0233
2019-10-01,-1.0907
2019-10-02,-3.4586
2019-10-03,1.0903
2019-10-04,0.0
2019-10-07,1.1813
2019-10-08,-2.1574
2019-10-09,-1.2192
2019-10-10,-1.4706000000000001
2019-10-11,2.6919
2019-10-14,0.3893
2019-10-15,0.3878
2019-10-16,-2.4466
2019-10-17,0.0
2019-10-18,-2.7719
2019-10-21,2.7423
2019-10-22,2.1142
2019-10-23,-0.5694
2019-10-24,1.7699
2019-10-25,0.9207
2019-10-28,1.7233
2019-10-29,-0.0498
2019-10-30,-0.0499
2019-10-31,-1.1471
2019-11-01,2.1695
2019-11-04,1.4321
2019-11-05,1.6066
2019-11-06,-1.4854
2019-11-07,1.9455
2019-11-08,-5.5582
2019-11-11,-4.7234
2019-11-12,0.2651
2019-11-13,2.8556
2019-11-14,-3.1362
2019-11-15,1.9639
2019-11-18,-1.2493
2019-11-19,0.3163
2019-11-20,-0.5255
2019-11-21,-2.1659
2019-11-22,2.4838
2019-11-25,0.2634
2019-11-26,-0.6831
2019-11-27,-1.0582
2019-11-29,-1.123
2019-12-02,-0.7572
2019-12-03,-0.8174
2019-12-04,0.3297
2019-12-05,-1.0953
2019-12-06,1.1628
2019-12-09,-0.9852
2019-12-10,-1.5478
2019-12-11,-3.2004
2019-12-12,-2.8422
2019-12-13,0.2985
2019-12-16,1.9048
2019-12-17,0.2336
2019-12-18,0.2331
2019-12-19,5.5814
2019-12-20,-1.6520000000000001
2019-12-23,-0.4759
2019-12-24,0.0281
2019-12-26,0.0
2019-12-27,-0.3375
2019-12-30,-0.6772
2019-12-31,1.7614
2020-01-02,1.005
2020-01-03,-0.4975
2020-01-06,2.9444
2020-01-07,0.0
2020-01-08,-0.3778
2020-01-09,-0.4875
2020-01-10,-2.9939999999999998
2020-01-13,0.2245
2020-01-14,0.8119
2020-01-15,1.694
2020-01-16,-1.6931
2020-01-17,0.1111
2020-01-21,-2.1088
2020-01-22,-0.6236
2020-01-23,1.0268
2020-01-24,-2.0892
2020-01-27,-2.2491
2020-01-28,1.1209
2020-01-29,-1.1085
2020-01-30,0.354
2020-01-31,0.0588
2020-02-03,-0.6463
2020-02-04,1.1236
2020-02-05,2.9825
2020-02-06,3.6911
2020-02-07,-0.8762
2020-02-10,2.3757
2020-02-11,0.3778
2020-02-12,-0.1613
2020-02-13,0.2154
2020-02-14,-0.4299
2020-02-18,-0.7555
2020-02-19,-0.3806
2020-02-20,2.1561
2020-02-21,19.9573
2020-02-24,-3.0735
2020-02-25,-5.1471
2020-02-26,-3.6822
2020-02-27,-2.7666
2020-02-28,1.1899
2020-03-02,-1.3804
2020-03-03,0.1296
2020-03-04,2.511
2020-03-05,-2.3232
2020-03-06,0.3619
2020-03-09,-8.9645
2020-03-10,-1.5846
2020-03-11,-7.073
2020-03-12,-2.9084
2020-03-13,16.9535
2020-03-16,-12.3706
2020-03-17,4.5398
2020-03-18,-1.7252
2020-03-19,7.8692
2020-03-20,-1.2907
2020-03-23,-2.7288
2020-03-24,9.8773
2020-03-25,-2.0745
2020-03-26,2.7702
2020-03-27,-6.1839
2020-03-30,2.2535
2020-03-31,-0.2755
2020-04-01,-1.2155
2020-04-02,1.9575
2020-04-03,-1.4811
2020-04-06,0.5568
2020-04-07,-1.9933999999999998
2020-04-08,3.3333
2020-04-09,-1.2575
2020-04-13,2.6024000000000003
2020-04-14,2.5364
2020-04-15,-0.2632
2020-04-16,-1.1346
2020-04-17,2.3752
2020-04-20,6.048
2020-04-21,-3.3432
2020-04-22,1.5768
2020-04-23,-0.676
2020-04-24,1.8654
2020-04-27,2.9448
2020-04-28,-1.2019
2020-04-29,2.0925
2020-04-30,0.1907
2020-05-01,-6.7555
2020-05-04,1.4285999999999999
2020-05-05,0.7797
2020-05-06,1.5473
2020-05-07,7.594
2020-05-08,-0.0457
2020-05-11,4.8446
2020-05-12,-3.531
2020-05-13,-2.7564
2020-05-14,-0.0929
2020-05-15,4.0465
2020-05-18,-3.4868
2020-05-19,0.7411
2020-05-20,2.1839
2020-05-21,-0.4274
2020-05-22,-2.1012
2020-05-26,5.7004
2020-05-27,-0.393
2020-05-28,-0.9645
2020-05-29,-0.0885
2020-06-01,4.2977
2020-06-02,-1.147
2020-06-03,1.2033
2020-06-04,-1.1465
2020-06-05,-5.5842
2020-06-08,2.5478
2020-06-09,-2.7063
2020-06-10,0.228
2020-06-11,-7.0974
2020-06-12,2.9873
2020-06-15,2.33
2020-06-16,4.7862
2020-06-17,0.7095
2020-06-18,1.2770000000000001
2020-06-19,1.3043
2020-06-22,0.9013
2020-06-23,0.5955
2020-06-24,-4.2706
2020-06-25,-2.1201
2020-06-26,-3.1137
2020-06-29,-0.8384
2020-06-30,2.2546
2020-07-01,0.0459
2020-07-02,-0.5969
2020-07-06,3.5566
2020-07-07,0.0892
2020-07-08,1.3369
2020-07-09,-1.4952
2020-07-10,-1.2946
2020-07-13,-8.3673
2020-07-14,0.1481
2020-07-15,2.76
2020-07-16,-0.9113
2020-07-17,0.8228
2020-07-20,9.8896
2020-07-21,-2.0533
2020-07-22,-1.2043
2020-07-23,-1.3995
2020-07-24,-2.2436
2020-07-27,0.9368
2020-07-28,3.3411
2020-07-29,1.3022
2020-07-30,-0.7535
2020-07-31,1.6078999999999999
