ticker,CNJG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-10-08,104.0
2010-10-28,27.451
2010-11-05,30.7692
2010-11-15,47.0588
2011-01-26,4.0
2011-08-08,-60.7692
2011-09-20,0.0
2011-12-08,-60.7843
2012-12-19,-50.0
2012-12-26,0.0
2012-12-31,0.0
2016-07-12,50.0
2016-10-13,212.6667
2016-10-14,8.742
2016-11-02,-43.1127
2016-11-03,-20.7238
2016-11-04,-34.7826
2016-11-18,126.6667
2016-11-22,49.4118
2016-12-29,8.2677
2017-01-13,-54.5455
2017-01-18,4.0
