ticker,CAGU US Equity
2004-12-23,150.0
2004-12-29,-98.0
2005-04-11,14900.0
2005-05-04,0.0
2005-05-10,-66.6667
2005-05-13,60.0
2005-06-09,-12.5
2005-09-26,114.2857
2005-12-28,53.3333
2006-09-19,0.0
2007-04-03,8.6957
2007-08-27,0.0
2007-10-11,0.0
2007-12-31,304.0
2008-01-02,49.505
2008-01-08,-0.6623
2008-01-09,33.3333
2008-01-11,-36.0
2008-01-14,-21.875
2008-01-22,1.0
2008-01-23,-0.9901
2008-01-24,5.0
2008-01-28,4.7619
2008-01-30,4.5455
2008-01-31,-8.6957
2008-02-01,52.381
2008-02-06,-12.5
2008-02-12,0.0
2008-02-14,7.1429
2008-02-19,-6.6667
2008-02-21,7.1429
2008-02-22,0.0
2008-02-26,0.0
2008-02-27,-6.6667
2008-02-28,7.1429
2008-02-29,-3.3333
2008-03-13,-3.4483
2008-03-17,0.0
2008-03-25,-10.7143
2008-03-26,1.6
2008-03-27,18.1102
2008-04-01,-16.6667
2008-04-04,-4.0
2008-04-11,0.0
2008-04-15,4.1667
2008-04-16,-16.0
2008-04-18,19.0476
2008-04-21,20.0
2008-04-22,0.0
2008-04-24,6.6667
2008-04-28,3.125
2008-04-29,1.2121
2008-04-30,-4.1916
2008-05-01,6.25
2008-05-02,-2.9412000000000003
2008-05-05,-6.0606
2008-05-06,-1.2903
2008-05-07,6.5359
2008-05-08,-1.8405
2008-05-09,3.125
2008-05-12,0.0
2008-05-13,6.0606
2008-05-14,-42.8571
2008-05-15,55.0
2008-05-19,-3.2258
2008-05-20,0.0
2008-05-23,0.0
2008-05-28,3.3333
2008-05-29,12.9032
2008-06-03,0.0
2008-06-04,-8.5714
2008-06-06,3.125
2008-06-10,-8.4848
2008-06-16,-0.6623
2008-06-18,-3.3333
2008-06-24,-10.3448
2008-06-25,-3.8462
2008-06-26,0.0
2008-06-27,0.0
2008-06-30,-20.0
2008-07-02,3.0
2008-07-03,4.8544
2008-07-07,1.8519
2008-07-09,4.5455
2008-07-11,13.0435
2008-07-14,7.6923
2008-07-17,-7.1429
2008-07-21,3.8462
2008-07-29,-11.1111
2008-07-30,16.6667
2008-08-05,-7.1429
2008-08-12,-7.6923
2008-08-13,20.0
2008-08-18,7.6389
2008-08-19,3.2258
2008-08-21,3.125
2008-08-26,-6.0606
2008-08-29,-0.6452
2008-09-05,0.6494
2008-09-08,0.0
2008-09-09,3.2258
2008-09-25,-6.25
2008-09-30,-12.6667
2008-10-06,-12.2137
2008-10-08,-8.6957
2008-10-10,-4.7619
2008-10-23,1.0
2008-10-29,13.8614
2008-10-31,4.3478
2008-11-06,-5.8333
2008-12-02,-4.4248
2008-12-10,1.8519
2008-12-11,0.0
2008-12-12,0.0
2008-12-16,0.0
2008-12-18,0.0
2008-12-19,0.0
2008-12-31,6.3636
2009-01-05,-5.9829
2009-02-02,-8.1818
2009-02-03,-15.8416
2009-02-09,5.8824
2009-02-24,0.0
2009-02-27,-11.1111
2009-03-02,0.0
2009-03-03,0.0
2009-03-04,0.0
2009-03-05,12.5
2009-03-09,0.0
2009-03-11,-11.1111
2009-03-13,-12.5
2009-03-30,-7.1429
2009-04-03,0.0
2009-04-07,-15.3846
2009-04-08,9.0909
2009-04-13,0.0
2009-04-14,0.0
2009-04-20,-8.3333
2009-04-21,0.0
2009-04-23,0.0
2009-04-30,-18.1818
2009-05-01,-8.8889
2009-05-04,-2.439
2009-05-14,-10.0
2009-05-20,0.0
2009-05-22,0.0
2009-05-29,11.1111
2009-06-02,-10.0
2009-06-10,0.0
2009-07-28,2.7778
2009-08-12,0.0
2009-08-26,-16.2162
2009-08-28,0.0
2009-09-02,-19.3548
2009-09-08,92.0
2009-09-21,-47.9167
2009-09-28,20.0
2009-09-30,0.0
2009-12-11,33.3333
2009-12-24,0.0
2010-01-08,-25.0
2010-01-11,0.0
2010-02-04,33.3333
2010-02-23,-37.5
2010-03-04,0.0
2010-03-24,40.0
2010-04-01,-28.5714
2010-04-21,20.0
2010-04-28,-16.6667
2010-04-29,0.0
2010-05-11,0.0
2010-05-12,20.0
2010-05-13,-46.6667
2010-05-17,87.5
2010-05-18,0.0
2010-05-20,-16.6667
2010-05-24,-20.0
2010-05-26,25.0
2010-08-17,20.0
2010-09-28,0.0
2010-10-29,-16.6667
2010-11-04,20.0
2010-11-17,0.0
2011-01-05,0.0
2011-01-11,-16.6667
2011-01-18,0.0
2011-01-24,0.0
2011-01-25,20.0
2011-01-26,-16.6667
2011-02-23,0.0
2011-02-24,0.0
2011-03-01,4.0
2011-03-07,0.0
2011-03-10,0.0
2011-03-17,-3.8462
2011-03-29,-20.0
2011-03-31,0.0
2011-04-27,-25.0
2011-05-10,33.3333
2011-05-31,-25.0
2011-06-23,0.0
2011-06-24,0.0
2011-06-29,0.0
2011-08-09,-33.3333
2011-08-10,40.0
2011-08-11,14.2857
2011-08-12,56.25
2011-08-16,0.0
2011-08-30,0.0
2011-08-31,-44.0
2011-11-15,-14.2857
2011-11-16,0.0
2012-01-10,66.6667
2012-01-23,-25.0
2012-04-26,-20.0
2012-09-10,25.0
2012-09-12,0.0
2012-09-13,0.0
2012-10-11,66.6667
2012-10-17,0.0
2012-10-23,0.0
2012-12-13,-36.0
2013-02-04,0.0
2013-03-08,6.25
2013-04-01,29.4118
2013-04-26,-22.7273
2013-05-02,17.647100000000002
2013-05-03,25.0
2013-05-06,20.0
2013-05-17,0.0
2013-07-11,-16.6667
2013-07-30,20.0
2013-08-02,-16.6667
2013-08-23,0.0
2013-08-27,0.0
2013-09-10,0.0
2013-10-18,-20.0
2013-12-10,50.0
2013-12-30,-31.6667
2014-02-20,0.0
2014-03-25,0.0
2014-03-28,-2.439
2014-03-31,-25.0
2014-04-25,66.6667
2014-04-28,-16.0
2014-05-02,19.0476
2014-05-07,-8.0
2014-05-19,4.3478
2014-05-23,0.0
2014-06-02,0.0
2014-06-03,-4.1667
2014-06-13,4.3478
2014-06-23,4.1667
2014-07-08,-4.0
2014-07-17,0.0
2014-07-18,-4.1667
2014-07-22,4.3478
2014-07-24,-4.1667
2014-08-21,-13.0435
2014-09-03,10.0
2014-11-10,-9.0909
2015-02-19,0.0
2015-02-23,0.0
2015-03-10,0.0
2015-03-31,75.0
2015-04-01,-22.8571
2015-04-06,22.2222
2015-05-20,-6.0606
2015-08-05,-6.4516
2015-08-14,-3.4483
2015-08-18,0.0
2015-09-08,0.0
2015-10-05,0.0
2015-10-07,3.5714
2015-10-13,17.2414
2015-10-16,-11.7647
2015-10-19,3.3333
2015-10-20,0.0
2015-11-12,-3.1855
2016-03-04,-16.7014
2016-03-31,0.0
2016-05-16,-4.0
2016-05-17,7.5
2016-06-03,0.7752
2016-06-17,-3.8462
2016-06-24,0.0
2016-06-30,0.0
2016-07-13,0.0
2016-07-29,20.0
2016-08-05,0.0
2016-08-25,0.0
2016-09-09,0.0
2016-10-25,16.6667
2016-10-26,37.1429
2016-12-09,-27.0833
2016-12-12,0.0
2017-02-02,-14.2857
2017-03-22,0.0
2017-04-24,16.6667
2017-05-04,14.25
2017-05-05,-49.4842
2017-05-11,63.3663
2017-05-12,0.0
2017-05-15,-24.8485
2017-05-24,79.8387
2017-05-31,-43.9462
2017-06-09,67.2
2017-06-12,-4.3062000000000005
2017-06-19,3.25
2017-06-20,0.4843
2017-06-22,0.0
2017-06-23,-0.4819
2017-06-28,0.4843
2017-07-03,0.0
2017-07-06,-0.4819
2017-07-07,0.0
2017-07-10,0.4843
2017-07-12,0.0
2017-07-13,0.0
2017-07-19,-0.4819
2017-07-31,21.0654
2017-08-02,0.0
2017-08-03,0.0
2017-08-04,0.0
2017-08-07,0.0
2017-08-14,0.0
2017-08-15,-0.4
2017-08-25,0.0
2017-09-01,0.4016
2017-09-08,0.0
2017-09-12,-50.0
2017-10-10,87.2
2017-10-11,-28.4188
2017-10-12,-5.9701
2017-10-20,-20.6032
2017-10-27,59.1363
2017-10-30,-34.6734
2017-10-31,0.0
2017-11-01,0.0
2017-11-13,0.0
2017-11-16,-3.8462
2017-11-24,0.0
2017-11-28,-3.8
2017-12-04,-12.6819
2017-12-06,-0.1429
2017-12-07,-4.6733
2017-12-08,0.0
2017-12-13,-0.9505
2017-12-19,-4.0404
2017-12-22,-5.2632
2017-12-26,0.0
2017-12-27,-10.5
2017-12-28,-0.6828
2017-12-29,0.0
2018-01-02,0.0
2018-01-03,0.0
2018-01-05,0.0
2018-01-08,25.0
2018-01-09,10.0
2018-01-11,4.5455
2018-01-12,52.1739
2018-01-16,14.2857
2018-01-17,0.0
2018-01-19,0.0
2018-01-30,-49.575
2018-02-07,4.115
2018-02-23,90.4762
2018-03-06,-47.5
2018-03-15,0.0
2018-04-03,0.0
2018-04-20,0.0
2018-05-08,42.8571
2018-05-17,33.3333
2018-05-22,-12.5
2018-05-23,-8.5714
2018-05-24,0.0
2018-05-25,25.0
2018-06-05,-25.0
2018-06-07,0.0
2018-06-13,16.6667
2018-06-14,-14.2857
2018-06-29,0.0
2018-07-12,0.0
2018-07-16,0.0
2018-07-18,0.0
2018-07-19,33.3333
2018-07-26,-15.75
2018-08-09,3.8576
2018-08-13,0.0
2018-08-14,-14.2857
2018-08-15,0.0
2018-08-23,-19.9667
2018-09-04,66.5973
2018-09-05,17.5
2018-09-06,0.0
2018-09-07,-0.0213
2018-09-10,0.0
2018-09-11,0.0213
2018-09-12,-6.9149
2018-09-13,14.2857
2018-09-14,0.0
2018-09-17,0.0
2018-09-18,40.0
2018-09-19,0.0
2018-09-21,-45.7
2018-09-24,84.1621
2018-09-25,0.0
2018-09-26,1.7856999999999998
2018-09-27,-43.8596
2018-10-01,75.0
2018-10-03,7.1429
2018-10-05,0.0
2018-10-08,0.0
2018-10-09,-46.6533
2018-10-26,-12.5219
2018-11-15,0.0
2018-11-21,-28.2857
2018-11-23,69.3227
2018-12-19,-40.7059
2018-12-27,0.0
2019-01-31,17.0635
2019-02-14,30.8475
2019-02-15,-17.0984
2019-02-21,-6.25
2019-02-22,0.0
2019-03-01,0.0
2019-03-11,50.0
2019-04-03,-37.7778
2019-04-04,54.2857
2019-04-08,-18.9815
2019-04-22,-14.2857
2019-04-26,32.6667
2019-05-02,-27.1357
2019-05-03,20.0
2019-05-06,0.5747
2019-05-08,-0.5714
2019-06-11,0.0
2019-06-14,0.0
2019-06-26,8.3333
2019-07-01,0.0
2019-07-31,-33.1565
2019-08-01,41.6667
2019-08-02,-27.1429
2019-08-22,46.0977
2019-08-23,0.0
2019-08-29,-31.447400000000002
2019-09-10,-22.8407
2019-09-11,49.2537
2019-09-19,22.7667
2019-09-20,-25.3326
2019-09-26,29.2727
2019-09-30,-15.6118
2019-10-16,18.5
2019-10-23,-0.1406
2019-10-29,4.4789
2019-10-31,2.4535
2019-11-14,-2.6316
2019-12-13,-25.4865
2019-12-16,26.9496
2019-12-27,6.0
2020-01-03,-28.221
2020-01-30,20.1652
2020-01-31,9.375
2020-02-10,-8.5714
2020-02-28,12.5
2020-03-02,-8.3333
2020-03-05,0.0
2020-03-19,-36.3636
2020-03-20,0.0
2020-03-24,14.2857
2020-03-27,4.1667
2020-04-06,0.0
2020-04-14,47.96
2020-06-05,-18.897
2020-06-08,-46.5333
2020-06-15,-0.187
2020-07-08,0.0
2020-07-13,0.0625
2020-07-23,24.8439
2020-07-28,-19.95
