ticker,CMKI US Equity
2014-11-12,-29.7872
2014-11-14,0.0
2014-11-17,2.0202
2014-11-18,0.0
2014-11-19,23.7624
2014-11-20,28.0
2014-11-25,-36.875
2014-12-01,0.9901
2014-12-02,-0.9804
2014-12-05,-17.8218
2014-12-08,28.9157
2014-12-09,-23.3645
2014-12-11,0.0
2014-12-12,0.0
2014-12-15,0.0
2014-12-17,1.2195
2014-12-18,-1.2048
2014-12-19,0.0
2014-12-22,-2.439
2014-12-23,0.0
2014-12-26,0.0
2014-12-30,-20.0
2014-12-31,-12.5
2015-01-06,3.5714
2015-01-09,0.0
2015-01-13,0.0
2015-01-14,-6.8966
2015-01-23,0.0
2015-01-28,-31.4815
2015-01-29,37.8378
2015-02-05,-9.8039
2015-02-06,-8.6957
2015-02-10,-50.0
2015-02-11,0.0
2015-02-12,76.1905
2015-02-13,-43.2432
2015-02-17,0.0
2015-02-18,42.8571
2015-02-23,0.0
2015-02-24,-26.6667
2015-02-25,36.3636
2015-03-03,-26.6667
2015-03-11,0.0
2015-03-19,0.0
2015-03-20,36.3636
2015-03-23,0.0
2015-03-25,-26.6667
2015-04-08,0.0
2015-04-10,-4.5455
2015-04-30,52.381
2015-05-06,-25.0
2015-05-14,-8.3333
2015-06-05,0.0
2015-06-08,0.0
2015-06-11,0.0
2015-06-18,0.0
2015-06-19,0.0
2015-06-25,0.0
2015-07-13,0.0
2015-07-16,0.0
2015-07-29,0.0
2015-08-13,0.0
2015-08-24,9.0909
2015-08-25,-8.3333
2015-08-26,-27.2727
2015-09-02,0.0
2015-09-15,50.0
2015-09-21,-33.3333
2015-09-28,0.0
2015-10-15,0.0
2015-10-30,0.0
2015-11-02,25.0
2015-11-18,380.0
2015-11-19,8.3333
2015-11-20,-23.0769
2015-11-23,-20.0
2015-11-24,-25.0
2015-11-25,66.6667
2015-12-01,-60.0
2015-12-03,0.0
2015-12-04,0.0
2015-12-09,-18.75
2015-12-11,84.6154
2015-12-18,-45.8333
2015-12-22,0.0
2015-12-23,3.8462
2015-12-28,-3.7037
2015-12-29,23.0769
2015-12-30,-25.0
2015-12-31,0.0
2016-01-11,8.3333
2016-01-13,0.0
2016-01-19,0.0
2016-01-20,23.0769
2016-03-08,0.0
2016-03-21,-25.0
2016-03-28,0.0
2016-03-29,0.0
2016-04-08,33.3333
2016-04-14,-25.0
2016-04-26,-33.3333
2016-04-28,0.0
2016-05-02,0.0
2016-05-09,-12.5
2016-06-13,-23.8095
2016-06-14,0.0
2016-09-14,525.0
2016-09-15,60.0
2016-09-16,125.0
2016-09-22,-55.5556
2016-09-23,0.0
2016-09-26,-15.0
2016-09-27,17.647100000000002
2016-09-28,0.0
2016-09-29,0.0
2016-09-30,25.0
2016-10-03,-20.0
2016-10-04,0.0
2016-10-05,0.0
2016-10-06,0.0
2016-10-07,0.0
2016-10-11,0.0
2016-10-17,0.5
2016-10-18,0.0
2016-10-19,0.0
2016-10-20,-0.4975
2016-10-24,0.0
2016-10-25,0.0
2016-10-26,20.0
2016-10-28,0.0
2016-10-31,0.0
2016-11-02,0.0
2016-11-03,2.5
2016-11-04,3.6585
2016-11-07,0.0
2016-11-08,0.0
2016-11-09,0.0
2016-11-16,0.0
2016-11-22,0.0
2016-12-02,0.0
2016-12-05,0.0
2016-12-06,0.0
2016-12-08,0.0
2016-12-12,0.0
2016-12-13,49.0196
2016-12-14,2.6316
2016-12-15,0.0
2016-12-19,0.0
2016-12-20,0.0
2016-12-21,0.7692
2016-12-22,-0.7634
2016-12-23,2.5641
2016-12-27,0.0
2016-12-28,0.0
2016-12-30,5.0
2017-01-03,0.0
2017-01-04,0.0
2017-01-05,0.0
2017-01-06,7.1429
2017-01-09,-6.6667
2017-01-10,-4.7619
2017-01-11,5.0
2017-01-12,0.0
2017-01-13,-40.4762
2017-01-17,61.325
2017-01-18,-38.0133
2017-01-20,4.0
2017-01-23,15.3846
2017-01-24,40.0
2017-01-25,11.9048
2017-01-26,-36.1702
2017-01-27,10.0
2017-01-30,21.2121
2017-01-31,15.0
2017-02-01,0.0
2017-02-02,-13.0435
2017-02-03,15.0
2017-02-07,-23.913
2017-02-08,0.0
2017-02-09,-14.2857
2017-02-10,0.0
2017-02-13,-1.6667
2017-02-15,-15.2542
2017-02-16,-40.0
2017-02-17,6.6667
2017-02-21,56.25
2017-02-22,-20.0
2017-02-23,-10.0
2017-02-24,-43.3333
2017-02-27,7.8431
2017-02-28,0.0
2017-03-03,0.0
2017-03-08,127.2727
2017-03-10,-12.0
2017-03-13,-40.9091
2017-03-15,-15.3846
2017-03-20,18.1818
2017-03-21,0.0
2017-03-22,0.0
2017-03-24,-13.6058
2017-03-30,2.3929
2017-04-04,-4.3478
2017-04-07,4.5455
2017-04-13,-4.3478
2017-04-17,0.0
2017-04-19,0.0
2017-04-20,0.0
2017-04-24,0.0
2017-04-25,-36.3636
2017-04-26,55.2679
2017-04-28,-35.5952
2017-05-01,-12.3214
2017-05-02,141.1405
2017-05-03,-64.8226
2017-05-05,-18.0072
2017-05-08,0.0
2017-05-09,251.3909
2017-05-10,-1.3333
2017-05-11,-72.1706
2017-05-12,434.1426
2017-05-15,-8.1818
2017-05-16,0.0928
2017-05-17,-79.5363
2017-05-19,190.0302
2017-05-22,73.3333
2017-05-23,-80.1082
2017-05-25,426.8882
2017-05-26,0.0
2017-05-30,0.9174
2017-05-31,-50.0
2017-06-01,100.0
2017-06-02,-9.0909
2017-06-05,-39.5
2017-06-06,78.5124
2017-06-07,15.7407
2017-06-08,-0.8
2017-06-13,0.8065
2017-06-14,-53.52
2017-06-15,330.2926
2017-06-16,-76.0
2017-06-19,316.6667
2017-06-20,-73.8
2017-06-21,220.6107
2017-06-22,14.2857
2017-06-23,-16.6667
2017-06-26,-17.5
2017-06-27,6.0606
2017-06-28,5.7143
2017-06-29,-18.9189
2017-06-30,16.6667
2017-07-03,0.0
2017-07-05,0.0
2017-07-06,-8.5714
2017-07-07,-6.25
2017-07-10,0.0
2017-07-11,6.6667
2017-07-12,0.0
2017-07-13,0.0
2017-07-17,-6.25
2017-07-18,0.0
2017-07-19,-16.6667
2017-07-20,20.0
2017-07-21,0.0
2017-07-25,6.6667
2017-07-26,0.0
2017-07-31,-52.2813
2017-08-01,161.9515
2017-08-02,-53.75
2017-08-03,8.1081
2017-08-07,10.5
2017-08-08,-18.5973
2017-08-09,5.6142
2017-08-15,0.0
2017-08-16,0.0
2017-08-18,136.8421
2017-08-24,0.0
2017-08-28,-57.7778
2017-08-31,0.0
2017-09-05,0.0
2017-09-06,0.0
2017-09-07,0.0
2017-09-08,0.0
2017-09-13,0.0
2017-09-18,-68.4211
2017-09-28,318.3333
2017-09-29,0.0
2017-10-10,0.0
2017-10-12,0.0
2017-10-16,0.0
2017-10-18,-18.9641
2017-11-08,0.0
2017-11-10,0.0
2017-11-14,0.0
2017-11-20,0.0
2017-11-21,0.0
2017-11-22,0.0
2017-11-27,-16.4208
2017-11-29,0.0
2017-12-01,-34.7059
2017-12-04,17.5676
2017-12-06,-14.9425
2017-12-07,23.8739
2017-12-14,-19.2727
2017-12-15,0.0
2017-12-18,0.0
2017-12-19,0.0
2017-12-20,0.0
2017-12-26,0.0
2017-12-29,0.0
2018-01-04,0.0
2018-01-08,0.0
2018-01-09,0.0
2018-01-10,0.0
2018-01-11,0.0
2018-01-23,17.1171
2018-01-24,-14.6154
2018-01-30,0.0
2018-02-05,0.0
2018-02-06,0.0
2018-02-14,0.0
2018-02-20,0.0
2018-02-23,0.0
2018-02-26,0.0
2018-02-27,0.0
2018-03-05,0.0
2018-03-06,0.0
2018-03-07,0.0
2018-03-08,0.0
2018-03-13,0.0
2018-03-16,17.1171
2018-03-20,-14.6154
2018-03-23,0.0
2018-04-03,0.0
2018-04-04,0.0
2018-04-09,0.0
2018-04-11,0.0
2018-04-17,0.0
2018-04-18,0.0
2018-04-20,0.0
2018-04-30,35.1351
2018-05-07,-26.0
2018-05-09,0.0
2018-05-17,0.1802
2018-05-18,-0.0899
2018-05-31,-0.09
2018-06-06,0.0
2018-06-26,-9.9099
2018-07-02,0.0
2018-07-11,0.0
2018-07-18,0.0
2018-07-20,0.0
2018-07-27,0.0
2018-08-02,0.0
2018-08-03,0.0
2018-08-10,10.0
2018-08-14,-9.0909
2018-08-16,0.0
2018-08-22,10.0
2018-08-27,-9.0909
2018-08-30,0.0
2018-09-06,0.0
2018-09-12,2.0
2018-10-03,0.0
2018-10-08,47.0588
2018-10-16,-33.3333
2018-10-18,0.0
2018-10-22,-20.0
2018-10-23,-12.5
2018-11-05,1.5714000000000001
2018-11-09,40.647
2018-11-14,-28.5
2018-11-27,-0.5594
2018-11-28,0.0
2018-11-30,0.0
2018-12-06,0.0
2018-12-13,0.0
2019-01-10,-0.1406
2019-01-11,0.0
2019-01-22,0.0
2019-01-23,2.0423
2019-01-25,-2.0014
2019-01-31,0.0
2019-02-11,0.0
2019-02-15,0.0
2019-02-28,0.0
2019-03-04,0.0
2019-03-05,0.0
2019-03-06,0.0
2019-03-11,0.0
2019-03-12,0.0
2019-03-13,0.0
2019-03-19,0.0
2019-03-27,0.0
2019-04-01,0.0
2019-04-02,0.0
2019-04-08,0.0
2019-04-09,0.0
2019-04-23,2.0423
2019-04-25,-2.0014
2019-04-26,0.0
2019-04-30,0.0
2019-05-14,-43.662
2019-05-15,19.5
2019-05-31,4.6025
2019-06-04,3.0
2019-06-05,-0.7767
2019-06-13,0.0
2019-06-19,0.0
2019-06-24,56.5558
2019-07-02,-17.5
2019-07-10,-21.2121
2019-07-12,0.0
2019-07-17,26.9231
2019-08-05,11.3636
2019-08-06,-29.2517
2019-08-15,26.9231
2019-09-09,-21.2121
2019-09-13,53.8462
2019-09-17,-36.25
2019-09-18,15.6863
2019-09-23,-11.8644
2019-09-27,0.0
2019-10-04,-3.8462
2019-10-08,-20.0
2019-10-11,-50.0
2019-10-14,-10.0
2019-10-15,-16.6667
2019-10-16,333.3333
2019-10-28,-67.6923
2019-11-05,0.0
2019-11-15,0.0
2019-11-18,0.0
2019-11-19,0.0
2019-11-25,0.0
2019-12-09,24.2857
2019-12-17,-19.5402
2019-12-23,0.0
2019-12-26,12.3333
2020-01-06,-10.9792
2020-01-16,0.0
2020-01-23,0.0
2020-01-29,0.0
2020-02-13,0.0
2020-02-18,0.0
2020-02-19,4.7619
2020-02-27,-4.5455
2020-03-03,0.4762
2020-03-06,-0.4739
2020-03-10,66.6667
2020-03-12,-40.0
2020-03-17,0.0
2020-03-27,0.0
2020-03-30,0.0
2020-04-01,0.0
2020-04-17,0.0
2020-04-22,109.0476
2020-04-24,-52.164
2020-04-29,4.7619
2020-05-01,0.0
2020-05-11,0.0
2020-05-26,0.0
2020-06-03,0.0
2020-06-05,0.0
2020-06-17,0.0
2020-06-19,0.0
2020-06-24,581.8182
2020-06-25,-84.6667
2020-07-02,-34.7826
2020-07-22,486.6667
2020-07-29,-87.5
2020-07-30,0.0
2020-07-31,0.0
