ticker,XP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-12-11,27.6296
2019-12-12,0.5223
2019-12-13,8.8626
2019-12-16,-5.065
2019-12-17,-4.1899
2019-12-18,11.0787
2019-12-19,-0.8924
2019-12-20,5.9322
2019-12-23,-1.925
2019-12-24,1.0196
2019-12-26,-2.4224
2019-12-27,-0.4655
2019-12-30,-0.5716
2019-12-31,0.6533
2020-01-02,0.1817
2020-01-03,-0.9588
2020-01-06,-5.259
2020-01-07,1.0493999999999999
2020-01-08,0.8199
2020-01-09,2.521
2020-01-10,-0.6081
2020-01-13,-0.133
2020-01-14,-1.0389
2020-01-15,1.0767
2020-01-16,0.3995
2020-01-17,2.8912
2020-01-21,4.6404
2020-01-22,4.6563
2020-01-23,-3.484
2020-01-24,-6.0244
2020-01-27,-2.3877
2020-01-28,3.8022
2020-01-29,3.3043
2020-01-30,-3.5705
2020-01-31,3.2142
2020-02-03,0.7972
2020-02-04,-3.6826
2020-02-05,2.3865
2020-02-06,-4.01
2020-02-07,-2.4543
2020-02-10,-0.1071
2020-02-11,4.4748
2020-02-12,4.9243
2020-02-13,1.1
2020-02-14,-2.5145
2020-02-18,1.5377
2020-02-19,3.786
2020-02-20,1.1767
2020-02-21,-1.5352000000000001
2020-02-24,-6.6856
2020-02-25,-5.0633
2020-02-26,-3.4667
2020-02-27,-2.0718
2020-02-28,-2.2567
2020-03-02,7.215
2020-03-03,-2.6649000000000003
2020-03-04,7.4115
2020-03-05,-7.93
2020-03-06,-13.3389
2020-03-09,-14.0368
2020-03-10,12.4249
2020-03-11,-22.404
2020-03-12,-23.7952
2020-03-13,26.4257
2020-03-16,-17.1952
2020-03-17,7.4434000000000005
2020-03-18,-11.6466
2020-03-19,18.75
2020-03-20,-14.1627
2020-03-23,-5.4627
2020-03-24,15.8019
2020-03-25,17.1079
2020-03-26,7.9565
2020-03-27,-10.3504
2020-03-30,-7.5472
2020-03-31,-6.2682
2020-04-01,-7.0503
2020-04-02,-4.0714
2020-04-03,2.6744
2020-04-06,15.5153
2020-04-07,5.5392
2020-04-08,0.2787
2020-04-09,4.5391
2020-04-13,-6.1586
2020-04-14,7.5543
2020-04-15,2.6778
2020-04-16,8.8072
2020-04-17,5.3831
2020-04-20,0.4101
2020-04-21,-8.4293
2020-04-22,5.515
2020-04-23,-1.0377
2020-04-24,-11.068
2020-04-27,3.8428
2020-04-28,4.836
2020-04-29,0.8022
2020-04-30,0.1194
2020-05-01,-8.1876
2020-05-04,-0.7359
2020-05-05,-1.5699999999999998
2020-05-06,1.4178
2020-05-07,6.6841
2020-05-08,2.8256
2020-05-11,0.9558
2020-05-12,-1.9329
2020-05-13,12.2285
2020-05-14,-6.595
2020-05-15,1.7268
2020-05-18,3.9985
2020-05-19,-3.8810000000000002
2020-05-20,3.7736
2020-05-21,3.5636
2020-05-22,1.1236
2020-05-26,7.3611
2020-05-27,-1.2937
2020-05-28,-0.2949
2020-05-29,-0.23
2020-06-01,0.5929
2020-06-02,5.5992
2020-06-03,7.4419
2020-06-04,0.0866
2020-06-05,5.4787
2020-06-08,12.1788
2020-06-09,-0.792
2020-06-10,3.7583
2020-06-11,-7.6468
2020-06-12,5.6139
2020-06-15,1.3592
2020-06-16,5.0048
2020-06-17,5.5188
2020-06-18,3.9118
2020-06-19,-1.7887
2020-06-22,-1.6307
2020-06-23,6.4155
2020-06-24,-9.3466
2020-06-25,2.9904
2020-06-26,-4.9187
2020-06-29,-0.8204
2020-06-30,-3.4697
2020-07-01,3.2135
2020-07-02,3.298
2020-07-06,6.2514
2020-07-07,-1.7651
2020-07-08,2.0321
2020-07-09,-1.1320999999999999
2020-07-10,-0.3181
2020-07-13,-2.7228
2020-07-14,-2.4273
2020-07-15,0.6948
2020-07-16,-5.1858
2020-07-17,-0.0235
2020-07-20,4.6959
2020-07-21,0.7849
2020-07-22,1.5575999999999999
2020-07-23,-2.8922
2020-07-24,0.6995
2020-07-27,5.8257
2020-07-28,0.1059
2020-07-29,2.4958
2020-07-30,-2.1255
2020-07-31,-1.9607999999999999
