ticker,TWCF US Equity
2004-02-09,0.0
2004-02-13,0.9375
2004-03-11,-0.6828
2004-03-22,0.0
2004-03-29,17.1875
2004-04-01,0.0
2004-05-14,-14.6667
2004-05-25,3.125
2004-05-26,0.0
2004-06-16,0.6987
2004-06-21,-1.9607999999999999
2004-06-22,2.3077
2004-06-29,-2.2556
2004-06-30,2.3077
2004-07-01,-2.2556
2004-07-02,0.7692
2004-07-08,1.5267
2004-07-09,0.0
2004-07-16,0.0
2004-08-02,1.5038
2004-08-06,-0.7407
2004-08-17,0.7463
2004-08-26,-2.2222
2004-09-02,-1.6555
2004-09-03,1.9304999999999999
2004-10-11,4.5455
2004-11-12,5.4348
2004-12-16,-0.7854
2004-12-30,12.5
2005-02-17,-14.8148
2005-02-18,0.0
2005-04-11,13.3886
2005-04-14,-11.538499999999999
2005-04-20,0.0
2005-04-22,0.0
2005-05-16,-4.3478
2005-05-17,6.8182
2005-05-20,-6.383
2005-05-23,-3.4091
2005-06-28,-0.8499
2005-07-01,-3.5714
2005-08-03,2.4691
2005-08-05,-2.4096
2005-09-12,1.5857
2005-09-21,1.2195
2005-09-22,0.7229
2005-11-14,0.0
2005-11-21,-3.8278
2005-11-28,3.2338
2005-12-01,-0.8704
2005-12-13,0.0
2005-12-21,-2.1951
2005-12-22,3.4913
2005-12-29,0.241
2005-12-30,-3.3173
2006-01-25,6.912
2006-01-30,8.1395
2006-02-01,1.0753
2006-02-09,-7.4468
2006-03-01,15.3669
2006-03-06,-12.0
2006-03-07,1.1364
2006-03-10,-1.1236
2006-03-15,1.1364
2006-04-05,48.3146
2006-04-12,-36.3636
2006-04-13,0.0
2006-04-28,-7.1429
2006-05-02,7.6923
2006-05-19,-3.5714
2006-06-01,0.4464
2006-06-09,3.7037
2006-06-13,-7.1429
2006-06-30,-3.8462
2006-07-10,4.0
2006-07-11,-1.1538
2006-07-12,0.0
2006-07-14,1.1673
2006-07-28,3.8462
2006-08-11,3.7037
2006-08-23,-5.3571
2006-08-24,1.8868
2006-08-25,0.0
2006-08-28,1.1111
2006-09-07,-4.3414
2006-09-29,4.2308
2006-10-11,0.0
2006-10-12,0.369
2006-10-19,2.9412000000000003
2006-11-02,3.5714
2006-11-03,0.0
2006-11-06,0.0
2006-11-22,0.0
2006-12-11,-4.0859
2006-12-21,1.083
2006-12-29,-1.4285999999999999
2007-01-03,1.8115999999999999
2007-01-10,3.2028
2007-01-18,-1.7241
2007-01-26,3.5088
2007-01-29,0.0
2007-02-07,1.6949
2007-02-13,-1.3333
2007-03-14,0.8147
2007-03-28,0.9428
2007-04-05,-1.2675
2007-04-09,0.0
2007-04-16,-3.0405
2007-04-17,1.0453
2007-04-19,0.0
2007-04-23,2.069
2007-04-26,-2.027
2007-04-27,0.0
2007-04-30,0.0
2007-05-01,0.6897
2007-05-03,0.0
2007-05-04,1.0274
2007-05-09,-1.0169
2007-05-10,-0.6849
2007-05-22,-1.3793
2007-05-23,2.7972
2007-05-31,-0.8886
2007-06-12,-0.9655
2007-06-13,0.0
2007-06-18,0.2786
2007-06-19,-2.4306
2007-06-21,2.4911
2007-07-05,-2.7778
2007-07-11,-2.1429
2007-08-13,9.4891
2007-08-24,3.3333
2007-09-07,0.0
2007-09-19,-1.1666
2007-09-26,-1.6393
2007-10-12,-3.0
2007-10-15,-0.3436
2007-10-17,2.7586
2007-10-23,-1.0067
2007-11-01,-2.3729
2007-11-05,0.0
2007-11-19,-2.0833
2007-11-21,0.0
2007-11-23,0.0
2007-11-27,-0.7092
2007-12-03,1.2204
2007-12-19,3.1915
2007-12-20,-3.0928
2007-12-28,-1.0638
2008-01-03,3.9427
2008-01-09,0.0
2008-02-07,0.3448
2008-02-08,-3.4364
2008-02-11,1.4235
2008-02-12,-3.1579
2008-02-15,3.2609
2008-02-19,0.0
2008-02-22,-1.7544
2008-03-03,2.1505
2008-03-12,-1.4035
2008-03-13,0.0
2008-03-17,-0.3559
2008-04-04,1.7856999999999998
2008-04-16,3.5088
2008-05-02,-7.5931999999999995
2008-05-08,-7.5569
2008-05-15,-4.3651
2008-05-20,-8.7137
2008-05-21,-4.5455
2008-05-27,-4.2857
2008-05-29,0.0
2008-06-09,-6.9
2008-06-13,-1.7186
2008-06-16,0.0
2008-06-17,-3.2787
2008-06-18,0.0
2008-06-19,0.0
2008-06-26,-9.6045
2008-07-01,0.0
2008-07-02,5.625
2008-07-03,-5.3254
2008-07-07,-10.0
2008-07-09,21.5278
2008-07-10,0.0
2008-07-14,-5.1429
2008-08-04,3.6145
2008-08-06,1.1628
2008-08-11,-3.4483
2008-08-12,-1.7856999999999998
2008-08-14,-3.0303
2008-08-15,0.0
2008-09-03,0.6289
2008-09-05,0.0
2008-09-09,-11.25
2008-09-12,5.6338
2008-09-17,-7.3333
2008-09-23,0.7194
2008-10-24,-0.7143
2008-10-27,0.7194
2008-10-29,-0.7143
2008-10-30,15.1079
2008-11-14,25.625
2008-11-25,-19.9005
2008-12-01,0.0
2008-12-02,0.0
2008-12-15,-8.75
2009-01-09,-1.3699
2009-01-23,-2.7778
2009-02-10,0.0
2009-02-25,0.7143
2009-03-04,-7.1429
2009-04-15,23.0769
2009-05-15,-18.75
2009-06-01,-3.4003
2009-06-11,8.0
2009-06-19,-11.1111
2009-06-23,4.1667
2009-07-31,8.0
2009-08-13,-7.4074
2009-09-01,20.5788
2009-09-10,33.3333
2009-12-09,-24.7743
2009-12-10,13.3333
2009-12-17,-2.9412000000000003
2009-12-29,-15.1515
2010-02-01,-10.0
2010-03-24,-4.3062000000000005
2010-03-25,-4.1667
2010-03-30,-1.7391
2010-04-06,6.1947
2010-04-08,25.0
2010-04-15,-16.6667
2010-06-24,-3.537
2010-07-19,9.1667
2010-08-17,-0.7634
2010-08-23,-7.6923
2010-08-27,-8.3333
2010-08-30,-8.5455
2010-08-31,5.0
2010-09-13,-4.7619
2010-09-30,0.0
2010-10-11,5.0
2010-10-22,14.2857
2010-11-03,16.6667
2010-11-18,-13.857099999999999
2010-11-30,8.3333
2010-12-02,7.6923
2011-01-03,7.1429
2011-01-12,7.3333
2011-01-25,0.0
2011-02-28,0.9975
2011-03-15,0.0
2011-03-22,1.9752999999999998
2011-05-09,-1.3317
2011-07-08,0.3695
2011-07-19,0.0
2011-07-20,0.0
2011-07-22,0.0
2011-07-25,2.2086
2011-07-27,-1.2005
2011-08-22,-6.4399
2011-08-24,6.8831
2011-08-31,0.6098
2011-09-22,0.0
2011-11-30,0.365
2011-12-09,0.0
2012-01-30,-3.0303
2012-03-13,1.6311
2012-03-15,1.8519
2012-03-20,-1.8182
2012-03-23,1.8519
2012-03-27,0.0
2012-03-29,4.8485
2012-04-05,7.5145
2012-04-13,17.957
2012-04-17,-13.856
2012-04-30,4.7619
2012-05-08,-4.5455
2012-05-10,-1.5873
2012-05-23,-2.6882
2012-06-08,0.3326
2012-06-25,3.8674
2012-06-27,0.0
2012-06-29,-3.7234
2012-07-06,2.2099
2012-07-19,-2.1622
2012-08-15,9.9448
2012-08-28,-9.0452
2012-09-05,0.8869
2012-09-06,0.5495
2012-09-14,9.2896
2012-11-13,-8.0
2013-01-14,0.3272
2013-02-04,3.2609
2013-02-28,2.4287
2013-03-05,-1.3402
2013-03-15,0.8359
2013-03-20,8.2902
2013-03-21,0.4785
2013-03-25,-2.3810000000000002
2013-04-24,0.0
2013-04-25,-4.878
2013-05-08,0.0
2013-06-04,5.4527
2013-06-05,3.9024
2013-06-06,0.939
2013-06-13,4.9302
2013-06-26,-8.687899999999999
2013-07-10,1.4563
2013-07-16,-0.9569
2013-07-17,0.4831
2013-07-18,0.0
2013-07-24,0.0
2013-07-26,0.8654
2013-08-19,0.0953
2013-09-25,1.7191999999999998
2013-10-07,0.939
2013-10-14,0.0
2013-10-16,-1.6743999999999999
2013-10-21,-2.5544000000000002
2013-10-25,4.3689
2013-11-18,5.1163
2013-11-21,3.5398
2013-11-22,0.4274
2013-12-02,2.3891
2013-12-05,0.0
2013-12-31,-8.0833
2014-01-02,-3.7171
2014-01-03,10.1695
2014-02-19,-9.3162
2014-02-27,5.3723
2014-03-17,-1.3453
2014-03-27,4.5455
2014-05-15,-3.0435
2014-05-23,0.0
2014-05-28,0.0
2014-07-11,0.2698
2014-08-04,0.0
2014-08-18,0.0
2014-08-19,-0.4484
2014-08-25,0.4505
2014-09-03,-0.1799
2014-09-04,0.9009
2014-09-17,-0.8929
2014-09-25,1.8018
2014-09-29,-0.885
2014-10-10,-0.8036
2014-10-20,1.6202
2014-10-30,-0.3543
2014-11-20,0.3556
2014-11-21,0.0
2014-12-02,-0.5329
2014-12-05,4.0179
2014-12-09,-0.4292
2014-12-12,-3.0172
2014-12-15,0.3556
2014-12-16,0.62
2014-12-17,-0.088
2014-12-18,0.9692
2014-12-24,4.3629999999999995
2015-01-13,-3.8462
2015-01-15,0.5217
2015-02-05,-2.2491
2015-02-09,1.6814
2015-02-12,-0.7833
2015-02-19,0.8772
2015-02-25,0.0
2015-03-10,1.1334
2015-04-06,1.2069
2015-04-09,0.0
2015-04-14,-2.0443
2015-04-27,0.0
2015-05-19,0.1739
2015-05-28,2.2569
2015-06-15,-1.9574
2015-07-23,4.1667
2015-08-04,8.3333
2015-08-05,-0.1538
2015-08-06,0.1541
2015-10-20,-7.4788
2015-11-10,2.4167
2015-11-30,10.1142
2015-12-02,5.1852
2015-12-10,-6.6901
2015-12-11,-0.1509
2015-12-14,-4.384
2015-12-21,6.7194
2015-12-23,-3.3333
2015-12-29,3.4483
2016-01-11,-1.8519
2016-02-11,-1.8868
2016-02-19,0.0
2016-02-22,0.0
2016-02-24,0.0
2016-03-22,4.0093
2016-03-29,0.0741
2016-04-07,-1.8519
2016-04-12,1.8868
2016-04-13,-0.0741
2016-04-14,-1.7791000000000001
2016-04-15,0.7547
2016-04-20,0.0
2016-05-02,0.0
2016-05-03,0.5243
2016-05-17,0.5961
2016-05-18,0.0
2016-05-20,0.0
2016-05-27,0.2222
2016-06-14,0.0
2016-06-16,0.0
2016-06-27,0.0
2016-06-30,0.0
2016-07-15,0.0
2016-07-18,0.0
2016-08-04,3.7037
2016-08-15,3.5714
2016-09-15,-1.8659
2016-09-19,2.1127
2016-09-21,-1.7241
2016-09-28,0.0
2016-10-05,1.7544
2016-10-11,0.0
2016-10-21,0.6897
2016-11-11,1.3699
2016-11-14,1.3514
2016-11-17,6.6667
2016-11-18,12.5
2016-11-21,16.6111
2016-12-06,-2.1947
2016-12-13,-4.878
2016-12-14,-17.9436
2016-12-22,-0.0062
2016-12-23,1.25
2016-12-27,0.0
2016-12-30,-1.1728
2017-01-04,1.4365999999999999
2017-01-17,1.9089
2017-01-24,2.719
2017-01-30,17.5882
2017-04-04,-7.3684
2017-04-10,0.0
2017-04-25,2.8139
2017-04-28,2.6316
2017-05-03,10.2564
2017-05-04,-6.5116
2017-05-05,4.4776
2017-05-08,-0.2381
2017-05-09,0.716
2017-05-10,1.8957000000000002
2017-05-11,-0.4651
2017-05-12,0.4673
2017-05-17,0.0
2017-05-25,-0.2326
2017-05-31,-0.9341
2017-06-05,-0.2357
2017-06-06,1.3705
2017-06-09,0.2331
2017-06-16,-1.5814
2017-06-30,0.6616
2017-07-03,-0.2347
2017-07-17,-0.2353
2017-07-20,-0.0472
2017-07-31,-0.4247
2017-08-02,0.237
2017-08-08,2.8369
2017-08-16,-2.9885
2017-08-25,4.0284
2017-09-01,0.1826
2017-09-19,-3.8269
2017-09-21,-2.1317
2017-09-25,-0.2904
2017-09-28,4.3689
2017-09-29,0.0
2017-10-18,-1.8605
2017-11-03,4.1706
2017-11-08,-1.0464
2017-12-14,-2.1188
2017-12-18,1.1764999999999999
2017-12-20,-2.5581
2017-12-21,-2.6253
2017-12-22,0.4902
2017-12-26,5.8049
2017-12-27,-3.4117
2017-12-28,3.2936
2017-12-29,2.1257
2018-01-10,-4.7511
2018-01-11,0.2375
2018-01-12,5.4502
2018-01-16,0.0
2018-01-18,0.0
2018-02-07,-0.8989
2018-03-08,-1.1358
2018-03-22,-1.1949
2018-03-29,0.0
2018-04-03,0.0
2018-04-09,-2.3256
2018-04-20,1.1905000000000001
2018-04-23,-0.3294
2018-05-03,-0.2833
2018-05-07,-0.5682
2018-05-11,0.4762
2018-05-14,0.0
2018-05-18,0.0
2018-05-24,0.237
2018-05-29,-0.4728
2018-06-06,0.1904
2018-06-08,0.9501
2018-06-21,-0.4706
2018-06-22,0.2364
2018-07-10,-0.4717
2018-07-18,1.6588
2018-08-02,-0.2331
2018-08-06,2.757
2018-08-07,1.4097
2018-08-08,0.4484
2018-08-09,-3.125
2018-08-15,0.0
2018-08-23,1.3825
2018-08-24,-3.8182
2018-09-07,4.1686
2018-09-24,4.593
2018-10-09,-4.087
2018-11-05,0.0
2018-11-06,0.4533
2018-12-11,0.1809
2018-12-17,0.0
2018-12-19,-0.7675
2018-12-21,-4.1401
2018-12-27,-0.0949
2018-12-31,-0.3325
2019-01-03,-0.858
2019-01-04,-9.8558
2019-01-09,8.7467
2019-01-10,0.049
2019-01-16,-0.9804
2019-01-29,-4.703
2019-01-31,2.5974
2019-02-01,-2.2278000000000002
2019-02-13,0.9839
2019-02-15,1.5385
2019-03-12,-0.2532
2019-03-26,-0.2538
2019-03-27,-1.9847000000000001
2019-04-08,-0.0519
2019-04-10,-1.2987
2019-04-29,1.3684
2019-05-08,3.5305999999999997
2019-05-09,-0.2006
2019-05-20,-1.9598
2019-05-22,0.7688
2019-05-24,0.0
2019-06-03,0.9689
2019-06-04,1.0101
2019-06-05,-0.75
2019-06-10,0.806
2019-06-12,0.0
2019-06-14,4.9475
2019-06-18,1.1905000000000001
2019-06-19,-1.1764999999999999
2019-06-21,-1.1905000000000001
2019-07-02,-3.6145
2019-07-10,2.5
2019-07-11,-2.439
2019-07-15,0.05
2019-07-31,4.9475
2019-08-01,1.9048
2019-08-02,-1.4019
2019-08-07,-2.6066000000000003
2019-08-09,2.0925
2019-08-19,-0.429
2019-08-26,0.0
2019-09-13,3.1189999999999998
2019-09-27,-2.2801
2019-10-14,2.3810000000000002
2019-10-15,0.0
2019-10-24,-1.1628
2019-11-04,1.1764999999999999
2019-11-06,-0.6512
2019-11-13,1.8258
2019-11-14,5.5172
2019-11-15,0.0
2019-12-04,-6.0315
2019-12-12,0.2791
2019-12-30,10.8071
2019-12-31,-5.8183
2020-01-08,0.0444
2020-01-16,-0.0444
2020-01-28,0.0
2020-02-07,0.2222
2020-02-10,1.5521
2020-02-12,2.6201
2020-02-18,0.0
2020-02-24,-3.5745
2020-02-28,-0.0441
2020-03-09,-8.1045
2020-03-12,-13.253
2020-03-13,11.1111
2020-06-09,-4.7165
2020-06-12,0.0
2020-06-25,-11.1638
2020-06-26,6.639
2020-06-29,0.3335
2020-07-06,-3.0471
2020-07-07,0.0
2020-07-09,-0.1143
2020-07-10,0.0
2020-07-14,8.6957
2020-07-29,-5.2632
