ticker,XRXH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-10-13,0.0
2008-10-15,0.0
2008-10-22,0.0
2008-11-12,-12.5
2008-11-17,0.0
2008-11-21,0.0
2009-01-23,-68.5714
2009-02-06,-45.4545
2010-03-03,-50.0
2012-01-09,300.0
2012-01-10,0.0
2012-01-11,16.6667
2012-01-17,-21.4286
2012-01-19,-9.0909
2012-01-20,10.0
2012-01-25,-9.0909
2012-01-27,20.0
2012-01-30,66.6667
2012-01-31,10.0
2012-02-01,-4.5455
2012-02-02,-4.7619
2012-03-09,-25.0
2012-03-13,3.0
2012-03-19,-2.9126
2012-03-20,3.0
2012-03-21,-2.9126
2012-04-05,-20.0
2012-04-20,0.0
2012-05-10,-0.8333
2012-05-25,-15.9664
2012-06-25,0.0
2012-06-26,0.0
2012-06-27,0.0
2012-07-19,80.0
2012-09-21,-44.4444
2012-10-17,0.0
2012-10-18,20.0
2012-10-22,8.3333
2012-12-18,0.0
2012-12-31,-15.3846
2013-01-28,18.1818
2013-04-15,-15.3846
2013-05-31,-9.0909
2013-06-26,-62.0
2013-06-27,-2.6316
2013-07-09,2.7027
2013-10-15,-39.4737
2013-10-16,4.3478
2014-01-30,-37.5
2014-02-14,566.6667
2014-06-16,0.0
2014-06-24,-50.0
2014-09-02,880.0
2014-09-18,-98.7372
2014-12-16,61.6162
2015-09-09,-25.0
2016-03-08,-69.1667
2016-04-18,4224.3243
2016-04-19,-95.0
2016-04-20,100.0
2016-04-21,41.875
2016-04-28,-82.3789
2016-06-06,-5.0
2016-06-13,0.0
2016-06-23,0.0
2016-08-18,-28.947400000000002
2016-11-02,0.0
2016-12-27,29.6296
2017-01-25,311.4286
2017-02-07,0.0
2017-06-19,-22.2222
2017-07-27,-57.0
2017-08-07,-20.2658
2017-10-20,0.0
2017-11-24,225.0
2018-03-13,-64.1026
2018-04-27,0.0
2018-05-18,0.0
2018-08-27,3.5714
2018-12-19,229.3103
2018-12-27,4.712
2018-12-28,-35.0
2018-12-31,0.0
2019-01-22,0.0
2019-09-04,45.3846
2019-09-06,-4.7619
2019-09-24,33.3333
2019-09-27,-50.0
2019-10-01,-15.0
2020-01-07,-1.9607999999999999
2020-01-27,100.0
2020-01-28,75.0
2020-01-29,-30.8571
2020-01-30,-41.3223
2020-01-31,77.4648
2020-02-13,-52.381
2020-03-10,6.6667
2020-03-24,446.875
2020-03-25,40.0
2020-03-27,-48.9796
2020-04-01,0.0
2020-04-03,0.0
2020-04-07,-15.6
2020-05-04,65.8768
2020-05-05,0.0
2020-05-06,0.0
2020-05-08,0.0
2020-05-12,-39.7143
2020-05-13,0.4739
2020-05-18,0.0
2020-05-22,-5.6604
2020-06-15,25.0
2020-06-29,-30.0
2020-07-27,129.1429
2020-07-28,-0.2494
2020-07-30,12.5
2020-07-31,17.7778
