ticker,R US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.3247999999999998
2000-01-04,-5.5556
2000-01-05,1.9607999999999999
2000-01-06,8.2418
2000-01-07,2.0305
2000-01-10,-4.4776
2000-01-11,2.0833
2000-01-12,-2.2959
2000-01-13,-1.0444
2000-01-14,0.0
2000-01-18,1.3193
2000-01-19,3.6458
2000-01-20,-3.2663
2000-01-21,-2.5974
2000-01-24,-0.8
2000-01-25,-3.4946
2000-01-26,-0.5571
2000-01-27,-0.8403
2000-01-28,-2.2599
2000-01-31,2.0231
2000-02-01,-1.1331
2000-02-02,1.1461000000000001
2000-02-03,2.5496
2000-02-04,0.0
2000-02-07,-4.1436
2000-02-08,-0.8646
2000-02-09,-3.1977
2000-02-10,0.9009
2000-02-11,-4.1667
2000-02-14,0.3106
2000-02-15,1.8576000000000001
2000-02-16,-0.6079
2000-02-17,-3.3639
2000-02-18,-3.1646
2000-02-22,0.0
2000-02-23,-2.9412000000000003
2000-02-24,1.3468
2000-02-25,-0.9967
2000-02-28,0.0
2000-02-29,-0.6711
2000-03-01,1.1486
2000-03-02,-1.6835
2000-03-03,0.3425
2000-03-06,-2.7304
2000-03-07,-1.0526
2000-03-08,-0.7092
2000-03-09,3.2143
2000-03-10,4.1522
2000-03-13,4.3189
2000-03-14,0.9554
2000-03-15,4.1009
2000-03-16,4.2424
2000-03-17,-7.2674
2000-03-20,-0.3135
2000-03-21,8.805
2000-03-22,11.5607
2000-03-23,-1.0363
2000-03-24,-1.8325
2000-03-27,-4.2667
2000-03-28,-0.8357
2000-03-29,3.0899
2000-03-30,-0.8174
2000-03-31,-0.2747
2000-04-03,-3.3058
2000-04-04,0.2849
2000-04-05,0.2841
2000-04-06,2.5496
2000-04-07,8.8398
2000-04-10,-2.5381
2000-04-11,-0.2604
2000-04-12,0.7833
2000-04-13,-2.0725
2000-04-14,-8.4656
2000-04-17,2.6012
2000-04-18,-3.9436999999999998
2000-04-19,6.1584
2000-04-20,-1.9337
2000-04-24,-1.9718
2000-04-25,3.7356
2000-04-26,-3.0471
2000-04-27,2.8571
2000-04-28,-1.3889
2000-05-01,0.2817
2000-05-02,-2.5281000000000002
2000-05-03,-4.8991
2000-05-04,0.6061
2000-05-05,0.3012
2000-05-08,3.003
2000-05-09,-0.8746
2000-05-10,-1.7647
2000-05-11,-0.2994
2000-05-12,1.2012
2000-05-15,-0.8902
2000-05-16,-1.7964
2000-05-17,-1.5244
2000-05-18,-0.9288
2000-05-19,-1.5625
