ticker,GJST US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-08-19,0.0
2014-09-02,-21.0526
2014-09-05,3.3333
2014-09-08,6.4516
2014-09-09,3.0303
2014-09-10,-5.8824
2014-09-11,-6.25
2014-09-12,-3.3333
2014-09-18,3.4483
2014-10-15,-11.6667
2015-05-07,-38.9151
2015-06-18,-56.7568
2015-06-19,71.4286
2015-06-22,33.3333
2015-06-23,-1.25
2015-06-24,10.7595
2015-06-25,-20.0
2015-06-26,14.2857
2015-06-29,-12.5
2015-07-10,-7.1429
2015-07-13,-7.6923
2015-07-27,-15.8333
2015-08-10,8.9109
2015-09-09,-8.1818
2015-09-10,11.3861
2015-09-29,-11.1111
2015-10-26,-0.5
2015-10-27,0.5025
2015-11-03,-30.0
2015-11-04,0.0
2015-11-06,42.8571
2015-12-11,-0.3125
2016-01-12,-29.7806
2016-01-22,38.5714
2016-03-21,13.4021
2016-03-30,-11.818200000000001
2016-05-13,0.0
2016-07-19,0.0
2016-11-18,-48.4536
2016-11-28,-6.0
2016-12-29,0.0
2017-01-17,6.383
2017-06-30,-20.0
2017-08-04,125.0
2017-08-15,-61.1111
2017-08-16,0.0
2017-08-23,-28.5714
2017-09-08,-20.0
2017-09-13,0.0
2017-09-18,0.0
2017-09-19,0.0
2017-09-20,0.0
2017-09-22,0.0
2017-09-25,0.0
2017-09-26,0.0
2017-09-27,0.0
2017-09-28,25.0
2017-09-29,0.0
2017-11-07,0.0
2017-11-16,-20.0
2017-11-28,0.0
2017-12-06,25.0
2017-12-14,0.0
2017-12-19,0.0
2017-12-21,100.0
2017-12-22,0.0
2017-12-26,80.0
2017-12-27,-27.7778
2017-12-29,38.4615
2018-01-02,11.1111
2018-01-03,0.0
2018-01-04,20.0
2018-01-05,0.0
2018-01-08,-4.1667
2018-01-11,-4.3478
2018-01-12,7.2727
2018-01-17,10.1695
2018-01-18,-0.5692
2018-01-19,-7.1639
2018-01-23,-8.3333
2018-01-25,0.0
2018-01-26,-27.2727
2018-01-29,0.0
2018-01-31,-7.7625
2018-02-05,-5.1362
2018-02-06,0.0
2018-02-08,-14.2857
2018-02-09,66.6667
2018-03-02,-50.0
2018-04-30,0.0
2018-06-20,-60.0
2018-06-25,100.0
2018-06-26,-37.5
2018-06-28,60.0
2018-07-18,-37.5
2018-07-26,0.0
2018-08-03,60.0
2018-08-21,0.0
2018-08-30,12.5
2018-11-02,-44.4444
2018-12-12,0.0
2018-12-13,80.0
2018-12-14,0.0
2018-12-17,-33.3333
2018-12-27,35.0
2019-01-04,-1.2346
2019-01-15,-25.0
2019-01-16,0.0
2019-01-24,33.3333
2019-03-14,0.0
2019-03-19,0.0
2019-04-10,0.0
2019-05-13,50.0
2019-06-10,0.0
2019-07-01,0.0
2019-07-17,-50.0
2019-07-18,133.3333
2019-08-06,-57.1429
2019-08-13,16.6667
2019-08-14,-8.5714
2019-08-15,0.0
2019-08-19,-37.5
2019-08-23,70.0
2019-10-11,-55.8824
2019-10-28,33.3333
2019-10-29,0.0
2019-11-20,50.0
2019-12-12,-60.0
2019-12-13,66.6667
2019-12-23,-40.0
2019-12-31,25.0
2020-01-13,-20.0
2020-01-14,0.0
2020-01-17,-8.3333
2020-01-21,0.0
2020-03-02,9.0909
2020-03-03,66.6667
2020-03-04,-25.0
2020-03-05,-20.0
2020-03-27,16.6667
2020-03-30,-26.4286
2020-04-09,0.0
2020-04-29,0.0
2020-05-04,35.9223
2020-05-11,-26.4286
2020-06-05,0.0
2020-06-10,0.0
2020-07-16,112.0388
2020-07-17,-52.381
2020-07-30,44.2308
2020-07-31,-30.6667
