ticker,NVNT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-06-09,152.0
2006-06-12,-4.7619
2006-06-13,-16.6667
2006-06-15,20.0
2006-06-16,1.6667
2006-06-19,-59.0164
2006-06-20,0.0
2006-06-21,4.0
2006-06-22,0.0
2006-06-23,0.0
2006-06-28,3.8462
2006-06-29,0.0
2006-06-30,3.7037
2006-07-03,0.0
2006-07-05,0.0
2006-07-06,0.0
2006-07-07,-7.1429
2006-07-10,1.5385
2006-07-11,9.8485
2006-07-12,-3.4483
2006-07-14,-7.8571
2006-07-18,0.7752
2006-07-19,0.0
2006-07-20,-0.7692
2006-07-21,0.0
2006-07-25,-22.4806
2006-08-01,1.0
2006-08-02,30.6931
2006-08-04,-5.303
2006-08-07,0.0
2006-08-08,0.0
2006-08-09,-6.4
2006-08-10,6.8376
2006-08-11,-0.8
2006-08-14,3.2258
2006-08-15,-10.1563
2006-08-21,0.0
2006-08-22,4.3478
2006-08-23,-4.1667
2006-08-24,4.3478
2006-08-28,0.0
2006-08-29,-4.1667
2006-08-30,8.6957
2006-08-31,-4.0
2006-09-01,0.0
2006-09-06,-12.5
2006-09-07,4.7619
2006-09-08,0.0
2006-09-11,-8.1818
2006-09-19,8.9109
2006-09-21,-13.6364
2006-09-26,10.526299999999999
2006-10-02,4.7619
2006-10-03,-4.5455
2006-10-05,4.7619
2006-10-10,-4.5455
2006-10-11,0.0
2006-10-12,0.0
2006-10-13,0.0
2006-10-16,-3.8095
2006-10-17,3.9604
2006-10-18,-4.7619
2006-10-19,-1.0
2006-10-25,-4.0404
2006-10-26,0.0
2006-10-27,10.526299999999999
2006-10-30,14.2857
2006-10-31,-8.3333
2006-11-01,0.0
2006-11-02,2.7273
2006-11-03,5.3097
2006-11-06,-7.563
2006-11-07,9.0909
2006-11-08,0.0
2006-11-09,0.0
2006-11-10,0.8333
2006-11-13,-4.1322
2006-11-14,1.7241
2006-11-15,-2.5423999999999998
2006-11-16,-6.9565
2006-11-20,1.8692
2006-11-21,0.9174
2006-11-22,-1.8182
2006-11-24,-1.8519
2006-11-27,0.0
2006-11-28,-0.9434
2006-11-29,-1.9048
2006-11-30,1.9417
2006-12-01,-4.7619
2006-12-04,3.0
2006-12-05,0.0
2006-12-06,-2.9126
2006-12-07,0.0
2006-12-08,0.0
2006-12-11,1.0
2006-12-12,-10.8911
2006-12-13,0.0
2006-12-14,4.4444
2006-12-15,5.3191
2006-12-18,0.0
2006-12-19,1.0101
2006-12-20,0.0
2006-12-21,5.0
