ticker,EPGC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-07-11,0.0
2013-08-14,-0.8621
2013-08-29,-13.0435
2013-09-11,5.0
2013-10-22,0.0
2013-11-18,-33.3333
2013-11-19,-28.5714
2013-11-21,2.0
2013-11-26,-11.7647
2013-12-02,11.1111
2013-12-03,0.0
2013-12-04,0.0
2013-12-06,2.0
2013-12-10,18.6275
2013-12-24,-50.4132
2013-12-26,-33.3333
2014-01-06,145.0
2014-01-15,0.0
2014-01-17,-10.2041
2014-01-21,-54.5455
2014-01-28,70.0
2014-01-29,0.0
2014-02-03,-67.6471
2014-02-04,172.7273
2014-02-10,-96.6667
2014-02-12,2900.0
2014-02-13,0.0
2014-02-14,-16.6667
2014-02-19,20.0
2014-02-24,-50.0
2014-02-25,13.3333
2014-02-26,23.5294
2014-02-27,-19.0476
2014-02-28,0.0
2014-03-04,-17.647100000000002
2014-03-05,7.1429
2014-03-06,13.3333
2014-03-07,17.647100000000002
2014-03-10,-5.0
2014-03-11,-26.3158
2014-03-12,7.1429
2014-03-13,0.0
2014-03-14,-16.5833
2014-03-17,51.8482
2014-03-18,-15.7895
2014-03-20,6.25
2014-03-21,5.8824
2014-03-24,-16.6667
2014-03-25,26.6667
2014-03-26,-5.2632
2014-03-28,11.1111
2014-04-02,-15.0
2014-04-03,11.7647
2014-04-04,-10.526299999999999
2014-04-07,0.0
2014-04-08,0.0
2014-04-10,86.4706
2014-04-11,-27.4448
2014-04-15,-13.0435
2014-04-16,2.5
2014-04-17,-7.3171
2014-04-24,5.2632
2014-05-02,-20.0
2014-05-09,0.0
2014-05-13,50.0
2014-05-14,-4.1667
2014-05-15,-28.2609
2014-05-16,12.1212
2014-05-19,-45.9459
2014-05-20,0.0
2014-05-21,100.0
2014-05-27,-25.0
2014-05-28,-26.6667
2014-05-29,0.0
2014-05-30,0.0
2014-06-02,0.0
2014-06-04,0.0
2014-06-05,-22.7273
2014-06-06,17.647100000000002
2014-06-09,-40.0
2014-06-10,66.6667
2014-06-11,-20.0
2014-06-13,12.5
2014-06-16,55.5556
2014-06-19,-41.4286
2014-06-20,70.7317
2014-06-27,-42.8571
2014-06-30,0.0
2014-07-01,0.0
2014-07-07,62.5
2014-07-09,0.0
2014-07-11,0.0
2014-07-22,3.8462
2014-07-23,7.4074
2014-07-24,-3.4483
2014-07-25,3.5714
2014-07-28,-6.8966
2014-07-30,25.9259
2014-08-01,-2.9412000000000003
2014-08-04,0.0
2014-08-05,-3.0303
2014-08-06,0.0
2014-08-07,-9.375
2014-08-08,-5.5172
2014-08-11,44.5255
2014-08-12,-4.0404
2014-08-19,-0.5263
2014-08-21,-11.1111
2014-08-25,-22.619
2014-08-27,-23.0769
2014-08-29,0.0
2014-09-03,0.0
2014-09-05,0.0
2014-09-12,-20.0
2014-09-15,-23.75
2014-09-16,14.7541
2014-09-22,-7.1429
2014-09-23,7.6923
2014-09-24,0.0
2014-09-29,-7.1429
2014-10-08,0.0
2014-10-09,0.0
2014-10-20,3.0769
2014-10-31,0.0
2014-11-03,0.0
2014-11-07,-10.4478
2014-11-10,-15.0
2014-11-18,74.5098
2014-11-20,-14.6067
2014-11-21,2.6316
2014-11-24,28.2051
2014-11-25,-5.0
2014-12-02,5.2632
2014-12-05,-15.0
2014-12-15,0.0
2014-12-16,0.0
2014-12-19,-41.1765
2014-12-26,4.0
2015-01-12,0.0
2015-01-21,0.0
2015-02-04,1.9231
2015-02-05,0.0
2015-02-18,-24.5283
2015-02-19,-5.0
2015-02-23,0.0
2015-02-24,30.2632
2015-02-25,-23.2323
2015-03-02,-21.0526
2015-03-06,16.6667
2015-03-11,-13.0357
2015-03-13,-1.4374
2015-03-16,0.0
2015-03-18,31.6667
2015-03-24,-19.3038
2015-03-26,-5.8824
2015-03-31,0.0
2015-04-09,0.0
2015-04-13,0.0
2015-04-21,-16.6667
2015-04-22,40.0
2015-05-06,0.0
2015-05-07,-14.2857
2015-05-14,0.0
2015-05-19,16.6667
2015-05-22,0.0
2015-05-29,0.0
2015-06-01,0.0
2015-06-02,0.0
2015-06-22,-14.2857
2015-06-23,0.0
2015-07-06,0.0
2015-07-13,0.0
2015-07-14,0.0
2015-07-17,-33.3333
2015-08-18,0.0
2015-08-25,0.0
2015-09-09,0.0
2015-09-21,26.875
2015-09-23,16.2562
2015-09-28,1.6949
2015-10-21,-33.3333
2015-12-02,0.0
2015-12-21,0.0
2015-12-22,0.0
2015-12-28,0.0
2015-12-29,0.0
2016-02-04,0.0
2016-02-17,50.0
2016-02-22,0.0
2016-03-18,-16.6667
2016-04-04,-60.0
2016-05-12,0.0
2016-07-06,12.5
2016-08-01,-11.1111
2016-08-23,12.5
2016-08-31,-11.1111
2016-09-06,0.0
2016-09-07,0.0
2016-09-08,0.0
2016-10-19,-40.0
2016-10-27,0.0
2016-12-09,66.6667
2016-12-27,0.0
2016-12-30,0.0
2017-01-04,0.0
2017-01-12,-50.0
2017-03-06,5.0
2017-04-10,0.0
2018-01-09,-28.5714
2018-01-30,33.3333
2018-02-05,-25.0
2018-06-18,0.0
2019-03-12,66.6667
2019-10-23,-84.0
2020-04-14,-90.0
