ticker,INBI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-11-14,630.0
2006-11-15,310.9589
2006-11-16,0.0
2006-11-22,16.6667
2006-12-05,-0.5714
2007-01-12,-6.6091999999999995
2007-01-19,7.6923
2007-01-22,-6.5714
2007-01-24,-8.2569
2007-01-25,11.6667
2007-01-26,0.0
2007-01-30,0.0
2007-01-31,4.4776
2007-02-02,0.0
2007-02-13,-7.1429
2007-02-16,0.0
2007-02-20,-7.6923
2007-02-21,-16.6667
2007-02-22,20.0
2007-02-23,8.3333
2007-02-28,0.0
2007-03-06,7.6923
2007-03-08,0.0
2007-03-15,-28.5714
2007-03-16,40.0
2007-04-03,-28.5714
2007-04-04,36.0
2007-04-05,0.0
2007-04-10,0.0
2007-04-11,0.0
2007-04-13,0.0
2007-04-16,0.0
2007-04-17,0.0
2007-04-18,0.0
2007-04-23,0.0
2007-04-24,0.0
2007-04-25,0.0
2007-04-30,0.0
2007-05-02,0.0
2007-05-21,2.9412000000000003
2007-05-30,-34.2857
2007-05-31,56.5217
2007-06-25,-30.5556
2007-06-26,36.0
2007-06-27,2.9706
2007-06-28,-0.0286
2007-06-29,2.8571
2007-07-02,-5.5556
2007-07-05,-23.5294
2007-07-09,5.7692
2007-07-23,-12.7273
2007-07-26,4.1667
2007-07-31,0.0
2007-08-06,-6.4
2007-08-07,-10.2564
2007-08-08,0.0
2007-08-10,19.0476
2007-08-17,20.0
2007-08-27,0.0
2007-08-28,0.0
2007-08-29,0.0
2007-08-31,3.3333
2007-09-07,0.0
2007-09-14,9.6774
2007-09-17,-8.8235
2007-09-18,4.8387
2007-10-01,-6.1538
2007-10-09,-4.918
2007-10-16,-10.3448
2007-10-22,0.0
2007-10-31,15.3846
2007-11-01,-3.3333
2007-11-12,-13.4483
2007-11-19,-12.3506
2007-11-20,2.2727
2007-11-23,33.3333
2007-11-28,0.0
2007-11-29,6.6667
2007-11-30,9.375
2007-12-07,-35.7143
2007-12-11,4.4444
2007-12-13,-4.2553
2007-12-18,0.0
2007-12-21,4.0
2007-12-24,6.8376
2007-12-26,2.0
2007-12-27,25.4902
2007-12-28,1.25
2007-12-31,46.6049
2008-01-02,-16.8421
2008-01-03,-15.1899
2008-01-04,-22.3881
2008-01-07,0.0
2008-01-08,-3.8462
2008-01-11,-14.0
2008-01-14,0.0
2008-01-18,16.2791
2008-01-22,-10.0
2008-01-23,-6.6667
2008-01-25,54.7619
2008-01-29,-32.3077
2008-01-31,40.9091
2008-02-01,-3.2258
